motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
OFF,10000,3,32,8,8,1000,1000,1000
26,1.628418,-4.330078,-2.188477,-12.08496,-262.207,735.6567,0,0,0
27,1.368652,-1.827148,-1.65332,11.23047,-271.2402,583.5571,0,0,0
28,1.029297,-0.8076172,-1.57959,7.8125,-96.67969,411.1328,0,0,0
29,-0.9633789,-0.734375,0.4204102,-15.86914,55.9082,97.65625,0,0,0
30,-1.541504,-1.182617,0.5449219,-2.197266,40.89355,69.64111,0,0,0
31,-1.478027,-1.293457,0.3349609,15.01465,16.23535,60.72998,0,0,0
32,-1.034668,-1.286621,-0.3671875,29.66309,-15.50293,55.29785,0,0,0
33,-0.722168,-1.119629,-0.559082,30.88379,-29.84619,44.12842,0,0,0
34,-0.6660156,-0.9482422,-0.543457,23.68164,-3.78418,28.01514,0,0,0
35,-0.6884766,-0.7680664,-0.4111328,15.31982,-1.647949,11.16943,0,0,0
36,-0.7958984,-0.6523438,-0.3081055,8.911133,-10.98633,-3.601074,0,0,0
37,-0.7724609,-0.565918,-0.2836914,5.310059,-4.638672,-15.99121,0,0,0
38,-0.7109375,-0.4902344,-0.2431641,2.868652,2.746582,-27.83203,0,0,0
39,-0.6777344,-0.3833008,-0.2514648,0.5493164,11.35254,-40.16113,0,0,0
40,-0.5976562,-0.3183594,-0.2255859,-1.403809,11.71875,-52.97852,0,0,0
41,-0.5366211,-0.2929688,-0.2456055,-3.051758,-0.1831055,-66.16211,0,0,0
42,-0.4716797,-0.3398438,-0.2558594,-11.1084,16.54053,-105.5298,0,0,0
43,-0.3896484,-0.4033203,-0.2817383,-13.85498,41.56494,-119.9951,0,0,0
44,-0.3803711,-0.4736328,-0.3310547,-15.68604,57.67822,-134.8877,0,0,0
45,-0.3569336,-0.5991211,-0.4619141,-17.02881,63.47656,-150.5737,0,0,0
46,-0.2387695,-0.7319336,-0.4780273,-18.61572,65.49072,-165.9546,0,0,0
47,-0.3442383,-0.8813477,-0.4306641,-20.20264,73.48633,-180.7251,0,0,0
48,-0.4584961,-1.070312,-0.6933594,-20.32471,94.42139,-194.0918,0,0,0
49,-0.4306641,-1.402832,-0.605957,-18.43262,122.9248,-205.0781,0,0,0
50,-0.3466797,-1.526367,-0.5507812,-14.52637,135.0098,-214.4165,0,0,0
51,-0.4003906,-1.589355,-0.3964844,-8.300781,124.0234,-223.1445,0,0,0
52,-0.6787109,-1.859375,-0.4711914,-1.586914,91.00342,-229.3091,0,0,0
53,-0.5668945,-2.302734,-0.4770508,2.502441,35.52246,-229.6143,0,0,0
54,-0.7490234,-2.524414,-0.3012695,2.380371,-59.44824,-225.9521,0,0,0
55,-0.2041016,-1.849609,-0.2895508,-18.79883,-202.6367,-207.6416,0,0,0
56,0.005371094,-1.60791,-0.4423828,-21.54541,-128.3569,-208.1299,0,0,0
57,-0.06152344,-1.527344,-0.6015625,-20.93506,-57.49512,-212.8296,0,0,0
58,-0.1455078,-1.63623,-0.4702148,-18.49365,-13.67188,-219.1772,0,0,0
59,-0.2651367,-1.678711,-0.4404297,-14.77051,9.521484,-224.9146,0,0,0
60,-0.2758789,-1.45459,-0.5317383,-9.033203,25.20752,-228.8818,0,0,0
61,-0.2382812,-1.158691,-0.5092773,-2.13623,29.84619,-230.2856,0,0,0
62,-0.1450195,-0.9169922,-0.5751953,4.516602,24.90234,-230.3467,0,0,0
63,-0.2875977,-0.7753906,-0.5844727,10.74219,21.3623,-228.9429,0,0,0
64,-0.1801758,-0.6508789,-0.6176758,15.625,26.79443,-224.2432,0,0,0
65,-0.1064453,-0.6855469,-0.5771484,20.26367,41.93115,-216.6138,0,0,0
66,-0.04443359,-0.5610352,-0.6459961,25.14648,62.31689,-207.8857,0,0,0
67,-0.002929688,-0.4594727,-0.5810547,30.15137,80.99365,-198.0591,0,0,0
68,0.21875,-0.1601562,-0.390625,39.79492,37.04834,-166.3208,0,0,0
