motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
OFF,10000,3,8,8,32,1000,1000,1000
28,-0.2524414,-1.49707,-0.2143555,-45.10498,-6.286621,-260.8643,0,0,0
29,-0.2817383,-1.345703,-0.2788086,-37.71973,-18.49365,-250.1831,0,0,0
30,-0.2827148,-1.165039,-0.4111328,-31.37207,-36.49902,-236.8164,0,0,0
31,-0.2719727,-0.9829102,-0.472168,-27.70996,-57.00684,-221.1914,0,0,0
32,-0.2402344,-0.84375,-0.5932617,-26.48926,-71.96045,-204.2236,0,0,0
33,-0.1972656,-0.7382812,-0.590332,-26.79443,-72.69287,-186.8286,0,0,0
34,-0.1723633,-0.6191406,-0.5673828,-26.97754,-58.83789,-169.4946,0,0,0
35,-0.1831055,-0.5083008,-0.5078125,-25.87891,-37.8418,-152.0996,0,0,0
36,-0.2290039,-0.4931641,-0.4516602,-23.37646,-17.08984,-134.6436,0,0,0
37,-0.2973633,-0.4150391,-0.3452148,-19.65332,1.586914,-115.6616,0,0,0
38,-0.4101562,-0.1650391,-0.3476562,-13.97705,56.70166,-91.06445,0,0,0
39,-0.3325195,-0.3076172,-0.7275391,1.098633,41.25977,-18.43262,0,0,0
40,-0.4970703,-0.2050781,-0.9931641,-4.699707,-1.831055,-0.4882812,0,0,0
41,-0.796875,-0.1098633,-1.386719,-14.95361,-18.73779,19.16504,0,0,0
42,-1.491211,-0.1318359,-1.644043,-30.76172,-20.01953,45.10498,0,0,0
43,-3.307129,0.1567383,-1.926758,-53.4668,-1.953125,84.59473,0,0,0
44,-6.672852,0.2866211,-0.7084961,-84.10645,86.18164,159.4849,0,0,0
45,-6.170898,-1.869141,3.126953,-109.9854,277.771,301.2085,0,0,0
46,-5.849121,-4.893066,5.741211,-114.7461,354.3091,481.2622,0,0,0
47,-3.469238,-7.999756,-4.258789,81.29883,-559.2651,803.6499,0,0,0
48,1.986328,-7.999756,-2.983887,230.7739,-608.3984,854.126,0,0,0
49,2.976074,-5.962891,-2.972168,258.7891,-203.6743,774.292,0,0,0
50,1.667969,-3.927246,-2.819336,204.4678,-100.2197,627.4414,0,0,0
51,1.007812,-2.000977,-1.530762,135.7422,-136.1084,458.5571,0,0,0
52,0.5966797,-1.161621,-1.177734,83.25195,8.117676,306.8848,0,0,0
53,0.2983398,-0.809082,-0.3637695,43.15186,66.65039,197.5708,0,0,0
54,-0.3276367,-0.6396484,0.2666016,25.87891,70.98389,129.6387,0,0,0
55,-0.7373047,-0.8066406,0.6831055,29.78516,58.04443,92.83447,0,0,0
56,-0.8574219,-1.07959,0.5151367,41.19873,-9.033203,72.81494,0,0,0
57,-0.8388672,-1.112305,0.2617188,53.03955,-51.26953,57.9834,0,0,0
58,-0.8564453,-1.042969,0.06201172,59.2041,-46.08154,42.84668,0,0,0
59,-0.7456055,-0.9194336,-0.1396484,57.92236,-24.96338,27.70996,0,0,0
60,-0.7290039,-0.8422852,-0.3295898,50.59814,-12.87842,13.18359,0,0,0
61,-0.7875977,-0.7524414,-0.675293,40.83252,-14.70947,-0.06103516,0,0,0
62,-0.8110352,-0.6826172,-0.887207,28.50342,-22.76611,-10.98633,0,0,0
63,-0.6479492,-0.605957,-0.5761719,12.57324,-29.35791,-20.38574,0,0,0
64,-0.6020508,-0.6176758,-0.3583984,-1.586914,-24.78027,-31.18896,0,0,0
65,-0.7207031,-0.5517578,-0.1401367,-11.65771,-9.277344,-42.23633,0,0,0
66,-0.8256836,-0.4702148,-0.046875,-16.78467,13.5498,-52.00195,0,0,0
67,-0.9765625,-0.4521484,-0.06396484,-18.24951,34.97314,-59.2041,0,0,0
68,-0.730957,-0.2353516,0.02587891,-18.06641,54.07715,-63.35449,0,0,0
