motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
5/5 reps and random,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
671,-1.253906,0.2363281,0.5634766,2.933502,-194.3035,85.43968,,,
672,-0.8886719,0.2353516,0.6787109,15.93399,-228.056,93.74046,,,
673,-1.221191,0.04492188,0.06005859,29.05655,-277.4334,100.4543,,,
674,-0.9423828,-0.2851562,-0.4272461,39.49356,-344.9993,111.7458,,,
675,-1.013672,-0.6152344,-0.5395508,46.5126,-423.2464,124.197,,,
676,-0.9160156,-1.459473,-0.7563477,50.90714,-443.6932,136.0378,,,
677,-1.119141,-1.558594,-0.6298828,48.46573,-365.263,151.3577,,,
678,-0.7636719,-2.000488,-0.515625,37.17422,-250.639,166.9827,,,
679,-0.1367188,-2.321777,-0.7050781,23.68546,-212.7972,180.6545,,,
680,0.05761719,-2.138184,-1.404785,6.412506,-327.4822,186.758,,,
681,0.7495117,-2.366211,-2.191406,-14.46152,-407.9876,180.2273,,,
682,0.859375,-2.394043,-2.344238,-58.58994,-258.6346,162.5881,,,
683,0.9165039,-2.42041,-2.5625,-131.4049,-30.36308,136.343,,,
684,1.046387,-2.72998,-2.353027,-217.1593,20.60127,102.1023,,,
685,1.143555,-3.186523,-2.106934,-299.2516,16.02364,62.30736,,,
686,0.6000977,-3.726074,-1.735352,-369.9913,90.48653,12.31956,,,
687,-0.1152344,-3.938965,-1.012695,-423.0309,198.0915,-49.14284,,,
688,-0.2856445,-4.094238,-0.4501953,-449.6422,299.654,-117.3191,,,
689,-0.4594727,-4.19043,-0.1962891,-444.4542,383.028,-191.4158,,,
690,-0.5605469,-4.064453,0.2070312,-410.3966,398.7751,-261.6062,,,
691,-0.4995117,-3.656738,0.4765625,-356.9908,333.0402,-315.5002,,,
692,-0.2348633,-3.15918,0.5708008,-295.1012,226.656,-349.5579,,,
693,-0.6166992,-2.53125,0.7685547,-232.4791,141.0847,-366.4646,,,
694,-0.8291016,-2.068359,0.9921875,-170.3453,110.0788,-367.5022,,,
695,-0.8515625,-1.422363,1.146973,-102.8404,135.1032,-356.0276,,,
696,-1.041016,-0.9692383,1.098633,-32.58896,142.3664,-332.2239,,,
697,-1.186523,-0.777832,0.7856445,31.7421,95.06416,-295.1755,,,
698,-1.45166,-0.7558594,0.6884766,81.30264,1.375198,-248.3006,,,
699,-1.671875,-0.8608398,0.3862305,115.4823,-51.23711,-195.4441,,,
700,-1.757812,-0.9150391,-0.1503906,139.5912,-38.35869,-137.6438,,,
701,-1.662109,-0.9628906,-0.4658203,153.5683,2.412796,-77.76833,,,
702,-1.595215,-1.039551,-0.7392578,157.1693,53.49922,-18.44215,,,
703,-1.411621,-1.113281,-0.7905273,150.8217,90.24239,38.80882,,,
704,-1.322754,-1.175293,-0.8803711,138.0653,85.17647,91.97044,,,
705,-1.21582,-1.341797,-0.6826172,124.3935,50.99678,138.6013,,,
706,-1.087891,-1.522949,-0.5922852,113.8344,33.78487,176.3821,,,
707,-1.07666,-1.71582,-0.4414062,106.3881,48.92159,204.5193,,,
708,-1.17041,-1.705566,-0.4013672,98.02628,77.60811,226.0647,,,
709,-1.104004,-1.717773,-0.2543945,88.32169,82.9792,246.5115,,,
710,-1.324707,-1.954102,-0.5234375,80.99747,22.31026,269.1555,,,
711,-1.094238,-2.244629,-0.07470703,82.27921,-108.1219,293.3865,,,
712,-0.1279297,-2.591797,-0.08496094,103.1532,-276.8231,314.0774,,,
713,0.840332,-2.738281,-1.230469,143.9857,-401.5789,319.9978,,,
714,2.731445,-3.080566,-3.359375,182.682,-449.7967,300.8938,,,
715,3.859375,-2.97998,-3.072266,191.4101,-385.3436,248.0984,,,
716,3.983887,-2.23877,-3.039551,167.6674,-188.5052,169.9734,,,
717,3.877441,-2.245117,-2.954102,119.9379,-14.43291,85.43968,,,
718,3.119629,-2.066406,-3.310547,62.68692,-3.568649,-4.281998,,,
719,2.247559,-2.258789,-2.983398,-2.132416,-48.49052,-92.11159,,,
720,1.492676,-2.539551,-2.757324,-64.2662,-8.146286,-167.1848,,,
721,0.7724609,-2.682129,-2.438965,-118.1602,51.05782,-226.3889,,,
722,0.05224609,-2.649414,-2.267578,-159.481,98.11592,-269.3577,,,
723,-0.7919922,-2.45752,-1.871094,-190.3648,142.5495,-296.3352,,,
724,-1.416016,-1.779785,-0.4262695,-203.4874,293.1232,-305.3074,,,
725,-1.538574,-1.336914,0.07617188,-181.5147,343.7214,-296.03,,,
726,-1.805176,-0.9360352,0.1845703,-150.1427,339.8151,-279.1843,,,
727,-2.495117,-0.5244141,0.4418945,-121.7613,280.3058,-249.9485,,,
728,-2.736328,-0.1308594,0.7456055,-102.7184,163.4235,-203.3176,,,
729,-3.102539,-0.1206055,0.7099609,-93.44101,-22.61162,-138.6204,,,
730,-3.151367,-0.3833008,0.3945312,-90.32822,-198.5149,-55.30739,,,
731,-2.806152,-0.9663086,0.1074219,-83.55331,-242.7654,37.46605,,,
732,-2.040039,-1.757812,-0.2207031,-67.25693,-215.3606,124.5022,,,
733,-1.141602,-2.29248,-0.1123047,-39.79111,-193.388,193.4719,,,
734,-0.2768555,-2.591797,0.08935547,-1.522064,-144.3768,234.3044,,,
735,0.2382812,-2.205078,0.08056641,39.18839,-47.575,247.3049,,,
736,0.5791016,-1.928223,-0.1821289,73.49014,16.08467,246.1452,,,
737,0.8374023,-1.751953,-0.3359375,99.36905,17.61055,241.5066,,,
738,0.9482422,-1.678223,-0.4155273,117.5575,-0.08964539,233.3889,,,
739,1.156738,-1.685059,-0.9052734,129.5204,-14.18877,222.4026,,,
740,1.599609,-1.612305,-1.230957,131.9618,-29.56963,207.3269,,,
741,1.693848,-1.565918,-0.9702148,125.9193,-35.73418,184.1946,,,
742,1.386719,-1.246094,-0.9077148,116.642,-39.88457,155.0198,,,
743,1.212891,-1.054199,-0.78125,107.0595,-40.55595,126.0281,,,
744,0.9536133,-1.055176,-1.237305,97.78214,-24.44267,101.2478,,,
745,0.5302734,-1.117188,-1.078613,84.1713,-3.202438,80.6179,,,
746,0.5664062,-0.9433594,-0.7915039,65.98282,20.2961,62.24632,,,
747,0.4423828,-0.8754883,-0.6865234,49.68643,50.5085,42.95921,,,
748,0.2841797,-0.9291992,-0.9067383,35.03799,83.58955,23.85521,,,
749,0.1445312,-1.085938,-0.8823242,20.75577,103.7312,7.558823,,,
750,-0.2768555,-0.984375,-0.9316406,6.168365,103.487,-4.953384,,,
751,-0.5297852,-0.5722656,-0.340332,-24.47128,60.94551,-12.03346,,,
752,-0.3666992,-0.6884766,-0.3046875,-35.64072,49.53194,-11.85036,,,
753,-0.4672852,-0.7197266,-0.1904297,-44.30771,51.11885,-10.81276,,,
754,-0.5722656,-0.7695312,-0.2353516,-51.9371,56.67305,-7.02858,,,
755,-0.7670898,-0.8408203,-0.4140625,-59.62753,62.8376,-0.9250641,,,
756,-0.6455078,-0.9438477,-0.3276367,-68.23349,59.5417,7.314682,,,
757,-0.6142578,-0.9570312,-0.2397461,-75.92392,39.27803,16.83617,,,
758,-0.6914062,-1.00293,-0.3076172,-82.21054,8.638382,27.15111,,,
759,-0.6264648,-1.044434,-0.2480469,-87.27646,-20.47539,38.19847,,,
760,-0.6347656,-1.107422,-0.3901367,-91.12167,-47.45293,49.91722,,,
761,-0.6489258,-1.1875,-0.4799805,-94.23447,-66.55693,62.12425,,,
762,-0.5454102,-1.234375,-0.4814453,-96.92001,-74.06425,74.8806,,,
763,-0.480957,-1.224609,-0.4306641,-98.629,-67.83867,86.35521,,,
764,-0.4189453,-1.261719,-0.3706055,-98.99521,-50.93193,95.14427,,,
765,-0.2661133,-1.355469,-0.409668,-94.23447,-20.23125,103.0178,,,
766,-0.1665039,-1.46875,-0.3891602,-87.58163,-17.66777,101.614,,,
767,-0.02587891,-1.437012,-0.269043,-75.92392,-27.98271,96.67015,,,
768,0.08886719,-1.397949,-0.02197266,-58.34579,-47.02568,88.85765,,,
769,0.1801758,-1.287109,-0.04052734,-34.17587,-64.11552,77.93236,,,
770,0.2758789,-1.169434,0.09814453,-6.099701,-77.17705,63.34496,,,
771,0.331543,-1.089844,-0.01074219,22.95303,-80.71709,45.21751,,,
772,0.1669922,-0.996582,-0.1235352,49.07608,-67.59453,23.97728,,,
773,0.03564453,-0.8686523,-0.2241211,70.43839,-38.54179,3.042221,,,
774,-0.07275391,-0.7866211,-0.2802734,86.24649,-9.061813,-14.59694,,,
775,-0.1083984,-0.75,-0.3754883,97.96524,13.64326,-28.63503,,,
776,-0.02197266,-0.8261719,-0.3564453,106.3271,31.83174,-39.25514,,,
777,-0.1538086,-0.621582,-0.4262695,118.5341,38.11836,-53.11012,,,
778,-0.2719727,-0.5839844,-0.4316406,121.6469,22.37129,-57.01637,,,
779,-0.4326172,-0.6191406,-0.3583984,121.891,1.558304,-59.1526,,,
780,-0.6894531,-0.6958008,-0.2944336,120.6093,-12.23564,-59.03053,,,
781,-0.8710938,-0.8818359,-0.2255859,118.5951,-19.07158,-55.42946,,,
782,-0.90625,-1.003418,-0.1552734,116.0927,-21.26884,-48.47145,,,
783,-0.8183594,-1.140625,-0.04882812,114.4447,-19.31572,-39.98756,,,
784,-0.8037109,-1.319336,0.1015625,113.9565,-14.79912,-31.99196,,,
785,-0.7324219,-1.514648,0.1655273,114.6278,-9.85527,-24.66774,,,
786,-0.8291016,-1.736328,0.1572266,116.8251,-3.93486,-18.25905,,,
787,-0.8344727,-1.926758,0.2407227,119.3275,1.98555,-11.97243,,,
788,-0.7509766,-2,0.2504883,122.5624,6.196976,-5.685806,,,
789,-0.4116211,-1.752441,0.2470703,125.6752,4.304886,-0.8029938,,,
790,-0.6918945,-1.160645,0.3579102,129.3373,-14.18877,0.6008148,,,
791,-0.6396484,-1.10791,0.3652344,133.8539,-43.18047,-0.1316071,,,
792,-0.3061523,-1.14502,0.46875,138.6147,-76.62773,-2.267838,,,
793,-0.1948242,-1.10498,0.4560547,143.9857,-122.16,-10.14137,,,
794,-0.3085938,-1.083008,0.4887695,144.7182,-165.0677,-23.69118,,,
795,0.1083984,-0.9262695,-0.3500977,123.4779,-177.0916,-46.03004,,,
796,-0.002441406,-0.784668,0.4829102,116.4589,-114.0423,-66.04958,,,
797,-0.09326172,-0.878418,0.08544922,106.5712,-52.82402,-81.30836,,,
798,-0.02832031,-0.8481445,0.4707031,104.1908,-17.17949,-90.95192,,,
799,0.2861328,-0.78125,-0.3867188,97.17178,-8.207321,-95.65163,,,
800,-0.07421875,-0.6240234,0.4121094,90.9462,12.05635,-96.9944,,,
801,-0.7167969,-0.5175781,-0.7973633,82.34024,30.42793,-95.34645,,,
802,-0.4648438,-0.5249023,0.4711914,68.97354,33.6628,-84.60426,,,
803,0.08642578,-0.581543,0.02832031,59.57413,38.05733,-73.74001,,,
804,0.1679688,-0.6147461,0.2978516,49.86954,48.18916,-69.46754,,,
805,0.03222656,-0.7558594,0.1601562,44.55948,67.96455,-68.73512,,,
806,-0.7114258,-0.855957,0.5888672,36.01456,74.86153,-69.10133,,,
807,-0.3129883,-0.8291016,0.6123047,30.94864,65.95039,-62.87575,,,
808,-0.4248047,-0.777832,0.5092773,24.47891,48.00606,-51.76735,,,
809,-0.9023438,-0.4726562,0.9736328,4.398346,73.09151,-38.15651,,,
810,-0.3642578,-0.3154297,1.206543,-0.5455017,76.44844,-31.56471,,,
811,0.9726562,-0.5800781,0.4331055,1.041412,58.80928,-30.89333,,,
812,0.1953125,-0.9038086,0.328125,-21.17538,91.64619,-72.39723,,,
813,0.004394531,-0.9643555,0.9038086,-33.99277,94.75899,-87.71706,,,
814,-0.1020508,-0.8935547,1.057129,-37.47177,35.49385,-94.9192,,,
815,-0.3569336,-0.9492188,1.080566,-36.00693,-35.49004,-97.72682,,,
816,0.206543,-0.9501953,0.5458984,-36.19003,-82.36504,-98.33717,,,
817,0.137207,-0.8964844,0.6401367,-36.98349,-93.77861,-99.0696,,,
818,0.005371094,-0.8754883,0.8208008,-38.08212,-92.67998,-98.76442,,,
819,0.1699219,-0.902832,0.7441406,-37.10556,-88.59062,-96.44508,,,
820,0.2607422,-0.7709961,0.7207031,-29.41513,-40.73906,-87.59499,,,
821,0.3500977,-0.6152344,0.5771484,-19.10019,6.380081,-81.67458,,,
822,0.4584961,-0.6318359,0.5151367,-13.97324,36.95869,-78.50075,,,
823,0.546875,-0.5834961,0.4521484,-9.456635,79.07295,-76.91383,,,
824,0.3754883,-0.5957031,0.456543,-4.695892,118.5017,-76.91383,,,
825,0.2709961,-0.715332,0.4370117,3.482819,130.2204,-71.84792,,,
826,0.2490234,-1.045898,0.6220703,5.130768,94.69795,-67.02614,,,
827,0.5239258,-1.085938,0.1621094,5.069733,47.94502,-64.21852,,,
828,-0.01416016,-0.6938477,0.4589844,0.7972717,13.46016,-63.97438,,,
829,0.112793,-0.7905273,0.5751953,-2.132416,1.131058,-59.82399,,,
830,0.2871094,-0.5761719,0.5117188,-4.024506,21.88301,-52.92702,,,
831,0.15625,-0.7558594,0.4042969,-4.268646,70.89424,-48.10524,,,
832,0.1401367,-0.8310547,0.5234375,-6.954193,121.4314,-42.36794,,,
833,0.05908203,-0.8144531,0.5366211,-7.442474,104.8908,-39.62135,,,
834,0.1767578,-0.8833008,0.4760742,-7.198334,81.14815,-37.30202,,,
835,0.2133789,-0.9375,0.5166016,-6.954193,50.20332,-34.92165,,,
836,0.2387695,-0.9467773,0.5649414,-7.015228,16.08467,-31.74782,,,
837,0.3046875,-0.8344727,0.5566406,-7.137299,-10.83183,-28.02467,,,
838,0.3022461,-0.7275391,0.515625,-7.442474,-29.44756,-24.6067,,,
839,0.3134766,-0.7036133,0.5332031,-8.296967,-32.37724,-22.04323,,,
840,0.3706055,-0.7021484,0.5551758,-9.456635,-18.27812,-20.0901,,,
841,0.4267578,-0.6552734,0.5800781,-12.08115,-4.423141,-17.77077,,,
842,0.4570312,-0.6459961,0.6098633,-13.30185,-17.17949,-17.16042,,,
843,0.4633789,-0.6630859,0.6064453,-14.15634,-24.56474,-17.22145,,,
844,0.4711914,-0.6582031,0.5844727,-14.52255,-24.86992,-17.77077,,,
845,0.4736328,-0.6801758,0.5908203,-14.52255,-19.19365,-19.78493,,,
846,0.4604492,-0.6728516,0.621582,-14.09531,-15.59258,-21.24977,,,
847,0.4462891,-0.6772461,0.6259766,-12.93564,-16.93535,-22.47047,,,
848,0.4111328,-0.7773438,0.5878906,-9.212494,-12.29668,-23.32497,,,
849,0.4047852,-0.7973633,0.6118164,-6.710052,1.497269,-23.01979,,,
850,0.3925781,-0.7324219,0.5532227,-0.7286072,-15.04326,-21.79909,,,
851,0.4501953,-0.6850586,0.4985352,1.590729,-25.29716,-21.18874,,,
852,0.5126953,-0.6611328,0.4926758,2.933502,-28.40996,-20.51735,,,
853,0.6054688,-0.637207,0.5214844,3.482819,-23.71025,-19.96803,,,
854,0.6416016,-0.625,0.5830078,3.910065,-14.61601,-19.60182,,,
855,0.6855469,-0.6015625,0.5839844,4.581451,-8.085251,-19.66286,,,
856,0.7485352,-0.628418,0.6567383,5.374908,-11.19804,-20.21217,,,
857,0.8261719,-0.659668,0.7016602,8.426666,-28.28789,-21.43288,,,
858,0.8671875,-0.6694336,0.7719727,10.92911,-24.86992,-21.67702,,,
859,0.8847656,-0.6538086,0.7802734,14.16397,-23.58818,-22.28737,,,
860,0.918457,-0.6376953,0.7573242,17.70401,-32.80449,-23.08083,,,
861,0.8955078,-0.609375,0.7148438,20.8168,-46.11015,-23.69118,,,
862,0.7939453,-0.5839844,0.6875,23.56339,-49.40605,-22.95876,,,
863,0.6748047,-0.5683594,0.7626953,26.24893,-34.57451,-19.41872,,,
864,0.6025391,-0.4438477,0.7353516,29.72794,-15.83672,-12.15553,,,
865,0.4311523,-0.3383789,0.6123047,33.51212,-5.887985,-1.291275,,,
866,0.1567383,-0.2397461,0.4760742,35.52628,2.229691,13.4182,,,
867,-0.08837891,-0.1381836,0.3852539,34.73282,23.28682,33.5598,,,
868,-0.4501953,0.04541016,0.4038086,30.58243,52.27852,60.04906,,,
869,-0.5859375,0.1787109,0.3886719,23.99063,63.75313,93.37425,,,
870,-0.9980469,0.2958984,0.3813477,14.16397,49.10469,133.5354,,,
871,-1.504395,0.09765625,-0.2607422,-12.8746,-8.512497,240.2859,,,
872,-1.82373,0.2441406,-0.7275391,-30.5748,2.962112,306.7532,,,
873,-2.241211,0.1113281,-0.8061523,-52.7916,56.12373,385.7937,,,
874,-2.351562,-0.2807617,-0.8115234,-82.45468,122.1638,475.6985,,,
875,-2.70459,-1.809082,-0.75,-116.0851,149.8737,565.9084,,,
876,-2.803223,-2.771484,-0.512207,-144.2833,144.2585,648.428,,,
877,-3.011719,-2.661133,0.004882812,-162.0445,141.8781,712.1487,,,
878,-2.746094,-3.537598,-1.793457,-156.3683,190.4011,708.2424,,,
879,-1.714844,-1.803711,1.071777,-167.4767,391.8171,596.7922,,,
880,-1.069824,-2.14502,1.880371,-170.2232,253.3283,430.9597,,,
881,-0.3496094,-1.082031,1.427734,-113.3995,54.35371,285.696,,,
882,-0.4316406,-0.9995117,0.7392578,-75.3746,-62.46758,183.0349,,,
883,-0.9438477,-1.188965,-0.3759766,-54.0123,-64.66484,120.1687,,,
884,-1.404785,-1.463379,-0.7392578,-53.52402,-27.67754,84.21898,,,
885,-1.34668,-1.179688,0.315918,-66.95175,51.42403,38.86986,,,
886,-1.092285,-0.8457031,0.4873047,-59.20029,33.35762,20.00999,,,
887,-0.8686523,-0.5698242,0.5834961,-44.49081,29.3293,-0.3147125,,,
888,-0.784668,-0.402832,0.4853516,-25.38681,13.7043,-21.86012,,,
889,-0.8413086,-0.293457,0.3808594,-5.61142,-10.83183,-43.46657,,,
890,-0.9526367,-0.2905273,0.265625,11.72256,-40.43388,-63.6692,,,
891,-0.9897461,-0.3041992,0.1733398,24.35684,-53.43437,-81.18629,,,
892,-0.9614258,-0.2910156,0.1220703,32.77969,-42.69218,-95.7737,,,
893,-0.9438477,-0.2583008,0.08935547,38.21182,-39.33525,-108.7742,,,
894,-0.9091797,-0.2519531,0.07128906,41.75186,-58.50029,-121.6526,,,
895,-0.9350586,-0.2651367,-0.03369141,42.78946,-89.87236,-135.4465,,,
896,-0.9301758,-0.328125,0.03027344,40.34805,-105.3143,-149.3015,,,
897,-0.9326172,-0.3901367,0.09570312,36.01456,-100.2483,-162.4241,,,
898,-0.90625,-0.4335938,0.1704102,31.86417,-83.40263,-174.448,,,
899,-0.8007812,-0.6132812,0.1982422,27.46964,-75.83427,-194.7727,,,
900,-0.7602539,-0.734375,0.2426758,25.08926,-90.84892,-202.9514,,,
901,-0.7333984,-0.8144531,0.3076172,22.03751,-96.58623,-210.2146,,,
902,-0.6357422,-0.8764648,0.3623047,19.10782,-88.40752,-215.8298,,,
903,-0.512207,-0.9145508,0.4287109,17.64297,-73.08769,-219.9802,,,
904,-0.4926758,-0.9414062,0.4169922,17.94815,-58.37822,-223.032,,,
905,-0.3530273,-0.996582,0.3735352,19.29092,-46.96465,-225.1682,,,
906,-0.4335938,-1.125,0.3637695,21.06094,-34.14726,-226.511,,,
907,-0.3261719,-1.169434,0.3681641,23.38028,-20.59746,-226.7551,,,
908,-0.2055664,-1.160156,0.4462891,25.69962,-6.132126,-226.9382,,,
909,-0.1279297,-1.214844,0.512207,28.69034,4.487991,-227.1824,,,
910,-0.006835938,-1.273438,0.5576172,32.04727,8.760452,-227.1214,,,
911,-0.01953125,-1.355469,0.6450195,35.2211,5.159378,-226.8162,,,
912,0.159668,-1.41748,0.578125,36.99112,-8.451462,-226.2058,,,
913,0.3886719,-1.405762,0.578125,32.04727,-59.78203,-224.802,,,
914,0.4213867,-1.279297,0.5244141,24.35684,-80.59502,-223.2151,,,
915,0.4897461,-1.215332,0.5102539,14.65225,-80.41191,-220.8958,,,
916,0.5292969,-1.224121,0.6206055,4.581451,-61.73515,-218.2102,,,
917,0.5644531,-1.102051,0.5263672,-3.8414,-43.48564,-214.8533,,,
918,0.5429688,-1.010742,0.5258789,-11.04355,-36.77177,-210.3367,,,
919,0.4038086,-0.8227539,0.512207,-23.86093,-38.78593,-195.8103,,,
920,0.3740234,-0.7319336,0.5087891,-29.59824,-40.00664,-186.594,,,
921,0.3686523,-0.6435547,0.5454102,-34.48105,-47.63603,-175.9739,,,
922,0.3393555,-0.5444336,0.5844727,-38.50937,-54.41093,-163.8279,,,
923,0.3144531,-0.4355469,0.5751953,-40.46249,-55.02129,-150.4612,,,
924,0.3208008,-0.3271484,0.574707,-40.76767,-57.76787,-136.0569,,,
925,0.3115234,-0.2089844,0.4960938,-39.48593,-63.3831,-120.9812,,,
926,0.3383789,-0.05224609,0.3945312,-34.54208,-62.95586,-89.97536,,,
927,0.3496094,0.02392578,0.4707031,-29.78134,-51.42021,-75.08278,,,
928,0.3544922,0.04248047,0.5112305,-21.11435,-40.9832,-59.39674,,,
929,0.3515625,0.02685547,0.5712891,-8.541107,-35.18486,-42.24586,,,
930,0.4438477,0.009765625,0.4614258,3.84903,-10.34355,-25.88844,,,
931,0.4272461,0.03320312,0.4160156,13.8588,25.42305,-11.97243,,,
932,0.4169922,-0.02978516,0.4399414,19.84024,37.20284,1.394272,,,
933,0.378418,-0.05810547,0.4101562,24.72305,25.36201,15.06615,,,
934,0.3393555,-0.07226562,0.3847656,28.56827,4.610062,29.10423,,,
935,0.2983398,-0.06298828,0.3696289,32.04727,-11.74736,44.11888,,,
936,0.2304688,-0.03808594,0.3657227,35.46524,-16.44707,60.4763,,,
937,0.1972656,-0.02880859,0.5024414,39.12735,-6.254196,78.72581,,,
938,-0.04492188,-0.06103516,0.6152344,42.97256,10.10323,99.78294,,,
939,-0.3452148,-0.1665039,0.9057617,47.79434,20.96748,125.6618,,,
940,-1.237793,-0.4731445,0.9516602,64.51797,29.93965,204.2751,,,
941,-1.349121,-0.8022461,0.4921875,72.2084,67.59834,259.4509,,,
942,-1.947266,-0.9658203,-0.2475586,56.52237,117.7692,410.7571,,,
943,-2.28418,-1.750488,-0.2944336,41.69083,96.10176,508.7185,,,
944,-2.25293,-3.016113,0.07226562,23.56339,148.2258,613.2717,,,
945,-1.931641,-3.922363,0.4438477,-9.395599,231.5998,707.7542,,,
946,-1.175293,-4.302734,0.7583008,-50.53329,255.5866,773.428,,,
947,-2.221191,-3.770508,-0.02001953,-80.98984,201.2043,793.8137,,,
948,-1.059082,-2.814941,-0.7705078,-95.08896,322.8474,723.9895,,,
949,-0.1484375,-1.026855,1.749023,-143.9171,401.3996,568.3499,,,
950,-0.184082,-0.6469727,1.131348,-125.6676,150.9724,398.489,,,
951,-0.2612305,-0.5507812,1.637695,-74.76425,43.55049,244.9245,,,
952,-0.6689453,-0.6479492,1.158203,-27.58408,-39.33525,121.6335,,,
953,-1.431152,-1.291016,0.1313477,22.76993,-148.4051,1.028061,,,
954,-1.450195,-1.210938,-0.230957,22.70889,-119.1082,-13.55934,,,
955,-1.324707,-1.093262,-0.1103516,10.86807,-63.81035,-16.48903,,,
956,-1.166016,-0.9165039,0.02783203,0.06484985,-11.38115,-17.40456,,,
957,-1.056152,-0.7602539,0.1816406,-8.296967,-0.6999969,-21.00563,,,
958,-0.8994141,-0.6342773,0.2822266,-12.44736,6.01387,-28.87917,,,
959,-0.8413086,-0.5302734,0.3876953,-13.48495,11.93428,-40.96413,,,
960,-0.8115234,-0.4560547,0.3969727,-11.77597,1.680374,-56.58913,,,
961,-0.8061523,-0.4272461,0.3974609,-8.785248,-17.17949,-74.71657,,,
962,-0.8232422,-0.387207,0.3574219,-5.367279,-28.16582,-94.18678,,,
963,-0.8564453,-0.4389648,0.3354492,-2.193451,-42.99736,-112.8025,,,
964,-0.8583984,-0.4594727,0.3457031,-0.6065369,-55.63164,-128.6106,,,
965,-0.8232422,-0.5302734,0.3193359,0.125885,-50.26054,-141.7332,,,
966,-0.8413086,-0.5712891,0.284668,0.4310608,-49.28398,-153.0857,,,
967,-0.8125,-0.6245117,0.3354492,0.4310608,-53.06816,-173.0442,,,
968,-0.7695312,-0.7299805,0.3500977,1.346588,-45.13359,-182.0164,,,
969,-0.7456055,-0.7895508,0.3383789,3.055573,-38.17558,-190.1951,,,
970,-0.6762695,-0.8232422,0.3027344,4.886627,-34.33037,-197.2752,,,
971,-0.6220703,-0.8701172,0.3789062,6.839752,-34.94072,-203.6228,,,
972,-0.5732422,-0.9521484,0.4448242,9.098053,-43.0584,-208.6277,,,
973,-0.4907227,-1.003906,0.5004883,11.84464,-48.55156,-212.2288,,,
974,-0.4047852,-1.0625,0.5883789,15.50674,-44.58427,-215.0974,,,
975,-0.3344727,-1.105469,0.5336914,20.75577,-37.26006,-217.2947,,,
976,-0.2402344,-1.188965,0.3881836,30.46036,-26.94511,-220.2244,,,
977,-0.1479492,-1.225586,0.449707,34.30557,-24.56474,-220.2854,,,
978,-0.07080078,-1.21582,0.4853516,38.33389,-22.79472,-219.1868,,,
979,0.01513672,-1.229492,0.519043,42.24014,-19.19365,-217.7219,,,
980,0.1811523,-1.202637,0.4599609,47.73331,-16.63017,-214.426,,,
981,0.1870117,-1.15625,0.4746094,47.73331,-18.03398,-212.7171,,,
982,0.190918,-1.066895,0.4038086,45.84122,-9.85527,-211.0081,,,
983,0.269043,-1.103027,0.4208984,43.09464,12.6667,-209.5432,,,
984,0.4077148,-1.031738,0.4775391,36.56387,46.78535,-203.1956,,,
985,0.4130859,-0.8818359,0.4521484,31.43692,32.32002,-197.3972,,,
986,0.4648438,-0.8325195,0.5712891,14.16397,-26.70097,-181.8943,,,
987,0.4375,-0.8144531,0.5532227,2.994537,-36.40556,-172.3728,,,
988,0.4667969,-0.7529297,0.6225586,-7.442474,-36.52763,-161.7527,,,
989,0.4614258,-0.6489258,0.5810547,-16.41464,-42.81425,-150.8884,,,
990,0.4331055,-0.5693359,0.546875,-24.53232,-63.74931,-139.5969,,,
991,0.4575195,-0.4829102,0.5341797,-32.71103,-79.31328,-128.1834,,,
992,0.4248047,-0.3383789,0.5141602,-49.43466,-80.59502,-96.62819,,,
993,0.449707,-0.2539062,0.5483398,-51.69296,-80.35088,-87.1067,,,
994,0.4887695,-0.1523438,0.5961914,-51.87607,-71.68388,-77.95143,,,
995,0.5087891,-0.05175781,0.6435547,-49.98398,-58.92754,-69.0403,,,
996,0.5444336,0.06005859,0.6279297,-45.40634,-46.47636,-60.0071,,,
997,0.5595703,0.1376953,0.6894531,-39.18076,-38.23662,-50.79079,,,
998,0.559082,0.2109375,0.7016602,-31.12411,-34.3914,-40.65895,,,
999,0.5078125,0.2924805,0.7412109,-21.96884,-33.78105,-28.81813,,,
1000,0.4208984,0.3212891,0.7578125,-11.28769,-31.70586,-15.02419,,,
1001,0.324707,0.3574219,0.7080078,0.7362366,-20.71953,0.6008148,,,
1002,0.2236328,0.3432617,0.6811523,13.24844,2.534866,18.54515,,,
1003,-0.1269531,0.2519531,0.7280273,25.57755,33.6628,39.35814,,,
1004,-0.2832031,-0.2460938,0.5073242,37.90665,67.23213,66.33568,,,
1005,-1.07373,0.02099609,0.4174805,36.31973,132.2346,244.4363,,,
1006,-2.11377,0.03027344,-0.09667969,37.54044,-105.0091,379.7512,,,
1007,-3.019043,-1.429199,-0.2729492,39.00528,98.54317,563.1008,,,
1008,-3.165527,-2.609375,-1.145996,21.06094,126.6804,660.5129,,,
1009,-2.824707,-3.558594,0.190918,-67.19589,283.8459,806.0818,,,
1010,-1.030762,-2.084961,1.706543,-130.2452,346.4069,653.0667,,,
1011,-0.7270508,-2.683105,2.744629,-148.4337,290.0104,458.9138,,,
1012,-0.8862305,-1.77002,1.827637,-108.0284,127.6569,280.6301,,,
1013,-1.133301,-1.447266,0.484375,-45.46738,-85.35576,65.54222,,,
