motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
5/5 reps and random,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
328,-0.3222656,-0.2841797,-0.7573242,-4.512787,44.58809,41.25023,,,
329,-0.5063477,-0.331543,-0.8012695,-12.50839,34.63936,64.87083,,,
330,-0.7260742,-0.4267578,-0.8330078,-20.93124,31.5876,92.21458,,,
331,-1.013184,-0.5791016,-0.7929688,-30.20859,39.70528,123.8308,,,
332,-1.600586,-0.7558594,-0.8603516,-39.85214,60.64034,160.7571,,,
333,-2.162109,-0.7348633,-0.7353516,-52.91367,87.80098,207.3269,,,
334,-2.787109,-0.831543,-0.8022461,-68.47763,115.8161,268.8503,,,
335,-3.931641,-1.682129,-0.4135742,-84.46884,142.0612,350.3323,,,
336,-4.487305,-3.12207,1.355957,-97.89658,177.4616,457.1438,,,
337,-3.386719,-4.626465,3.537109,-102.9015,203.5847,581.7166,,,
338,-2.446289,-5.855957,1.434082,-82.39365,74.73946,698.3547,,,
339,0.2133789,-5.87793,-0.9326172,-35.21347,-139.616,782.4001,,,
340,-0.3442383,-5.834473,-1.150391,6.290436,-129.8504,800.9548,,,
341,-0.01806641,-4.130859,-0.6904297,-2.498627,-77.48222,752.4929,,,
342,-0.128418,-2.277832,-0.3681641,-6.221771,-203.0315,648.7942,,,
343,-0.2148438,-1.560059,0.04296875,-5.184174,-175.3216,516.7141,,,
344,-0.0625,-0.8857422,-0.1035156,-8.541107,-129.3011,389.3337,,,
345,-0.2949219,-0.7924805,-0.006347656,1.773834,-117.8265,290.0906,,,
346,-0.6201172,-0.8901367,0.4311523,17.88712,-75.5291,217.6418,,,
347,-0.8398438,-0.9897461,0.65625,32.90176,-2.592087,159.9636,,,
348,-0.8608398,-0.9394531,0.5810547,44.37637,-5.94902,114.0652,,,
349,-0.6914062,-0.6430664,-0.2915039,54.69131,-4.179001,49.91722,,,
350,-0.7192383,-0.793457,-0.9985352,48.16055,9.065628,21.16966,,,
351,-0.890625,-0.8608398,-0.7880859,29.97208,37.26387,-5.746841,,,
352,-1.102051,-0.7456055,-0.3393555,11.29532,45.44258,-27.47536,,,
353,-1.110352,-0.5795898,-0.09716797,-0.3013611,43.30635,-41.0862,,,
354,-1.030273,-0.4223633,-0.02490234,-4.329681,62.8376,-48.53249,,,
355,-0.9750977,-0.3144531,-0.0625,-4.024506,65.21797,-53.78151,,,
356,-0.8657227,-0.2124023,-0.07568359,-2.742767,52.52266,-58.78639,,,
357,-0.8759766,-0.09667969,-0.230957,-2.193451,43.55049,-64.46266,,,
358,-0.8666992,-0.007324219,-0.3837891,-3.292084,44.52705,-70.38307,,,
359,-0.9350586,-0.02246094,-0.402832,-6.404877,50.56953,-75.87624,,,
360,-0.9868164,-0.09277344,-0.3330078,-10.12802,57.58858,-80.08766,,,
361,-1.023438,-0.1665039,-0.2504883,-14.33945,33.11348,-83.50563,,,
362,-1.018555,-0.1640625,-0.1904297,-15.01083,12.78877,-83.56667,,,
363,-0.9946289,-0.1333008,-0.2319336,-15.74326,4.854202,-83.26149,,,
364,-0.9921875,-0.1806641,-0.2329102,-16.35361,7.722855,-82.83424,,,
365,-1.031738,-0.1992188,-0.3774414,-16.84189,11.38496,-82.46803,,,
366,-0.9755859,-0.1796875,-0.2436523,-17.33017,7.78389,-81.06422,,,
367,-0.9785156,-0.2016602,-0.2294922,-18.2457,0.03242493,-79.1111,,,
368,-0.9428711,-0.2412109,-0.2753906,-19.4664,-0.6389618,-76.66969,,,
369,-0.9804688,-0.2695312,-0.2666016,-20.38193,8.760452,-73.92311,,,
370,-0.9873047,-0.3081055,-0.2675781,-20.74814,20.66231,-70.56618,,,
371,-0.9511719,-0.3120117,-0.2758789,-20.74814,28.59688,-66.72096,,,
372,-0.9345703,-0.328125,-0.3120117,-20.56503,30.79414,-62.81471,,,
373,-0.8657227,-0.3061523,-0.3110352,-20.07675,29.3293,-59.45778,,,
374,-0.8452148,-0.4482422,-0.2929688,-19.03915,27.00996,-56.65016,,,
375,-0.8027344,-0.4702148,-0.2421875,-17.14706,22.43233,-53.90358,,,
376,-0.8710938,-0.487793,-0.2836914,-14.9498,11.87325,-51.58424,,,
377,-0.8994141,-0.5097656,-0.3212891,-13.42392,3.938675,-48.53249,,,
378,-0.890625,-0.5136719,-0.3193359,-12.8746,3.633499,-44.87038,,,
379,-0.8364258,-0.4980469,-0.3291016,-11.77597,12.6667,-38.46169,,,
380,-0.7929688,-0.4956055,-0.3388672,-10.55527,16.93916,-35.532,,,
381,-0.8227539,-0.5009766,-0.3579102,-9.212494,19.68575,-32.90749,,,
382,-0.7856445,-0.5078125,-0.3720703,-6.465912,18.34297,-29.36745,,,
383,-0.7548828,-0.5024414,-0.4082031,-3.96347,14.43672,-27.29225,,,
384,-0.6972656,-0.4907227,-0.440918,-3.292084,15.23018,-26.25465,,,
385,-0.6850586,-0.5019531,-0.4672852,-3.047943,16.08467,-25.70534,,,
386,-0.6713867,-0.4995117,-0.4863281,-3.292084,18.34297,-25.70534,,,
387,-0.6699219,-0.5078125,-0.5126953,-3.8414,22.43233,-26.07155,,,
388,-0.7661133,-0.5380859,-0.5341797,-4.390717,28.16963,-26.25465,,,
389,-0.715332,-0.5375977,-0.4916992,-5.184174,32.68623,-25.27809,,,
390,-0.7045898,-0.5498047,-0.5019531,-5.489349,30.18379,-24.05739,,,
391,-0.6704102,-0.5566406,-0.4560547,-5.550385,24.01924,-23.08083,,,
392,-0.6777344,-0.5561523,-0.4379883,-5.123138,20.23506,-21.92116,,,
393,-0.7089844,-0.5917969,-0.4458008,-4.329681,19.13643,-20.33424,,,
394,-0.7182617,-0.6113281,-0.4477539,-3.231049,19.68575,-18.32008,,,
395,-0.7099609,-0.6240234,-0.4458008,-1.94931,18.34297,-15.69557,,,
396,-0.6918945,-0.6289062,-0.4189453,-0.667572,14.07051,-13.19313,,,
397,-0.7099609,-0.6166992,-0.4023438,0.7362366,8.577347,-10.99586,,,
398,-0.7211914,-0.644043,-0.425293,2.20108,3.87764,-8.981705,,,
399,-0.6821289,-0.6220703,-0.4282227,3.238678,0.6427765,-6.845474,,,
400,-0.690918,-0.6049805,-0.4541016,4.032135,-2.470016,-4.587173,,,
401,-0.6655273,-0.6220703,-0.4609375,4.642487,-9.428024,-0.9860992,,,
402,-0.6650391,-0.6235352,-0.4638672,4.886627,-11.25908,0.3566742,,,
403,-0.6679688,-0.6123047,-0.4882812,4.947662,-10.64873,1.638412,,,
404,-0.6459961,-0.5922852,-0.5053711,4.703522,-8.817673,2.614975,,,
405,-0.65625,-0.6015625,-0.4931641,4.276276,-7.658005,3.286362,,,
406,-0.6591797,-0.6035156,-0.4750977,3.726959,-7.047653,3.591537,,,
407,-0.6586914,-0.6079102,-0.5092773,3.238678,-6.315231,3.652573,,,
408,-0.6333008,-0.6162109,-0.5029297,2.811432,-5.94902,3.713608,,,
409,-0.6298828,-0.6166992,-0.4770508,2.506256,-6.742477,3.286362,,,
410,-0.6118164,-0.6171875,-0.4638672,2.323151,-6.864548,2.43187,,,
411,-0.5922852,-0.6166992,-0.4550781,2.323151,-4.606247,1.211166,,,
412,-0.6206055,-0.612793,-0.4506836,2.445221,-1.005173,-0.1316071,,,
413,-0.6069336,-0.6279297,-0.4633789,2.689362,1.86348,-2.206802,,,
414,-0.6123047,-0.6220703,-0.4575195,2.628326,-3.873825,-4.220963,,,
415,-0.6123047,-0.628418,-0.4628906,2.445221,-5.582809,-5.13649,,,
416,-0.6035156,-0.6083984,-0.4516602,1.468658,-5.155563,-6.967545,,,
417,-0.5473633,-0.6040039,-0.4042969,1.407623,-8.512497,-10.44655,,,
418,-0.5336914,-0.6142578,-0.4082031,1.895905,-12.05254,-13.1321,,,
419,-0.5595703,-0.6074219,-0.4521484,2.017975,-16.01982,-16.36696,,,
420,-0.5429688,-0.6176758,-0.4873047,1.407623,-20.65849,-20.0901,,,
421,-0.4814453,-0.6445312,-0.5947266,-2.681732,-31.46172,-29.85573,,,
422,-0.3876953,-0.6435547,-0.5458984,-6.282806,-37.13799,-36.32545,,,
423,-0.4008789,-0.690918,-0.7973633,-11.89804,-44.64531,-43.22243,,,
424,-0.309082,-0.7490234,-0.9101562,-20.62607,-55.14336,-50.72975,,,
425,-0.2885742,-0.796875,-1.099121,-32.52792,-62.22343,-59.09157,,,
426,-0.1591797,-0.8847656,-1.181152,-48.09189,-61.30791,-67.69753,,,
427,0.02539062,-0.9516602,-1.277832,-66.15829,-51.90849,-77.21901,,,
428,-0.125,-1.079102,-1.385254,-85.81161,-38.66386,-88.26637,,,
429,0.02929688,-1.468262,-1.268066,-128.2921,5.76973,-109.0183,,,
430,0.1611328,-1.58252,-1.254395,-150.0206,41.4753,-120.1267,,,
431,0.09765625,-1.763672,-1.127441,-205.1964,92.62276,-161.6306,,,
432,-0.04980469,-1.782227,-0.8076172,-216.9151,105.7453,-173.8987,,,
433,-0.1547852,-1.827637,-0.4814453,-221.2486,145.2351,-185.0071,,,
434,-0.2143555,-1.858887,-0.2387695,-215.2061,211.3972,-197.8855,,,
435,-0.3505859,-1.746582,-0.08544922,-176.2047,214.2048,-227.4876,,,
436,-0.9448242,-1.489258,0.1640625,-136.1656,41.59737,-230.5393,,,
437,-1.474121,-1.648438,0.3242188,-115.2306,57.58858,-219.614,,,
438,-2.219238,-1.73291,0.7700195,-80.86777,179.9641,-201.7307,,,
439,-2.461426,-1.273438,1.210449,32.23038,352.1442,-113.596,,,
440,-2.09668,-1.28125,1.457031,95.58487,205.5378,-34.79958,,,
441,-1.893066,-1.955566,0.9355469,158.7563,-26.02959,48.94066,,,
442,-1.756836,-2.815918,-0.5234375,224.8573,-281.8279,116.2624,,,
443,-1.899414,-3.033203,-1.873047,288.8832,-476.4691,154.3484,,,
444,-1.178223,-3.544922,-3.468262,344.059,-548.4295,163.1985,,,
445,0.4887695,-2.612793,-3.949219,381.2904,-293.7908,124.5022,,,
446,1.650391,-2.135254,-3.541992,366.642,-130.0335,95.20531,,,
447,1.794434,-2.094238,-2.871094,340.1527,-3.995895,59.68285,,,
448,1.743652,-1.599609,-2.25,312.1986,82.42989,20.37621,,,
449,1.697266,-1.523438,-2.368652,284.6107,142.0002,-17.09938,,,
450,1.287109,-1.260742,-1.729004,260.3188,199.007,-47.06764,,,
451,0.8852539,-0.4448242,-1.317383,189.0907,189.2414,-86.80153,,,
452,0.5874023,-0.3925781,-1.488281,164.3105,135.4694,-95.04128,,,
453,0.05712891,-0.4990234,-1.595703,137.455,72.17598,-100.9617,,,
454,-0.7094727,-0.2241211,-1.671875,71.10977,-3.568649,-94.00368,,,
455,-0.9936523,-0.1884766,-1.549805,36.4418,13.39912,-81.91872,,,
456,-1.070801,-0.2016602,-1.369141,1.712799,43.97774,-65.50026,,,
457,-1.214844,-0.262207,-1.57666,-31.73447,58.62617,-47.61696,,,
458,-1.630371,-0.4624023,-1.680664,-67.50107,43.85567,-28.08571,,,
459,-1.553711,-0.3823242,-1.061035,-141.5977,10.77461,26.23558,,,
460,-1.783691,-0.4824219,-0.8427734,-171.2608,5.342484,55.9597,,,
461,-1.873047,-0.6777344,-0.730957,-194.6373,-2.958298,89.16283,,,
462,-1.968262,-0.8945312,-0.6928711,-213.0699,-16.01982,126.1501,,,
463,-1.603027,-1.053223,-0.8378906,-227.3521,-38.41972,166.2502,,,
464,-1.330078,-1.124512,-0.8359375,-235.0426,-70.28008,202.7493,,,
465,-1.46582,-1.249023,-1.083496,-234.127,-112.3333,232.1682,,,
466,-1.098145,-1.534668,-1.287598,-225.338,-155.9734,253.3474,,,
467,-0.8505859,-1.978516,-1.34375,-213.3141,-163.4808,259.2068,,,
468,-1.026367,-2.011719,-1.850586,-207.2105,-140.7146,249.6243,,,
469,-0.984375,-2.046875,-2.076172,-210.2013,-119.5354,234.8537,,,
470,-0.652832,-2.188965,-2.044922,-220.5162,-92.80205,216.6042,,,
471,-0.1958008,-2.42041,-2.341309,-233.5777,-49.65019,189.0774,,,
472,0.05273438,-2.52832,-2.271484,-250.6065,27.13203,150.8083,,,
473,-0.3496094,-2.691895,-2.229004,-269.3443,140.7185,102.4685,,,
474,-0.2485352,-2.706543,-2.081543,-284.359,251.1311,51.50414,,,
475,-0.1479492,-2.557129,-1.54248,-288.3873,322.1149,3.225327,,,
476,0.2514648,-2.558105,-0.8686523,-276.6685,335.5427,-38.88893,,,
477,0.2133789,-1.953125,-0.1723633,-212.0323,301.7292,-96.13991,,,
478,-0.004882812,-1.452637,0.07666016,-170.7115,222.4445,-103.4031,,,
479,-0.2172852,-1.15332,0.02246094,-132.6256,73.09151,-94.12575,,,
480,-0.1206055,-1.000977,0.3969727,-101.3756,-59.35478,-73.80104,,,
481,-0.08789062,-0.8320312,0.4814453,-72.38388,-82.54814,-53.11012,,,
482,-0.0625,-0.6391602,0.534668,-10.37216,35.9211,-29.79469,,,
483,0.02197266,-0.590332,0.5424805,58.04825,204.6833,-17.70973,,,
484,0.1000977,-0.800293,0.6630859,93.93692,251.2531,-11.97243,,,
485,0.2563477,-1.044434,0.7138672,131.4125,245.6379,-5.929947,,,
486,0.4267578,-1.331055,0.7451172,169.3153,211.7023,-1.962662,,,
487,0.3481445,-1.657227,0.5229492,206.5468,169.1608,-2.695084,,,
488,0.1303711,-1.851562,0.2758789,240.6654,128.0231,-7.15065,,,
489,-0.2807617,-2.037109,-0.09472656,269.1689,97.50557,-10.87379,,,
490,-0.6137695,-2.238281,-0.2734375,290.7143,73.57979,-11.42311,,,
491,-1.001953,-2.504883,-0.78125,306.2172,44.77119,-7.27272,,,
492,-1.26416,-2.552246,-1.886719,313.2362,5.464554,1.516342,,,
493,-1.257324,-2.64502,-2.45166,306.8275,-39.27422,12.99095,,,
494,-1.031738,-2.429199,-3.07373,289.6156,-108.366,22.57347,,,
495,-0.8945312,-2.054688,-2.875977,263.5536,-234.0984,23.91624,,,
496,-1.142578,-1.754883,-2.737305,236.2099,-398.283,13.4182,,,
497,-1.536621,-1.490723,-2.823242,207.6454,-542.387,-3.061295,,,
498,-1.599609,-1.072266,-2.311523,178.8979,-604.6429,-16.36696,,,
499,-1.771484,-0.7641602,-1.761719,140.8119,-471.8304,-27.7195,,,
500,-1.807129,-0.6513672,-1.788086,129.5815,-350.6146,-25.52223,,,
501,-1.614746,-0.5610352,-2.163086,117.6186,-280.0579,-16.97731,,,
502,-1.174316,-0.4174805,-2.552246,99.85733,-270.2923,-7.02858,,,
503,-0.3447266,-0.137207,-3.17334,71.96426,-274.0154,0.1735687,,,
504,0.9077148,0.1035156,-3.594727,30.39932,-257.0477,0.9670258,,,
505,1.098145,0.4682617,-3.664551,-21.11435,-248.991,-10.14137,,,
506,0.6689453,0.05078125,-3.810059,-80.13535,-242.5823,-25.82741,,,
507,-0.6264648,-1.796875,-2.626953,-266.1095,118.9899,-41.45241,,,
508,-6.650879,-3.212402,2.196289,-353.0235,344.0266,-62.63161,,,
509,0.6005859,-2.12793,5.11084,-238.7657,445.2228,25.13695,,,
510,-1.182617,-1.729492,4.94873,-15.19394,286.2873,36.73363,,,
511,-1.614746,-1.872559,3.388184,102.8481,-237.2723,79.82445,,,
512,-3.210938,-2.1875,1.767578,212.2841,-621.3055,101.1868,,,
513,-4.285156,-2.585449,0.8173828,308.0482,-992.1551,85.62279,,,
514,-5.40918,-3.313477,-0.2099609,375.7973,-1256.132,17.75169,,,
515,-5.041504,-1.589355,-3.434082,381.8398,-1312.956,-78.19557,,,
516,-5.387695,-1.413086,-2.605469,304.203,-1229.887,-159.5554,,,
517,-4.75,-1.131836,-0.9765625,195.4384,-899.992,-184.0305,,,
518,-5.14502,-0.6401367,-1.318359,121.1586,-357.0233,-135.3245,,,
519,-3.207031,-0.6586914,-0.5371094,35.34317,223.9094,72.25609,,,
520,-2.608887,-1.16748,-0.2783203,-17.2081,306.8561,164.9075,,,
521,-1.772461,-1.38623,0.9516602,-76.29013,429.3537,218.9236,,,
522,-0.7250977,-1.272461,1.995605,-132.7477,643.9533,226.1257,,,
523,-1.119141,-1.632324,2.365723,-179.8668,1022.066,179.9221,,,
524,-1.229004,-1.758301,2.210938,-204.0977,1382.296,91.48216,,,
525,-2.441895,-1.743164,2.369629,-171.505,1500.155,0.9670258,,,
526,-2.163574,-2.009277,2.878906,-102.047,1335.115,-32.90749,,,
527,-1.676758,-1.977539,3.299805,-27.2789,1120.577,-8.798599,,,
528,-0.5639648,-1.295898,3.455078,34.24454,887.2394,38.13744,,,
529,-0.9838867,-1.059082,2.568848,82.40128,514.986,91.7263,,,
530,-0.9145508,-1.766113,1.282227,125.0648,110.384,142.2024,,,
531,-0.8701172,-1.982422,0.5610352,160.099,-194.5477,177.969,,,
532,-1.770996,-3.140137,-1.833496,279.6059,-847.5628,163.8699,,,
533,-2.22998,-2.392578,-1.331055,306.3393,-1010.832,104.6658,,,
534,-2.804688,-1.830566,-1.75,311.039,-1047.026,30.63011,,,
535,-2.621094,-1.614258,-2.354492,288.9442,-999.9676,-32.4192,,,
536,-1.135742,-1.681641,-3.010254,238.4071,-873.991,-75.69313,,,
537,-1.345703,-1.529297,-2.26416,166.3246,-638.4564,-97.29958,,,
538,-1.700684,-0.6982422,-1.441406,101.8105,-265.3484,-85.94704,,,
539,-1.564941,-0.6152344,-0.9086914,53.40958,102.6936,-49.20387,,,
540,-1.380859,-0.8374023,-0.7944336,21.61026,278.7189,-8.249283,,,
541,-1.263672,-0.8876953,-0.7651367,-7.259369,268.7702,22.63451,,,
542,-1.255371,-0.8383789,-0.6333008,-32.34482,203.1574,44.6682,,,
543,-1.190918,-0.769043,-0.5556641,-54.86679,150.1179,62.24632,,,
544,-1.270996,-0.7666016,-0.2631836,-73.84872,135.1643,76.46751,,,
545,-1.532715,-0.7353516,-0.07714844,-88.61923,156.0383,88.79662,,,
546,-2.21582,-0.8046875,0.5976562,-99.8497,216.0358,101.553,,,
547,-2.098145,-0.7055664,1.032227,-104.7935,319.4904,117.7883,,,
548,-1.972168,-0.9121094,1.053223,-105.0987,482.2101,131.094,,,
549,-2.25293,-1.041504,1.004883,-107.357,660.6159,135.3054,,,
550,-2.463867,-1.136719,1.399414,-112.7281,778.841,135.3054,,,
551,-2.056152,-1.128906,1.617676,-114.254,802.2785,137.8078,,,
552,-1.419434,-1.02002,1.414062,-110.2867,701.8146,144.8879,,,
553,-1.575684,-0.8422852,0.8779297,-101.0704,526.6437,154.0432,,,
554,-1.665039,-1.089355,0.4482422,-89.53476,332.1247,166.9827,,,
555,-1.601562,-1.508301,0.2236328,-73.66562,137.1174,186.2698,,,
556,-1.302734,-1.544922,0.05664062,-50.41122,-31.70586,209.7073,,,
557,-1.418457,-1.708496,0.1113281,-21.35849,-140.5315,227.7126,,,
558,-0.9125977,-1.870117,-0.01269531,13.30948,-209.3182,238.9431,,,
559,-0.5639648,-1.865723,-0.1967773,51.82266,-278.1048,237.3562,,,
560,-0.6176758,-1.795898,-0.1899414,89.05411,-348.9666,216.4822,,,
561,-0.8676758,-1.67041,-0.4057617,122.1352,-421.1102,184.6218,,,
562,-1.276367,-1.514648,-0.2558594,145.3285,-494.7186,146.9021,,,
563,-1.777344,-1.174316,-0.7866211,155.5214,-563.4442,108.2058,,,
564,-1.464355,-1.256836,-1.381836,149.5399,-612.0281,77.01683,,,
565,-2.279297,-1.498535,-1.512207,121.83,-599.5159,55.83763,,,
566,-2.5,-1.375,-1.025879,83.1337,-471.8914,58.0349,,,
567,-0.4145508,-1.526367,1.730469,-59.20029,466.402,213.8577,,,
568,0.01367188,-1.291504,1.100586,-78.06015,655.0007,203.5427,,,
569,0.1665039,-1.09668,0.7749023,-102.7794,812.7155,172.4758,,,
570,0.3481445,-1.017578,0.496582,-127.4376,860.8112,128.5305,,,
571,0.4887695,-0.9941406,0.5361328,-143.9781,802.9499,76.58958,,,
572,0.5385742,-0.8994141,0.8227539,-144.4054,666.7805,26.7849,,,
573,0.7783203,-0.7822266,0.6333008,-130.2452,498.2014,-14.10866,,,
574,0.7158203,-0.6508789,0.753418,-106.9908,317.049,-45.72487,,,
575,0.6958008,-0.6518555,0.6230469,-81.23398,134.9812,-68.49098,,,
576,0.8408203,-0.8125,0.6181641,-55.59921,2.473831,-87.22878,,,
577,0.6894531,-0.9604492,0.7280273,-30.45273,-61.55205,-106.9431,,,
578,0.4819336,-1.23877,0.9082031,-3.108978,-71.1956,-127.4509,,,
579,0.05126953,-1.381348,1.172852,29.85001,-62.89482,-147.5315,,,
580,-0.3579102,-1.597168,1.590332,71.96426,-81.51054,-164.5603,,,
581,-0.421875,-2.005371,1.875977,122.3183,-110.136,-179.2698,,,
582,-0.5297852,-2.720703,2,180.5458,-91.94756,-193.7962,,,
583,-0.8828125,-3.368652,1.88916,244.6938,-40.86113,-204.8435,,,
584,-1.756836,-4.097168,1.574219,307.8651,-49.71123,-209.2381,,,
585,-2.712402,-4.59668,1.084961,360.7826,-136.6863,-208.7498,,,
586,-3.686035,-4.839355,0.5483398,395.2065,-223.6614,-207.9563,,,
587,-4.401855,-4.805664,-0.715332,413.3949,-234.0374,-201.9749,,,
588,-3.899414,-4.237305,-1.101074,415.5312,-146.0857,-178.6594,,,
589,-2.95752,-3.641113,-1.291016,411.2587,-15.40947,-137.2166,,,
590,-2.617188,-3.357422,-2.144531,403.9345,84.99336,-87.83913,,,
591,-0.9716797,-3.030273,-3.505371,383.3656,118.1965,-36.38649,,,
592,-0.1230469,-2.651855,-3.168945,338.932,86.33614,-3.12233,,,
593,-0.2568359,-1.780273,-2.633789,283.8783,20.78438,0.1125336,,,
594,-0.05078125,-1.330566,-2.428711,229.6791,-3.629684,-12.39967,,,
595,0.6777344,-1.277832,-2.446289,179.8134,27.071,-28.20778,,,
596,1.166504,-1.141602,-2.141602,133.3046,54.59785,-49.26491,,,
597,1.525391,-0.9829102,-1.990234,91.1293,47.94502,-79.72145,,,
598,1.478516,-0.7592773,-1.946289,50.29678,35.49385,-116.5257,,,
599,1.413574,-0.9633789,-1.543457,10.19669,42.81807,-153.8792,,,
600,1.095215,-1.171387,-1.285156,-26.97372,55.33028,-186.4719,,,
601,0.5229492,-1.397949,-1.145508,-60.90927,34.09004,-211.0081,,,
602,-0.4648438,-1.749023,-0.8295898,-93.74619,-15.4705,-224.0696,,,
603,-1.210938,-1.823242,-0.6313477,-127.3766,-56.42509,-221.384,,,
604,-1.583008,-1.694336,-0.09667969,-157.2227,-41.89873,-201.6087,,,
605,-1.772949,-1.404785,0.3691406,-175.2892,48.31123,-171.4573,,,
606,-2.344727,-1.138672,0.6708984,-178.4019,147.3713,-141.0618,,,
607,-2.624023,-0.7460938,1.141113,-170.7115,155.1228,-105.051,,,
608,-2.143555,-0.3525391,1.213379,-157.0396,45.9919,-56.40602,,,
609,-1.857422,-0.2504883,0.578125,-141.2315,-128.4466,0.4787445,,,
610,-2.095215,-0.4448242,-0.2661133,-125.7286,-295.1336,60.04906,,,
611,-1.989258,-0.7915039,-0.4951172,-108.2115,-460.9051,122.9153,,,
612,-2.090332,-1.124512,-0.8125,-77.38876,-640.9588,183.157,,,
613,-1.688965,-1.441406,-0.984375,-29.78134,-743.3148,232.1682,,,
614,-0.6938477,-1.510254,-0.2827148,26.1879,-676.2371,255.6667,,,
615,-0.4780273,-1.213379,-0.7529297,66.95938,-445.8294,249.5632,,,
616,-0.5639648,-1.362793,-0.8754883,80.26505,-180.1434,231.802,,,
617,0.4418945,-1.34668,-0.9350586,45.65811,168.4284,199.4534,,,
618,0.8198242,-1.361328,-1.010742,9.830475,305.0251,172.2317,,,
619,0.7421875,-1.617676,-0.6625977,-26.11923,392.4885,131.6433,,,
620,0.4038086,-1.636719,-0.6914062,-52.9747,439.7907,83.85277,,,
621,0.02441406,-1.649902,-0.9819336,-75.61874,543.0012,-0.1316071,,,
622,-0.2958984,-1.549316,-0.984375,-73.17734,519.2585,-28.7571,,,
623,-0.1450195,-1.498535,-0.6606445,-63.77792,434.0534,-45.7859,,,
624,0.6826172,-1.344238,-0.5952148,-50.59433,370.0275,-56.10085,,,
625,0.8154297,-1.140625,-0.7641602,-38.14316,366.9758,-70.01686,,,
626,0.8818359,-1.177734,-0.503418,-25.87509,395.9675,-84.60426,,,
627,0.8193359,-1.189453,-0.2666016,-11.95908,425.9357,-94.9192,,,
628,0.7583008,-1.223633,-0.07763672,6.717682,438.3869,-100.4124,,,
629,0.5576172,-1.149902,-0.005859375,28.20206,410.1887,-102.9148,,,
630,0.3774414,-1.081055,0.01416016,48.70987,346.468,-101.6331,,,
631,0.1762695,-0.8344727,0.08251953,66.41006,251.4362,-96.38405,,,
632,-0.02978516,-0.6801758,-0.01074219,78.6171,145.174,-89.48708,,,
633,-0.3623047,-0.5869141,-0.1118164,85.20889,63.20381,-81.67458,,,
634,-0.9013672,-0.5517578,-0.4169922,85.81924,9.431839,-70.261,,,
635,-1.373047,-0.5200195,-0.6518555,79.95987,-25.23613,-51.58424,,,
636,-1.504395,-0.2749023,-0.6015625,68.79044,-48.55156,-24.30153,,,
637,-1.60791,-0.04443359,-0.6123047,55.66788,-86.39336,8.35228,,,
638,-1.673828,-0.02246094,-0.7705078,44.80362,-149.2596,41.73851,,,
639,-1.879883,-0.2949219,-1.104492,36.13663,-216.5203,78.1765,,,
640,-1.808594,-0.4624023,-1.114258,29.97208,-277.0062,118.7649,,,
641,-1.516602,-0.5869141,-0.8632812,31.43692,-335.6609,158.1326,,,
642,-1.439453,-0.8999023,-0.7099609,45.53604,-377.9583,191.7629,,,
643,-1.365723,-1.365723,-0.5698242,71.35391,-372.4041,218.8625,,,
644,-1.27002,-2.131836,-0.5273438,101.8105,-327.4212,238.1496,,,
645,-0.6889648,-2.584473,-0.6459961,130.558,-261.015,249.258,,,
646,0.2675781,-2.839844,-0.4174805,152.7748,-197.8436,249.258,,,
647,1.175293,-3.248047,-0.8383789,170.6581,-143.034,234.3044,,,
648,2.348633,-3.333984,-1.173828,181.0341,-76.38359,203.1765,,,
649,2.917969,-3.274902,-1.146484,180.3627,-14.49394,155.7522,,,
650,2.802734,-3.383789,-1.069824,172.9164,22.61543,95.57152,,,
651,2.494141,-3.017578,-0.8803711,162.1742,61.73897,31.36253,,,
652,1.95752,-2.709473,-0.7871094,153.7514,98.4211,-28.7571,,,
653,1.404297,-2.410156,-0.7119141,147.5258,89.87617,-80.02663,,,
654,0.2128906,-1.944824,-0.8364258,133.1825,44.03877,-149.4846,,,
655,-0.1259766,-1.595215,-0.8300781,119.4496,16.26778,-166.6355,,,
656,-0.190918,-1.123535,-0.9345703,101.6273,0.1544952,-174.2039,,,
657,-0.1479492,-0.4072266,-1.439453,79.71573,18.64815,-173.7766,,,
658,-0.4301758,0.4526367,-1.835938,54.01993,76.81465,-165.4758,,,
659,-1.086426,-0.01464844,-1.514648,28.81241,165.6818,-148.2029,,,
660,-2.27832,-0.21875,-1.240723,11.7836,269.3195,-114.8167,,,
661,-2.801758,-0.659668,-0.2382812,0.003814697,415.926,-62.50954,,,
662,-2.61084,-1.174316,0.1206055,-10.86044,528.3527,-7.944107,,,
663,-2.236328,-1.719727,-0.2680664,-25.69199,548.1891,32.27806,,,
664,-1.354004,-1.635742,-0.6254883,-45.83359,490.0837,54.55589,,,
665,-1.310059,-1.057617,-0.6137695,-64.75449,302.9499,56.9973,,,
666,-1.369629,-0.815918,-0.4199219,-71.83456,-4.423141,49.48997,,,
667,-1.730469,-0.6293945,0.1279297,-64.81552,-246.4275,44.91234,,,
668,-1.849609,-0.3344727,0.2646484,-49.12949,-285.429,50.58861,,,
669,-1.67627,-0.05126953,0.4399414,-29.47617,-231.2298,63.40599,,,
670,-1.560547,0.1225586,0.5532227,-12.99667,-196.4397,75.18578,,,
