motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
OFF,10000,3,32,8,8,1000,1000,1000
23,0.4541016,-0.8793945,-0.5146484,11.59668,35.52246,-129.8218,0,0,0
24,0.4257812,-0.8798828,-0.6518555,18.43262,19.83643,-132.3242,0,0,0
25,0.4975586,-0.8164062,-0.6210938,22.33887,6.896973,-135.1318,0,0,0
26,0.4169922,-0.7128906,-0.6601562,24.4751,11.47461,-137.6343,0,0,0
27,0.4746094,-0.6938477,-0.5141602,25.6958,17.94434,-139.6484,0,0,0
28,0.5170898,-0.6967773,-0.6069336,26.24512,6.896973,-140.0757,0,0,0
29,0.5317383,-0.737793,-0.6767578,26.85547,5.249023,-135.3149,0,0,0
30,0.4160156,-0.5361328,-0.3803711,28.93066,28.13721,-124.8169,0,0,0
31,0.28125,-0.3876953,-0.3574219,32.16553,57.12891,-112.7319,0,0,0
32,0.2148438,-0.4208984,-0.4125977,36.01074,70.00732,-100.647,0,0,0
33,0.1689453,-0.4443359,-0.3022461,36.62109,84.83887,-86.9751,0,0,0
34,0.1357422,-0.4121094,-0.3271484,35.40039,102.7222,-70.98389,0,0,0
35,0.2294922,-0.3569336,-0.4931641,32.40967,85.63232,-54.26025,0,0,0
36,0.2583008,-0.3125,-0.5234375,26.42822,38.63525,-38.0249,0,0,0
37,0.2543945,-0.2929688,-0.5024414,20.1416,9.033203,-21.1792,0,0,0
38,0.2353516,-0.3027344,-0.5722656,13.3667,1.220703,-3.417969,0,0,0
39,0.2192383,-0.3422852,-0.769043,6.835938,-0.6103516,13.5498,0,0,0
40,0.184082,-0.2915039,-0.9262695,-1.647949,-0.06103516,29.1748,0,0,0
41,0.08740234,-0.2568359,-1.192383,-12.75635,11.53564,43.396,0,0,0
42,-0.1367188,-0.2192383,-1.527832,-28.50342,41.19873,57.86133,0,0,0
43,-0.637207,-0.08056641,-2.121094,-51.45264,94.36035,75.62256,0,0,0
44,-2.397461,0.1806641,-2.744629,-85.99854,170.6543,102.7832,0,0,0
45,-4.862793,0.08300781,-2.769531,-141.6016,281.5552,154.48,0,0,0
46,-7.999756,-2.478027,1.618652,-223.5107,414.917,255.4321,0,0,0
47,-7.117676,-4.513672,4.488281,-308.4106,460.5713,402.5269,0,0,0
48,-4.384277,-5.271973,2.422363,-309.6924,-220.0317,584.1064,0,0,0
49,-2.496094,-7.999756,-4.194336,-91.4917,-1113.831,778.0151,0,0,0
50,1.238281,-7.999756,-5.125,195.9839,-992.5537,844.9707,0,0,0
51,3.614258,-5.29248,-3.12207,269.5312,-253.1128,781.0059,0,0,0
52,2.328613,-2.829102,-2.71875,197.2656,-85.38818,632.5684,0,0,0
53,0.6875,-1.646484,-1.766602,106.6284,-35.52246,424.6216,0,0,0
54,-0.03515625,-1.01416,-1.159668,28.01514,114.9902,234.375,0,0,0
55,-0.7592773,-0.9204102,-0.09326172,-9.765625,145.6299,107.3608,0,0,0
56,-1.08252,-0.7578125,0.9873047,-16.8457,140.8081,47.72949,0,0,0
57,-1.267578,-0.887207,1.070312,2.197266,142.2729,31.67725,0,0,0
58,-1.165527,-0.9418945,1.019531,25.57373,77.63672,34.48486,0,0,0
59,-1.016113,-0.8789062,0.6572266,47.54639,11.59668,38.51318,0,0,0
60,-0.8037109,-0.7929688,0.2651367,65.06348,-40.2832,36.19385,0,0,0
61,-0.5888672,-0.6147461,0.01464844,72.87598,-63.5376,27.28271,0,0,0
62,-0.2871094,-0.5712891,-0.9321289,73.36426,-61.82861,12.45117,0,0,0
63,-0.3115234,-0.6142578,-0.7036133,61.64551,-52.6123,-6.774902,0,0,0
64,-0.5268555,-0.6513672,-0.5932617,45.95947,-26.67236,-27.16064,0,0,0
65,-0.612793,-0.5991211,-0.2026367,31.55518,-7.568359,-45.71533,0,0,0
66,-0.8071289,-0.621582,-0.2050781,21.3623,17.76123,-61.82861,0,0,0
67,-0.8017578,-0.6591797,-0.09472656,14.28223,57.25098,-76.53809,0,0,0
68,-0.684082,-0.6933594,-0.07519531,10.49805,98.38867,-90.4541,0,0,0
