motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-deadlift-poordata,1500,10,16,16,16,500,500,500
384,-0.234375,-0.953125,0.40625,-5.859375,-5.859375,5.859375,0,0,0
385,-0.375,-0.90625,-0.09375,-1.953125,-11.71875,1.953125,0,0,0
386,-0.234375,-0.828125,0.21875,0,-9.765625,1.953125,0,0,0
387,-0.296875,-0.640625,0.140625,0,-9.765625,3.90625,0,0,0
388,-0.09375,-0.6875,0.078125,3.90625,-9.765625,0,0,0,0
389,0,-0.453125,0.0625,0,1.953125,1.953125,0,0,0
390,-0.296875,-0.46875,0.296875,1.953125,-1.953125,-1.953125,0,0,0
391,-0.109375,-0.640625,0.109375,0,0,0,0,0,0
392,-0.203125,-0.90625,0.328125,0,1.953125,0,0,0,0
393,-0.203125,-0.90625,0.328125,0,1.953125,0,0,0,0
394,-0.21875,-1,0.265625,1.953125,3.90625,0,0,0,0
395,-0.265625,-0.96875,0.125,1.953125,-1.953125,0,0,0,0
396,-0.28125,-0.953125,0.234375,1.953125,-1.953125,0,0,0,0
397,-0.265625,-0.875,0.296875,0,0,-1.953125,0,0,0
398,-0.25,-0.875,0.265625,-1.953125,0,0,0,0,0
399,-0.203125,-0.9375,0.296875,-1.953125,0,0,0,0,0
400,-0.203125,-0.875,0.265625,-1.953125,1.953125,0,0,0,0
401,-0.265625,-0.859375,0.1875,1.953125,0,-1.953125,0,0,0
402,-0.234375,-0.75,0.21875,3.90625,3.90625,-3.90625,0,0,0
403,-0.171875,-0.890625,0.203125,3.90625,-1.953125,-1.953125,0,0,0
404,-0.28125,-0.890625,0.140625,1.953125,5.859375,-1.953125,0,0,0
405,-0.140625,-0.96875,0.390625,-1.953125,-1.953125,0,0,0,0
406,-0.3125,-0.828125,0.140625,-3.90625,1.953125,0,0,0,0
407,-0.234375,-1.046875,0.1875,0,0,0,0,0,0
408,-0.15625,-0.890625,0.34375,-1.953125,0,1.953125,0,0,0
409,-0.203125,-0.90625,0.25,0,3.90625,0,0,0,0
410,-0.125,-0.890625,0.328125,3.90625,0,0,0,0,0
411,-0.140625,-0.890625,0.3125,1.953125,0,0,0,0,0
412,-0.25,-0.9375,0.234375,0,0,-1.953125,0,0,0
413,-0.171875,-0.890625,0.3125,-1.953125,0,0,0,0,0
414,-0.265625,-0.875,0.21875,0,0,0,0,0,0
415,-0.171875,-0.84375,0.3125,0,1.953125,0,0,0,0
416,-0.21875,-0.875,0.296875,-1.953125,0,1.953125,0,0,0
417,-0.21875,-0.90625,0.296875,0,0,0,0,0,0
418,-0.203125,-0.90625,0.3125,0,1.953125,0,0,0,0
419,-0.21875,-0.9375,0.234375,0,0,0,0,0,0
420,-0.25,-0.890625,0.234375,0,0,0,0,0,0
421,-0.234375,-0.90625,0.28125,0,0,0,0,0,0
422,-0.265625,-0.890625,0.1875,0,0,0,0,0,0
423,-0.203125,-0.890625,0.25,0,1.953125,0,0,0,0
424,-0.21875,-0.890625,0.234375,0,0,0,0,0,0
425,-0.234375,-0.890625,0.25,0,0,0,0,0,0
426,-0.234375,-0.890625,0.234375,0,0,0,0,0,0
427,-0.21875,-0.921875,0.234375,0,0,0,0,0,0
428,-0.203125,-0.890625,0.265625,0,-1.953125,0,0,0,0
429,-0.203125,-0.890625,0.25,0,0,0,0,0,0
430,-0.25,-0.90625,0.203125,0,0,0,0,0,0
431,-0.265625,-0.890625,0.25,0,0,0,0,0,0
432,-0.171875,-0.90625,0.265625,0,0,0,0,0,0
433,-0.25,-0.921875,0.265625,0,0,0,0,0,0
434,-0.234375,-0.875,0.28125,0,0,0,0,0,0
435,-0.203125,-0.875,0.25,1.953125,-1.953125,0,0,0,0
436,-0.203125,-0.875,0.3125,0,0,0,0,0,0
437,-0.234375,-0.875,0.234375,0,0,0,0,0,0
438,-0.21875,-0.859375,0.3125,0,0,0,0,0,0
439,-0.25,-0.859375,0.328125,0,0,0,0,0,0
440,-0.21875,-0.875,0.265625,0,-9.765625,0,0,0,0
441,-0.15625,-0.875,0.265625,0,0,0,0,0,0
442,-0.15625,-0.875,0.265625,0,0,0,0,0,0
443,-0.203125,-0.875,0.28125,0,0,0,0,0,0
444,-0.203125,-0.796875,0.34375,0,0,0,0,0,0
445,-0.21875,-0.859375,0.203125,0,-1.953125,0,0,0,0
446,-0.203125,-0.8125,0.234375,-1.953125,-3.90625,1.953125,0,0,0
447,-0.234375,-0.8125,0.28125,0,1.953125,0,0,0,0
448,-0.171875,-0.8125,0.28125,0,1.953125,0,0,0,0
449,-0.203125,-0.828125,0.234375,0,0,0,0,0,0
450,-0.09375,-0.890625,0.3125,0,-3.90625,0,0,0,0
451,-0.171875,-0.84375,0.359375,-1.953125,0,0,0,0,0
452,-0.25,-0.90625,0.25,0,3.90625,-1.953125,0,0,0
453,-0.125,-0.9375,0.234375,1.953125,0,-1.953125,0,0,0
454,-0.1875,-0.84375,0.25,3.90625,-3.90625,-1.953125,0,0,0
455,-0.171875,-0.859375,0.328125,3.90625,0,-3.90625,0,0,0
456,-0.125,-0.875,0.28125,1.953125,0,0,0,0,0
457,-0.234375,-0.84375,0.25,1.953125,1.953125,-1.953125,0,0,0
458,-0.125,-0.9375,0.28125,0,0,3.90625,0,0,0
459,-0.125,-0.9375,0.28125,0,0,1.953125,0,0,0
460,-0.140625,-0.875,0.265625,0,1.953125,0,0,0,0
461,-0.15625,-0.90625,0.375,-1.953125,3.90625,1.953125,0,0,0
462,-0.328125,-0.921875,0.109375,0,0,-1.953125,0,0,0
463,-0.046875,-0.90625,0.34375,0,1.953125,0,0,0,0
464,-0.171875,-0.921875,0.34375,0,1.953125,0,0,0,0
465,-0.140625,-0.921875,0.1875,0,-1.953125,0,0,0,0
466,-0.1875,-0.890625,0.359375,-1.953125,3.90625,0,0,0,0
467,-0.1875,-0.96875,0.328125,-1.953125,1.953125,0,0,0,0
468,-0.21875,-0.96875,0.109375,0,-5.859375,0,0,0,0
469,-0.25,-0.90625,0.125,-1.953125,0,0,0,0,0
470,-0.203125,-0.9375,0.390625,-3.90625,0,0,0,0,0
471,-0.15625,-0.984375,0.21875,-1.953125,-3.90625,3.90625,0,0,0
472,-0.28125,-0.9375,0.3125,-3.90625,3.90625,0,0,0,0
473,-0.21875,-0.984375,0.203125,-1.953125,-1.953125,1.953125,0,0,0
474,-0.234375,-1,0.28125,-3.90625,1.953125,-1.953125,0,0,0
475,-0.125,-0.921875,0.28125,0,-1.953125,0,0,0,0
476,-0.125,-0.921875,0.28125,0,0,0,0,0,0
477,-0.25,-0.9375,0.109375,0,-3.90625,0,0,0,0
478,-0.125,-0.921875,0.328125,-1.953125,1.953125,0,0,0,0
479,-0.21875,-0.890625,0.125,-1.953125,-1.953125,0,0,0,0
480,-0.140625,-0.90625,0.21875,-3.90625,0,0,0,0,0
481,-0.21875,-0.90625,0.265625,-3.90625,1.953125,0,0,0,0
482,-0.1875,-0.890625,0.125,-1.953125,-1.953125,0,0,0,0
483,-0.140625,-0.90625,0.25,-3.90625,1.953125,0,0,0,0
484,-0.21875,-0.875,0.09375,-1.953125,0,0,0,0,0
485,-0.21875,-0.90625,0.203125,-1.953125,-1.953125,0,0,0,0
486,-0.1875,-0.9375,0.1875,0,1.953125,1.953125,0,0,0
487,-0.21875,-0.9375,0.171875,0,0,0,0,0,0
488,-0.171875,-0.890625,0.140625,0,-1.953125,0,0,0,0
489,-0.3125,-1.09375,0,0,0,-3.90625,0,0,0
490,-0.1875,-0.90625,0.140625,1.953125,-1.953125,-1.953125,0,0,0
491,-0.1875,-0.8125,0.109375,1.953125,1.953125,-1.953125,0,0,0
492,-0.203125,-0.953125,0.140625,1.953125,1.953125,-1.953125,0,0,0
493,-0.125,-0.921875,0.171875,0,9.765625,0,0,0,0
494,-0.1875,-0.859375,0.234375,-1.953125,9.765625,0,0,0,0
495,-0.203125,-0.953125,0.25,0,9.765625,1.953125,0,0,0
496,-0.15625,-0.890625,-0.046875,0,3.90625,0,0,0,0
497,-0.203125,-0.96875,0.1875,0,0,0,0,0,0
498,-0.171875,-0.96875,0.125,1.953125,-3.90625,0,0,0,0
499,-0.21875,-0.875,0.125,0,0,0,0,0,0
500,-0.234375,-0.953125,0.1875,0,5.859375,0,0,0,0
501,-0.09375,-0.890625,0.1875,0,-1.953125,0,0,0,0
502,-0.234375,-0.921875,0.234375,0,0,0,0,0,0
503,-0.234375,-0.890625,0.15625,0,13.671875,0,0,0,0
504,-0.15625,-0.875,0.1875,-1.953125,23.4375,0,0,0,0
505,-0.15625,-0.9375,0.140625,-1.953125,25.390625,0,0,0,0
506,-0.25,-0.890625,0.078125,-3.90625,17.578125,1.953125,0,0,0
507,-0.265625,-0.875,0.046875,-1.953125,13.671875,0,0,0,0
508,-0.390625,-0.875,0.15625,-1.953125,9.765625,0,0,0,0
509,-0.234375,-0.828125,0.140625,0,19.53125,0,0,0,0
510,-0.125,-0.859375,0.0625,0,25.390625,0,0,0,0
511,-0.21875,-1.015625,-0.03125,0,-3.90625,-3.90625,0,0,0
512,-0.21875,-1.015625,-0.03125,0,-1.953125,-3.90625,0,0,0
513,-0.1875,-0.984375,0.046875,5.859375,-7.8125,0,0,0,0
514,-0.1875,-0.953125,0.015625,5.859375,-5.859375,-1.953125,0,0,0
515,-0.21875,-0.875,0.21875,1.953125,-5.859375,1.953125,0,0,0
516,-0.140625,-0.9375,0.09375,0,3.90625,1.953125,0,0,0
517,-0.234375,-1.015625,0,0,-1.953125,0,0,0,0
518,-0.25,-0.9375,0.09375,0,0,0,0,0,0
519,-0.125,-0.875,0.046875,0,1.953125,0,0,0,0
520,-0.1875,-0.953125,0.09375,-1.953125,0,1.953125,0,0,0
521,-0.1875,-1,0.09375,-1.953125,-5.859375,1.953125,0,0,0
522,-0.21875,-0.984375,0.03125,-1.953125,-13.671875,0,0,0,0
523,-0.25,-0.875,0.078125,-3.90625,-1.953125,0,0,0,0
524,-0.28125,-1.015625,0.0625,-1.953125,-7.8125,0,0,0,0
525,-0.265625,-0.953125,0,-1.953125,-11.71875,0,0,0,0
526,-0.171875,-0.9375,0.046875,-3.90625,-3.90625,0,0,0,0
527,-0.234375,-1.03125,0.015625,-5.859375,-5.859375,0,0,0,0
528,-0.15625,-0.859375,0.09375,-3.90625,-3.90625,0,0,0,0
529,-0.125,-0.875,0.03125,-5.859375,5.859375,0,0,0,0
530,-0.125,-0.875,0.03125,-5.859375,7.8125,0,0,0,0
531,-0.265625,-0.859375,0,-3.90625,-9.765625,0,0,0,0
532,-0.109375,-0.90625,0.078125,-5.859375,11.71875,0,0,0,0
533,-0.234375,-0.828125,-0.046875,-3.90625,5.859375,1.953125,0,0,0
534,-0.265625,-0.84375,-0.015625,-1.953125,1.953125,0,0,0,0
535,-0.171875,-0.84375,0,-1.953125,7.8125,1.953125,0,0,0
536,-0.25,-0.859375,0.0625,0,1.953125,0,0,0,0
537,-0.15625,-1,-0.140625,-5.859375,15.625,0,0,0,0
538,-0.28125,-0.96875,-0.15625,-3.90625,11.71875,0,0,0,0
539,-0.265625,-0.890625,-0.03125,-3.90625,0,0,0,0,0
540,-0.296875,-0.859375,-0.0625,0,13.671875,0,0,0,0
541,-0.25,-0.859375,-0.125,0,17.578125,0,0,0,0
542,-0.265625,-0.96875,-0.234375,1.953125,-29.296875,0,0,0,0
543,-0.265625,-0.96875,-0.234375,0,-29.296875,0,0,0,0
544,-0.328125,-0.9375,-0.078125,0,-17.578125,0,0,0,0
545,-0.109375,-0.9375,-0.171875,0,3.90625,0,0,0,0
546,-0.09375,-0.9375,-0.21875,1.953125,-9.765625,1.953125,0,0,0
547,-0.421875,-0.84375,-0.15625,1.953125,-7.8125,0,0,0,0
548,-0.28125,-0.921875,0.03125,1.953125,0,-1.953125,0,0,0
549,-0.109375,-0.796875,0,1.953125,-1.953125,0,0,0,0
550,-0.25,-0.90625,-0.046875,3.90625,-11.71875,-1.953125,0,0,0
551,-0.25,-0.90625,-0.03125,0,-7.8125,0,0,0,0
552,-0.21875,-0.890625,-0.046875,0,-3.90625,0,0,0,0
553,-0.21875,-0.921875,-0.109375,0,-7.8125,0,0,0,0
554,-0.203125,-0.90625,0.015625,0,-7.8125,-1.953125,0,0,0
555,-0.234375,-0.921875,-0.09375,0,-3.90625,0,0,0,0
556,-0.21875,-0.9375,-0.078125,0,-1.953125,0,0,0,0
557,-0.203125,-0.9375,-0.015625,0,-3.90625,-1.953125,0,0,0
558,-0.21875,-0.953125,-0.015625,0,0,0,0,0,0
559,-0.203125,-0.890625,-0.0625,0,-1.953125,0,0,0,0
560,-0.234375,-0.9375,-0.0625,0,-1.953125,0,0,0,0
561,-0.234375,-0.9375,-0.0625,0,-1.953125,0,0,0,0
562,-0.203125,-0.90625,0.09375,0,0,0,0,0,0
563,-0.171875,-0.8125,-0.0625,0,0,0,0,0,0
564,-0.140625,-0.921875,-0.046875,1.953125,-3.90625,0,0,0,0
565,-0.265625,-0.96875,-0.09375,0,0,0,0,0,0
566,-0.296875,-1.046875,-0.078125,1.953125,1.953125,0,0,0,0
567,-0.28125,-1.015625,0.03125,7.8125,0,0,0,0,0
568,-0.296875,-1.0625,0.015625,5.859375,-7.8125,0,0,0,0
569,-0.1875,-1,0.15625,3.90625,0,0,0,0,0
570,-0.1875,-1.03125,0.078125,5.859375,1.953125,1.953125,0,0,0
571,-0.328125,-0.96875,0.03125,7.8125,-1.953125,1.953125,0,0,0
572,-0.140625,-0.921875,0.15625,7.8125,-5.859375,0,0,0,0
573,-0.328125,-1.0625,-0.078125,7.8125,-5.859375,0,0,0,0
574,-0.203125,-0.96875,0.359375,3.90625,7.8125,-1.953125,0,0,0
575,-0.140625,-1,0.296875,3.90625,-3.90625,1.953125,0,0,0
576,-0.28125,-1.078125,-0.0625,0,0,1.953125,0,0,0
577,-0.296875,-1.0625,0.078125,1.953125,-5.859375,0,0,0,0
578,-0.34375,-1.03125,-0.125,0,-3.90625,1.953125,0,0,0
579,-0.3125,-1.0625,0.078125,3.90625,-13.671875,1.953125,0,0,0
580,-0.3125,-0.828125,0,3.90625,-11.71875,0,0,0,0
581,-0.21875,-0.671875,0.171875,3.90625,-9.765625,3.90625,0,0,0
582,-0.203125,-0.53125,0.0625,13.671875,-7.8125,0,0,0,0
583,-0.265625,-0.375,0.1875,11.71875,5.859375,-5.859375,0,0,0
584,0.09375,-0.4375,0.234375,13.671875,-7.8125,0,0,0,0
585,-0.125,-0.46875,0.046875,15.625,7.8125,-5.859375,0,0,0
586,-0.140625,-0.453125,0.3125,5.859375,-7.8125,5.859375,0,0,0
587,-0.34375,-0.890625,0.15625,0,0,-1.953125,0,0,0
588,-0.25,-0.90625,0.28125,0,0,-1.953125,0,0,0
589,-0.203125,-0.875,0.40625,-3.90625,3.90625,1.953125,0,0,0
590,-0.28125,-0.9375,0.1875,0,0,0,0,0,0
591,-0.203125,-0.921875,0.3125,0,1.953125,1.953125,0,0,0
592,-0.3125,-0.890625,0.109375,1.953125,-1.953125,0,0,0,0
593,-0.21875,-0.875,0.359375,0,5.859375,0,0,0,0
594,-0.28125,-0.890625,0.203125,0,0,1.953125,0,0,0
595,-0.28125,-0.875,0.25,1.953125,0,0,0,0,0
596,-0.234375,-0.890625,0.28125,0,-1.953125,0,0,0,0
597,-0.25,-0.890625,0.3125,0,0,0,0,0,0
598,-0.265625,-0.890625,0.265625,1.953125,-1.953125,0,0,0,0
599,-0.25,-0.875,0.28125,1.953125,-1.953125,0,0,0,0
600,-0.25,-0.875,0.28125,0,0,0,0,0,0
601,-0.25,-0.859375,0.296875,0,0,0,0,0,0
602,-0.265625,-0.875,0.265625,0,0,-1.953125,0,0,0
603,-0.21875,-0.859375,0.328125,0,0,0,0,0,0
604,-0.296875,-0.875,0.328125,0,1.953125,-1.953125,0,0,0
605,-0.296875,-0.875,0.328125,0,0,-1.953125,0,0,0
606,-0.265625,-0.875,0.3125,0,3.90625,-1.953125,0,0,0
607,-0.171875,-0.875,0.265625,0,0,0,0,0,0
608,-0.265625,-0.859375,0.25,0,0,0,0,0,0
609,-0.203125,-0.890625,0.28125,-1.953125,0,0,0,0,0
610,-0.234375,-0.828125,0.25,-3.90625,3.90625,0,0,0,0
611,-0.21875,-0.890625,0.25,-3.90625,0,0,0,0,0
612,-0.1875,-0.875,0.265625,-3.90625,1.953125,0,0,0,0
613,-0.1875,-0.84375,0.25,-1.953125,1.953125,0,0,0,0
614,-0.21875,-0.890625,0.234375,-5.859375,0,1.953125,0,0,0
615,-0.265625,-0.890625,0.25,-5.859375,1.953125,0,0,0,0
616,-0.1875,-0.921875,0.21875,-3.90625,3.90625,0,0,0,0
617,-0.234375,-0.875,0.1875,-3.90625,0,0,0,0,0
618,-0.21875,-0.84375,0.25,-5.859375,1.953125,0,0,0,0
619,-0.1875,-0.859375,0.140625,-1.953125,0,0,0,0,0
620,-0.234375,-0.828125,0.203125,0,0,0,0,0,0
621,-0.203125,-0.859375,0.15625,0,0,0,0,0,0
622,-0.234375,-0.859375,0.21875,0,1.953125,0,0,0,0
623,-0.28125,-0.84375,0.15625,0,1.953125,-3.90625,0,0,0
624,-0.328125,-0.859375,0.21875,1.953125,1.953125,-3.90625,0,0,0
625,-0.140625,-0.8125,0.21875,0,1.953125,0,0,0,0
626,-0.234375,-0.859375,0.140625,0,1.953125,0,0,0,0
627,-0.203125,-0.84375,0.171875,0,0,0,0,0,0
628,-0.234375,-0.875,0.203125,-1.953125,3.90625,0,0,0,0
629,-0.21875,-0.875,0.203125,1.953125,1.953125,0,0,0,0
630,-0.1875,-0.90625,0.1875,1.953125,0,0,0,0,0
631,-0.21875,-0.921875,0.1875,0,1.953125,0,0,0,0
632,-0.28125,-0.90625,0.15625,3.90625,-1.953125,0,0,0,0
633,-0.203125,-0.96875,0.171875,3.90625,-5.859375,1.953125,0,0,0
634,-0.265625,-0.890625,0.21875,3.90625,1.953125,-1.953125,0,0,0
635,-0.28125,-0.921875,0.28125,1.953125,0,0,0,0,0
636,-0.21875,-0.921875,0.234375,0,0,0,0,0,0
637,-0.265625,-0.96875,0.234375,1.953125,0,0,0,0,0
638,-0.234375,-0.90625,0.265625,0,0,-1.953125,0,0,0
639,-0.21875,-0.890625,0.28125,0,0,0,0,0,0
640,-0.265625,-0.953125,0.25,0,0,-1.953125,0,0,0
641,-0.1875,-0.96875,0.21875,0,-5.859375,0,0,0,0
642,-0.15625,-0.984375,0.25,0,-3.90625,0,0,0,0
643,-0.28125,-0.9375,0.234375,-1.953125,0,-1.953125,0,0,0
644,-0.1875,-0.953125,0.15625,-1.953125,0,-1.953125,0,0,0
645,-0.171875,-0.9375,0.21875,-1.953125,-1.953125,0,0,0,0
646,-0.125,-1.015625,0.125,-1.953125,1.953125,0,0,0,0
647,-0.5625,-1.515625,0.265625,3.90625,0,-1.953125,0,0,0
648,-0.25,-1.015625,0.296875,0,3.90625,1.953125,0,0,0
649,-0.03125,-0.578125,0.234375,-1.953125,5.859375,5.859375,0,0,0
650,-0.125,-0.828125,0.203125,0,1.953125,1.953125,0,0,0
651,-0.140625,-0.890625,0.265625,0,-1.953125,0,0,0,0
652,-0.171875,-0.890625,0.203125,1.953125,-3.90625,0,0,0,0
653,-0.21875,-0.921875,0.265625,0,-1.953125,0,0,0,0
654,-0.1875,-0.90625,0.296875,-1.953125,5.859375,1.953125,0,0,0
655,-0.1875,-0.90625,0.296875,-1.953125,3.90625,0,0,0,0
656,-0.171875,-0.90625,0.203125,-1.953125,5.859375,0,0,0,0
657,-0.1875,-0.90625,0.21875,-1.953125,5.859375,0,0,0,0
658,-0.1875,-0.9375,0.15625,0,3.90625,0,0,0,0
659,-0.21875,-0.890625,0.1875,0,5.859375,-1.953125,0,0,0
660,-0.265625,-0.84375,0.1875,-1.953125,1.953125,0,0,0,0
661,-0.21875,-0.90625,0.171875,0,13.671875,-1.953125,0,0,0
662,-0.265625,-1,0.140625,0,9.765625,0,0,0,0
663,-0.21875,-0.875,0,0,29.296875,-1.953125,0,0,0
664,-0.28125,-0.859375,0.125,-1.953125,25.390625,-1.953125,0,0,0
665,-0.21875,-0.859375,0.203125,-1.953125,23.4375,0,0,0,0
666,-0.171875,-0.890625,0,-3.90625,19.53125,0,0,0,0
667,-0.171875,-0.921875,0,-5.859375,9.765625,1.953125,0,0,0
668,-0.171875,-0.921875,0.03125,-3.90625,15.625,0,0,0,0
669,-0.390625,-0.859375,-0.140625,-13.671875,-1.953125,0,0,0,0
670,-0.1875,-0.984375,0.140625,-9.765625,3.90625,0,0,0,0
671,-0.28125,-0.984375,0.109375,-3.90625,7.8125,0,0,0,0
672,-0.28125,-0.96875,-0.140625,-3.90625,-5.859375,0,0,0,0
673,-0.21875,-0.765625,0.0625,-5.859375,17.578125,3.90625,0,0,0
674,-0.21875,-0.765625,0.0625,-7.8125,15.625,3.90625,0,0,0
675,-0.3125,-1.015625,-0.375,0,-1.953125,0,0,0,0
676,-0.21875,-0.90625,-0.046875,3.90625,-13.671875,1.953125,0,0,0
677,-0.203125,-0.90625,0.15625,0,-1.953125,1.953125,0,0,0
678,-0.265625,-0.90625,-0.0625,0,0,1.953125,0,0,0
679,-0.21875,-0.9375,0.03125,1.953125,-5.859375,1.953125,0,0,0
680,-0.1875,-0.859375,0.03125,0,-9.765625,5.859375,0,0,0
681,-0.28125,-0.84375,-0.015625,0,-3.90625,1.953125,0,0,0
682,-0.25,-0.859375,0.09375,0,-3.90625,1.953125,0,0,0
683,-0.28125,-0.890625,0,0,-5.859375,0,0,0,0
684,-0.296875,-0.890625,0,0,-9.765625,-1.953125,0,0,0
685,-0.21875,-0.875,0.125,0,-5.859375,0,0,0,0
686,-0.1875,-0.9375,-0.0625,3.90625,-3.90625,-1.953125,0,0,0
687,-0.203125,-0.84375,0.109375,1.953125,-3.90625,0,0,0,0
688,-0.265625,-0.9375,0.046875,1.953125,-9.765625,0,0,0,0
689,-0.1875,-1,0.0625,1.953125,-9.765625,0,0,0,0
690,-0.265625,-1.046875,0.15625,3.90625,-3.90625,1.953125,0,0,0
691,-0.375,-1.125,-0.03125,3.90625,-9.765625,0,0,0,0
692,-0.375,-1.125,-0.03125,5.859375,-11.71875,0,0,0,0
693,-0.375,-0.84375,0.328125,3.90625,5.859375,0,0,0,0
694,-0.28125,-1.015625,-0.0625,7.8125,-9.765625,1.953125,0,0,0
695,-0.40625,-0.84375,0.4375,7.8125,1.953125,0,0,0,0
696,-0.171875,-0.90625,0.078125,3.90625,0,1.953125,0,0,0
697,-0.234375,-0.953125,0.34375,-1.953125,9.765625,0,0,0,0
698,-0.171875,-1.0625,-0.078125,3.90625,-3.90625,0,0,0,0
699,-0.265625,-0.90625,0.328125,1.953125,0,-1.953125,0,0,0
700,-0.359375,-0.96875,0.328125,-7.8125,5.859375,0,0,0,0
701,-0.3125,-1.03125,-0.046875,0,-9.765625,0,0,0,0
702,-0.671875,-0.96875,0.015625,-9.765625,0,3.90625,0,0,0
703,-0.375,-1.125,0.21875,5.859375,-11.71875,1.953125,0,0,0
704,-0.234375,-0.734375,0,0,-5.859375,1.953125,0,0,0
705,-0.390625,-0.828125,0.28125,1.953125,-11.71875,1.953125,0,0,0
706,-0.171875,-0.671875,0.109375,5.859375,-9.765625,0,0,0,0
707,-0.125,-0.546875,0.1875,5.859375,-3.90625,0,0,0,0
708,0.015625,-0.53125,0.265625,3.90625,0,1.953125,0,0,0
709,-0.171875,-0.734375,0.25,1.953125,0,3.90625,0,0,0
710,-0.203125,-0.75,0.421875,3.90625,-1.953125,1.953125,0,0,0
711,-0.1875,-0.890625,0.40625,3.90625,1.953125,1.953125,0,0,0
712,-0.25,-0.890625,0.234375,3.90625,0,0,0,0,0
713,-0.296875,-0.90625,0.203125,3.90625,0,-1.953125,0,0,0
714,-0.265625,-0.890625,0.203125,3.90625,-1.953125,0,0,0,0
715,-0.265625,-0.875,0.265625,1.953125,0,0,0,0,0
716,-0.25,-0.84375,0.28125,1.953125,-1.953125,0,0,0,0
717,-0.25,-0.90625,0.28125,0,0,0,0,0,0
718,-0.25,-0.890625,0.28125,0,-1.953125,0,0,0,0
719,-0.234375,-0.875,0.28125,0,0,0,0,0,0
720,-0.21875,-0.90625,0.265625,0,0,0,0,0,0
721,-0.234375,-0.859375,0.34375,0,0,0,0,0,0
722,-0.234375,-0.859375,0.328125,0,0,0,0,0,0
723,-0.25,-0.890625,0.28125,0,0,0,0,0,0
724,-0.25,-0.859375,0.296875,0,0,0,0,0,0
725,-0.234375,-0.890625,0.265625,0,0,0,0,0,0
726,-0.1875,-0.875,0.34375,-1.953125,1.953125,0,0,0,0
727,-0.1875,-0.875,0.34375,-1.953125,1.953125,0,0,0,0
728,-0.21875,-0.890625,0.265625,-1.953125,0,0,0,0,0
729,-0.234375,-0.9375,0.28125,0,0,0,0,0,0
730,-0.21875,-0.890625,0.296875,-1.953125,0,0,0,0,0
731,-0.25,-0.890625,0.25,0,0,0,0,0,0
732,-0.25,-0.890625,0.28125,0,0,-1.953125,0,0,0
733,-0.203125,-0.890625,0.3125,0,-1.953125,0,0,0,0
734,-0.234375,-0.890625,0.234375,0,1.953125,0,0,0,0
735,-0.21875,-0.859375,0.296875,0,0,0,0,0,0
736,-0.203125,-0.890625,0.28125,0,-1.953125,0,0,0,0
737,-0.21875,-0.875,0.28125,0,0,0,0,0,0
738,-0.203125,-0.890625,0.296875,0,0,0,0,0,0
739,-0.203125,-0.890625,0.265625,0,1.953125,0,0,0,0
740,-0.21875,-0.890625,0.265625,0,0,0,0,0,0
741,-0.25,-0.890625,0.296875,0,0,0,0,0,0
742,-0.234375,-0.890625,0.265625,0,-1.953125,0,0,0,0
743,-0.234375,-0.890625,0.265625,0,-1.953125,0,0,0,0
744,-0.171875,-0.890625,0.25,0,-1.953125,0,0,0,0
745,-0.21875,-0.875,0.234375,0,0,0,0,0,0
746,-0.1875,-0.890625,0.296875,-1.953125,0,0,0,0,0
747,-0.21875,-0.890625,0.21875,-1.953125,0,0,0,0,0
748,-0.234375,-0.859375,0.296875,-3.90625,0,0,0,0,0
749,-0.15625,-0.890625,0.234375,-3.90625,1.953125,1.953125,0,0,0
750,-0.25,-0.890625,0.203125,-3.90625,0,0,0,0,0
751,-0.1875,-0.859375,0.234375,-3.90625,0,0,0,0,0
752,-0.1875,-0.859375,0.1875,-1.953125,0,0,0,0,0
753,-0.203125,-0.8125,0.203125,0,0,0,0,0,0
754,-0.21875,-0.828125,0.1875,0,1.953125,-1.953125,0,0,0
755,-0.1875,-0.84375,0.1875,0,1.953125,0,0,0,0
756,-0.234375,-0.8125,0.1875,0,0,0,0,0,0
757,-0.234375,-0.875,0.203125,0,0,0,0,0,0
758,-0.234375,-0.859375,0.203125,1.953125,0,-1.953125,0,0,0
759,-0.078125,-0.84375,0.34375,0,1.953125,0,0,0,0
760,-0.265625,-0.875,0.21875,3.90625,0,0,0,0,0
761,-0.265625,-0.875,0.21875,3.90625,1.953125,-1.953125,0,0,0
762,-0.234375,-0.890625,0.234375,3.90625,1.953125,0,0,0,0
763,-0.15625,-0.90625,0.234375,3.90625,0,0,0,0,0
764,-0.25,-0.9375,0.203125,5.859375,0,-1.953125,0,0,0
765,-0.15625,-0.875,0.25,1.953125,0,0,0,0,0
766,-0.25,-0.84375,0.21875,1.953125,0,0,0,0,0
767,-0.171875,-0.875,0.28125,0,0,0,0,0,0
768,-0.203125,-0.875,0.21875,0,0,0,0,0,0
769,-0.234375,-0.9375,0.265625,0,0,0,0,0,0
770,-0.21875,-1.015625,0.296875,0,-1.953125,1.953125,0,0,0
771,-0.234375,-0.984375,0.203125,0,0,0,0,0,0
772,-0.15625,-0.953125,0.3125,0,0,0,0,0,0
773,-0.296875,-0.953125,0.28125,-3.90625,1.953125,0,0,0,0
