motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-deadlift-poordata,1500,10,16,16,16,500,500,500
83,-0.140625,-0.484375,0.375,7.8125,-5.859375,1.953125,0,0,0
84,-0.140625,-0.71875,0.484375,0,0,3.90625,0,0,0
85,-0.21875,-0.921875,0.140625,-1.953125,-5.859375,5.859375,0,0,0
86,-0.25,-0.96875,0.28125,-3.90625,5.859375,1.953125,0,0,0
87,-0.34375,-0.96875,0.25,0,1.953125,0,0,0,0
88,-0.203125,-0.84375,0.234375,0,0,0,0,0,0
89,-0.234375,-0.84375,0.25,0,0,0,0,0,0
90,-0.234375,-0.890625,0.234375,0,0,0,0,0,0
91,-0.234375,-0.90625,0.234375,0,0,0,0,0,0
92,-0.25,-0.875,0.265625,0,1.953125,0,0,0,0
93,-0.25,-0.875,0.21875,0,0,0,0,0,0
94,-0.265625,-0.875,0.1875,0,-3.90625,0,0,0,0
95,-0.234375,-0.90625,0.21875,0,0,-3.90625,0,0,0
96,-0.203125,-0.84375,0.296875,-1.953125,-3.90625,0,0,0,0
97,-0.265625,-0.90625,0.171875,0,0,-3.90625,0,0,0
98,-0.171875,-0.828125,0.3125,-1.953125,0,0,0,0,0
99,-0.171875,-0.8125,0.203125,0,0,0,0,0,0
100,-0.203125,-0.8125,0.15625,1.953125,-1.953125,0,0,0,0
101,-0.21875,-0.84375,0.203125,1.953125,0,0,0,0,0
102,-0.1875,-0.796875,0.1875,0,1.953125,0,0,0,0
103,-0.09375,-0.78125,0.21875,0,1.953125,0,0,0,0
104,-0.203125,-0.75,0.1875,0,0,0,0,0,0
105,-0.21875,-0.875,0.1875,0,1.953125,-1.953125,0,0,0
106,-0.1875,-0.84375,0.15625,-1.953125,0,0,0,0,0
107,-0.21875,-0.921875,0.171875,-1.953125,0,0,0,0,0
108,-0.234375,-0.890625,0.125,-3.90625,-1.953125,0,0,0,0
109,-0.1875,-0.90625,0.234375,-5.859375,0,0,0,0,0
110,-0.203125,-0.9375,0.21875,-5.859375,1.953125,0,0,0,0
111,-0.171875,-0.90625,0.140625,-1.953125,1.953125,0,0,0,0
112,-0.203125,-0.890625,0.265625,-1.953125,3.90625,0,0,0,0
113,-0.21875,-0.90625,0.21875,0,1.953125,0,0,0,0
114,-0.21875,-0.921875,0.09375,0,0,0,0,0,0
115,-0.265625,-0.984375,0.21875,0,1.953125,1.953125,0,0,0
116,-0.1875,-0.984375,0.171875,0,0,1.953125,0,0,0
117,-0.1875,-0.984375,0.1875,0,-1.953125,0,0,0,0
118,-0.28125,-0.9375,0.0625,0,-1.953125,0,0,0,0
119,-0.21875,-1.015625,0.21875,0,0,0,0,0,0
120,-0.234375,-0.953125,0.140625,-1.953125,0,1.953125,0,0,0
121,-0.265625,-0.9375,0.125,0,1.953125,0,0,0,0
122,-0.265625,-0.96875,0.125,0,0,0,0,0,0
123,-0.265625,-1,0.203125,0,0,0,0,0,0
124,-0.21875,-0.984375,0.1875,-1.953125,0,0,0,0,0
125,-0.21875,-0.984375,0.078125,-1.953125,0,0,0,0,0
126,-0.15625,-0.96875,0.171875,-3.90625,1.953125,1.953125,0,0,0
127,-0.25,-0.9375,0.046875,0,0,0,0,0,0
128,-0.1875,-0.9375,0.15625,-1.953125,3.90625,0,0,0,0
129,-0.234375,-0.921875,0.015625,0,-1.953125,0,0,0,0
130,-0.25,-0.84375,0.125,0,1.953125,-1.953125,0,0,0
131,-0.234375,-0.9375,0.015625,0,0,0,0,0,0
132,-0.140625,-0.921875,0.1875,-1.953125,5.859375,0,0,0,0
133,-0.25,-0.90625,0.03125,-1.953125,3.90625,0,0,0,0
134,-0.09375,-0.6875,0.0625,0,1.953125,5.859375,0,0,0
135,-0.34375,-1.15625,0,0,-3.90625,-3.90625,0,0,0
136,-0.25,-0.921875,0.078125,0,0,-1.953125,0,0,0
137,-0.234375,-0.890625,0.03125,0,1.953125,-1.953125,0,0,0
138,-0.15625,-0.921875,0.046875,0,5.859375,-1.953125,0,0,0
139,-0.1875,-0.875,0.078125,0,3.90625,0,0,0,0
140,-0.203125,-0.890625,-0.046875,0,9.765625,0,0,0,0
141,-0.171875,-0.875,0.171875,0,15.625,0,0,0,0
142,-0.140625,-0.9375,0.0625,0,3.90625,0,0,0,0
143,-0.234375,-0.921875,0.046875,0,0,0,0,0,0
144,-0.21875,-0.90625,0.078125,0,0,0,0,0,0
145,-0.1875,-0.921875,0,-3.90625,0,0,0,0,0
146,-0.234375,-0.921875,0.03125,-3.90625,-1.953125,0,0,0,0
147,-0.25,-0.9375,0.03125,-1.953125,-1.953125,0,0,0,0
148,-0.21875,-0.9375,0,-3.90625,0,0,0,0,0
149,-0.203125,-1,0.015625,-1.953125,-9.765625,0,0,0,0
150,-0.234375,-0.890625,0.046875,0,-9.765625,0,0,0,0
151,-0.328125,-1.078125,-0.015625,3.90625,-3.90625,-1.953125,0,0,0
152,-0.171875,-0.984375,0.140625,1.953125,5.859375,1.953125,0,0,0
153,-0.34375,-1.09375,-0.03125,5.859375,-3.90625,0,0,0,0
154,-0.375,-1.078125,-0.0625,5.859375,-7.8125,1.953125,0,0,0
155,-0.359375,-1,0.109375,3.90625,0,0,0,0,0
156,-0.28125,-0.984375,0.03125,3.90625,-7.8125,1.953125,0,0,0
157,-0.203125,-0.984375,0.15625,3.90625,1.953125,0,0,0,0
158,-0.234375,-1.046875,0.03125,5.859375,-9.765625,0,0,0,0
159,-0.3125,-1.0625,0.125,0,-3.90625,1.953125,0,0,0
160,-0.21875,-1.0625,0.296875,-1.953125,0,3.90625,0,0,0
161,-0.265625,-1.109375,0.03125,-1.953125,0,3.90625,0,0,0
162,-0.265625,-1.0625,0.046875,-1.953125,-3.90625,3.90625,0,0,0
163,-0.234375,-1.109375,0.109375,-3.90625,-9.765625,7.8125,0,0,0
164,-0.265625,-0.859375,0,0,-7.8125,5.859375,0,0,0
165,-0.25,-0.796875,0.0625,0,-9.765625,3.90625,0,0,0
166,-0.265625,-0.765625,0.0625,3.90625,-21.484375,0,0,0,0
167,-0.140625,-0.5625,0,5.859375,-13.671875,1.953125,0,0,0
168,-0.03125,-0.453125,0.28125,17.578125,-1.953125,-5.859375,0,0,0
169,0,-0.515625,0.328125,15.625,-5.859375,0,0,0,0
170,-0.265625,-0.96875,0.28125,9.765625,-9.765625,0,0,0,0
171,-0.203125,-1.046875,0.34375,1.953125,-3.90625,1.953125,0,0,0
172,-0.28125,-0.953125,0.09375,-3.90625,1.953125,1.953125,0,0,0
173,-0.28125,-0.921875,0.25,-1.953125,1.953125,0,0,0,0
174,-0.234375,-0.96875,0.21875,1.953125,-3.90625,0,0,0,0
175,-0.1875,-0.859375,0.453125,0,0,0,0,0,0
176,-0.1875,-0.796875,0.3125,1.953125,1.953125,0,0,0,0
177,-0.234375,-0.890625,0.265625,0,1.953125,0,0,0,0
178,-0.234375,-0.859375,0.296875,1.953125,0,0,0,0,0
179,-0.234375,-0.859375,0.328125,1.953125,0,0,0,0,0
180,-0.203125,-0.890625,0.390625,0,3.90625,-1.953125,0,0,0
181,-0.1875,-0.84375,0.28125,0,0,0,0,0,0
182,-0.265625,-0.875,0.359375,0,-1.953125,0,0,0,0
183,-0.203125,-0.875,0.234375,0,0,0,0,0,0
184,-0.234375,-0.875,0.375,0,0,-1.953125,0,0,0
185,-0.171875,-0.8125,0.203125,0,0,0,0,0,0
186,-0.265625,-0.78125,0.34375,-3.90625,1.953125,0,0,0,0
187,-0.171875,-0.84375,0.234375,-3.90625,0,1.953125,0,0,0
188,-0.234375,-0.8125,0.265625,-1.953125,0,0,0,0,0
189,-0.203125,-0.796875,0.234375,-1.953125,0,0,0,0,0
190,-0.15625,-0.765625,0.296875,-3.90625,1.953125,0,0,0,0
191,-0.125,-0.796875,0.265625,-1.953125,1.953125,0,0,0,0
192,-0.109375,-0.78125,0.3125,-5.859375,5.859375,0,0,0,0
193,-0.234375,-0.796875,0.09375,-1.953125,1.953125,-1.953125,0,0,0
194,-0.125,-0.84375,0.25,0,3.90625,-1.953125,0,0,0
195,-0.203125,-0.8125,0.234375,-1.953125,0,0,0,0,0
196,-0.1875,-0.859375,0.234375,0,1.953125,0,0,0,0
197,-0.265625,-0.9375,0.140625,0,0,0,0,0,0
198,-0.203125,-0.90625,0.15625,0,1.953125,0,0,0,0
199,-0.15625,-0.96875,0.28125,0,3.90625,0,0,0,0
200,-0.203125,-0.921875,0.21875,0,0,-1.953125,0,0,0
201,-0.234375,-0.96875,0.1875,0,0,-1.953125,0,0,0
202,-0.1875,-0.96875,0.265625,0,1.953125,0,0,0,0
203,-0.171875,-0.953125,0.1875,0,0,0,0,0,0
204,-0.21875,-0.921875,0.28125,0,1.953125,-1.953125,0,0,0
205,-0.15625,-0.984375,0.15625,0,0,0,0,0,0
206,-0.171875,-0.890625,0.3125,0,-3.90625,0,0,0,0
207,-0.15625,-0.9375,0.078125,0,0,0,0,0,0
208,-0.25,-0.90625,0.234375,0,-1.953125,0,0,0,0
209,-0.21875,-1,0.15625,-3.90625,0,0,0,0,0
210,-0.203125,-1,0.28125,0,0,0,0,0,0
211,-0.1875,-0.953125,0.203125,-3.90625,0,0,0,0,0
212,-0.25,-1.046875,0.234375,-5.859375,0,0,0,0,0
213,-0.1875,-0.953125,0.09375,-3.90625,0,0,0,0,0
214,-0.234375,-0.953125,0.25,-3.90625,0,0,0,0,0
215,-0.265625,-1,0.09375,-1.953125,1.953125,0,0,0,0
216,-0.28125,-1.265625,0.140625,1.953125,-1.953125,-1.953125,0,0,0
217,-0.125,-0.921875,0.203125,1.953125,-3.90625,-1.953125,0,0,0
218,-0.140625,-0.921875,0.234375,0,3.90625,0,0,0,0
219,-0.25,-0.953125,0.015625,0,5.859375,0,0,0,0
220,-0.078125,-0.921875,0.1875,1.953125,-1.953125,0,0,0,0
221,-0.1875,-0.921875,0.171875,0,3.90625,0,0,0,0
222,-0.109375,-0.890625,0.09375,0,0,0,0,0,0
223,-0.171875,-0.984375,0.265625,-1.953125,5.859375,0,0,0,0
224,-0.125,-0.90625,0.359375,0,-1.953125,0,0,0,0
225,-0.140625,-0.984375,0.1875,-1.953125,19.53125,-1.953125,0,0,0
226,-0.203125,-1,0.125,0,19.53125,0,0,0,0
227,-0.078125,-0.921875,0.28125,0,37.109375,0,0,0,0
228,-0.21875,-0.796875,0.109375,1.953125,31.25,3.90625,0,0,0
229,-0.1875,-0.921875,0.015625,0,33.203125,3.90625,0,0,0
230,-0.25,-0.875,-0.078125,0,19.53125,0,0,0,0
231,-0.3125,-0.859375,-0.015625,-3.90625,15.625,1.953125,0,0,0
232,-0.296875,-1.09375,0.109375,-3.90625,-35.15625,0,0,0,0
233,-0.296875,-1.09375,0.109375,-1.953125,-25.390625,0,0,0,0
234,-0.25,-0.859375,0.078125,-3.90625,-3.90625,0,0,0,0
235,-0.1875,-0.9375,-0.125,0,-7.8125,0,0,0,0
236,-0.21875,-0.953125,0.03125,0,-5.859375,0,0,0,0
237,-0.1875,-0.796875,0.140625,0,-7.8125,0,0,0,0
238,-0.25,-1.015625,0.09375,0,-1.953125,0,0,0,0
239,-0.203125,-0.90625,0.078125,-1.953125,-1.953125,0,0,0,0
240,-0.1875,-0.921875,0.140625,0,-3.90625,0,0,0,0
241,-0.25,-1.046875,0.046875,0,-5.859375,-1.953125,0,0,0
242,-0.21875,-1.078125,-0.078125,3.90625,-11.71875,0,0,0,0
243,-0.171875,-0.953125,0.25,0,-3.90625,0,0,0,0
244,-0.203125,-1.078125,0.03125,1.953125,-5.859375,0,0,0,0
245,-0.28125,-1.03125,0.109375,1.953125,-9.765625,0,0,0,0
246,-0.140625,-1.046875,0.203125,1.953125,-3.90625,1.953125,0,0,0
247,-0.28125,-0.859375,0.046875,3.90625,-3.90625,1.953125,0,0,0
248,-0.390625,-1.0625,0.0625,1.953125,0,0,0,0,0
249,-0.28125,-1.046875,0.078125,5.859375,-9.765625,1.953125,0,0,0
250,-0.109375,-0.9375,0.140625,5.859375,-7.8125,3.90625,0,0,0
251,-0.328125,-1.046875,0.109375,5.859375,0,0,0,0,0
252,-0.25,-0.96875,0.109375,1.953125,-1.953125,1.953125,0,0,0
253,-0.3125,-1.0625,0.109375,0,0,1.953125,0,0,0
254,-0.234375,-0.96875,0.171875,0,0,1.953125,0,0,0
255,-0.1875,-0.984375,0.203125,-3.90625,3.90625,0,0,0,0
256,-0.3125,-1.046875,-0.125,0,-9.765625,0,0,0,0
257,-0.25,-0.78125,-0.4375,-15.625,17.578125,0,0,0,0
258,-0.25,-0.9375,0.03125,1.953125,0,-5.859375,0,0,0
259,-0.109375,-0.875,-0.15625,-5.859375,-7.8125,5.859375,0,0,0
260,-0.59375,-0.921875,0.03125,-1.953125,-9.765625,-1.953125,0,0,0
261,0,-0.84375,0.375,0,-1.953125,3.90625,0,0,0
262,-0.125,-0.671875,0.09375,-1.953125,-7.8125,5.859375,0,0,0
263,-0.203125,-0.515625,0.046875,-3.90625,0,1.953125,0,0,0
264,-0.046875,-0.578125,0.109375,0,-3.90625,0,0,0,0
265,-0.125,-0.703125,0.484375,3.90625,-3.90625,-1.953125,0,0,0
266,-0.1875,-0.90625,0.1875,3.90625,0,0,0,0,0
267,-0.203125,-0.984375,0.25,1.953125,0,1.953125,0,0,0
268,-0.171875,-0.90625,0.390625,0,1.953125,0,0,0,0
269,-0.203125,-0.859375,0.1875,0,0,0,0,0,0
270,-0.296875,-0.828125,0.265625,0,1.953125,-1.953125,0,0,0
271,-0.1875,-0.890625,0.25,0,0,0,0,0,0
272,-0.21875,-0.890625,0.328125,0,0,0,0,0,0
273,-0.21875,-0.921875,0.21875,0,1.953125,0,0,0,0
274,-0.234375,-0.859375,0.25,0,0,0,0,0,0
275,-0.234375,-0.84375,0.328125,0,0,0,0,0,0
276,-0.203125,-0.875,0.328125,0,5.859375,0,0,0,0
277,-0.1875,-0.953125,0.28125,0,0,0,0,0,0
278,-0.234375,-0.859375,0.171875,0,3.90625,0,0,0,0
279,-0.203125,-0.875,0.296875,0,0,-1.953125,0,0,0
280,-0.234375,-0.875,0.21875,1.953125,0,0,0,0,0
281,-0.21875,-0.875,0.296875,0,3.90625,-1.953125,0,0,0
282,-0.140625,-0.84375,0.1875,0,0,0,0,0,0
283,-0.171875,-0.859375,0.328125,0,3.90625,0,0,0,0
284,-0.203125,-0.84375,0.25,0,0,0,0,0,0
285,-0.171875,-0.875,0.28125,-1.953125,0,0,0,0,0
286,-0.203125,-0.890625,0.203125,-1.953125,1.953125,0,0,0,0
287,-0.21875,-0.859375,0.21875,0,-1.953125,0,0,0,0
288,-0.25,-0.828125,0.234375,0,1.953125,0,0,0,0
289,-0.1875,-0.828125,0.203125,0,0,0,0,0,0
290,-0.203125,-0.796875,0.234375,1.953125,1.953125,-1.953125,0,0,0
291,-0.140625,-0.796875,0.234375,0,3.90625,-1.953125,0,0,0
292,-0.1875,-0.890625,0.109375,0,0,0,0,0,0
293,-0.15625,-0.828125,0.203125,1.953125,0,0,0,0,0
294,-0.15625,-0.859375,0.296875,1.953125,0,0,0,0,0
295,-0.234375,-0.890625,0.15625,0,0,0,0,0,0
296,-0.1875,-0.828125,0.21875,1.953125,0,0,0,0,0
297,-0.15625,-0.921875,0.25,1.953125,0,-1.953125,0,0,0
298,-0.1875,-0.859375,0.328125,-1.953125,3.90625,0,0,0,0
299,-0.21875,-0.921875,0.1875,1.953125,1.953125,-1.953125,0,0,0
300,-0.21875,-0.828125,0.28125,0,0,0,0,0,0
301,-0.15625,-0.875,0.234375,0,0,0,0,0,0
302,-0.21875,-0.921875,0.234375,0,0,0,0,0,0
303,-0.1875,-0.90625,0.28125,0,0,0,0,0,0
304,-0.296875,-0.921875,0.265625,0,1.953125,-1.953125,0,0,0
305,-0.234375,-0.96875,0.125,0,-1.953125,-1.953125,0,0,0
306,-0.140625,-0.9375,0.359375,0,0,0,0,0,0
307,-0.25,-0.96875,0.296875,0,0,-1.953125,0,0,0
308,-0.078125,-0.9375,0.234375,-3.90625,5.859375,1.953125,0,0,0
309,-0.140625,-0.90625,0.328125,0,1.953125,-1.953125,0,0,0
310,-0.140625,-0.90625,0.25,0,0,-1.953125,0,0,0
311,-0.15625,-0.984375,0.25,0,-1.953125,-3.90625,0,0,0
312,-0.25,-0.953125,0.265625,-1.953125,1.953125,0,0,0,0
313,-0.171875,-0.96875,0.234375,0,-1.953125,0,0,0,0
314,-0.171875,-0.96875,0.15625,-1.953125,0,0,0,0,0
315,-0.1875,-0.953125,0.109375,0,1.953125,0,0,0,0
316,-0.15625,-0.875,0,0,1.953125,0,0,0,0
317,-0.140625,-0.890625,0.140625,0,0,0,0,0,0
318,-0.21875,-0.984375,0.234375,0,0,0,0,0,0
319,-0.03125,-0.671875,0.25,0,0,1.953125,0,0,0
320,-0.078125,-0.8125,0.25,-1.953125,5.859375,0,0,0,0
321,-0.15625,-0.90625,0.296875,-3.90625,17.578125,0,0,0,0
322,-0.21875,-1,0.375,3.90625,27.34375,0,0,0,0
323,-0.21875,-1,0.375,3.90625,27.34375,0,0,0,0
324,-0.21875,-0.96875,0.140625,0,29.296875,0,0,0,0
325,-0.234375,-0.90625,-0.03125,0,23.4375,0,0,0,0
326,-0.28125,-0.953125,-0.015625,0,5.859375,0,0,0,0
327,-0.3125,-0.921875,0.0625,-1.953125,0,0,0,0,0
328,-0.265625,-0.984375,0.0625,-7.8125,-1.953125,1.953125,0,0,0
329,-0.203125,-1.03125,-0.015625,-5.859375,-19.53125,0,0,0,0
330,-0.1875,-0.859375,0.09375,1.953125,-3.90625,0,0,0,0
331,-0.21875,-0.921875,0.140625,0,0,0,0,0,0
332,-0.203125,-0.9375,0.046875,1.953125,0,-1.953125,0,0,0
333,-0.265625,-0.9375,0.15625,0,-1.953125,0,0,0,0
334,-0.171875,-0.90625,0.09375,0,-1.953125,0,0,0,0
335,-0.265625,-0.921875,0.03125,0,-1.953125,0,0,0,0
336,-0.1875,-0.90625,0.15625,0,0,0,0,0,0
337,-0.1875,-0.90625,0.234375,0,0,0,0,0,0
338,-0.203125,-0.890625,0.015625,-1.953125,1.953125,0,0,0,0
339,-0.171875,-0.9375,0.046875,0,1.953125,0,0,0,0
340,-0.234375,-0.921875,0.109375,0,1.953125,0,0,0,0
341,-0.21875,-0.9375,0.015625,0,0,0,0,0,0
342,-0.21875,-0.921875,0.09375,0,0,0,0,0,0
343,-0.21875,-0.921875,0.078125,0,-3.90625,0,0,0,0
344,-0.171875,-0.90625,0.109375,0,-3.90625,0,0,0,0
345,-0.203125,-0.921875,0.09375,0,0,0,0,0,0
346,-0.203125,-0.90625,0.09375,0,3.90625,0,0,0,0
347,-0.25,-0.890625,0.0625,0,0,0,0,0,0
348,-0.1875,-0.953125,0.015625,0,0,0,0,0,0
349,-0.1875,-0.921875,0.078125,1.953125,0,0,0,0,0
350,-0.21875,-0.90625,0.109375,0,-1.953125,0,0,0,0
351,-0.1875,-0.90625,0.09375,0,0,0,0,0,0
352,-0.234375,-0.921875,0.046875,0,-3.90625,0,0,0,0
353,-0.1875,-0.9375,0.09375,0,1.953125,0,0,0,0
354,-0.25,-0.921875,0.09375,0,0,0,0,0,0
355,-0.25,-0.96875,0.125,0,0,1.953125,0,0,0
356,-0.109375,-0.828125,0.09375,-1.953125,0,0,0,0,0
357,-0.25,-0.96875,0.09375,0,-5.859375,1.953125,0,0,0
358,-0.25,-0.953125,0.109375,0,-3.90625,1.953125,0,0,0
359,-0.171875,-0.984375,0.03125,0,-3.90625,0,0,0,0
360,-0.25,-0.9375,0.078125,0,-3.90625,-1.953125,0,0,0
361,-0.21875,-0.875,0.09375,-1.953125,-5.859375,0,0,0,0
362,-0.265625,-0.953125,0.078125,0,0,-1.953125,0,0,0
363,-0.21875,-1.015625,0.03125,5.859375,-11.71875,-1.953125,0,0,0
364,-0.15625,-1,0.234375,3.90625,-7.8125,0,0,0,0
365,-0.265625,-1.03125,0.046875,9.765625,-19.53125,0,0,0,0
366,-0.125,-0.890625,0.296875,3.90625,1.953125,0,0,0,0
367,-0.234375,-1.0625,0,9.765625,-9.765625,0,0,0,0
368,-0.125,-0.9375,0.359375,3.90625,5.859375,0,0,0,0
369,-0.21875,-0.96875,0.046875,5.859375,-11.71875,0,0,0,0
370,-0.203125,-0.890625,0.390625,0,5.859375,-1.953125,0,0,0
371,-0.296875,-0.984375,-0.203125,5.859375,-13.671875,0,0,0,0
372,-0.3125,-0.96875,0.046875,5.859375,-17.578125,3.90625,0,0,0
373,-0.3125,-0.96875,0.046875,5.859375,-21.484375,3.90625,0,0,0
374,-0.171875,-0.984375,0.296875,0,13.671875,0,0,0,0
375,-0.171875,-0.953125,0.03125,1.953125,0,1.953125,0,0,0
376,-0.171875,-0.96875,0.296875,-1.953125,1.953125,1.953125,0,0,0
377,-0.234375,-0.90625,0.1875,0,0,0,0,0,0
378,-0.15625,-1.015625,0.28125,-1.953125,0,1.953125,0,0,0
379,-0.4375,-1.09375,-0.046875,3.90625,-3.90625,0,0,0,0
380,-0.3125,-1.015625,0.265625,0,-7.8125,0,0,0,0
381,-0.15625,-0.984375,0.234375,5.859375,-3.90625,0,0,0,0
382,-0.484375,-1.21875,0.171875,3.90625,0,0,0,0,0
383,-0.0625,-0.890625,0.359375,1.953125,-15.625,3.90625,0,0,0
