motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
benchpress_aaron_1,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
372,-0.171875,0.78125,0.203125,23.4375,-5.859375,-21.484375,,,
373,-0.234375,0.765625,0.296875,23.4375,-13.671875,-23.4375,,,
374,-0.171875,0.796875,0.265625,29.296875,-1.953125,-27.34375,,,
375,-0.203125,0.71875,0.234375,31.25,-1.953125,-25.390625,,,
376,-0.234375,0.8125,0.203125,29.296875,1.953125,-25.390625,,,
377,-0.25,0.765625,0.171875,29.296875,1.953125,-25.390625,,,
378,-0.234375,0.796875,0.203125,25.390625,1.953125,-21.484375,,,
379,-0.25,0.796875,0.15625,23.4375,15.625,-19.53125,,,
380,-0.4375,0.96875,0.015625,7.8125,27.34375,-15.625,,,
381,-0.390625,0.796875,0,13.671875,13.671875,-7.8125,,,
382,-0.4375,0.9375,0.015625,19.53125,0,-7.8125,,,
383,-0.390625,0.890625,0.015625,19.53125,-3.90625,-7.8125,,,
384,-0.328125,0.875,0.03125,19.53125,-3.90625,-5.859375,,,
385,-0.40625,0.8125,0.078125,19.53125,0,-5.859375,,,
386,-0.375,0.75,-0.0625,17.578125,13.671875,-5.859375,,,
387,-0.453125,0.828125,-0.0625,15.625,5.859375,0,,,
388,-0.421875,0.796875,-0.046875,17.578125,-1.953125,0,,,
389,-0.421875,0.765625,-0.046875,11.71875,0,0,,,
390,-0.4375,0.859375,-0.078125,-27.34375,9.765625,25.390625,,,
391,-0.46875,1.09375,-0.078125,-39.0625,13.671875,23.4375,,,
392,-0.484375,1.0625,-0.09375,-37.109375,13.671875,17.578125,,,
393,-0.515625,1.1875,-0.15625,-33.203125,17.578125,9.765625,,,
394,-0.453125,1.25,-0.125,-17.578125,5.859375,3.90625,,,
395,-0.421875,1.171875,-0.0625,-5.859375,1.953125,-3.90625,,,
396,-0.421875,1.0625,-0.046875,0,-3.90625,-5.859375,,,
397,-0.421875,0.984375,-0.03125,0,-15.625,-5.859375,,,
398,-0.375,0.9375,0.0625,0,-42.96875,-9.765625,,,
399,-0.265625,0.9375,0.0625,-13.671875,-19.53125,0,,,
400,-0.34375,0.890625,0.1875,0,-39.0625,1.953125,,,
401,-0.25,0.890625,0.1875,-1.953125,-33.203125,5.859375,,,
402,-0.265625,0.84375,0.21875,-5.859375,-11.71875,11.71875,,,
403,-0.34375,0.84375,0.25,-3.90625,-11.71875,11.71875,,,
404,-0.421875,0.890625,0.21875,-7.8125,-15.625,5.859375,,,
405,-0.265625,0.8125,0.265625,-13.671875,-7.8125,13.671875,,,
406,-0.28125,0.84375,0.15625,-19.53125,1.953125,21.484375,,,
407,-0.25,0.875,0.265625,-17.578125,-3.90625,23.4375,,,
408,-0.296875,0.90625,0.21875,-19.53125,-1.953125,23.4375,,,
409,-0.28125,0.875,0.25,-17.578125,-3.90625,27.34375,,,
410,-0.140625,0.765625,0.296875,-19.53125,-15.625,33.203125,,,
411,-0.140625,0.859375,0.265625,-15.625,-13.671875,31.25,,,
412,-0.125,0.8125,0.265625,-15.625,-15.625,31.25,,,
413,-0.125,0.703125,0.34375,-9.765625,-19.53125,25.390625,,,
414,-0.046875,0.578125,0.296875,-3.90625,0,23.4375,,,
415,-0.09375,0.59375,0.234375,0,-7.8125,17.578125,,,
416,-0.125,0.5625,0.25,5.859375,-1.953125,1.953125,,,
417,-0.140625,0.65625,0.1875,19.53125,9.765625,-11.71875,,,
418,-0.203125,0.765625,0.28125,17.578125,13.671875,-13.671875,,,
419,-0.171875,0.84375,0.234375,19.53125,21.484375,-19.53125,,,
420,-0.140625,0.859375,0.203125,19.53125,11.71875,-15.625,,,
421,-0.1875,0.84375,0.125,21.484375,11.71875,-21.484375,,,
422,-0.171875,0.75,0.0625,21.484375,1.953125,-15.625,,,
423,-0.25,0.796875,0.125,19.53125,1.953125,-21.484375,,,
424,-0.125,0.796875,0.125,25.390625,0,-17.578125,,,
425,-0.203125,0.765625,0.078125,21.484375,3.90625,-19.53125,,,
426,-0.234375,0.84375,0.09375,19.53125,11.71875,-7.8125,,,
427,-0.15625,0.8125,0.125,11.71875,1.953125,-5.859375,,,
428,-0.25,0.875,0.046875,13.671875,11.71875,-11.71875,,,
429,-0.265625,0.90625,0.09375,5.859375,-3.90625,-13.671875,,,
430,-0.1875,0.9375,0.078125,1.953125,7.8125,-11.71875,,,
431,-0.296875,0.90625,0.078125,-1.953125,3.90625,1.953125,,,
432,-0.3125,0.828125,0.109375,-3.90625,-3.90625,3.90625,,,
433,-0.3125,0.90625,0.109375,-15.625,3.90625,15.625,,,
434,-0.328125,0.90625,0.15625,-21.484375,-5.859375,19.53125,,,
435,-0.265625,0.890625,0.140625,-27.34375,0,25.390625,,,
436,-0.296875,0.890625,0.171875,-29.296875,-1.953125,31.25,,,
437,-0.25,0.984375,0.1875,-31.25,-3.90625,39.0625,,,
438,-0.25,1.046875,0.25,-25.390625,-9.765625,41.015625,,,
439,-0.21875,1.1875,0.25,-19.53125,-3.90625,35.15625,,,
440,-0.25,1.234375,0.203125,-17.578125,7.8125,27.34375,,,
441,-0.046875,1.125,0.1875,15.625,15.625,-5.859375,,,
442,-0.046875,1.125,0.1875,19.53125,13.671875,-7.8125,,,
443,-0.078125,1.078125,0.15625,27.34375,3.90625,-11.71875,,,
444,-0.125,1.109375,0.125,29.296875,0,-19.53125,,,
445,-0.140625,1.078125,0.125,29.296875,-5.859375,-29.296875,,,
446,-0.171875,1.09375,0.15625,25.390625,-15.625,-41.015625,,,
447,-0.171875,1.0625,0.140625,15.625,-13.671875,-44.921875,,,
448,-0.234375,1.015625,0.1875,9.765625,-19.53125,-44.921875,,,
449,-0.234375,0.96875,0.09375,0,1.953125,-31.25,,,
450,-0.234375,0.875,0.140625,-1.953125,0,-25.390625,,,
451,-0.3125,0.828125,0.171875,-3.90625,1.953125,-15.625,,,
452,-0.421875,0.8125,0.171875,-11.71875,5.859375,15.625,,,
453,-0.375,0.796875,0.203125,-15.625,9.765625,17.578125,,,
454,-0.328125,0.8125,0.140625,-17.578125,3.90625,25.390625,,,
455,-0.375,0.84375,0.203125,-17.578125,-1.953125,35.15625,,,
456,-0.328125,0.765625,0.140625,-17.578125,-9.765625,33.203125,,,
457,-0.3125,0.84375,0.1875,-21.484375,-13.671875,42.96875,,,
458,-0.234375,0.8125,0.15625,-25.390625,-13.671875,44.921875,,,
459,-0.265625,0.796875,0.171875,-19.53125,-23.4375,41.015625,,,
460,-0.140625,0.9375,0.203125,-23.4375,-19.53125,42.96875,,,
461,-0.21875,0.859375,0.09375,-19.53125,-17.578125,39.0625,,,
462,-0.09375,0.546875,0.140625,19.53125,9.765625,-15.625,,,
463,-0.09375,0.546875,0.140625,21.484375,11.71875,-17.578125,,,
464,-0.234375,0.671875,0.15625,27.34375,7.8125,-29.296875,,,
465,-0.234375,0.765625,0.171875,39.0625,13.671875,-37.109375,,,
466,-0.078125,0.734375,0.125,35.15625,17.578125,-35.15625,,,
467,-0.171875,0.78125,0.21875,35.15625,7.8125,-39.0625,,,
468,-0.171875,0.796875,0.046875,31.25,11.71875,-31.25,,,
469,-0.21875,0.828125,0.171875,31.25,15.625,-27.34375,,,
470,-0.1875,0.828125,0.109375,29.296875,27.34375,-11.71875,,,
471,-0.3125,0.78125,0.046875,23.4375,1.953125,-15.625,,,
472,-0.265625,0.859375,0,25.390625,3.90625,-17.578125,,,
473,-0.3125,0.921875,-0.015625,9.765625,15.625,-3.90625,,,
474,-0.375,0.9375,-0.015625,9.765625,5.859375,-5.859375,,,
475,-0.3125,0.90625,-0.015625,9.765625,0,0,,,
476,-0.28125,0.921875,-0.015625,5.859375,0,1.953125,,,
477,-0.28125,0.90625,-0.015625,1.953125,0,5.859375,,,
478,-0.28125,0.90625,-0.046875,0,5.859375,13.671875,,,
479,-0.34375,0.90625,0,0,0,13.671875,,,
480,-0.28125,0.921875,-0.03125,-7.8125,1.953125,17.578125,,,
481,-0.3125,0.890625,0.015625,-13.671875,0,19.53125,,,
482,-0.203125,0.90625,0.03125,-23.4375,7.8125,29.296875,,,
483,-0.1875,1.234375,0.015625,-35.15625,-3.90625,39.0625,,,
484,-0.1875,1.234375,0.015625,-31.25,-1.953125,31.25,,,
485,-0.1875,1.328125,0,-29.296875,3.90625,19.53125,,,
486,-0.203125,1.296875,0,-17.578125,5.859375,3.90625,,,
487,-0.1875,1.21875,-0.078125,-13.671875,-5.859375,-5.859375,,,
