motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-bentoverrows-30,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
78,-0.1875,-0.515625,0.21875,-1.953125,1.953125,27.34375,0,0,0
79,-0.21875,-0.453125,0.140625,-1.953125,-3.90625,15.625,0,0,0
80,-0.3125,-0.421875,0.25,7.8125,-9.765625,-3.90625,0,0,0
81,-0.234375,-0.40625,0.15625,3.90625,-1.953125,-9.765625,0,0,0
82,-0.109375,-0.796875,0.515625,3.90625,-9.765625,-15.625,0,0,0
83,-0.3125,-0.40625,0.140625,1.953125,-1.953125,-17.578125,0,0,0
84,-0.109375,-0.78125,0.53125,0,-7.8125,-15.625,0,0,0
85,-0.234375,-0.578125,0.40625,0,-11.71875,-21.484375,0,0,0
86,0.015625,-0.796875,0.4375,-3.90625,-3.90625,-15.625,0,0,0
87,-0.171875,-0.75,0.359375,-1.953125,-7.8125,-15.625,0,0,0
88,-0.0625,-0.90625,0.5,-5.859375,0,-11.71875,0,0,0
89,-0.046875,-0.796875,0.3125,-7.8125,0,-9.765625,0,0,0
90,0.015625,-1.03125,0.34375,-9.765625,3.90625,-3.90625,0,0,0
91,0.015625,-1.03125,0.34375,-9.765625,5.859375,-1.953125,0,0,0
92,-0.109375,-0.734375,0.125,-13.671875,0,0,0,0,0
93,-0.03125,-1.125,0.703125,-15.625,9.765625,0,0,0,0
94,-0.015625,-0.984375,0.28125,-9.765625,0,1.953125,0,0,0
95,-0.0625,-0.90625,0.296875,-13.671875,7.8125,3.90625,0,0,0
96,-0.03125,-1.234375,0.46875,-9.765625,5.859375,0,0,0,0
97,-0.140625,-0.75,0.015625,-9.765625,1.953125,3.90625,0,0,0
98,-0.015625,-1.109375,0.40625,-9.765625,5.859375,5.859375,0,0,0
99,-0.203125,-1,0.15625,-3.90625,0,1.953125,0,0,0
100,-0.015625,-0.953125,0.1875,-5.859375,3.90625,3.90625,0,0,0
101,-0.140625,-0.984375,0.1875,-1.953125,3.90625,0,0,0,0
102,-0.140625,-0.984375,0.203125,-1.953125,1.953125,0,0,0,0
103,-0.09375,-1.03125,0.140625,-3.90625,0,1.953125,0,0,0
104,-0.171875,-1.046875,0.21875,-3.90625,1.953125,0,0,0,0
105,-0.109375,-0.953125,0.125,-5.859375,1.953125,0,0,0,0
106,-0.15625,-1,0.171875,-5.859375,0,0,0,0,0
107,-0.15625,-1.015625,0.15625,-5.859375,0,0,0,0,0
108,-0.15625,-0.96875,0.15625,-7.8125,1.953125,0,0,0,0
109,-0.203125,-1.078125,0.171875,-5.859375,0,-1.953125,0,0,0
110,-0.171875,-0.984375,0.1875,-7.8125,1.953125,0,0,0,0
111,-0.15625,-0.96875,0.125,-5.859375,0,0,0,0,0
112,-0.15625,-0.96875,0.125,-5.859375,0,0,0,0,0
113,-0.125,-0.921875,0.03125,-3.90625,-1.953125,0,0,0,0
114,-0.125,-0.921875,0.109375,-1.953125,0,1.953125,0,0,0
115,-0.1875,-0.90625,0.09375,-3.90625,3.90625,0,0,0,0
116,-0.125,-0.96875,0.03125,0,-1.953125,0,0,0,0
117,-0.171875,-0.96875,0.125,0,0,0,0,0,0
118,-0.109375,-0.953125,0.078125,0,0,0,0,0,0
119,-0.140625,-0.96875,0.09375,0,0,0,0,0,0
120,-0.171875,-0.96875,0.078125,0,0,0,0,0,0
121,-0.171875,-0.984375,0.0625,0,1.953125,0,0,0,0
122,-0.125,-0.9375,0.0625,0,0,-1.953125,0,0,0
123,-0.078125,-0.921875,0.09375,0,0,0,0,0,0
124,-0.171875,-0.953125,0.046875,0,-1.953125,0,0,0,0
125,-0.140625,-0.9375,0.0625,0,0,0,0,0,0
126,-0.140625,-1.015625,0.09375,0,1.953125,0,0,0,0
127,-0.078125,-0.984375,0,0,0,0,0,0,0
128,-0.171875,-1.046875,0.09375,0,0,0,0,0,0
129,-0.171875,-1.03125,0.109375,27.34375,3.90625,-21.484375,0,0,0
130,-0.078125,-1.1875,0.234375,27.34375,5.859375,-21.484375,0,0,0
131,-0.015625,-1.09375,0.296875,31.25,1.953125,-21.484375,0,0,0
132,0.015625,-1.078125,0.28125,33.203125,1.953125,-17.578125,0,0,0
133,-0.046875,-1.046875,0.296875,37.109375,1.953125,-15.625,0,0,0
134,-0.015625,-1.015625,0.328125,42.96875,-3.90625,-11.71875,0,0,0
135,0.046875,-1.09375,0.484375,41.015625,0,-11.71875,0,0,0
136,0.203125,-1,0.375,42.96875,0,-5.859375,0,0,0
137,0.140625,-0.890625,0.5625,37.109375,0,-1.953125,0,0,0
138,0.109375,-0.953125,0.5,33.203125,0,1.953125,0,0,0
139,0.140625,-0.625,0.578125,5.859375,13.671875,37.109375,0,0,0
140,0,-0.5625,0.453125,0,13.671875,44.921875,0,0,0
141,-0.015625,-0.375,0.421875,-1.953125,13.671875,48.828125,0,0,0
142,-0.109375,-0.28125,0.65625,-1.953125,11.71875,41.015625,0,0,0
143,-0.1875,-0.359375,0.3125,-1.953125,5.859375,31.25,0,0,0
144,-0.140625,-0.171875,0.421875,11.71875,0,15.625,0,0,0
145,-0.28125,-0.171875,0.15625,11.71875,-3.90625,0,0,0,0
146,-0.203125,-0.34375,0.59375,7.8125,-9.765625,-7.8125,0,0,0
147,-0.265625,-0.453125,0.359375,0,-7.8125,-19.53125,0,0,0
148,-0.265625,-0.390625,0.46875,-3.90625,-9.765625,-19.53125,0,0,0
149,0.09375,-0.609375,0.6875,-19.53125,-3.90625,-15.625,0,0,0
150,0.09375,-0.609375,0.6875,-19.53125,-1.953125,-15.625,0,0,0
151,0.109375,-0.5625,0.453125,-17.578125,-1.953125,-13.671875,0,0,0
152,0.21875,-0.78125,0.78125,-17.578125,0,-5.859375,0,0,0
153,0.09375,-0.734375,0.484375,-19.53125,5.859375,0,0,0,0
154,0.0625,-1.046875,0.53125,-17.578125,-3.90625,0,0,0,0
155,0.046875,-1.125,0.640625,-17.578125,7.8125,1.953125,0,0,0
156,-0.15625,-0.640625,0.15625,-19.53125,0,1.953125,0,0,0
157,0.078125,-1.109375,0.640625,-23.4375,7.8125,1.953125,0,0,0
158,-0.046875,-0.59375,-0.09375,-21.484375,-3.90625,3.90625,0,0,0
159,-0.125,-1.03125,0.3125,-19.53125,1.953125,3.90625,0,0,0
160,-0.0625,-0.796875,0.03125,-23.4375,3.90625,9.765625,0,0,0
161,-0.046875,-1.03125,0.234375,-19.53125,1.953125,7.8125,0,0,0
162,-0.25,-1,0.0625,-15.625,0,3.90625,0,0,0
163,-0.0625,-0.9375,0.1875,-17.578125,0,5.859375,0,0,0
164,-0.15625,-1.109375,0.25,-13.671875,0,3.90625,0,0,0
165,-0.171875,-0.953125,0,-11.71875,0,1.953125,0,0,0
166,-0.1875,-0.9375,-0.09375,-1.953125,-5.859375,0,0,0,0
167,-0.1875,-0.9375,-0.09375,-1.953125,-3.90625,1.953125,0,0,0
168,-0.15625,-1,0.171875,-1.953125,0,0,0,0,0
169,-0.1875,-0.921875,0.046875,-3.90625,3.90625,0,0,0,0
170,-0.09375,-1,0.046875,-1.953125,0,0,0,0,0
171,-0.171875,-0.921875,0.0625,0,0,0,0,0,0
172,-0.171875,-0.953125,0,0,0,0,0,0,0
173,-0.15625,-0.9375,0.015625,0,0,0,0,0,0
174,-0.140625,-0.96875,-0.015625,-1.953125,-1.953125,1.953125,0,0,0
175,-0.140625,-1,0.03125,-1.953125,0,0,0,0,0
176,-0.1875,-0.96875,-0.03125,-1.953125,0,0,0,0,0
177,-0.15625,-0.984375,-0.015625,-1.953125,0,0,0,0,0
178,-0.140625,-0.96875,-0.03125,-1.953125,0,0,0,0,0
179,-0.171875,-0.9375,0,-3.90625,3.90625,0,0,0,0
180,-0.125,-0.953125,-0.03125,-1.953125,0,0,0,0,0
181,-0.125,-0.953125,0.015625,-1.953125,1.953125,0,0,0,0
182,-0.203125,-0.9375,-0.03125,0,1.953125,0,0,0,0
183,-0.375,-1.4375,-0.140625,1.953125,-13.671875,-3.90625,0,0,0
184,-0.109375,-0.9375,0.1875,0,1.953125,0,0,0,0
185,-0.21875,-0.984375,0.015625,0,7.8125,0,0,0,0
186,-0.234375,-0.96875,-0.09375,1.953125,-3.90625,0,0,0,0
187,-0.234375,-0.96875,-0.09375,1.953125,-3.90625,0,0,0,0
188,-0.171875,-1.140625,-0.140625,3.90625,-7.8125,0,0,0,0
189,-0.078125,-1.109375,0.015625,3.90625,-7.8125,0,0,0,0
190,-0.21875,-1.140625,-0.015625,5.859375,3.90625,-3.90625,0,0,0
191,-0.21875,-1.078125,-0.046875,11.71875,-1.953125,-9.765625,0,0,0
192,-0.171875,-1.109375,0.03125,17.578125,-5.859375,-11.71875,0,0,0
193,-0.140625,-1.140625,0.09375,21.484375,0,-15.625,0,0,0
194,-0.15625,-1.171875,0.25,25.390625,0,-17.578125,0,0,0
195,-0.03125,-1.078125,0.1875,25.390625,0,-13.671875,0,0,0
196,0.03125,-1.0625,0.3125,29.296875,0,-9.765625,0,0,0
197,0.03125,-0.9375,0.265625,33.203125,-1.953125,-9.765625,0,0,0
198,0.0625,-1.015625,0.25,33.203125,0,-5.859375,0,0,0
199,0.015625,-0.984375,0.359375,33.203125,-1.953125,-3.90625,0,0,0
200,0.09375,-0.8125,0.359375,25.390625,0,5.859375,0,0,0
201,0.046875,-0.96875,0.390625,21.484375,-3.90625,13.671875,0,0,0
202,0,-0.828125,0.328125,17.578125,7.8125,25.390625,0,0,0
203,-0.015625,-0.671875,0.59375,9.765625,3.90625,31.25,0,0,0
204,0,-0.6875,0.484375,1.953125,1.953125,35.15625,0,0,0
205,-0.09375,-0.671875,0.375,-1.953125,3.90625,37.109375,0,0,0
206,0,-0.234375,0.09375,11.71875,-1.953125,0,0,0,0
207,0,-0.234375,0.09375,11.71875,-3.90625,0,0,0,0
208,-0.1875,-0.484375,0.421875,15.625,-9.765625,1.953125,0,0,0
209,-0.28125,-0.53125,0.609375,3.90625,-5.859375,-13.671875,0,0,0
210,-0.25,-0.515625,0.40625,0,-5.859375,-21.484375,0,0,0
211,-0.09375,-0.640625,0.609375,1.953125,-15.625,-11.71875,0,0,0
212,-0.234375,-0.53125,0.4375,-7.8125,-7.8125,-21.484375,0,0,0
213,-0.171875,-0.734375,0.578125,-9.765625,-3.90625,-13.671875,0,0,0
214,0,-0.90625,0.71875,-13.671875,-9.765625,-13.671875,0,0,0
215,-0.015625,-0.6875,0.34375,-15.625,-3.90625,-9.765625,0,0,0
216,0.015625,-0.71875,0.546875,-15.625,-1.953125,-7.8125,0,0,0
217,0.015625,-0.96875,0.8125,-13.671875,0,-1.953125,0,0,0
218,0.125,-0.75,0.390625,-15.625,3.90625,0,0,0,0
219,0,-0.90625,0.5,-19.53125,7.8125,0,0,0,0
220,-0.03125,-0.9375,0.453125,-9.765625,-5.859375,0,0,0,0
221,-0.015625,-0.6875,0.28125,-21.484375,9.765625,1.953125,0,0,0
222,0.1875,-1.28125,0.546875,-11.71875,-3.90625,1.953125,0,0,0
223,-0.171875,-0.640625,0.046875,-17.578125,0,1.953125,0,0,0
224,0.109375,-1.03125,0.421875,-17.578125,7.8125,7.8125,0,0,0
225,-0.1875,-1.109375,0.421875,-13.671875,0,3.90625,0,0,0
226,-0.078125,-0.734375,0.03125,-15.625,1.953125,3.90625,0,0,0
227,-0.0625,-1.171875,0.296875,-11.71875,-3.90625,5.859375,0,0,0
228,-0.234375,-1.078125,0.15625,-11.71875,-3.90625,5.859375,0,0,0
229,-0.1875,-0.953125,0.078125,-15.625,0,3.90625,0,0,0
230,-0.015625,-1.03125,0.171875,-17.578125,5.859375,7.8125,0,0,0
231,-0.203125,-0.984375,0.09375,-13.671875,1.953125,3.90625,0,0,0
232,-0.09375,-1.078125,0.171875,-11.71875,1.953125,3.90625,0,0,0
233,-0.203125,-1.015625,0.046875,-9.765625,1.953125,0,0,0,0
234,-0.125,-0.9375,0.078125,-9.765625,1.953125,3.90625,0,0,0
235,-0.25,-1.015625,0.015625,-5.859375,0,0,0,0,0
236,-0.21875,-0.921875,0.03125,-5.859375,5.859375,0,0,0,0
237,-0.078125,-0.921875,-0.140625,0,-5.859375,0,0,0,0
238,-0.140625,-0.984375,0.015625,0,0,1.953125,0,0,0
239,-0.296875,-1.03125,0.109375,0,5.859375,0,0,0,0
240,-0.15625,-0.9375,-0.015625,0,3.90625,0,0,0,0
241,-0.109375,-0.984375,-0.015625,0,7.8125,0,0,0,0
242,-0.265625,-0.984375,0.015625,0,0,-1.953125,0,0,0
243,-0.09375,-0.984375,0.015625,0,3.90625,0,0,0,0
244,-0.140625,-0.953125,0,0,7.8125,0,0,0,0
245,-0.21875,-0.984375,0,0,3.90625,0,0,0,0
246,-0.09375,-0.984375,-0.015625,0,0,0,0,0,0
247,-0.21875,-0.921875,-0.140625,-1.953125,0,0,0,0,0
248,-0.125,-0.875,-0.03125,0,0,0,0,0,0
249,-0.15625,-0.9375,0.015625,0,1.953125,0,0,0,0
250,-0.171875,-0.90625,-0.1875,0,3.90625,0,0,0,0
251,-0.03125,-0.875,0,0,0,0,0,0,0
252,-0.21875,-1.046875,-0.15625,0,0,0,0,0,0
253,-0.203125,-1.1875,-0.046875,1.953125,-1.953125,-1.953125,0,0,0
254,-0.171875,-1.0625,0.09375,9.765625,1.953125,-11.71875,0,0,0
255,-0.140625,-0.953125,-0.015625,9.765625,3.90625,-9.765625,0,0,0
256,-0.0625,-1.109375,0.03125,17.578125,-3.90625,-7.8125,0,0,0
257,-0.03125,-1.015625,-0.015625,21.484375,5.859375,-13.671875,0,0,0
258,-0.0625,-1.296875,0.265625,33.203125,-1.953125,-13.671875,0,0,0
259,0.046875,-1.03125,0.203125,39.0625,-3.90625,-7.8125,0,0,0
260,0.109375,-1.125,0.234375,37.109375,0,-11.71875,0,0,0
261,0.125,-1.03125,0.34375,35.15625,0,-7.8125,0,0,0
262,0.078125,-0.984375,0.3125,11.71875,0,19.53125,0,0,0
263,-0.03125,-0.796875,0.296875,-1.953125,3.90625,29.296875,0,0,0
264,-0.0625,-0.453125,0.4375,-7.8125,0,35.15625,0,0,0
265,-0.15625,-0.328125,0.28125,-9.765625,3.90625,27.34375,0,0,0
266,-0.140625,0,0.328125,0,-5.859375,3.90625,0,0,0
267,0,-0.21875,0.171875,11.71875,0,0,0,0,0
268,-0.09375,-0.546875,0.359375,15.625,-9.765625,1.953125,0,0,0
269,-0.25,-0.34375,0.34375,1.953125,-3.90625,-11.71875,0,0,0
270,0,-0.796875,0.78125,-17.578125,-9.765625,-15.625,0,0,0
271,0.03125,-0.703125,0.328125,-17.578125,-11.71875,-11.71875,0,0,0
272,0.09375,-0.9375,0.6875,-15.625,1.953125,-5.859375,0,0,0
273,0.09375,-0.859375,0.359375,-11.71875,-11.71875,-5.859375,0,0,0
274,0,-0.8125,0.484375,-15.625,3.90625,-3.90625,0,0,0
275,0.015625,-0.9375,0.421875,-9.765625,-3.90625,0,0,0,0
276,0.109375,-0.90625,0.4375,-9.765625,-1.953125,0,0,0,0
277,-0.046875,-1.0625,0.640625,-13.671875,5.859375,3.90625,0,0,0
278,0.03125,-1.109375,0.359375,-11.71875,-5.859375,0,0,0,0
279,0.015625,-0.65625,0.171875,-19.53125,7.8125,3.90625,0,0,0
280,-0.25,-1.078125,0.234375,-9.765625,-7.8125,1.953125,0,0,0
281,-0.078125,-0.640625,-0.046875,-11.71875,0,1.953125,0,0,0
282,0.0625,-1.140625,0.4375,-19.53125,11.71875,11.71875,0,0,0
283,-0.328125,-0.90625,-0.03125,-9.765625,-1.953125,5.859375,0,0,0
284,-0.140625,-1.046875,0.3125,-15.625,1.953125,7.8125,0,0,0
285,-0.140625,-1.125,0.21875,-13.671875,3.90625,9.765625,0,0,0
286,-0.15625,-1,0.1875,-13.671875,3.90625,5.859375,0,0,0
287,-0.015625,-0.828125,0.015625,-19.53125,5.859375,7.8125,0,0,0
288,-0.140625,-0.84375,-0.078125,-13.671875,-7.8125,5.859375,0,0,0
289,-0.109375,-0.9375,0.109375,-19.53125,9.765625,7.8125,0,0,0
290,-0.171875,-1,-0.015625,-5.859375,3.90625,3.90625,0,0,0
291,-0.234375,-0.890625,-0.015625,-1.953125,-7.8125,1.953125,0,0,0
292,-0.1875,-0.96875,-0.046875,0,0,0,0,0,0
293,-0.171875,-0.9375,-0.03125,0,0,0,0,0,0
294,-0.203125,-1.015625,0.03125,0,5.859375,0,0,0,0
295,-0.296875,-1.015625,-0.046875,1.953125,0,-1.953125,0,0,0
296,-0.15625,-0.90625,-0.109375,0,1.953125,0,0,0,0
297,-0.234375,-1.03125,0.03125,0,7.8125,-1.953125,0,0,0
298,-0.265625,-0.984375,-0.046875,0,-1.953125,0,0,0,0
299,-0.265625,-0.984375,-0.046875,0,0,0,0,0,0
300,-0.15625,-0.9375,0,0,1.953125,0,0,0,0
301,-0.234375,-0.921875,-0.03125,0,3.90625,0,0,0,0
302,-0.171875,-0.921875,-0.078125,0,-3.90625,0,0,0,0
303,-0.203125,-0.9375,-0.015625,0,1.953125,0,0,0,0
304,-0.15625,-0.875,-0.109375,0,0,0,0,0,0
305,-0.109375,-0.984375,-0.03125,0,0,0,0,0,0
306,-0.1875,-1.046875,0.015625,1.953125,-5.859375,0,0,0,0
307,-0.40625,-1.203125,0.25,13.671875,0,-11.71875,0,0,0
308,-0.15625,-1.140625,-0.046875,13.671875,9.765625,-17.578125,0,0,0
309,-0.171875,-1.109375,0.015625,21.484375,-5.859375,-15.625,0,0,0
310,-0.078125,-1.0625,0.0625,21.484375,-9.765625,-11.71875,0,0,0
311,-0.015625,-1.125,0.265625,21.484375,1.953125,-11.71875,0,0,0
312,-0.03125,-1.078125,-0.015625,27.34375,-5.859375,-7.8125,0,0,0
313,-0.125,-1.015625,0.203125,29.296875,-3.90625,-9.765625,0,0,0
314,0.09375,-1.171875,0.375,23.4375,-3.90625,1.953125,0,0,0
315,0.09375,-1.171875,0.375,23.4375,-3.90625,1.953125,0,0,0
316,0,-1.03125,0.3125,15.625,0,11.71875,0,0,0
317,0.03125,-0.625,0.515625,5.859375,9.765625,19.53125,0,0,0
318,0,-0.828125,0.34375,-3.90625,3.90625,23.4375,0,0,0
319,-0.109375,-0.40625,0.484375,-1.953125,13.671875,39.0625,0,0,0
320,-0.078125,-0.375,0.109375,0,5.859375,33.203125,0,0,0
321,-0.296875,-0.15625,0.4375,7.8125,1.953125,11.71875,0,0,0
322,-0.109375,-0.125,0.09375,17.578125,1.953125,0,0,0,0
323,-0.03125,-0.59375,0.34375,13.671875,-9.765625,-1.953125,0,0,0
324,-0.203125,-0.59375,0.515625,-1.953125,-11.71875,-17.578125,0,0,0
325,-0.125,-0.515625,0.46875,-7.8125,-5.859375,-17.578125,0,0,0
326,-0.046875,-0.8125,0.515625,-9.765625,-15.625,-15.625,0,0,0
327,-0.125,-0.6875,0.140625,-9.765625,-7.8125,-15.625,0,0,0
328,0.15625,-1.03125,1.015625,-5.859375,-11.71875,-7.8125,0,0,0
329,-0.0625,-0.515625,0.125,-15.625,-5.859375,-9.765625,0,0,0
330,0.078125,-0.921875,0.6875,-15.625,1.953125,-7.8125,0,0,0
331,-0.03125,-0.9375,0.25,-13.671875,-7.8125,-1.953125,0,0,0
332,0.046875,-0.84375,0.515625,-15.625,5.859375,0,0,0,0
333,0.078125,-1.15625,0.65625,-11.71875,-7.8125,1.953125,0,0,0
334,0,-0.828125,0.21875,-19.53125,9.765625,5.859375,0,0,0
335,0.0625,-1.171875,0.609375,-13.671875,3.90625,3.90625,0,0,0
336,-0.015625,-0.734375,0.109375,-15.625,0,9.765625,0,0,0
337,-0.015625,-0.921875,0.40625,-17.578125,13.671875,9.765625,0,0,0
338,-0.078125,-0.71875,0.0625,-15.625,0,5.859375,0,0,0
339,-0.109375,-1.03125,0.28125,-11.71875,5.859375,7.8125,0,0,0
340,-0.125,-0.9375,0.125,-13.671875,1.953125,5.859375,0,0,0
341,-0.09375,-0.984375,0.109375,-15.625,3.90625,7.8125,0,0,0
342,-0.046875,-0.9375,0.1875,-17.578125,1.953125,9.765625,0,0,0
343,-0.15625,-1,0.0625,-13.671875,1.953125,7.8125,0,0,0
344,-0.0625,-0.9375,0.0625,-15.625,1.953125,7.8125,0,0,0
345,-0.203125,-1.0625,0.09375,-7.8125,-3.90625,5.859375,0,0,0
346,-0.25,-0.90625,-0.015625,-9.765625,0,7.8125,0,0,0
347,-0.25,-1.046875,0.046875,-5.859375,5.859375,1.953125,0,0,0
348,-0.1875,-0.9375,-0.046875,-3.90625,5.859375,1.953125,0,0,0
349,-0.171875,-0.921875,-0.0625,-3.90625,0,0,0,0,0
350,-0.28125,-0.953125,-0.015625,-1.953125,0,0,0,0,0
351,-0.21875,-1,-0.03125,0,1.953125,0,0,0,0
352,-0.15625,-0.921875,-0.03125,-1.953125,1.953125,0,0,0,0
353,-0.265625,-1,-0.078125,0,0,0,0,0,0
354,-0.296875,-0.921875,-0.015625,0,0,0,0,0,0
355,-0.203125,-0.90625,-0.046875,0,3.90625,0,0,0,0
356,-0.1875,-0.921875,-0.125,0,1.953125,0,0,0,0
357,-0.1875,-1.015625,-0.015625,0,0,0,0,0,0
358,-0.21875,-0.890625,-0.046875,0,1.953125,0,0,0,0
359,-0.1875,-0.96875,-0.046875,0,1.953125,0,0,0,0
