motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-skullcrusher,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
364,0.03125,0.875,-0.4375,-5.859375,0,0,0,0,0
365,0,0.921875,-0.453125,-5.859375,3.90625,-1.953125,0,0,0
366,-0.03125,0.890625,-0.453125,-5.859375,3.90625,0,0,0,0
367,0.046875,0.84375,-0.421875,-3.90625,0,0,0,0,0
368,0,0.890625,-0.328125,-5.859375,0,0,0,0,0
369,0.046875,0.9375,-0.453125,-5.859375,1.953125,0,0,0,0
370,0.09375,0.875,-0.3125,-3.90625,-1.953125,3.90625,0,0,0
371,0.09375,0.921875,-0.34375,0,-1.953125,0,0,0,0
372,0.046875,0.921875,-0.3125,0,0,0,0,0,0
373,0.015625,0.90625,-0.34375,0,0,0,0,0,0
374,0.0625,0.921875,-0.359375,0,0,0,0,0,0
375,0.015625,0.921875,-0.359375,0,0,0,0,0,0
376,0.078125,0.921875,-0.359375,0,0,0,0,0,0
377,0.015625,0.921875,-0.34375,0,0,0,0,0,0
378,0.046875,0.90625,-0.375,0,0,0,0,0,0
379,0.015625,0.90625,-0.375,0,0,0,0,0,0
380,0.078125,0.90625,-0.359375,1.953125,0,0,0,0,0
381,0,0.875,-0.34375,3.90625,0,0,0,0,0
382,0,0.84375,-0.359375,7.8125,-1.953125,-3.90625,0,0,0
383,0.078125,0.890625,-0.3125,7.8125,-1.953125,-1.953125,0,0,0
384,-0.015625,0.890625,-0.375,11.71875,0,-1.953125,0,0,0
385,-0.03125,0.9375,-0.375,13.671875,-1.953125,-3.90625,0,0,0
386,0,0.84375,-0.390625,13.671875,0,0,0,0,0
387,0.078125,0.859375,-0.375,19.53125,-1.953125,0,0,0,0
388,0,0.8125,-0.5,23.4375,-1.953125,-3.90625,0,0,0
389,-0.015625,0.75,-0.609375,23.4375,0,-1.953125,0,0,0
390,-0.015625,0.75,-0.609375,23.4375,0,-1.953125,0,0,0
391,-0.03125,0.65625,-0.65625,21.484375,0,-1.953125,0,0,0
392,-0.0625,0.640625,-0.8125,21.484375,0,-1.953125,0,0,0
393,-0.046875,0.578125,-0.671875,21.484375,0,-3.90625,0,0,0
394,-0.078125,0.625,-0.78125,21.484375,0,-1.953125,0,0,0
395,0,0.53125,-0.71875,21.484375,0,-1.953125,0,0,0
396,-0.09375,0.53125,-0.796875,21.484375,0,-3.90625,0,0,0
397,-0.03125,0.515625,-0.8125,21.484375,0,-1.953125,0,0,0
398,-0.046875,0.46875,-0.78125,21.484375,0,-3.90625,0,0,0
399,-0.078125,0.375,-0.875,23.4375,0,-1.953125,0,0,0
400,-0.078125,0.359375,-0.859375,21.484375,0,-1.953125,0,0,0
401,-0.03125,0.265625,-0.84375,21.484375,1.953125,-1.953125,0,0,0
402,-0.078125,0.28125,-0.921875,23.4375,0,0,0,0,0
403,-0.09375,0.203125,-0.9375,21.484375,0,-1.953125,0,0,0
404,-0.046875,0.203125,-0.984375,19.53125,1.953125,0,0,0,0
405,-0.09375,0.140625,-0.921875,19.53125,0,-1.953125,0,0,0
406,-0.03125,0.03125,-0.96875,17.578125,0,-3.90625,0,0,0
407,-0.03125,0.03125,-0.96875,17.578125,0,-1.953125,0,0,0
408,-0.015625,-0.03125,-0.9375,19.53125,1.953125,-1.953125,0,0,0
409,-0.0625,-0.015625,-0.953125,17.578125,1.953125,-3.90625,0,0,0
410,-0.03125,-0.0625,-0.953125,19.53125,0,-3.90625,0,0,0
411,-0.03125,-0.109375,-0.90625,17.578125,3.90625,-3.90625,0,0,0
412,0,-0.125,-0.96875,17.578125,3.90625,-1.953125,0,0,0
413,-0.0625,-0.140625,-0.953125,15.625,1.953125,-1.953125,0,0,0
414,-0.015625,-0.1875,-0.9375,13.671875,1.953125,-3.90625,0,0,0
415,-0.015625,-0.265625,-0.9375,9.765625,1.953125,-3.90625,0,0,0
416,0,-0.296875,-0.9375,9.765625,1.953125,-1.953125,0,0,0
417,0.015625,-0.3125,-0.921875,9.765625,1.953125,0,0,0,0
418,-0.015625,-0.3125,-0.90625,7.8125,1.953125,-3.90625,0,0,0
419,0,-0.359375,-0.875,7.8125,1.953125,-1.953125,0,0,0
420,0,-0.34375,-0.90625,5.859375,1.953125,-1.953125,0,0,0
421,0.015625,-0.359375,-0.875,5.859375,1.953125,0,0,0,0
422,0.03125,-0.390625,-0.875,3.90625,1.953125,0,0,0,0
423,0.03125,-0.390625,-0.875,3.90625,1.953125,0,0,0,0
424,0.03125,-0.375,-0.9375,1.953125,0,-1.953125,0,0,0
425,0.046875,-0.40625,-0.953125,0,0,0,0,0,0
426,0.046875,-0.453125,-0.859375,0,0,0,0,0,0
427,0.03125,-0.421875,-0.875,0,0,0,0,0,0
428,0.015625,-0.359375,-0.90625,0,0,0,0,0,0
429,0.0625,-0.390625,-0.84375,0,0,0,0,0,0
430,0.03125,-0.359375,-0.921875,-5.859375,-1.953125,1.953125,0,0,0
431,0,-0.328125,-1.015625,-7.8125,0,0,0,0,0
432,0.015625,-0.359375,-0.96875,-17.578125,-3.90625,5.859375,0,0,0
433,-0.015625,-0.296875,-1,-25.390625,-3.90625,3.90625,0,0,0
434,0,-0.265625,-1.03125,-27.34375,-7.8125,5.859375,0,0,0
435,-0.03125,-0.28125,-1,-29.296875,-5.859375,7.8125,0,0,0
436,-0.015625,-0.21875,-0.984375,-33.203125,-7.8125,7.8125,0,0,0
437,-0.03125,-0.1875,-0.9375,-33.203125,-7.8125,7.8125,0,0,0
438,-0.09375,0.03125,-1,-33.203125,-1.953125,3.90625,0,0,0
439,-0.09375,0.109375,-1.0625,-31.25,-3.90625,5.859375,0,0,0
440,-0.046875,0.09375,-0.875,-29.296875,-1.953125,5.859375,0,0,0
441,-0.109375,0.140625,-0.96875,-27.34375,-3.90625,3.90625,0,0,0
442,-0.09375,0.234375,-0.859375,-25.390625,-1.953125,3.90625,0,0,0
443,-0.09375,0.265625,-0.8125,-25.390625,0,7.8125,0,0,0
444,-0.21875,0.5625,-1.015625,-25.390625,-1.953125,5.859375,0,0,0
445,0,0.515625,-0.703125,-27.34375,1.953125,7.8125,0,0,0
446,-0.03125,0.453125,-0.875,-19.53125,-1.953125,5.859375,0,0,0
447,-0.109375,0.59375,-0.765625,-17.578125,0,0,0,0,0
448,0,0.6875,-0.625,-19.53125,1.953125,5.859375,0,0,0
449,0,0.703125,-0.609375,-15.625,0,5.859375,0,0,0
450,-0.046875,0.71875,-0.625,-15.625,0,1.953125,0,0,0
451,0,0.828125,-0.5,-13.671875,5.859375,1.953125,0,0,0
452,-0.015625,0.828125,-0.546875,-9.765625,1.953125,1.953125,0,0,0
453,-0.046875,0.796875,-0.578125,-9.765625,1.953125,1.953125,0,0,0
454,-0.015625,0.796875,-0.46875,-7.8125,0,0,0,0,0
455,0,0.859375,-0.5625,-7.8125,1.953125,0,0,0,0
456,0.046875,0.8125,-0.4375,-5.859375,0,1.953125,0,0,0
457,0.03125,0.84375,-0.515625,-3.90625,0,0,0,0,0
458,0.03125,0.84375,-0.359375,-5.859375,3.90625,1.953125,0,0,0
459,0.03125,0.859375,-0.5,-1.953125,0,0,0,0,0
460,0.046875,0.875,-0.390625,-1.953125,0,1.953125,0,0,0
461,0.109375,0.875,-0.40625,0,0,1.953125,0,0,0
462,0.078125,0.875,-0.453125,0,0,0,0,0,0
463,0.03125,0.875,-0.390625,0,0,0,0,0,0
464,0.03125,0.890625,-0.421875,0,0,-1.953125,0,0,0
465,0.03125,0.890625,-0.421875,0,0,-1.953125,0,0,0
466,0.046875,0.890625,-0.421875,0,0,0,0,0,0
467,0,0.890625,-0.421875,0,0,0,0,0,0
468,0.03125,0.890625,-0.4375,0,0,0,0,0,0
469,0.015625,0.859375,-0.453125,0,0,-1.953125,0,0,0
470,0.015625,0.84375,-0.546875,0,-1.953125,-1.953125,0,0,0
