motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-skullcrusher,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
110,-0.03125,0.796875,-0.484375,21.484375,-1.953125,-3.90625,0,0,0
111,-0.09375,0.796875,-0.5,23.4375,-1.953125,-5.859375,0,0,0
112,-0.078125,0.734375,-0.53125,27.34375,-1.953125,-3.90625,0,0,0
113,-0.0625,0.78125,-0.59375,27.34375,0,-3.90625,0,0,0
114,-0.09375,0.6875,-0.671875,29.296875,0,-5.859375,0,0,0
115,-0.0625,0.6875,-0.671875,27.34375,0,-3.90625,0,0,0
116,-0.0625,0.5625,-0.734375,27.34375,1.953125,-3.90625,0,0,0
117,-0.109375,0.515625,-0.75,27.34375,3.90625,-5.859375,0,0,0
118,0,0.453125,-0.8125,27.34375,1.953125,-1.953125,0,0,0
119,-0.078125,0.421875,-0.78125,29.296875,5.859375,-5.859375,0,0,0
120,-0.03125,0.40625,-0.890625,29.296875,1.953125,-3.90625,0,0,0
121,-0.0625,0.390625,-0.796875,29.296875,5.859375,-1.953125,0,0,0
122,-0.09375,0.375,-0.9375,25.390625,5.859375,-1.953125,0,0,0
123,-0.078125,0.296875,-0.921875,25.390625,3.90625,-3.90625,0,0,0
124,-0.0625,0.25,-0.96875,23.4375,3.90625,-3.90625,0,0,0
125,0,0.0625,-0.921875,23.4375,0,-3.90625,0,0,0
126,-0.0625,0.09375,-1.015625,23.4375,1.953125,-3.90625,0,0,0
127,-0.0625,0,-0.953125,21.484375,1.953125,-3.90625,0,0,0
128,-0.046875,0.03125,-1,23.4375,3.90625,-3.90625,0,0,0
129,0,0.015625,-0.890625,21.484375,3.90625,-1.953125,0,0,0
130,-0.015625,0,-0.9375,21.484375,3.90625,-3.90625,0,0,0
131,-0.0625,0,-1.09375,19.53125,3.90625,-1.953125,0,0,0
132,0,-0.125,-1.015625,17.578125,3.90625,-1.953125,0,0,0
133,0,-0.15625,-0.890625,15.625,3.90625,-1.953125,0,0,0
134,0.03125,-0.25,-0.921875,13.671875,1.953125,0,0,0,0
135,0.015625,-0.28125,-0.96875,11.71875,1.953125,-1.953125,0,0,0
136,0.03125,-0.296875,-0.9375,11.71875,1.953125,-1.953125,0,0,0
137,0,-0.328125,-0.96875,11.71875,1.953125,-1.953125,0,0,0
138,0.03125,-0.328125,-0.9375,7.8125,1.953125,-3.90625,0,0,0
139,0.046875,-0.359375,-0.90625,5.859375,0,-1.953125,0,0,0
140,0.015625,-0.328125,-0.921875,5.859375,1.953125,-1.953125,0,0,0
141,0.046875,-0.328125,-0.890625,3.90625,0,-1.953125,0,0,0
142,0.015625,-0.3125,-0.890625,1.953125,1.953125,0,0,0,0
143,0.015625,-0.3125,-0.890625,1.953125,0,-1.953125,0,0,0
144,0.078125,-0.3125,-0.890625,1.953125,0,0,0,0,0
145,0.015625,-0.34375,-0.875,3.90625,0,0,0,0,0
146,0.0625,-0.375,-0.890625,3.90625,1.953125,0,0,0,0
147,0.0625,-0.375,-0.90625,1.953125,0,0,0,0,0
148,0.0625,-0.390625,-0.890625,1.953125,0,0,0,0,0
149,0.078125,-0.390625,-0.875,0,0,0,0,0,0
150,0.078125,-0.390625,-0.859375,0,0,0,0,0,0
151,0.03125,-0.359375,-0.890625,0,0,0,0,0,0
152,0.078125,-0.359375,-0.875,0,0,0,0,0,0
153,0.0625,-0.359375,-0.90625,-3.90625,0,1.953125,0,0,0
154,0.046875,-0.34375,-0.984375,-13.671875,-1.953125,1.953125,0,0,0
155,0,-0.359375,-1.03125,-17.578125,-5.859375,3.90625,0,0,0
156,0,-0.328125,-1,-21.484375,-3.90625,3.90625,0,0,0
157,0.0625,-0.265625,-0.96875,-25.390625,-7.8125,5.859375,0,0,0
158,-0.0625,-0.09375,-0.9375,-31.25,-5.859375,5.859375,0,0,0
159,0.015625,-0.109375,-0.921875,-29.296875,-7.8125,9.765625,0,0,0
160,-0.0625,-0.0625,-0.96875,-29.296875,-3.90625,5.859375,0,0,0
161,-0.09375,0.03125,-0.921875,-31.25,-3.90625,5.859375,0,0,0
162,-0.015625,0,-0.953125,-27.34375,-5.859375,5.859375,0,0,0
163,-0.03125,0.140625,-0.875,-29.296875,-1.953125,5.859375,0,0,0
164,-0.125,0.390625,-0.859375,-25.390625,0,3.90625,0,0,0
165,-0.125,0.5,-0.953125,-29.296875,0,3.90625,0,0,0
166,-0.109375,0.4375,-0.796875,-23.4375,-1.953125,3.90625,0,0,0
167,-0.046875,0.546875,-0.71875,-25.390625,3.90625,5.859375,0,0,0
168,-0.125,0.5625,-0.765625,-21.484375,0,0,0,0,0
169,-0.09375,0.5625,-0.71875,-19.53125,0,0,0,0,0
170,-0.046875,0.5625,-0.8125,-17.578125,0,1.953125,0,0,0
171,-0.109375,0.671875,-0.703125,-17.578125,0,1.953125,0,0,0
172,-0.046875,0.640625,-0.6875,-13.671875,0,5.859375,0,0,0
173,-0.046875,0.640625,-0.6875,-13.671875,0,3.90625,0,0,0
174,-0.03125,0.765625,-0.703125,-13.671875,0,3.90625,0,0,0
175,-0.015625,0.78125,-0.671875,-13.671875,0,3.90625,0,0,0
176,0,0.71875,-0.515625,-11.71875,0,3.90625,0,0,0
177,0.0625,0.828125,-0.53125,-11.71875,1.953125,3.90625,0,0,0
178,0.015625,0.8125,-0.515625,-9.765625,0,0,0,0,0
179,0.015625,0.796875,-0.546875,-13.671875,0,1.953125,0,0,0
180,0,0.84375,-0.453125,-9.765625,0,0,0,0,0
181,0.03125,0.890625,-0.453125,-9.765625,1.953125,1.953125,0,0,0
182,0.078125,0.90625,-0.390625,-9.765625,3.90625,1.953125,0,0,0
183,0.015625,0.859375,-0.34375,-7.8125,3.90625,1.953125,0,0,0
184,0.03125,0.875,-0.421875,-7.8125,0,1.953125,0,0,0
185,0,0.90625,-0.453125,-3.90625,0,0,0,0,0
186,0,0.90625,-0.390625,-3.90625,0,0,0,0,0
187,0,0.90625,-0.390625,-1.953125,0,-1.953125,0,0,0
188,0.046875,0.875,-0.296875,-1.953125,1.953125,0,0,0,0
189,0,0.90625,-0.390625,0,0,0,0,0,0
190,0.0625,0.890625,-0.34375,0,0,0,0,0,0
191,0.0625,0.921875,-0.375,0,0,0,0,0,0
192,0.03125,0.890625,-0.34375,0,0,1.953125,0,0,0
193,0.0625,0.90625,-0.359375,0,0,0,0,0,0
194,0.078125,0.90625,-0.375,0,0,1.953125,0,0,0
195,0.03125,0.90625,-0.375,0,0,0,0,0,0
196,0.015625,0.859375,-0.296875,5.859375,-1.953125,-1.953125,0,0,0
197,0.046875,0.90625,-0.34375,7.8125,-5.859375,-1.953125,0,0,0
198,0.03125,0.875,-0.28125,9.765625,-1.953125,0,0,0,0
199,0.03125,0.859375,-0.328125,15.625,0,0,0,0,0
200,0.03125,0.875,-0.375,19.53125,0,0,0,0,0
201,0,0.8125,-0.515625,23.4375,0,-3.90625,0,0,0
202,0,0.765625,-0.578125,23.4375,0,-3.90625,0,0,0
203,-0.015625,0.734375,-0.5,23.4375,0,-3.90625,0,0,0
204,-0.03125,0.734375,-0.703125,23.4375,0,0,0,0,0
205,-0.015625,0.65625,-0.703125,25.390625,1.953125,-1.953125,0,0,0
206,-0.03125,0.65625,-0.78125,23.4375,0,-1.953125,0,0,0
207,0,0.59375,-0.734375,23.4375,0,-1.953125,0,0,0
208,-0.03125,0.546875,-0.796875,23.4375,-1.953125,-1.953125,0,0,0
209,-0.03125,0.546875,-0.828125,21.484375,0,-1.953125,0,0,0
210,-0.03125,0.484375,-0.921875,23.4375,0,-1.953125,0,0,0
211,-0.0625,0.46875,-0.796875,25.390625,0,-1.953125,0,0,0
212,-0.015625,0.34375,-0.859375,23.4375,0,-1.953125,0,0,0
213,-0.046875,0.296875,-0.90625,23.4375,3.90625,-3.90625,0,0,0
214,-0.046875,0.25,-0.953125,23.4375,0,-3.90625,0,0,0
215,-0.015625,0.171875,-0.875,25.390625,1.953125,-5.859375,0,0,0
216,0,0.1875,-1.03125,25.390625,1.953125,-1.953125,0,0,0
217,-0.046875,0.109375,-0.953125,25.390625,1.953125,-5.859375,0,0,0
218,-0.046875,0.140625,-1.03125,23.4375,1.953125,-5.859375,0,0,0
219,0,0.046875,-0.921875,23.4375,3.90625,-5.859375,0,0,0
220,-0.015625,0.015625,-0.96875,23.4375,3.90625,-5.859375,0,0,0
221,0,-0.09375,-0.9375,19.53125,3.90625,-5.859375,0,0,0
222,0,-0.09375,-0.9375,21.484375,3.90625,-5.859375,0,0,0
223,0,-0.15625,-0.921875,17.578125,3.90625,-5.859375,0,0,0
224,0.015625,-0.15625,-1,17.578125,1.953125,-3.90625,0,0,0
225,0,-0.203125,-0.984375,13.671875,1.953125,-3.90625,0,0,0
226,0.015625,-0.21875,-0.96875,11.71875,1.953125,-3.90625,0,0,0
227,0.015625,-0.265625,-0.953125,9.765625,1.953125,-3.90625,0,0,0
228,0.03125,-0.296875,-0.921875,7.8125,1.953125,-3.90625,0,0,0
229,0.03125,-0.3125,-0.90625,5.859375,3.90625,-1.953125,0,0,0
230,0.0625,-0.34375,-0.890625,5.859375,1.953125,0,0,0,0
231,0.0625,-0.34375,-0.90625,3.90625,1.953125,0,0,0,0
232,0.09375,-0.34375,-0.90625,1.953125,1.953125,0,0,0,0
233,0.09375,-0.375,-0.875,1.953125,0,0,0,0,0
234,0.078125,-0.359375,-0.9375,-1.953125,0,0,0,0,0
235,0.078125,-0.359375,-0.9375,-1.953125,-1.953125,0,0,0,0
236,0.046875,-0.34375,-0.96875,-7.8125,-1.953125,1.953125,0,0,0
237,0.078125,-0.328125,-0.96875,-9.765625,-1.953125,3.90625,0,0,0
238,0.046875,-0.3125,-1,-19.53125,-5.859375,3.90625,0,0,0
239,0.046875,-0.28125,-1,-21.484375,-5.859375,7.8125,0,0,0
240,0.046875,-0.1875,-0.921875,-27.34375,-7.8125,7.8125,0,0,0
241,0.046875,-0.203125,-0.953125,-29.296875,-7.8125,7.8125,0,0,0
242,0.015625,-0.1875,-0.984375,-29.296875,-9.765625,7.8125,0,0,0
243,0,-0.078125,-0.921875,-27.34375,-5.859375,5.859375,0,0,0
244,-0.046875,0.03125,-0.9375,-29.296875,-3.90625,3.90625,0,0,0
245,-0.0625,0.09375,-0.953125,-27.34375,-3.90625,3.90625,0,0,0
246,0,0.109375,-0.875,-27.34375,-3.90625,5.859375,0,0,0
247,-0.03125,0.09375,-1,-25.390625,-5.859375,3.90625,0,0,0
248,-0.125,0.34375,-0.90625,-27.34375,-1.953125,1.953125,0,0,0
249,-0.0625,0.28125,-0.921875,-27.34375,-3.90625,3.90625,0,0,0
250,-0.046875,0.296875,-0.828125,-27.34375,-1.953125,7.8125,0,0,0
251,-0.09375,0.359375,-0.796875,-23.4375,-3.90625,3.90625,0,0,0
252,-0.125,0.4375,-0.9375,-23.4375,-3.90625,3.90625,0,0,0
253,-0.09375,0.578125,-0.828125,-21.484375,-3.90625,3.90625,0,0,0
254,-0.0625,0.46875,-0.71875,-19.53125,0,5.859375,0,0,0
255,-0.09375,0.578125,-0.75,-17.578125,0,3.90625,0,0,0
256,-0.125,0.59375,-0.765625,-19.53125,0,3.90625,0,0,0
257,-0.125,0.6875,-0.765625,-17.578125,0,3.90625,0,0,0
258,0,0.640625,-0.59375,-17.578125,1.953125,5.859375,0,0,0
259,-0.046875,0.71875,-0.640625,-11.71875,3.90625,0,0,0,0
260,-0.015625,0.78125,-0.578125,-11.71875,1.953125,1.953125,0,0,0
261,-0.015625,0.8125,-0.53125,-9.765625,0,0,0,0,0
262,0.03125,0.8125,-0.546875,-9.765625,1.953125,1.953125,0,0,0
263,-0.015625,0.8125,-0.484375,-9.765625,1.953125,0,0,0,0
264,0.03125,0.890625,-0.5,-9.765625,0,3.90625,0,0,0
265,0.03125,0.890625,-0.5,-9.765625,0,3.90625,0,0,0
266,0.03125,0.859375,-0.40625,-7.8125,1.953125,1.953125,0,0,0
267,0.03125,0.890625,-0.421875,-7.8125,3.90625,0,0,0,0
268,0.078125,0.875,-0.421875,-5.859375,0,3.90625,0,0,0
269,0.0625,0.84375,-0.40625,-3.90625,0,0,0,0,0
270,0.015625,0.875,-0.421875,-3.90625,0,0,0,0,0
271,0.0625,0.90625,-0.390625,-5.859375,0,0,0,0,0
272,0.03125,0.921875,-0.359375,-5.859375,0,0,0,0,0
273,0.046875,0.90625,-0.328125,-3.90625,0,1.953125,0,0,0
274,0.03125,0.921875,-0.34375,-3.90625,1.953125,0,0,0,0
275,0.046875,0.890625,-0.265625,-1.953125,1.953125,0,0,0,0
276,0.046875,0.9375,-0.375,0,0,0,0,0,0
277,0.03125,0.9375,-0.3125,0,1.953125,0,0,0,0
278,0.109375,0.9375,-0.3125,0,0,0,0,0,0
279,0.03125,0.921875,-0.3125,0,1.953125,0,0,0,0
280,0.078125,0.921875,-0.328125,1.953125,0,0,0,0,0
281,0.078125,0.921875,-0.328125,0,0,0,0,0,0
282,0.078125,0.90625,-0.359375,0,1.953125,0,0,0,0
283,0.03125,0.921875,-0.328125,1.953125,0,0,0,0,0
284,0.046875,0.90625,-0.328125,1.953125,0,0,0,0,0
285,0.015625,0.890625,-0.34375,3.90625,-1.953125,-1.953125,0,0,0
286,0.078125,0.890625,-0.328125,5.859375,-1.953125,0,0,0,0
287,0,0.875,-0.328125,11.71875,-3.90625,-3.90625,0,0,0
288,0.0625,0.875,-0.390625,11.71875,-5.859375,-1.953125,0,0,0
289,0,0.875,-0.421875,17.578125,-1.953125,-3.90625,0,0,0
290,-0.03125,0.84375,-0.484375,19.53125,-3.90625,-3.90625,0,0,0
291,0.015625,0.796875,-0.421875,19.53125,-3.90625,0,0,0,0
292,-0.03125,0.828125,-0.5,21.484375,-1.953125,-3.90625,0,0,0
293,0,0.8125,-0.59375,21.484375,-5.859375,0,0,0,0
294,-0.0625,0.78125,-0.53125,21.484375,-1.953125,-1.953125,0,0,0
295,-0.046875,0.6875,-0.5625,21.484375,0,-1.953125,0,0,0
296,-0.03125,0.6875,-0.6875,23.4375,-1.953125,-3.90625,0,0,0
297,-0.046875,0.65625,-0.703125,23.4375,-1.953125,-1.953125,0,0,0
298,-0.046875,0.578125,-0.765625,23.4375,0,-5.859375,0,0,0
299,-0.046875,0.578125,-0.765625,23.4375,1.953125,-3.90625,0,0,0
300,-0.078125,0.546875,-0.796875,23.4375,0,-5.859375,0,0,0
301,-0.015625,0.546875,-0.828125,21.484375,0,-1.953125,0,0,0
302,-0.09375,0.53125,-0.84375,23.4375,0,-1.953125,0,0,0
303,-0.078125,0.453125,-0.84375,21.484375,0,-3.90625,0,0,0
304,-0.078125,0.40625,-0.875,21.484375,0,-1.953125,0,0,0
305,-0.0625,0.390625,-0.875,19.53125,0,-1.953125,0,0,0
306,-0.09375,0.328125,-0.890625,21.484375,1.953125,-3.90625,0,0,0
307,-0.046875,0.203125,-0.96875,21.484375,0,-1.953125,0,0,0
308,-0.09375,0.21875,-0.984375,19.53125,1.953125,-3.90625,0,0,0
309,-0.078125,0.1875,-0.90625,19.53125,1.953125,-5.859375,0,0,0
310,-0.0625,0.15625,-0.9375,19.53125,0,-3.90625,0,0,0
311,-0.0625,0.140625,-0.90625,19.53125,1.953125,-5.859375,0,0,0
312,-0.046875,0.125,-0.921875,19.53125,1.953125,-3.90625,0,0,0
313,-0.0625,0.09375,-1,19.53125,1.953125,-3.90625,0,0,0
314,-0.03125,0,-0.9375,19.53125,3.90625,-3.90625,0,0,0
315,-0.046875,0,-0.96875,17.578125,3.90625,-3.90625,0,0,0
316,-0.0625,-0.09375,-0.953125,15.625,1.953125,-1.953125,0,0,0
317,-0.015625,-0.125,-0.96875,15.625,3.90625,-1.953125,0,0,0
318,0,-0.1875,-0.96875,13.671875,1.953125,-1.953125,0,0,0
319,0.015625,-0.171875,-0.921875,11.71875,1.953125,-1.953125,0,0,0
320,0,-0.1875,-0.953125,9.765625,1.953125,-1.953125,0,0,0
321,0,-0.1875,-0.96875,9.765625,0,0,0,0,0
322,0,-0.25,-0.921875,9.765625,0,0,0,0,0
323,0,-0.296875,-0.90625,7.8125,3.90625,-1.953125,0,0,0
324,0,-0.296875,-0.90625,5.859375,1.953125,-1.953125,0,0,0
325,0.015625,-0.3125,-0.9375,5.859375,1.953125,0,0,0,0
326,0.015625,-0.328125,-0.890625,7.8125,1.953125,-1.953125,0,0,0
327,0.015625,-0.359375,-0.921875,3.90625,1.953125,-1.953125,0,0,0
328,0.03125,-0.328125,-0.90625,1.953125,1.953125,0,0,0,0
329,0.0625,-0.359375,-0.90625,3.90625,1.953125,0,0,0,0
330,0,-0.34375,-0.890625,1.953125,1.953125,0,0,0,0
331,0.0625,-0.390625,-0.90625,0,0,0,0,0,0
332,0.03125,-0.359375,-0.90625,0,0,0,0,0,0
333,0.0625,-0.375,-0.890625,0,0,0,0,0,0
334,0.0625,-0.390625,-0.890625,-1.953125,-1.953125,0,0,0,0
335,0,-0.328125,-1,-7.8125,0,0,0,0,0
336,0,-0.34375,-1.046875,-11.71875,-1.953125,1.953125,0,0,0
337,0,-0.34375,-1.078125,-17.578125,-3.90625,3.90625,0,0,0
338,0,-0.296875,-1.046875,-23.4375,-5.859375,5.859375,0,0,0
339,0.015625,-0.0625,-0.921875,-33.203125,-1.953125,9.765625,0,0,0
340,0.015625,-0.0625,-0.921875,-33.203125,-1.953125,9.765625,0,0,0
341,0.015625,-0.0625,-0.875,-31.25,-1.953125,7.8125,0,0,0
342,-0.015625,-0.015625,-0.921875,-29.296875,-5.859375,7.8125,0,0,0
343,0,-0.046875,-0.9375,-27.34375,-1.953125,5.859375,0,0,0
344,0.046875,0.078125,-0.828125,-27.34375,0,5.859375,0,0,0
345,-0.046875,0.109375,-0.96875,-25.390625,-3.90625,1.953125,0,0,0
346,-0.03125,0.15625,-0.875,-23.4375,-3.90625,3.90625,0,0,0
347,0,0.203125,-0.859375,-23.4375,-3.90625,3.90625,0,0,0
348,-0.078125,0.375,-0.90625,-25.390625,-1.953125,3.90625,0,0,0
349,-0.0625,0.3125,-0.84375,-27.34375,-1.953125,1.953125,0,0,0
350,-0.0625,0.4375,-0.875,-23.4375,-1.953125,3.90625,0,0,0
351,-0.125,0.484375,-0.75,-21.484375,0,0,0,0,0
352,-0.078125,0.546875,-0.765625,-17.578125,-3.90625,1.953125,0,0,0
353,-0.09375,0.6875,-0.796875,-21.484375,0,5.859375,0,0,0
354,-0.15625,0.640625,-0.640625,-19.53125,0,0,0,0,0
355,0,0.6875,-0.546875,-17.578125,0,7.8125,0,0,0
356,0,0.6875,-0.546875,-17.578125,1.953125,5.859375,0,0,0
357,0,0.734375,-0.625,-19.53125,5.859375,3.90625,0,0,0
358,0.03125,0.6875,-0.5625,-15.625,1.953125,5.859375,0,0,0
359,0,0.71875,-0.53125,-15.625,3.90625,1.953125,0,0,0
360,0.015625,0.734375,-0.484375,-13.671875,5.859375,1.953125,0,0,0
361,0,0.8125,-0.578125,-13.671875,3.90625,1.953125,0,0,0
362,0.09375,0.859375,-0.40625,-11.71875,5.859375,3.90625,0,0,0
363,0.03125,0.859375,-0.5,-9.765625,1.953125,1.953125,0,0,0
