motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-halfsquat-bar,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
404,0.328125,0.796875,0.84375,1.953125,0,0,0,0,0
405,0.328125,0.78125,0.828125,3.90625,0,0,0,0,0
406,0.3125,0.71875,0.78125,1.953125,1.953125,0,0,0,0
407,0.3125,0.734375,0.75,1.953125,3.90625,0,0,0,0
408,0.3125,0.75,0.671875,1.953125,1.953125,0,0,0,0
409,0.296875,0.703125,0.71875,5.859375,1.953125,1.953125,0,0,0
410,0.296875,0.75,0.6875,5.859375,0,1.953125,0,0,0
411,0.296875,0.703125,0.6875,5.859375,0,1.953125,0,0,0
412,0.28125,0.71875,0.546875,9.765625,0,1.953125,0,0,0
413,0.3125,0.640625,0.609375,9.765625,0,1.953125,0,0,0
414,0.265625,0.65625,0.5625,9.765625,1.953125,1.953125,0,0,0
415,0.234375,0.625,0.453125,9.765625,0,1.953125,0,0,0
416,0.265625,0.59375,0.4375,7.8125,0,1.953125,0,0,0
417,0.25,0.609375,0.46875,7.8125,1.953125,1.953125,0,0,0
418,0.296875,0.625,0.484375,7.8125,3.90625,1.953125,0,0,0
419,0.328125,0.765625,0.515625,5.859375,0,1.953125,0,0,0
420,0.34375,0.78125,0.5625,5.859375,0,1.953125,0,0,0
421,0.328125,0.828125,0.515625,0,3.90625,0,0,0,0
422,0.328125,0.828125,0.515625,0,1.953125,0,0,0,0
423,0.296875,0.796875,0.53125,0,0,0,0,0,0
424,0.3125,0.8125,0.53125,0,0,0,0,0,0
425,0.328125,0.8125,0.546875,0,0,0,0,0,0
426,0.3125,0.828125,0.53125,0,0,0,0,0,0
427,0.3125,0.8125,0.53125,0,0,0,0,0,0
428,0.3125,0.8125,0.53125,0,0,0,0,0,0
429,0.296875,0.8125,0.515625,0,0,0,0,0,0
430,0.3125,0.796875,0.53125,0,0,0,0,0,0
431,0.3125,0.796875,0.53125,0,0,0,0,0,0
432,0.328125,0.8125,0.515625,0,0,0,0,0,0
433,0.328125,0.796875,0.53125,0,0,0,0,0,0
434,0.3125,0.8125,0.53125,0,0,0,0,0,0
435,0.3125,0.828125,0.515625,0,0,0,0,0,0
436,0.328125,0.78125,0.546875,0,0,0,0,0,0
437,0.328125,0.796875,0.53125,0,0,0,0,0,0
438,0.328125,0.78125,0.546875,0,0,0,0,0,0
439,0.3125,0.796875,0.5,0,0,0,0,0,0
440,0.328125,0.796875,0.53125,0,0,0,0,0,0
