motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-deadlift-70,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
183,-0.125,-0.8125,0.171875,0,0,0,0,0,0
184,-0.1875,-0.78125,0.203125,0,1.953125,0,0,0,0
185,-0.15625,-0.84375,0.25,0,0,0,0,0,0
186,-0.15625,-0.9375,0.21875,1.953125,0,0,0,0,0
187,-0.21875,-0.796875,0.25,1.953125,0,0,0,0,0
188,-0.203125,-0.875,0.265625,0,3.90625,0,0,0,0
189,-0.1875,-0.90625,0.3125,0,1.953125,0,0,0,0
190,-0.15625,-1,0.265625,0,1.953125,0,0,0,0
191,-0.25,-1.03125,0.375,1.953125,-1.953125,0,0,0,0
192,-0.171875,-0.90625,0.203125,0,0,0,0,0,0
193,-0.171875,-0.984375,0.25,0,1.953125,0,0,0,0
194,-0.21875,-1,0.21875,0,0,0,0,0,0
195,-0.21875,-1.015625,0.40625,0,0,0,0,0,0
196,-0.25,-0.984375,0.078125,1.953125,-3.90625,0,0,0,0
197,-0.203125,-0.9375,0.3125,0,1.953125,0,0,0,0
198,-0.234375,-0.96875,0.265625,0,1.953125,0,0,0,0
199,-0.21875,-1,0.25,0,1.953125,0,0,0,0
200,-0.1875,-0.9375,0.234375,0,-1.953125,0,0,0,0
201,-0.15625,-0.96875,0.265625,-1.953125,1.953125,0,0,0,0
202,-0.28125,-1.015625,0.265625,-1.953125,0,0,0,0,0
203,-0.125,-0.8125,0.203125,-3.90625,5.859375,0,0,0,0
204,-0.1875,-0.984375,0.25,-3.90625,3.90625,-1.953125,0,0,0
205,-0.203125,-0.96875,0.265625,-3.90625,3.90625,0,0,0,0
206,-0.1875,-0.890625,0.25,-3.90625,1.953125,0,0,0,0
207,-0.21875,-0.953125,0.15625,-3.90625,-1.953125,0,0,0,0
208,-0.171875,-0.921875,0.15625,-3.90625,0,0,0,0,0
209,-0.15625,-0.96875,0.234375,-3.90625,7.8125,0,0,0,0
210,-0.140625,-0.90625,0.171875,-1.953125,9.765625,3.90625,0,0,0
211,0,-0.84375,0.15625,0,3.90625,0,0,0,0
212,-0.125,-0.6875,0.09375,-1.953125,0,1.953125,0,0,0
213,-0.140625,-1.03125,0.28125,-1.953125,9.765625,0,0,0,0
214,-0.265625,-1.015625,0.0625,0,5.859375,0,0,0,0
215,-0.0625,-0.84375,0.234375,-3.90625,41.015625,1.953125,0,0,0
216,-0.265625,-0.84375,0.09375,0,39.0625,0,0,0,0
217,-0.25,-0.828125,0,0,21.484375,1.953125,0,0,0
218,-0.390625,-0.78125,-0.015625,-3.90625,29.296875,3.90625,0,0,0
219,-0.28125,-0.796875,-0.140625,-7.8125,25.390625,3.90625,0,0,0
220,-0.09375,-0.90625,-0.203125,-11.71875,33.203125,5.859375,0,0,0
221,-0.34375,-1.078125,-0.09375,5.859375,-13.671875,0,0,0,0
222,-0.15625,-1.046875,0.25,1.953125,3.90625,0,0,0,0
223,-0.390625,-0.984375,-0.046875,3.90625,-7.8125,0,0,0,0
224,-0.203125,-0.96875,0.15625,1.953125,-7.8125,1.953125,0,0,0
225,-0.359375,-1.03125,0.21875,5.859375,-5.859375,0,0,0,0
226,-0.34375,-1.015625,-0.0625,5.859375,-11.71875,0,0,0,0
227,-0.375,-1.046875,0.1875,1.953125,5.859375,0,0,0,0
228,-0.359375,-1.015625,-0.125,7.8125,-5.859375,0,0,0,0
229,-0.234375,-0.953125,0.359375,1.953125,-1.953125,1.953125,0,0,0
230,-0.34375,-1.046875,0.078125,3.90625,-11.71875,1.953125,0,0,0
231,-0.203125,-0.9375,0.171875,0,7.8125,3.90625,0,0,0
232,-0.390625,-1.046875,0.09375,1.953125,-13.671875,0,0,0,0
233,-0.28125,-1.015625,0.09375,1.953125,-5.859375,0,0,0,0
234,-0.328125,-1.046875,0.09375,0,1.953125,0,0,0,0
235,-0.140625,-1.015625,0.125,0,-17.578125,3.90625,0,0,0
236,-0.28125,-0.890625,0.09375,0,0,0,0,0,0
237,-0.296875,-1,0,1.953125,0,0,0,0,0
238,-0.25,-0.859375,0.21875,0,-13.671875,0,0,0,0
239,-0.203125,-0.5625,0.015625,7.8125,0,-1.953125,0,0,0
240,-0.40625,-0.375,0.15625,13.671875,-23.4375,-3.90625,0,0,0
241,0.078125,-0.375,0.25,1.953125,-5.859375,3.90625,0,0,0
242,-0.203125,-0.46875,0.203125,7.8125,5.859375,-3.90625,0,0,0
243,-0.078125,-0.625,0.375,7.8125,-3.90625,-1.953125,0,0,0
244,-0.140625,-0.796875,0.390625,0,-5.859375,1.953125,0,0,0
245,-0.328125,-0.953125,0.3125,1.953125,-7.8125,0,0,0,0
246,-0.203125,-0.890625,0.359375,3.90625,1.953125,-1.953125,0,0,0
247,-0.15625,-0.828125,0.265625,1.953125,-1.953125,0,0,0,0
248,-0.265625,-0.828125,0.34375,1.953125,-1.953125,-1.953125,0,0,0
249,-0.125,-0.875,0.40625,0,0,0,0,0,0
250,-0.265625,-0.890625,0.28125,0,-1.953125,0,0,0,0
251,-0.234375,-0.90625,0.296875,1.953125,0,0,0,0,0
252,-0.234375,-0.859375,0.328125,1.953125,-1.953125,0,0,0,0
253,-0.25,-0.859375,0.296875,0,0,0,0,0,0
254,-0.21875,-0.875,0.328125,0,1.953125,0,0,0,0
255,-0.234375,-0.90625,0.3125,0,1.953125,0,0,0,0
256,-0.234375,-0.890625,0.296875,0,0,0,0,0,0
257,-0.203125,-0.875,0.3125,0,0,0,0,0,0
258,-0.203125,-0.859375,0.296875,0,0,0,0,0,0
259,-0.21875,-0.890625,0.296875,0,-1.953125,0,0,0,0
260,-0.25,-0.859375,0.296875,0,0,0,0,0,0
261,-0.203125,-0.875,0.34375,-1.953125,0,0,0,0,0
262,-0.265625,-0.859375,0.3125,0,-3.90625,0,0,0,0
263,-0.21875,-0.890625,0.359375,-1.953125,1.953125,0,0,0,0
264,-0.21875,-0.890625,0.28125,0,-3.90625,0,0,0,0
265,-0.1875,-0.890625,0.21875,-1.953125,0,0,0,0,0
266,-0.25,-0.875,0.328125,-1.953125,5.859375,0,0,0,0
267,-0.203125,-0.890625,0.25,-1.953125,-1.953125,0,0,0,0
268,-0.234375,-0.828125,0.25,-1.953125,3.90625,0,0,0,0
269,-0.171875,-0.84375,0.25,-3.90625,1.953125,0,0,0,0
270,-0.1875,-0.78125,0.21875,0,-5.859375,0,0,0,0
271,-0.109375,-0.734375,0.265625,-1.953125,-1.953125,3.90625,0,0,0
272,-0.1875,-0.84375,0.1875,-1.953125,5.859375,0,0,0,0
273,-0.171875,-0.75,0.359375,0,0,0,0,0,0
274,-0.1875,-0.8125,0.109375,0,-1.953125,0,0,0,0
275,-0.1875,-0.796875,0.296875,0,0,0,0,0,0
276,-0.0625,-0.859375,0.171875,0,-1.953125,0,0,0,0
277,-0.28125,-0.8125,0.15625,0,0,0,0,0,0
278,-0.125,-0.921875,0.34375,0,0,1.953125,0,0,0
279,-0.265625,-0.890625,0.15625,1.953125,-7.8125,0,0,0,0
280,-0.25,-0.875,0.234375,0,0,0,0,0,0
281,-0.25,-0.921875,0.203125,0,3.90625,0,0,0,0
282,-0.25,-0.96875,0.203125,1.953125,-3.90625,0,0,0,0
283,-0.1875,-0.953125,0.328125,0,5.859375,0,0,0,0
284,-0.265625,-0.96875,0.03125,1.953125,-5.859375,0,0,0,0
285,-0.15625,-0.921875,0.390625,0,0,0,0,0,0
286,-0.3125,-1.015625,0.171875,-1.953125,1.953125,0,0,0,0
287,-0.265625,-1.015625,0.265625,0,0,-1.953125,0,0,0
288,-0.1875,-0.890625,0.296875,-1.953125,1.953125,0,0,0,0
289,-0.1875,-0.890625,0.296875,-3.90625,0,1.953125,0,0,0
290,-0.140625,-0.984375,0.234375,-1.953125,7.8125,0,0,0,0
291,-0.265625,-0.953125,0.171875,0,-3.90625,-1.953125,0,0,0
292,-0.078125,-0.859375,0.375,-1.953125,0,0,0,0,0
293,-0.265625,-0.96875,0.265625,-1.953125,3.90625,0,0,0,0
294,-0.25,-1,0.21875,0,-3.90625,-1.953125,0,0,0
295,-0.21875,-0.890625,0.328125,-3.90625,3.90625,-3.90625,0,0,0
296,-0.21875,-0.984375,0.09375,-1.953125,0,-3.90625,0,0,0
297,-0.140625,-0.984375,0.3125,-1.953125,0,0,0,0,0
298,-0.21875,-0.90625,0.171875,-1.953125,-1.953125,1.953125,0,0,0
299,-0.25,-0.9375,0.125,-1.953125,-5.859375,0,0,0,0
300,-0.296875,-1.40625,0.171875,-3.90625,1.953125,1.953125,0,0,0
301,-0.0625,-0.84375,0.234375,-5.859375,9.765625,3.90625,0,0,0
302,0.015625,-0.65625,0.015625,-7.8125,5.859375,3.90625,0,0,0
303,-0.0625,-0.78125,0.09375,-5.859375,3.90625,5.859375,0,0,0
304,-0.140625,-0.8125,0.15625,-1.953125,0,0,0,0,0
305,-0.34375,-1.125,0.046875,-1.953125,7.8125,0,0,0,0
306,-0.28125,-0.96875,0.109375,-1.953125,13.671875,0,0,0,0
307,-0.203125,-0.90625,0.125,-1.953125,23.4375,0,0,0,0
308,-0.3125,-0.921875,0,0,37.109375,0,0,0,0
309,-0.28125,-0.859375,-0.015625,0,29.296875,0,0,0,0
310,-0.265625,-0.890625,-0.046875,0,27.34375,0,0,0,0
311,-0.34375,-0.859375,0.015625,0,27.34375,0,0,0,0
312,-0.21875,-0.875,0.03125,-1.953125,29.296875,-1.953125,0,0,0
313,-0.203125,-0.90625,0.0625,-1.953125,39.0625,0,0,0,0
314,-0.453125,-0.921875,0.015625,0,17.578125,-1.953125,0,0,0
315,-0.125,-0.9375,-0.1875,-3.90625,31.25,-1.953125,0,0,0
316,-0.328125,-1,-0.296875,-5.859375,7.8125,0,0,0,0
317,-0.15625,-1.125,-0.171875,-1.953125,-3.90625,1.953125,0,0,0
318,-0.25,-1.015625,0,-1.953125,0,1.953125,0,0,0
319,-0.21875,-0.9375,0.109375,-1.953125,-3.90625,0,0,0,0
320,-0.3125,-0.890625,-0.09375,-5.859375,-3.90625,0,0,0,0
321,-0.140625,-0.859375,0.171875,0,5.859375,3.90625,0,0,0
322,-0.34375,-0.921875,-0.171875,-1.953125,5.859375,1.953125,0,0,0
323,-0.21875,-0.90625,-0.046875,-1.953125,9.765625,1.953125,0,0,0
324,-0.296875,-0.921875,-0.140625,-1.953125,1.953125,3.90625,0,0,0
325,-0.28125,-0.90625,0,0,9.765625,0,0,0,0
326,-0.3125,-0.9375,-0.140625,-1.953125,0,3.90625,0,0,0
327,-0.25,-0.875,-0.09375,0,-3.90625,0,0,0,0
328,-0.296875,-0.859375,-0.015625,0,-1.953125,0,0,0,0
329,-0.28125,-0.90625,0.0625,0,0,0,0,0,0
330,-0.234375,-0.828125,-0.15625,0,1.953125,0,0,0,0
331,-0.265625,-0.890625,-0.125,0,0,0,0,0,0
332,-0.3125,-0.90625,-0.0625,0,-13.671875,0,0,0,0
333,-0.296875,-0.84375,-0.078125,0,-9.765625,0,0,0,0
334,-0.25,-0.875,-0.078125,0,-1.953125,0,0,0,0
335,-0.390625,-0.875,-0.1875,0,-13.671875,1.953125,0,0,0
336,-0.25,-0.890625,0,0,0,0,0,0,0
337,-0.28125,-0.90625,-0.03125,0,-7.8125,0,0,0,0
338,-0.3125,-0.90625,-0.046875,0,-7.8125,0,0,0,0
339,-0.328125,-0.890625,0,0,-1.953125,0,0,0,0
340,-0.3125,-0.890625,-0.046875,0,0,0,0,0,0
341,-0.3125,-0.890625,-0.03125,0,0,0,0,0,0
342,-0.296875,-0.90625,-0.046875,0,-1.953125,0,0,0,0
343,-0.296875,-0.90625,0.015625,0,0,0,0,0,0
344,-0.3125,-0.890625,-0.046875,0,-3.90625,0,0,0,0
345,-0.25,-0.921875,0,0,-7.8125,-1.953125,0,0,0
346,-0.3125,-0.921875,0.015625,1.953125,-7.8125,-1.953125,0,0,0
347,-0.328125,-0.984375,0.015625,0,1.953125,-1.953125,0,0,0
348,-0.296875,-0.875,0,1.953125,-5.859375,0,0,0,0
349,-0.25,-0.890625,0.015625,0,-3.90625,-1.953125,0,0,0
350,-0.21875,-0.875,0,0,-9.765625,0,0,0,0
351,-0.125,-0.875,-0.0625,1.953125,-5.859375,-1.953125,0,0,0
352,-0.40625,-1.046875,-0.015625,9.765625,-3.90625,-1.953125,0,0,0
353,-0.28125,-1.109375,0.21875,5.859375,-3.90625,3.90625,0,0,0
354,-0.25,-0.859375,0.359375,5.859375,-21.484375,1.953125,0,0,0
355,-0.484375,-1.171875,-0.046875,3.90625,7.8125,0,0,0,0
356,-0.25,-0.890625,0.234375,13.671875,-19.53125,1.953125,0,0,0
357,-0.28125,-1.078125,0.265625,3.90625,17.578125,0,0,0,0
358,-0.25,-0.96875,-0.03125,15.625,-11.71875,0,0,0,0
359,-0.390625,-0.84375,0.46875,7.8125,11.71875,-1.953125,0,0,0
360,-0.421875,-1,-0.09375,11.71875,-11.71875,1.953125,0,0,0
361,-0.328125,-0.953125,0.359375,5.859375,11.71875,-1.953125,0,0,0
362,-0.359375,-1.015625,0.171875,3.90625,-1.953125,-1.953125,0,0,0
363,-0.359375,-1.015625,0.15625,0,-9.765625,1.953125,0,0,0
364,-0.265625,-0.984375,0.265625,0,3.90625,1.953125,0,0,0
365,-0.5,-1.015625,0.265625,0,-7.8125,-1.953125,0,0,0
366,-0.25,-0.953125,0.125,-3.90625,-7.8125,1.953125,0,0,0
367,-0.15625,-1.015625,0.1875,-3.90625,-7.8125,0,0,0,0
368,-0.421875,-0.890625,0.609375,-11.71875,-3.90625,1.953125,0,0,0
369,-0.21875,-0.890625,0.4375,0,17.578125,-5.859375,0,0,0
370,-0.03125,-0.53125,0.1875,1.953125,21.484375,0,0,0,0
371,-0.078125,-0.375,0.25,3.90625,-1.953125,3.90625,0,0,0
372,-0.078125,-0.609375,0.109375,9.765625,3.90625,-3.90625,0,0,0
373,-0.0625,-0.46875,0.40625,5.859375,0,-1.953125,0,0,0
374,-0.140625,-0.75,0.328125,0,0,3.90625,0,0,0
375,-0.40625,-0.765625,0.1875,3.90625,-15.625,0,0,0,0
376,-0.390625,-1.0625,0.234375,3.90625,-7.8125,0,0,0,0
377,-0.390625,-0.9375,0.15625,3.90625,-3.90625,-1.953125,0,0,0
378,-0.203125,-0.890625,0.34375,0,1.953125,0,0,0,0
379,-0.34375,-0.875,0.359375,0,0,0,0,0,0
