motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-deadlift-70,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
380,-0.34375,-0.890625,0.328125,0,0,-1.953125,0,0,0
381,-0.25,-0.84375,0.265625,1.953125,-3.90625,-1.953125,0,0,0
382,-0.21875,-0.84375,0.34375,0,-1.953125,0,0,0,0
383,-0.25,-0.875,0.3125,0,0,0,0,0,0
384,-0.203125,-0.84375,0.328125,0,0,1.953125,0,0,0
385,-0.25,-0.859375,0.296875,0,0,0,0,0,0
386,-0.21875,-0.875,0.34375,-1.953125,0,0,0,0,0
387,-0.28125,-0.84375,0.296875,0,-1.953125,0,0,0,0
388,-0.234375,-0.875,0.328125,0,0,0,0,0,0
389,-0.265625,-0.875,0.359375,-1.953125,-1.953125,0,0,0,0
390,-0.1875,-0.859375,0.296875,0,1.953125,0,0,0,0
391,-0.171875,-0.890625,0.3125,-1.953125,0,0,0,0,0
392,-0.28125,-0.859375,0.296875,0,0,0,0,0,0
393,-0.171875,-0.859375,0.328125,-3.90625,0,0,0,0,0
394,-0.171875,-0.875,0.28125,-1.953125,0,0,0,0,0
395,-0.28125,-0.875,0.171875,-1.953125,0,0,0,0,0
396,-0.25,-0.84375,0.359375,-3.90625,0,0,0,0,0
397,-0.1875,-0.921875,0.21875,-3.90625,0,1.953125,0,0,0
398,-0.234375,-0.84375,0.328125,-3.90625,3.90625,0,0,0,0
399,-0.1875,-0.875,0.234375,-3.90625,0,0,0,0,0
400,-0.1875,-0.875,0.265625,-3.90625,0,0,0,0,0
401,-0.203125,-0.8125,0.21875,-1.953125,1.953125,0,0,0,0
402,-0.203125,-0.84375,0.265625,0,0,0,0,0,0
403,-0.171875,-0.859375,0.234375,0,0,0,0,0,0
404,-0.1875,-0.890625,0.234375,0,-3.90625,0,0,0,0
405,-0.265625,-0.71875,0.25,0,1.953125,0,0,0,0
406,-0.109375,-0.875,0.140625,0,0,0,0,0,0
407,-0.1875,-0.703125,0.359375,0,-1.953125,0,0,0,0
408,-0.328125,-0.78125,0.09375,0,0,-1.953125,0,0,0
409,-0.078125,-0.875,0.1875,3.90625,-3.90625,-1.953125,0,0,0
410,-0.21875,-0.828125,0.140625,0,1.953125,0,0,0,0
411,-0.1875,-0.828125,0.25,3.90625,0,0,0,0,0
412,-0.171875,-0.84375,0.265625,1.953125,-3.90625,0,0,0,0
413,-0.125,-0.953125,0.3125,0,0,1.953125,0,0,0
414,-0.15625,-0.90625,0.25,0,3.90625,1.953125,0,0,0
415,-0.390625,-0.859375,0.171875,0,7.8125,-1.953125,0,0,0
416,-0.21875,-0.90625,0.265625,0,-3.90625,0,0,0,0
417,-0.3125,-0.984375,0.21875,0,0,0,0,0,0
418,-0.25,-0.921875,0.25,-1.953125,0,0,0,0,0
419,-0.1875,-1.015625,0.265625,-1.953125,3.90625,0,0,0,0
420,-0.21875,-1.015625,0.21875,-1.953125,-3.90625,0,0,0,0
421,-0.296875,-0.921875,0.34375,-3.90625,5.859375,0,0,0,0
422,-0.21875,-0.96875,0.28125,-3.90625,-5.859375,1.953125,0,0,0
423,-0.15625,-0.96875,0.328125,-5.859375,3.90625,1.953125,0,0,0
424,-0.296875,-0.96875,0.03125,0,-1.953125,-1.953125,0,0,0
425,-0.25,-0.890625,0.375,0,1.953125,-1.953125,0,0,0
426,-0.25,-0.9375,0.140625,-1.953125,3.90625,-1.953125,0,0,0
427,-0.21875,-0.953125,0.1875,0,1.953125,-3.90625,0,0,0
428,-0.171875,-0.921875,0.25,0,3.90625,0,0,0,0
429,-0.21875,-0.9375,0.09375,0,0,0,0,0,0
430,-0.203125,-0.9375,0.265625,0,0,0,0,0,0
431,-0.265625,-0.921875,0.171875,0,0,0,0,0,0
432,-0.359375,-1.09375,0,0,-5.859375,0,0,0,0
433,-0.21875,-0.90625,0.140625,-1.953125,13.671875,0,0,0,0
434,-0.21875,-0.90625,0.078125,0,9.765625,0,0,0,0
435,-0.125,-0.921875,0.171875,0,21.484375,0,0,0,0
436,-0.09375,-0.8125,0.1875,0,35.15625,-1.953125,0,0,0
437,-0.234375,-0.890625,0.140625,0,44.921875,-3.90625,0,0,0
438,-0.203125,-0.984375,0.203125,3.90625,46.875,-5.859375,0,0,0
439,-0.234375,-0.875,0.078125,5.859375,39.0625,-7.8125,0,0,0
440,-0.09375,-0.921875,0.21875,1.953125,21.484375,-17.578125,0,0,0
441,0.0625,-0.953125,0.15625,5.859375,-5.859375,-31.25,0,0,0
442,-0.015625,-0.796875,-0.0625,-1.953125,-29.296875,-25.390625,0,0,0
443,-0.390625,-0.9375,0.171875,-7.8125,9.765625,-3.90625,0,0,0
444,-0.515625,-1.046875,0.0625,-5.859375,0,5.859375,0,0,0
445,-0.15625,-1.109375,-0.046875,-7.8125,13.671875,-1.953125,0,0,0
446,0,-1.078125,0.15625,-1.953125,-7.8125,-1.953125,0,0,0
447,0,-0.9375,0.046875,1.953125,-21.484375,1.953125,0,0,0
448,0.015625,-0.9375,-0.015625,-3.90625,-3.90625,5.859375,0,0,0
449,0,-0.90625,-0.09375,-9.765625,13.671875,5.859375,0,0,0
450,-0.171875,-0.96875,0.140625,-5.859375,5.859375,3.90625,0,0,0
451,-0.15625,-0.921875,-0.03125,-3.90625,3.90625,3.90625,0,0,0
452,-0.203125,-0.9375,0,-1.953125,5.859375,3.90625,0,0,0
453,-0.21875,-0.953125,0,0,0,3.90625,0,0,0
454,-0.203125,-0.90625,0.078125,-1.953125,7.8125,5.859375,0,0,0
455,-0.421875,-0.984375,0.140625,5.859375,-15.625,7.8125,0,0,0
456,0.03125,-0.90625,-0.171875,0,7.8125,5.859375,0,0,0
457,-0.15625,-0.90625,-0.09375,-1.953125,0,0,0,0,0
458,-0.078125,-0.90625,-0.140625,-3.90625,1.953125,0,0,0,0
459,0,-0.921875,-0.15625,-7.8125,11.71875,0,0,0,0
460,-0.28125,-0.984375,0.09375,-3.90625,-21.484375,0,0,0,0
461,-0.15625,-0.9375,0.265625,0,-5.859375,0,0,0,0
462,-0.3125,-0.953125,0,5.859375,0,0,0,0,0
463,-0.078125,-0.90625,0,3.90625,0,1.953125,0,0,0
464,-0.125,-0.953125,-0.0625,0,0,0,0,0,0
465,-0.1875,-0.9375,0,0,1.953125,-1.953125,0,0,0
466,-0.109375,-0.890625,-0.15625,-1.953125,3.90625,0,0,0,0
467,-0.171875,-0.90625,-0.171875,-3.90625,3.90625,0,0,0,0
468,-0.25,-0.921875,0.046875,0,0,0,0,0,0
469,-0.1875,-0.96875,-0.234375,0,0,0,0,0,0
470,-0.203125,-0.96875,-0.09375,0,-1.953125,0,0,0,0
471,-0.1875,-0.921875,-0.015625,-1.953125,-3.90625,0,0,0,0
472,-0.15625,-0.90625,-0.109375,-1.953125,-7.8125,0,0,0,0
473,-0.203125,-0.9375,-0.09375,-1.953125,-5.859375,0,0,0,0
474,-0.171875,-0.9375,0.015625,-1.953125,-5.859375,0,0,0,0
475,-0.203125,-0.90625,-0.09375,-3.90625,-5.859375,0,0,0,0
476,-0.203125,-0.9375,0.015625,0,-1.953125,0,0,0,0
477,-0.109375,-0.921875,0,-1.953125,0,0,0,0,0
478,-0.203125,-0.9375,-0.078125,0,0,0,0,0,0
479,-0.203125,-0.9375,-0.03125,0,0,0,0,0,0
480,-0.203125,-0.90625,-0.046875,-1.953125,0,0,0,0,0
481,-0.1875,-0.953125,-0.046875,0,0,0,0,0,0
482,-0.203125,-0.875,-0.09375,0,3.90625,0,0,0,0
483,-0.203125,-0.9375,-0.03125,0,0,0,0,0,0
484,-0.28125,-0.953125,0,1.953125,-3.90625,0,0,0,0
485,-0.171875,-0.9375,-0.078125,0,3.90625,1.953125,0,0,0
486,-0.21875,-0.9375,-0.0625,3.90625,-1.953125,0,0,0,0
487,-0.171875,-0.921875,-0.09375,0,7.8125,0,0,0,0
488,-0.1875,-0.9375,-0.09375,0,3.90625,-1.953125,0,0,0
489,-0.171875,-0.921875,-0.109375,-1.953125,3.90625,0,0,0,0
490,-0.1875,-0.953125,-0.0625,0,0,0,0,0,0
491,-0.203125,-0.90625,-0.046875,0,-1.953125,0,0,0,0
492,-0.15625,-0.921875,-0.078125,-1.953125,-1.953125,0,0,0,0
493,-0.203125,-0.921875,-0.078125,0,-3.90625,-1.953125,0,0,0
494,-0.171875,-0.96875,0,1.953125,0,-1.953125,0,0,0
495,-0.1875,-1,-0.109375,1.953125,-1.953125,0,0,0,0
496,-0.09375,-0.921875,0,1.953125,-9.765625,1.953125,0,0,0
497,-0.15625,-0.828125,-0.09375,1.953125,-1.953125,0,0,0,0
498,-0.1875,-0.84375,0.0625,0,-3.90625,1.953125,0,0,0
499,-0.25,-1.015625,-0.34375,1.953125,-5.859375,1.953125,0,0,0
500,-0.234375,-0.984375,0.203125,1.953125,-1.953125,0,0,0,0
501,-0.234375,-1.125,-0.140625,1.953125,-1.953125,0,0,0,0
502,-0.21875,-1.046875,0.03125,5.859375,3.90625,-1.953125,0,0,0
503,-0.25,-1.03125,0,5.859375,-7.8125,0,0,0,0
504,-0.21875,-1.15625,-0.0625,11.71875,-7.8125,0,0,0,0
505,-0.1875,-1.09375,0.21875,1.953125,9.765625,0,0,0,0
506,-0.1875,-1.09375,0.21875,3.90625,3.90625,0,0,0,0
507,-0.265625,-1.140625,0.234375,1.953125,-3.90625,1.953125,0,0,0
508,-0.15625,-1.0625,-0.03125,3.90625,5.859375,0,0,0,0
509,-0.265625,-1.03125,0.03125,3.90625,-11.71875,1.953125,0,0,0
510,-0.25,-1,0.171875,0,-3.90625,0,0,0,0
511,-0.203125,-1.03125,0.15625,0,-9.765625,3.90625,0,0,0
512,-0.234375,-0.9375,0.015625,0,-9.765625,1.953125,0,0,0
513,-0.03125,-0.375,0.1875,0,-3.90625,5.859375,0,0,0
514,-0.09375,-0.40625,0.09375,1.953125,3.90625,1.953125,0,0,0
515,-0.09375,-0.484375,0.171875,7.8125,0,-1.953125,0,0,0
516,-0.078125,-0.609375,0.40625,5.859375,-7.8125,0,0,0,0
517,-0.171875,-0.96875,0.359375,0,-1.953125,0,0,0,0
518,-0.25,-1.0625,0.1875,-3.90625,3.90625,0,0,0,0
519,-0.234375,-0.96875,0.140625,0,0,-1.953125,0,0,0
520,-0.171875,-0.921875,0.203125,1.953125,-1.953125,0,0,0,0
521,-0.265625,-0.9375,0.296875,1.953125,-3.90625,-1.953125,0,0,0
522,-0.265625,-0.9375,0.296875,0,-1.953125,-1.953125,0,0,0
523,-0.234375,-0.921875,0.203125,0,0,-1.953125,0,0,0
524,-0.1875,-0.859375,0.28125,1.953125,-3.90625,0,0,0,0
525,-0.171875,-0.875,0.328125,1.953125,0,0,0,0,0
526,-0.203125,-0.9375,0.28125,0,0,0,0,0,0
527,-0.1875,-0.921875,0.265625,0,0,0,0,0,0
528,-0.203125,-0.90625,0.265625,0,0,0,0,0,0
529,-0.140625,-0.921875,0.265625,0,0,0,0,0,0
530,-0.1875,-0.875,0.25,0,0,0,0,0,0
531,-0.171875,-0.90625,0.28125,0,-1.953125,0,0,0,0
532,-0.1875,-0.90625,0.28125,-1.953125,0,0,0,0,0
533,-0.140625,-0.90625,0.265625,0,0,0,0,0,0
534,-0.203125,-0.921875,0.25,0,0,0,0,0,0
535,-0.171875,-0.90625,0.28125,0,0,0,0,0,0
536,-0.1875,-0.90625,0.234375,0,0,0,0,0,0
537,-0.171875,-0.890625,0.25,0,0,0,0,0,0
538,-0.15625,-0.921875,0.265625,0,0,0,0,0,0
539,-0.1875,-0.890625,0.28125,0,0,0,0,0,0
540,-0.171875,-0.90625,0.28125,0,-1.953125,0,0,0,0
541,-0.1875,-0.90625,0.28125,0,-1.953125,0,0,0,0
542,-0.234375,-0.890625,0.28125,-1.953125,0,-1.953125,0,0,0
543,-0.078125,-0.875,0.25,-1.953125,-9.765625,0,0,0,0
544,-0.109375,-0.890625,0.21875,-5.859375,0,0,0,0,0
545,-0.171875,-0.84375,0.234375,-5.859375,5.859375,0,0,0,0
