motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
Upper Cut - Right 10 Reps,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
332,1.4169,0.27567,0.06904,36.54334,59.45615,-39.73264,0,0,0
333,1.9321,0.32463,0.36408,39.78334,93.77615,-42.09264,0,0,0
334,2.35066,0.30831,0.55768,35.26334,117.85615,-42.05264,0,0,0
335,2.69274,0.09999,0.99736,-9.65665,162.45615,-6.37264,0,0,0
336,2.8153,-0.84657,0.52984,-74.25666,191.61617,29.26735,0,0,0
337,2.5353,-1.22609,0.17624,-80.73666,187.65616,33.18735,0,0,0
338,1.99514,-1.23057,0.37592,-23.01665,127.61615,1.50735,0,0,0
339,0.81274,-0.07825,0.29144,-34.93665,-6.42384,-46.17264,0,0,0
340,0.07514,-0.17809,0.3612,-130.73666,-159.86385,-113.01265,0,0,0
341,-1.08422,-0.18417,-0.0628,-153.65666,-220.54384,-152.21265,0,0,0
342,-5.86726,2.55471,-3.72808,-104.17666,-361.74384,-219.49265,0,0,0
343,-3.7367,1.30831,0.63736,163.14334,-338.86383,-187.25264,0,0,0
344,-1.89638,1.04335,-1.3588,249.62334,-98.34385,44.06735,0,0,0
345,-1.52454,1.64047,0.18488,292.14334,35.29615,80.50735,0,0,0
346,-0.79526,2.48239,0.4604,90.22334,183.05617,69.26735,0,0,0
347,0.07418,-0.58001,0.61912,-209.81667,154.29614,28.82735,0,0,0
348,0.05306,-0.03729,-0.03656,-33.17665,73.97615,-34.61264,0,0,0
349,0.25434,1.06991,-0.402,18.10334,3.69615,1.86735,0,0,0
350,0.18362,0.61679,-0.5764,-9.13665,7.81615,19.10735,0,0,0
351,0.2041,0.65711,-0.56968,20.14334,12.85615,21.02735,0,0,0
352,0.28538,0.78575,-0.4404,32.46334,17.21615,19.10735,0,0,0
353,0.30746,0.94095,-0.24424,16.06334,33.41615,16.22735,0,0,0
354,0.15258,0.75887,-0.31688,-42.77666,46.05615,19.94735,0,0,0
355,0.11034,0.59759,-0.34472,-63.65666,47.65615,21.22735,0,0,0
356,0.17242,0.45647,-0.29992,-10.81665,36.41615,19.42735,0,0,0
357,0.15738,0.55247,-0.3316,13.22334,28.45615,20.42735,0,0,0
358,0.16986,0.59023,-0.31016,13.46334,25.37615,21.06735,0,0,0
359,0.3385,0.43663,-0.29864,-18.61665,23.13615,25.38735,0,0,0
360,0.32026,0.43055,-0.2804,-19.93665,21.77615,26.74735,0,0,0
361,0.35162,0.35055,-0.3268,-10.45665,15.77615,25.46735,0,0,0
362,0.42682,0.29775,-0.28136,9.62334,5.05615,19.26735,0,0,0
363,0.5065,0.44783,-0.19752,21.98334,-4.62384,13.70735,0,0,0
364,0.47162,0.48335,-0.19208,1.70334,-8.98384,14.30735,0,0,0
365,0.5129,0.36047,-0.2228,-20.01665,-16.18384,15.78735,0,0,0
366,0.53754,0.29679,-0.24936,-22.25665,-20.06384,14.74735,0,0,0
367,0.63866,0.28687,-0.18376,-8.61665,-24.58384,11.26735,0,0,0
368,0.61498,0.43151,-0.2148,0.34334,-26.54384,9.22735,0,0,0
369,0.58618,0.42799,-0.22696,-2.17665,-27.90384,8.22735,0,0,0
370,0.59706,0.32911,-0.18664,-9.09665,-32.90384,6.34735,0,0,0
371,0.65306,0.34191,-0.17032,-8.37665,-35.38384,7.46735,0,0,0
372,0.64762,0.35055,-0.19656,-1.73665,-33.98384,6.14735,0,0,0
373,0.63162,0.34767,-0.23048,2.06334,-32.70384,3.98735,0,0,0
374,0.61338,0.33167,-0.21192,3.66334,-33.02384,0.30735,0,0,0
375,0.59866,0.36783,-0.20392,-4.49665,-33.98384,1.30735,0,0,0
376,0.59386,0.34191,-0.19592,-7.89665,-33.22384,1.18735,0,0,0
377,0.61306,0.34255,-0.19176,-12.97665,-30.90384,0.98735,0,0,0
378,0.5849,0.36463,-0.1636,-16.41665,-28.66384,0.94735,0,0,0
379,0.58394,0.33967,-0.15592,-20.29665,-28.70384,1.22735,0,0,0
380,0.56794,0.34543,-0.1876,-23.17665,-29.46384,2.18735,0,0,0
381,0.57754,0.30223,-0.19272,-25.29665,-32.14384,3.34735,0,0,0
382,0.57626,0.28367,-0.20136,-15.49665,-31.70384,2.22735,0,0,0
383,0.5625,0.31823,-0.2212,-8.29665,-30.78384,1.78735,0,0,0
384,0.5625,0.39663,-0.20072,0.86334,-29.18384,1.42735,0,0,0
385,0.5513,0.44303,-0.21,-2.73665,-26.06384,3.78735,0,0,0
386,0.52922,0.43855,-0.23144,-13.77665,-23.18384,6.98735,0,0,0
387,0.52506,0.39439,-0.21992,-17.69665,-22.06384,7.78735,0,0,0
388,0.50266,0.37647,-0.2788,-16.97665,-19.02384,8.98735,0,0,0
389,0.49178,0.38255,-0.26664,-8.85665,-16.98384,8.34735,0,0,0
390,0.48698,0.40335,-0.26184,-4.85665,-15.70384,7.74735,0,0,0
391,0.47194,0.44495,-0.26472,-2.45665,-12.46384,6.86735,0,0,0
392,0.47834,0.46543,-0.24584,-6.65665,-8.66384,7.22735,0,0,0
393,0.46202,0.43375,-0.26728,-14.09665,-4.50384,7.82735,0,0,0
394,0.44826,0.41647,-0.27112,-16.49665,-3.10384,7.94735,0,0,0
395,0.45082,0.38319,-0.28232,-15.21665,-1.94384,7.70735,0,0,0
396,0.44346,0.38863,-0.2868,-7.17665,-1.34384,5.98735,0,0,0
397,0.4345,0.40431,-0.28744,-3.01665,-1.02384,4.86735,0,0,0
398,0.43962,0.43343,-0.25864,0.58334,-0.38384,3.94735,0,0,0
399,0.44154,0.43599,-0.2756,-1.49665,1.85615,3.74735,0,0,0
400,0.43546,0.43503,-0.2756,-3.13665,2.85615,3.86735,0,0,0
401,0.4425,0.41647,-0.29,-5.09665,4.89615,4.38735,0,0,0
402,0.4425,0.38095,-0.28104,-2.13665,5.65615,3.34735,0,0,0
403,0.4409,0.41231,-0.27496,3.26334,5.57615,1.70735,0,0,0
404,0.45178,0.41071,-0.25768,4.18334,5.81615,0.94735,0,0,0
405,0.4473,0.40943,-0.27528,3.06334,7.25615,-0.13264,0,0,0
406,0.46458,0.39759,-0.28072,0.78334,8.49615,-0.45264,0,0,0
407,0.4617,0.39183,-0.27112,0.14334,9.13615,-0.81264,0,0,0
408,0.46042,0.39695,-0.28584,-0.61665,10.21615,-2.45264,0,0,0
409,0.43994,0.38223,-0.27784,-1.09665,10.05615,-4.77264,0,0,0
410,0.4457,0.38063,-0.26664,-1.01665,8.61615,-7.61264,0,0,0
411,0.43802,0.36783,-0.28872,0.02334,8.33615,-9.25264,0,0,0
412,0.45818,0.41039,-0.2388,4.06334,7.57615,-11.41264,0,0,0
413,0.4569,0.40559,-0.25832,7.02334,8.25615,-12.61264,0,0,0
414,0.47002,0.38767,-0.25544,8.30334,8.33615,-12.81264,0,0,0
415,0.50426,0.38959,-0.23144,11.86334,8.05615,-12.21264,0,0,0
416,0.8073,0.25839,-0.1332,23.14334,19.81615,-15.25264,0,0,0
417,1.13306,0.23759,-0.02568,38.18334,33.33615,-18.61264,0,0,0
418,1.53818,0.40463,0.22872,48.58334,57.33615,-20.73264,0,0,0
419,1.99258,0.37999,0.38136,41.98334,76.33615,-23.89264,0,0,0
420,2.74266,0.18287,0.80184,6.94334,115.13615,5.94735,0,0,0
421,2.8409,-0.50033,0.9756,-54.73666,155.05615,45.50735,0,0,0
422,2.49914,-1.15121,0.2332,-86.37666,165.61615,60.78735,0,0,0
423,2.26874,-1.38993,0.16728,-66.33666,149.37614,44.18735,0,0,0
424,1.39482,-1.04369,0.32536,-2.33665,66.29615,-15.33264,0,0,0
425,0.71994,-0.20305,0.37272,-16.09665,-72.02384,-100.09265,0,0,0
426,0.32122,0.21263,0.46744,-61.81666,-142.62386,-146.77264,0,0,0
427,-2.15398,0.80911,-0.3636,-170.05666,-265.62384,-246.01263,0,0,0
428,-7.37158,3.92015,-2.23752,-222.49666,-400.82385,-330.97266,0,0,0
429,-7.13446,3.79151,-0.754,-158.85666,-404.18384,-353.29263,0,0,0
430,-0.78726,-2.46609,-0.50568,168.10333,-178.62384,-134.89265,0,0,0
431,-0.72262,3.23279,-0.28328,431.86337,130.41615,98.82735,0,0,0
432,-0.5911,2.71055,0.90456,97.70334,294.29617,103.06735,0,0,0
433,-1.0439,1.55407,-0.45064,-200.65666,268.17615,137.90735,0,0,0
434,-0.02598,-2.06321,0.29944,-306.01666,171.65616,99.94735,0,0,0
435,0.05882,-0.55089,-0.15656,-5.13665,92.33615,28.82735,0,0,0
436,0.25562,0.23151,0.11064,133.74335,58.33615,-13.73264,0,0,0
437,0.31002,1.48847,0.1644,186.18333,11.93615,-24.45264,0,0,0
438,0.2665,1.32719,0.10008,56.66334,-0.02384,20.46735,0,0,0
439,0.21946,0.74831,-0.23592,-41.01666,7.29615,52.02735,0,0,0
440,0.20858,0.43983,-0.31752,-47.61666,11.93615,53.42735,0,0,0
441,0.18586,0.39439,-0.34376,3.50334,14.49615,40.86735,0,0,0
442,0.21786,0.66287,-0.23176,52.38334,13.13615,30.70735,0,0,0
443,0.2601,0.76399,-0.16584,52.62334,11.65615,32.30735,0,0,0
444,0.29402,0.73903,-0.11976,21.70334,13.33615,39.78735,0,0,0
445,0.21498,0.53839,-0.20776,-8.25665,18.69615,44.70735,0,0,0
446,0.1993,0.37135,-0.258,-0.93665,18.81615,43.82735,0,0,0
447,0.20314,0.40495,-0.30728,13.66334,16.93615,41.66735,0,0,0
448,0.3177,0.49039,-0.26824,37.90334,12.69615,35.34735,0,0,0
449,0.3753,0.56015,-0.25,37.42334,10.21615,33.34735,0,0,0
450,0.3865,0.59599,-0.23592,25.58334,9.17615,35.26735,0,0,0
451,0.38394,0.45935,-0.22728,-2.61665,7.57615,37.34735,0,0,0
452,0.4697,0.29967,-0.2692,-10.29665,1.53615,37.74735,0,0,0
453,0.5145,0.26415,-0.28104,6.42334,-3.42384,33.22735,0,0,0
454,0.50074,0.25935,-0.2884,16.38334,-5.58384,28.94735,0,0,0
455,0.49818,0.32367,-0.24072,29.82334,-9.34384,19.62735,0,0,0
456,0.52442,0.37391,-0.24904,27.30334,-11.62384,12.82735,0,0,0
457,0.55258,0.39023,-0.22312,20.54334,-13.10384,10.98735,0,0,0
458,0.54234,0.32943,-0.2516,6.06334,-15.82384,8.74735,0,0,0
459,0.58938,0.27663,-0.25256,2.46334,-19.14384,5.58735,0,0,0
460,0.59034,0.31055,-0.20296,7.62334,-19.18384,-0.29264,0,0,0
461,0.59866,0.35407,-0.17608,8.58334,-18.42384,-2.93264,0,0,0
462,0.58234,0.39567,-0.20968,3.62334,-17.46384,-6.73264,0,0,0
463,0.56506,0.33263,-0.27752,-3.85665,-18.82384,-11.73264,0,0,0
464,0.59642,0.26543,-0.27304,-2.93665,-20.74384,-15.21264,0,0,0
465,0.60314,0.31023,-0.25224,9.54334,-23.54384,-21.81264,0,0,0
466,0.62394,0.39727,-0.1876,19.94334,-23.82384,-24.97264,0,0,0
467,0.60602,0.49295,-0.21416,12.06334,-23.42384,-23.37264,0,0,0
468,0.61306,0.47727,-0.21416,2.06334,-23.82384,-22.17264,0,0,0
469,0.59354,0.36079,-0.26696,-16.57665,-26.22384,-20.49264,0,0,0
470,0.58394,0.29359,-0.28584,-17.57665,-27.82384,-20.65264,0,0,0
471,0.60282,0.26767,-0.22984,0.10334,-28.74384,-22.09264,0,0,0
472,0.58138,0.30863,-0.26728,9.02334,-29.06384,-21.09264,0,0,0
473,0.57402,0.42671,-0.22408,14.50334,-29.02384,-16.13264,0,0,0
474,0.58394,0.44591,-0.23144,5.30334,-28.18384,-10.29264,0,0,0
475,0.5673,0.43151,-0.24328,-0.97665,-27.34384,-7.37264,0,0,0
476,0.57498,0.39567,-0.26312,-12.09665,-25.46384,-1.77264,0,0,0
477,0.53978,0.35759,-0.29032,-15.45665,-22.62384,1.30735,0,0,0
478,0.54106,0.36399,-0.2708,-13.05665,-20.34384,3.50735,0,0,0
479,0.50842,0.37487,-0.29032,-8.53665,-12.18384,8.38735,0,0,0
480,0.49914,0.38703,-0.30952,-7.65665,-9.78384,9.46735,0,0,0
481,0.48442,0.40591,-0.31656,-6.73665,-5.90384,11.66735,0,0,0
482,0.46906,0.42479,-0.32584,-8.33665,-2.14384,12.94735,0,0,0
483,0.45434,0.39151,-0.3268,-11.61665,1.05615,14.22735,0,0,0
484,0.43962,0.38703,-0.33672,-11.85665,2.21615,14.54735,0,0,0
485,0.43226,0.36239,-0.32712,-7.01665,4.41615,13.30735,0,0,0
486,0.41978,0.40591,-0.3364,0.42334,6.53615,12.70735,0,0,0
487,0.41626,0.40751,-0.34216,2.34334,7.49615,12.10735,0,0,0
488,0.42298,0.38991,-0.2868,1.66334,7.97615,11.58735,0,0,0
489,0.4025,0.42767,-0.30312,-2.25665,9.09615,10.74735,0,0,0
490,0.40122,0.41071,-0.30376,-5.85665,9.37615,9.70735,0,0,0
491,0.41082,0.36751,-0.2772,-12.13665,8.73615,8.30735,0,0,0
492,0.3785,0.31919,-0.32488,-7.85665,8.45615,5.42735,0,0,0
493,0.39802,0.36015,-0.30984,4.10334,5.89615,2.62735,0,0,0
494,0.3993,0.37871,-0.30344,9.38334,4.97615,0.74735,0,0,0
495,0.41018,0.43759,-0.2852,10.14334,3.29615,-0.73264,0,0,0
496,0.40826,0.40463,-0.2964,2.14334,3.45615,-1.17264,0,0,0
497,0.4057,0.37711,-0.30216,-0.45665,3.73615,-1.29264,0,0,0
498,0.41466,0.36111,-0.30824,0.26334,3.13615,-1.65264,0,0,0
499,0.4297,0.37647,-0.29192,6.26334,2.09615,-3.53264,0,0,0
500,0.41338,0.40175,-0.32296,8.18334,1.33615,-5.09264,0,0,0
501,0.4233,0.40207,-0.29192,6.86334,0.53615,-5.49264,0,0,0
502,0.44282,0.41263,-0.26568,2.66334,-0.30384,-5.17264,0,0,0
503,0.44346,0.36431,-0.31368,-1.29665,0.09615,-4.97264,0,0,0
504,0.4537,0.34671,-0.30728,-1.49665,-0.50384,-5.01264,0,0,0
505,0.49658,0.32783,-0.30408,4.02334,-1.66384,-7.25264,0,0,0
506,0.5481,0.29359,-0.23496,13.38334,-2.10384,-11.85264,0,0,0
507,0.7113,0.24111,-0.16872,23.26334,1.69615,-14.65264,0,0,0
508,0.85018,0.24207,-0.13352,29.42334,6.53615,-16.37264,0,0,0
509,1.25594,0.26031,-0.01128,39.42334,25.17615,-21.09264,0,0,0
510,1.87258,0.28399,0.182,35.86334,56.05615,-21.57264,0,0,0
511,2.2729,0.18383,0.28856,27.74334,76.61615,-18.53264,0,0,0
512,2.82938,0.12975,0.8252,-3.65665,126.61615,1.86735,0,0,0
513,2.99706,-0.73169,0.71608,-61.61666,168.29616,34.90735,0,0,0
514,2.41818,-1.27537,0.16568,-77.25666,171.13615,35.78735,0,0,0
515,2.18394,-1.45969,0.32696,-54.69666,148.53615,10.78735,0,0,0
516,1.09818,-0.75281,0.33144,-29.17665,51.45615,-64.73264,0,0,0
517,0.44698,-0.11505,0.44632,-67.17666,-80.62384,-154.73265,0,0,0
518,-0.00902,0.34127,0.39256,-111.81666,-146.14384,-194.29263,0,0,0
519,-3.55366,2.18479,-1.02504,-202.41666,-264.82385,-272.81265,0,0,0
520,-6.00198,2.83631,-1.85672,-210.13666,-305.82385,-294.25266,0,0,0
521,-3.40038,1.06863,0.40312,-133.69666,-270.34384,-210.85265,0,0,0
522,-1.7079,-0.69425,-1.54856,80.22334,-90.66385,93.82735,0,0,0
523,-0.86182,1.45007,0.40216,379.66336,94.69615,144.50735,0,0,0
524,-0.83622,1.55727,0.11832,101.18334,140.85616,93.66735,0,0,0
525,-0.36838,-0.16785,0.7196,-68.05666,116.13615,66.14735,0,0,0
526,0.00186,-0.96753,-0.08552,-123.29666,66.45615,23.98735,0,0,0
527,0.22298,0.58767,-0.03336,74.30334,25.81615,-41.65264,0,0,0
528,0.39578,1.19407,0.04856,119.74334,15.45615,-47.81264,0,0,0
529,0.32282,1.45391,-0.12232,65.10334,14.85615,-13.73264,0,0,0
530,0.21466,0.88175,-0.3412,-17.73665,20.13615,15.38735,0,0,0
531,0.20058,0.62895,-0.41032,-14.41665,29.29615,22.22735,0,0,0
532,0.24186,0.67951,-0.36264,7.14334,34.73615,21.50735,0,0,0
533,0.2393,0.86607,-0.24168,26.78334,43.33615,20.82735,0,0,0
534,0.1625,0.79151,-0.14248,1.58334,46.69615,25.70735,0,0,0
535,0.09306,0.71567,-0.17512,-13.49665,47.37615,27.70735,0,0,0
536,0.1433,0.46095,-0.14216,-26.37665,44.85615,31.66735,0,0,0
537,0.18618,0.47631,-0.1156,-3.69665,43.13615,27.30735,0,0,0
538,0.14234,0.58767,-0.11176,16.50334,41.69615,21.10735,0,0,0
539,0.15898,0.61039,-0.10344,17.14334,40.53615,20.22735,0,0,0
540,0.28634,0.49327,-0.13224,1.66334,31.81615,22.70735,0,0,0
541,0.29082,0.53295,-0.12488,4.66334,30.81615,22.02735,0,0,0
542,0.2809,0.52911,-0.2036,4.86334,29.33615,18.74735,0,0,0
543,0.32538,0.50511,-0.16072,3.34334,21.93615,21.98735,0,0,0
544,0.38362,0.40335,-0.13512,7.70334,13.89615,19.42735,0,0,0
545,0.37786,0.42863,-0.15816,11.18334,9.57615,18.10735,0,0,0
546,0.38554,0.39343,-0.17864,13.10334,-0.06384,15.82735,0,0,0
547,0.41466,0.43407,-0.17448,14.30334,-7.34384,12.50735,0,0,0
548,0.44954,0.43855,-0.12936,14.74334,-9.98384,10.66735,0,0,0
549,0.46042,0.45423,-0.15304,12.26334,-15.26384,9.22735,0,0,0
550,0.50458,0.45071,-0.16328,5.74334,-20.02384,8.18735,0,0,0
551,0.5225,0.38223,-0.1604,2.62334,-23.02384,7.94735,0,0,0
552,0.55738,0.45551,-0.21704,-5.85665,-27.58384,10.26735,0,0,0
553,0.63162,0.32207,-0.1572,-7.49665,-29.90384,5.26735,0,0,0
554,0.6137,0.43055,-0.20392,-0.57665,-28.62384,6.06735,0,0,0
555,0.60794,0.42287,-0.21736,1.82334,-28.50384,5.46735,0,0,0
556,0.6041,0.40239,-0.17832,2.62334,-30.62384,4.74735,0,0,0
557,0.56314,0.38991,-0.24648,-0.33665,-31.70384,7.06735,0,0,0
558,0.5801,0.33423,-0.25192,-1.45665,-33.46384,7.74735,0,0,0
559,0.5721,0.33583,-0.20168,-0.53665,-37.78384,9.66735,0,0,0
560,0.60602,0.37711,-0.19656,4.02334,-37.54384,11.98735,0,0,0
561,0.5833,0.37455,-0.20424,2.70334,-35.86384,13.38735,0,0,0
562,0.5865,0.36815,-0.21,-9.01665,-36.98384,16.22735,0,0,0
563,0.60122,0.34735,-0.23272,-13.09665,-34.66384,17.46735,0,0,0
564,0.59322,0.32495,-0.24296,-13.25665,-32.90384,16.86735,0,0,0
565,0.59674,0.34031,-0.23304,-9.85665,-30.66384,14.74735,0,0,0
566,0.57562,0.35407,-0.19848,-9.45665,-30.22384,13.30735,0,0,0
567,0.58426,0.36655,-0.19784,-14.85665,-28.66384,14.38735,0,0,0
568,0.5529,0.36975,-0.2276,-12.21665,-22.34384,12.70735,0,0,0
569,0.53978,0.37743,-0.2356,-11.65665,-22.06384,12.38735,0,0,0
570,0.52122,0.37583,-0.23112,-12.05665,-20.98384,12.38735,0,0,0
571,0.50938,0.37007,-0.21736,-10.33665,-19.02384,11.58735,0,0,0
572,0.48282,0.36815,-0.24712,-5.97665,-15.70384,8.98735,0,0,0
573,0.4841,0.36975,-0.23688,-4.57665,-14.70384,7.66735,0,0,0
574,0.47738,0.39855,-0.22344,-3.17665,-13.86384,6.10735,0,0,0
575,0.45242,0.40431,-0.2452,-1.89665,-13.10384,2.70735,0,0,0
576,0.44826,0.42895,-0.2468,-1.25665,-13.06384,-0.97264,0,0,0
577,0.4569,0.41743,-0.2292,-1.25665,-12.98384,-2.89264,0,0,0
578,0.4585,0.41583,-0.26184,-1.21665,-11.26384,-5.33264,0,0,0
579,0.45402,0.40591,-0.28392,-1.89665,-8.86384,-6.85264,0,0,0
580,0.46426,0.40431,-0.26664,-2.37665,-7.78384,-7.57264,0,0,0
581,0.46426,0.38127,-0.27368,-3.25665,-5.50384,-8.77264,0,0,0
582,3.2953,0.55023,0.60088,43.66334,107.53615,-21.45264,0,0,0
583,2.9369,0.15119,0.71096,4.18334,152.77615,19.54735,0,0,0
584,3.04506,-0.31697,0.64632,-31.37665,169.85616,46.14735,0,0,0
585,2.59386,-1.03985,0.19448,-71.85666,174.25616,70.50735,0,0,0
586,1.52378,-1.20049,0.04216,-38.25665,107.21615,27.06735,0,0,0
587,1.07738,-1.11953,0.00856,-17.77665,46.97615,-13.17264,0,0,0
588,0.08282,-0.37233,0.08056,-1.09665,-98.18385,-106.81265,0,0,0
589,-2.26118,0.94735,-0.62152,-43.57666,-239.42384,-185.25264,0,0,0
590,-5.25414,3.06351,-3.06632,-101.33666,-344.66385,-215.01263,0,0,0
591,-4.3367,1.00175,0.02744,-33.05665,-317.94385,-186.17264,0,0,0
592,-2.82502,0.55727,-1.33512,168.94334,-139.30385,-13.13264,0,0,0
593,-0.79046,2.13391,0.88696,325.90335,75.45615,32.90735,0,0,0
594,-0.59942,2.57775,1.12504,207.66335,141.97615,44.94735,0,0,0
595,-0.3799,0.28559,0.07416,-198.17667,136.85616,46.78735,0,0,0
596,0.0073,-0.93201,-0.13928,-216.45667,89.89615,21.74735,0,0,0
597,0.1129,0.33807,-0.1524,24.98334,43.73615,-31.73264,0,0,0
598,0.37434,0.92527,0.02104,97.34334,24.01615,-41.69264,0,0,0
599,0.48058,1.31279,-0.19464,73.10334,9.81615,-11.37264,0,0,0
600,0.3929,0.72687,-0.32648,-7.45665,2.41615,8.66735,0,0,0
601,0.33114,0.57263,-0.42184,-20.13665,1.93615,12.74735,0,0,0
602,0.2649,0.58543,-0.46152,5.14334,5.65615,13.26735,0,0,0
603,0.30394,0.73327,-0.37352,23.02334,9.53615,15.22735,0,0,0
604,0.31322,0.72335,-0.30024,8.94334,14.13615,19.58735,0,0,0
605,0.28186,0.68943,-0.28968,-3.57665,16.21615,21.62735,0,0,0
606,0.23386,0.64207,-0.2516,-23.93665,19.01615,23.82735,0,0,0
607,0.18746,0.51471,-0.26728,-25.13665,21.65615,22.74735,0,0,0
608,0.19834,0.48879,-0.3028,-17.53665,21.09615,22.06735,0,0,0
609,0.27066,0.59599,-0.2292,3.74334,20.89615,19.02735,0,0,0
610,0.28346,0.69615,-0.18792,4.90334,23.97615,17.94735,0,0,0
611,0.28602,0.59951,-0.21864,-14.65665,25.93615,21.58735,0,0,0
612,0.29818,0.52111,-0.2388,-21.41665,26.33615,22.46735,0,0,0
613,0.33114,0.46767,-0.23528,-24.53665,25.25615,23.38735,0,0,0
614,0.34746,0.46863,-0.25704,-19.33665,22.97615,19.74735,0,0,0
615,0.45082,0.33807,-0.22664,-8.57665,12.65615,12.94735,0,0,0
616,0.45018,0.44495,-0.20968,9.02334,5.77615,12.22735,0,0,0
617,0.43706,0.46447,-0.20264,0.22334,0.97615,10.06735,0,0,0
618,0.49914,0.38895,-0.19624,-14.17665,-4.06384,9.02735,0,0,0
619,0.53562,0.32751,-0.22472,-17.29665,-5.66384,8.22735,0,0,0
620,0.55738,0.34927,-0.18216,-14.77665,-7.30384,6.66735,0,0,0
621,0.53722,0.41967,-0.18056,-10.77665,-9.18384,3.78735,0,0,0
622,0.52346,0.41551,-0.17,-14.49665,-12.70384,1.22735,0,0,0
623,0.5353,0.45935,-0.17608,-16.53665,-14.54384,0.94735,0,0,0
624,0.57978,0.36815,-0.21448,-18.17665,-16.70384,-0.45264,0,0,0
625,0.61402,0.34703,-0.19176,-12.49665,-17.94384,-3.05264,0,0,0
626,0.58138,0.39119,-0.16968,-5.73665,-19.42384,-4.33264,0,0,0
627,0.5753,0.44335,-0.16968,-9.09665,-21.22384,-2.45264,0,0,0
628,0.5513,0.36655,-0.16712,1.58334,-25.18384,-4.29264,0,0,0
629,0.55066,0.44559,-0.14024,2.94334,-22.98384,-5.21264,0,0,0
630,0.54458,0.46671,-0.146,-1.37665,-21.66384,-4.85264,0,0,0
631,0.55354,0.43407,-0.16648,-12.61665,-20.34384,-3.65264,0,0,0
632,0.54522,0.40719,-0.19304,-20.13665,-20.42384,-1.13264,0,0,0
633,0.54138,0.39919,-0.18632,-20.93665,-20.54384,-0.37264,0,0,0
634,0.53658,0.38927,-0.16808,-16.73665,-19.70384,-0.17264,0,0,0
635,0.51994,0.46831,-0.1924,-9.53665,-17.86384,-0.05264,0,0,0
636,0.5017,0.41935,-0.17544,-9.25665,-17.66384,0.70735,0,0,0
637,0.49594,0.42799,-0.18312,-12.57665,-18.90384,3.06735,0,0,0
638,0.51002,0.42543,-0.16296,-20.17665,-20.62384,7.18735,0,0,0
639,0.50554,0.34447,-0.20584,-20.09665,-20.94384,6.90735,0,0,0
640,0.47994,0.34671,-0.21704,-0.65665,-20.58384,3.94735,0,0,0
641,0.4601,0.43567,-0.17576,-2.65665,-10.46384,-0.29264,0,0,0
642,0.46458,0.42287,-0.18408,-1.81665,-8.82384,-0.85264,0,0,0
643,0.44506,0.42671,-0.21992,-0.61665,-5.58384,-2.65264,0,0,0
644,0.44762,0.42767,-0.21928,-1.25665,-4.46384,-3.69264,0,0,0
645,0.46362,0.41743,-0.21608,-1.05665,-3.46384,-4.53264,0,0,0
646,0.4537,0.41007,-0.24904,-0.25665,-0.94384,-4.73264,0,0,0
647,0.46426,0.44911,-0.21224,3.54334,3.41615,-4.21264,0,0,0
648,0.45402,0.45807,-0.21416,1.54334,4.61615,-3.09264,0,0,0
649,0.48058,0.38287,-0.2324,2.66334,8.61615,-2.77264,0,0,0
650,0.50042,0.38767,-0.18888,7.62334,9.73615,-3.49264,0,0,0
651,0.62842,0.38863,-0.07976,17.22334,15.57615,-5.13264,0,0,0
652,0.80922,0.32175,-0.09512,22.74334,28.01615,-7.57264,0,0,0
653,1.18234,0.17871,-0.04136,30.34334,42.65615,-11.65264,0,0,0
654,2.00346,0.25647,0.4588,43.38334,86.01615,-10.85264,0,0,0
655,2.78426,-0.02737,0.67736,17.34334,133.81615,14.26735,0,0,0
656,2.74746,-0.40337,0.67928,-6.17665,154.37614,36.50735,0,0,0
657,2.7193,-1.29137,0.2908,-30.81665,177.89616,78.14735,0,0,0
658,2.38106,-1.38257,0.14936,4.30334,159.97615,69.78735,0,0,0
659,-2.94438,2.07151,-0.92456,-235.49666,-236.54384,-247.73264,0,0,0
660,-4.38118,-0.22417,0.27736,-63.37666,-227.38383,-275.89264,0,0,0
661,-1.84006,0.37967,-1.21064,221.06334,-106.26385,-16.33264,0,0,0
662,-0.59462,2.48559,0.88952,377.98337,64.81615,79.78735,0,0,0
663,-0.50854,2.82735,1.00792,217.66335,117.33615,95.38735,0,0,0
664,-0.11302,-0.28625,0.39608,-203.73666,117.65615,72.62735,0,0,0
665,0.27194,1.25935,0.28696,113.74334,2.85615,-62.53264,0,0,0
666,0.30682,1.45391,0.00408,28.70334,-17.22384,-12.69264,0,0,0
667,0.25594,0.96239,-0.10344,58.98334,9.25615,15.66735,0,0,0
668,0.21754,0.92719,-0.09832,37.66334,10.53615,21.70735,0,0,0
669,0.18074,0.63343,-0.10728,-0.09665,11.49615,28.98735,0,0,0
670,0.21786,0.59087,-0.13608,11.38334,14.01615,29.62735,0,0,0
671,0.18906,0.67311,-0.18152,21.70334,17.81615,28.66735,0,0,0
672,0.19194,0.57071,-0.18312,14.30334,17.89615,29.98735,0,0,0
673,0.26234,0.53167,-0.15368,13.70334,17.45615,31.90735,0,0,0
674,0.25466,0.54671,-0.15048,17.90334,19.21615,30.94735,0,0,0
