motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
benchpress_aaron_2,1500,10,16,16,16,500,500,500
60,-0.28125,0.84375,0.09375,-17.578125,-19.53125,9.765625,,,
61,-0.28125,0.875,0.0625,-19.53125,-9.765625,9.765625,,,
62,-0.265625,0.859375,0.09375,-17.578125,-11.71875,13.671875,,,
63,-0.25,0.84375,0.078125,-21.484375,-3.90625,17.578125,,,
64,-0.203125,0.875,0.171875,-23.4375,-3.90625,19.53125,,,
65,-0.25,0.84375,0.109375,-23.4375,0,19.53125,,,
66,-0.15625,0.8125,0.109375,-21.484375,-1.953125,27.34375,,,
67,-0.234375,0.890625,0.125,-19.53125,-1.953125,27.34375,,,
68,-0.109375,0.875,0.15625,-27.34375,-17.578125,37.109375,,,
69,-0.046875,0.75,0.140625,-31.25,-23.4375,44.921875,,,
70,-0.046875,0.734375,0.140625,-27.34375,-25.390625,39.0625,,,
71,-0.125,0.59375,0.1875,-25.390625,-29.296875,33.203125,,,
72,-0.109375,0.578125,0.171875,-17.578125,-19.53125,15.625,,,
73,-0.15625,0.59375,0.203125,-3.90625,-11.71875,-5.859375,,,
74,-0.234375,0.71875,0.25,-1.953125,0,-13.671875,,,
75,-0.21875,0.859375,0.234375,1.953125,7.8125,-21.484375,,,
76,-0.125,0.765625,0.265625,7.8125,15.625,-25.390625,,,
77,-0.140625,0.71875,0.234375,15.625,19.53125,-29.296875,,,
78,-0.109375,0.71875,0.328125,17.578125,15.625,-19.53125,,,
79,-0.3125,0.890625,0.234375,15.625,21.484375,-21.484375,,,
80,-0.234375,0.921875,0.28125,15.625,27.34375,-19.53125,,,
81,-0.15625,0.875,0.203125,15.625,11.71875,-21.484375,,,
82,-0.125,0.828125,0.21875,9.765625,15.625,-23.4375,,,
83,-0.203125,0.84375,0.109375,11.71875,15.625,-29.296875,,,
84,-0.171875,0.78125,0.125,13.671875,13.671875,-33.203125,,,
85,-0.203125,0.796875,0.078125,21.484375,21.484375,-29.296875,,,
86,-0.171875,0.75,0.125,35.15625,9.765625,-35.15625,,,
87,-0.203125,0.734375,0.125,31.25,21.484375,-27.34375,,,
88,-0.25,0.84375,0.0625,31.25,21.484375,-29.296875,,,
89,-0.484375,0.84375,-0.03125,17.578125,5.859375,-33.203125,,,
90,-0.53125,0.859375,-0.125,7.8125,13.671875,-21.484375,,,
91,-0.640625,0.859375,-0.046875,11.71875,-3.90625,-19.53125,,,
92,-0.609375,0.921875,-0.0625,1.953125,3.90625,-5.859375,,,
93,-0.75,0.90625,-0.0625,0,3.90625,1.953125,,,
94,-0.65625,0.953125,-0.09375,0,0,7.8125,,,
95,-0.671875,0.90625,-0.09375,-3.90625,-1.953125,9.765625,,,
96,-0.640625,0.890625,-0.125,-7.8125,5.859375,15.625,,,
97,-0.484375,0.828125,-0.109375,-7.8125,-1.953125,15.625,,,
98,-0.46875,0.734375,-0.0625,-9.765625,-11.71875,19.53125,,,
99,-0.34375,0.71875,-0.046875,-15.625,-1.953125,23.4375,,,
100,-0.453125,1,-0.0625,-1.953125,0,9.765625,,,
101,-0.5,1.109375,-0.0625,0,3.90625,5.859375,,,
102,-0.5,1.09375,-0.015625,9.765625,-9.765625,-1.953125,,,
103,-0.453125,1.03125,-0.078125,7.8125,9.765625,-1.953125,,,
104,-0.546875,0.953125,-0.03125,11.71875,-9.765625,-3.90625,,,
105,-0.46875,0.953125,-0.046875,3.90625,-11.71875,-1.953125,,,
106,-0.46875,0.921875,0,0,-23.4375,-1.953125,,,
107,-0.375,0.921875,-0.015625,-5.859375,-5.859375,3.90625,,,
108,-0.46875,0.875,0.03125,-7.8125,-5.859375,7.8125,,,
109,-0.4375,0.875,0.015625,-7.8125,-11.71875,7.8125,,,
110,-0.34375,0.890625,0.109375,-3.90625,-3.90625,17.578125,,,
111,-0.390625,0.875,0.09375,-3.90625,-3.90625,17.578125,,,
112,-0.34375,0.859375,0.09375,-5.859375,0,17.578125,,,
113,-0.359375,0.8125,0.078125,-9.765625,-1.953125,19.53125,,,
114,-0.34375,0.8125,0.09375,-15.625,0,27.34375,,,
115,-0.296875,0.859375,0.15625,-19.53125,5.859375,25.390625,,,
116,-0.25,0.796875,0,-23.4375,1.953125,35.15625,,,
117,-0.234375,0.84375,0.125,-29.296875,9.765625,41.015625,,,
118,-0.296875,0.765625,0,-31.25,0,46.875,,,
119,-0.1875,0.8125,0.0625,-33.203125,11.71875,42.96875,,,
120,-0.171875,0.734375,0.125,-25.390625,0,46.875,,,
121,0,0.6875,0.140625,-21.484375,-5.859375,29.296875,,,
122,-0.0625,0.734375,0.171875,-17.578125,-7.8125,17.578125,,,
123,-0.078125,0.6875,0.125,-9.765625,-5.859375,0,,,
124,-0.078125,0.78125,0.15625,-5.859375,-1.953125,-7.8125,,,
125,-0.15625,0.8125,0.15625,-1.953125,7.8125,-11.71875,,,
126,-0.171875,0.875,0.1875,1.953125,3.90625,-17.578125,,,
127,-0.125,0.8125,0.171875,5.859375,7.8125,-17.578125,,,
128,-0.0625,0.75,0.25,9.765625,3.90625,-21.484375,,,
129,0,0.765625,0.3125,9.765625,5.859375,-23.4375,,,
130,-0.046875,0.765625,0.171875,17.578125,7.8125,-31.25,,,
131,-0.15625,0.8125,0.25,19.53125,3.90625,-17.578125,,,
132,-0.328125,0.890625,0.21875,21.484375,3.90625,-23.4375,,,
133,-0.234375,0.859375,0.1875,23.4375,9.765625,-23.4375,,,
134,-0.15625,0.796875,0.15625,17.578125,7.8125,-25.390625,,,
135,-0.21875,0.90625,0.046875,17.578125,5.859375,-25.390625,,,
136,-0.21875,0.828125,0.125,15.625,11.71875,-25.390625,,,
137,-0.25,0.78125,0.046875,9.765625,21.484375,-17.578125,,,
138,-0.328125,0.828125,0.046875,9.765625,37.109375,-13.671875,,,
139,-0.296875,0.859375,0,13.671875,17.578125,-15.625,,,
140,-0.359375,0.796875,0.078125,11.71875,0,-15.625,,,
141,-0.390625,0.859375,-0.0625,5.859375,3.90625,-7.8125,,,
142,-0.4375,0.921875,-0.046875,-3.90625,-1.953125,1.953125,,,
143,-0.4375,0.875,0,-9.765625,-11.71875,9.765625,,,
144,-0.40625,0.921875,0.03125,-13.671875,-17.578125,11.71875,,,
145,-0.359375,0.96875,0.078125,-21.484375,0,19.53125,,,
146,-0.390625,1.03125,0.0625,-17.578125,-5.859375,15.625,,,
147,-0.375,1,0.0625,-17.578125,1.953125,19.53125,,,
148,-0.375,0.921875,0.109375,-11.71875,-1.953125,13.671875,,,
149,-0.375,0.96875,0.125,-11.71875,5.859375,15.625,,,
150,-0.359375,0.96875,0.109375,-9.765625,13.671875,11.71875,,,
151,-0.375,1.0625,0.03125,-5.859375,23.4375,9.765625,,,
152,-0.328125,1.0625,-0.015625,11.71875,9.765625,0,,,
153,-0.34375,1.03125,0,9.765625,1.953125,0,,,
154,-0.359375,1.03125,0.015625,7.8125,-1.953125,-1.953125,,,
155,-0.296875,0.984375,0.046875,3.90625,-17.578125,0,,,
156,-0.21875,0.984375,0.046875,0,-11.71875,0,,,
157,-0.25,0.953125,0.046875,-1.953125,-9.765625,0,,,
158,-0.3125,0.9375,0.0625,0,-21.484375,-1.953125,,,
159,-0.25,0.921875,0.09375,0,-21.484375,-5.859375,,,
160,-0.25,0.875,0.15625,0,-19.53125,-7.8125,,,
161,-0.265625,0.90625,0.109375,-1.953125,-5.859375,-1.953125,,,
162,-0.3125,0.890625,0.140625,0,-15.625,-5.859375,,,
163,-0.296875,0.90625,0.171875,-9.765625,0,5.859375,,,
164,-0.28125,0.90625,0.140625,-9.765625,5.859375,7.8125,,,
165,-0.234375,0.890625,0.15625,-11.71875,3.90625,13.671875,,,
166,-0.296875,0.859375,0.15625,-15.625,3.90625,17.578125,,,
167,-0.25,0.921875,0.0625,-21.484375,5.859375,27.34375,,,
168,-0.28125,0.84375,0.09375,-19.53125,0,29.296875,,,
169,-0.171875,0.78125,0.140625,-19.53125,-5.859375,33.203125,,,
170,-0.140625,0.8125,0.203125,-21.484375,-11.71875,37.109375,,,
171,-0.109375,0.78125,0.25,-25.390625,-9.765625,39.0625,,,
172,-0.046875,0.734375,0.171875,-21.484375,-7.8125,33.203125,,,
173,-0.078125,0.734375,0.234375,-9.765625,-17.578125,13.671875,,,
174,-0.140625,0.734375,0.25,-7.8125,-13.671875,3.90625,,,
175,-0.078125,0.765625,0.203125,-1.953125,-1.953125,0,,,
176,-0.140625,0.703125,0.203125,5.859375,-7.8125,-11.71875,,,
177,-0.15625,0.78125,0.25,5.859375,7.8125,-15.625,,,
178,-0.1875,0.859375,0.234375,11.71875,5.859375,-17.578125,,,
179,-0.140625,0.78125,0.265625,15.625,19.53125,-21.484375,,,
180,-0.140625,0.6875,0.203125,25.390625,13.671875,-23.4375,,,
181,-0.21875,0.84375,0.1875,21.484375,13.671875,-23.4375,,,
182,-0.234375,0.71875,0.078125,33.203125,17.578125,-33.203125,,,
183,-0.265625,0.75,0.1875,29.296875,13.671875,-25.390625,,,
184,-0.25,0.828125,0.125,31.25,13.671875,-13.671875,,,
185,-0.28125,0.828125,0.046875,29.296875,3.90625,-13.671875,,,
186,-0.21875,0.875,0.09375,27.34375,0,0,,,
187,-0.203125,0.9375,0.03125,25.390625,-1.953125,-9.765625,,,
188,-0.171875,0.921875,0.125,23.4375,-1.953125,3.90625,,,
189,-0.21875,0.96875,-0.078125,13.671875,25.390625,0,,,
190,-0.265625,0.953125,-0.03125,13.671875,1.953125,-11.71875,,,
191,-0.21875,0.921875,-0.0625,7.8125,11.71875,-13.671875,,,
192,-0.28125,0.859375,-0.015625,7.8125,-3.90625,-21.484375,,,
193,-0.171875,0.890625,-0.03125,1.953125,9.765625,-15.625,,,
194,-0.4375,0.859375,-0.078125,-5.859375,0,-1.953125,,,
195,-0.328125,0.890625,0,-11.71875,5.859375,0,,,
196,-0.40625,0.890625,-0.03125,-11.71875,-1.953125,0,,,
197,-0.375,0.90625,0.015625,-17.578125,-9.765625,5.859375,,,
198,-0.359375,0.9375,0.03125,-21.484375,-7.8125,13.671875,,,
199,-0.4375,1,0.015625,-19.53125,-1.953125,15.625,,,
200,-0.390625,1.046875,0.03125,-7.8125,-5.859375,7.8125,,,
201,-0.453125,1.109375,0,-11.71875,0,11.71875,,,
202,-0.453125,1.09375,0,-3.90625,0,3.90625,,,
203,-0.421875,1.109375,-0.03125,0,15.625,-1.953125,,,
204,-0.453125,1.109375,-0.078125,1.953125,21.484375,-7.8125,,,
205,-0.375,0.96875,-0.03125,0,1.953125,-1.953125,,,
206,-0.359375,0.921875,-0.03125,-5.859375,1.953125,0,,,
207,-0.28125,0.984375,-0.015625,-11.71875,5.859375,3.90625,,,
208,-0.328125,0.96875,-0.03125,-5.859375,0,3.90625,,,
209,-0.3125,0.953125,0.03125,0,-15.625,-3.90625,,,
210,-0.28125,0.953125,0.015625,1.953125,-19.53125,-5.859375,,,
211,-0.296875,0.90625,0.09375,3.90625,-37.109375,-11.71875,,,
212,-0.25,0.921875,0.0625,-1.953125,-17.578125,-5.859375,,,
213,-0.34375,0.921875,0.078125,-5.859375,-15.625,-5.859375,,,
214,-0.3125,0.890625,0.0625,-11.71875,-13.671875,-3.90625,,,
215,-0.359375,0.796875,0.1875,-25.390625,9.765625,7.8125,,,
216,-0.3125,0.828125,0.109375,-27.34375,9.765625,17.578125,,,
217,-0.390625,0.84375,0.109375,-27.34375,5.859375,21.484375,,,
218,-0.390625,0.875,0.09375,-29.296875,5.859375,35.15625,,,
219,-0.28125,0.734375,0.1875,-29.296875,-3.90625,44.921875,,,
220,-0.34375,0.765625,0.15625,-23.4375,-15.625,46.875,,,
221,-0.296875,0.71875,0.203125,-23.4375,-31.25,46.875,,,
222,-0.21875,0.71875,0.140625,-21.484375,-23.4375,42.96875,,,
223,-0.1875,0.734375,0.203125,-15.625,-33.203125,33.203125,,,
224,-0.234375,0.671875,0.140625,-13.671875,-27.34375,23.4375,,,
225,-0.171875,0.640625,0.21875,-7.8125,-27.34375,5.859375,,,
226,-0.28125,0.84375,0.25,11.71875,1.953125,-21.484375,,,
227,-0.265625,0.828125,0.28125,15.625,11.71875,-17.578125,,,
228,-0.25,0.71875,0.25,19.53125,13.671875,-15.625,,,
229,-0.21875,0.6875,0.1875,25.390625,19.53125,-19.53125,,,
230,-0.21875,0.609375,0.1875,25.390625,17.578125,-15.625,,,
231,-0.21875,0.625,0.125,29.296875,11.71875,-23.4375,,,
232,-0.21875,0.6875,0.1875,27.34375,9.765625,-13.671875,,,
233,-0.34375,0.8125,0.03125,21.484375,19.53125,-17.578125,,,
234,-0.3125,0.890625,0.1875,23.4375,3.90625,-15.625,,,
235,-0.203125,0.8125,0.140625,23.4375,3.90625,-9.765625,,,
236,-0.265625,0.9375,0.015625,15.625,7.8125,-7.8125,,,
237,-0.328125,0.875,0.015625,15.625,13.671875,-17.578125,,,
238,-0.328125,0.859375,-0.015625,13.671875,11.71875,-19.53125,,,
239,-0.203125,0.8125,0.078125,11.71875,3.90625,-21.484375,,,
240,-0.25,0.859375,0.046875,3.90625,31.25,-17.578125,,,
241,-0.265625,0.828125,0.078125,5.859375,9.765625,-19.53125,,,
242,-0.359375,0.875,0.03125,0,21.484375,-7.8125,,,
243,-0.359375,0.9375,0,0,13.671875,-5.859375,,,
244,-0.4375,0.890625,0,-3.90625,7.8125,0,,,
245,-0.453125,0.9375,0.03125,-1.953125,0,0,,,
246,-0.4375,0.921875,0,-9.765625,1.953125,3.90625,,,
247,-0.546875,1.015625,0,-3.90625,3.90625,15.625,,,
248,-0.578125,1.203125,-0.171875,0,5.859375,11.71875,,,
249,-0.53125,1.15625,-0.140625,3.90625,13.671875,9.765625,,,
250,-0.484375,1.15625,-0.125,9.765625,15.625,1.953125,,,
251,-0.453125,1.078125,-0.15625,5.859375,11.71875,0,,,
252,-0.4375,1.015625,-0.109375,0,0,0,,,
253,-0.34375,0.953125,-0.09375,-7.8125,-7.8125,0,,,
254,-0.34375,0.875,-0.046875,-15.625,0,3.90625,,,
255,-0.28125,0.875,-0.015625,-15.625,-5.859375,7.8125,,,
256,-0.296875,0.890625,0,-15.625,-7.8125,11.71875,,,
257,-0.21875,0.921875,0.09375,-3.90625,-25.390625,3.90625,,,
258,-0.3125,0.921875,0.09375,-7.8125,-23.4375,9.765625,,,
259,-0.3125,0.921875,0.09375,-9.765625,-21.484375,7.8125,,,
260,-0.265625,0.90625,0.140625,-13.671875,-15.625,3.90625,,,
261,-0.28125,0.90625,0.125,-19.53125,-15.625,3.90625,,,
262,-0.3125,0.90625,0.140625,-21.484375,-9.765625,3.90625,,,
263,-0.25,0.90625,0.15625,-21.484375,-7.8125,9.765625,,,
264,-0.25,0.859375,0.203125,-23.4375,-1.953125,11.71875,,,
265,-0.234375,0.859375,0.203125,-25.390625,0,15.625,,,
266,-0.234375,0.859375,0.171875,-23.4375,-1.953125,15.625,,,
267,-0.203125,0.828125,0.1875,-21.484375,-3.90625,19.53125,,,
268,-0.140625,0.859375,0.296875,-27.34375,-23.4375,25.390625,,,
269,-0.234375,0.796875,0.265625,-23.4375,-27.34375,21.484375,,,
270,-0.046875,0.765625,0.28125,-25.390625,-25.390625,19.53125,,,
271,-0.140625,0.71875,0.296875,-21.484375,-21.484375,11.71875,,,
272,-0.15625,0.78125,0.28125,-17.578125,-15.625,7.8125,,,
273,-0.140625,0.671875,0.34375,-9.765625,-13.671875,0,,,
274,-0.171875,0.6875,0.296875,-1.953125,-3.90625,-9.765625,,,
275,-0.203125,0.6875,0.40625,0,9.765625,-23.4375,,,
276,-0.171875,0.78125,0.375,5.859375,9.765625,-21.484375,,,
277,-0.28125,0.796875,0.390625,7.8125,19.53125,-21.484375,,,
278,-0.234375,0.703125,0.328125,29.296875,35.15625,-29.296875,,,
279,-0.421875,0.71875,0.25,31.25,29.296875,-25.390625,,,
280,-0.328125,0.65625,0.265625,31.25,35.15625,-29.296875,,,
281,-0.328125,0.734375,0.21875,35.15625,41.015625,-21.484375,,,
282,-0.390625,0.71875,0.125,37.109375,27.34375,-21.484375,,,
283,-0.359375,0.75,0.15625,37.109375,21.484375,-21.484375,,,
284,-0.296875,0.71875,0.171875,33.203125,19.53125,-19.53125,,,
285,-0.359375,0.734375,0.109375,35.15625,9.765625,-17.578125,,,
286,-0.328125,0.734375,0.09375,25.390625,15.625,-5.859375,,,
287,-0.34375,0.8125,0,25.390625,33.203125,0,,,
288,-0.46875,0.78125,0.015625,29.296875,0,-3.90625,,,
289,-0.375,0.890625,0,17.578125,-15.625,5.859375,,,
290,-0.390625,0.890625,0,15.625,-9.765625,7.8125,,,
291,-0.375,0.890625,0,7.8125,5.859375,9.765625,,,
292,-0.390625,0.875,0,3.90625,0,5.859375,,,
293,-0.40625,0.84375,-0.046875,0,1.953125,7.8125,,,
294,-0.421875,0.84375,0,-5.859375,7.8125,11.71875,,,
295,-0.359375,0.90625,0,-7.8125,5.859375,15.625,,,
296,-0.328125,0.890625,0.03125,-11.71875,9.765625,23.4375,,,
297,-0.359375,0.921875,0.015625,-17.578125,15.625,25.390625,,,
298,-0.390625,0.9375,-0.0625,-15.625,7.8125,17.578125,,,
299,-0.421875,1.171875,-0.09375,0,0,-1.953125,,,
300,-0.390625,1.171875,-0.078125,5.859375,7.8125,-5.859375,,,
301,-0.375,1.15625,-0.109375,3.90625,13.671875,-5.859375,,,
302,-0.453125,1.109375,-0.109375,9.765625,-15.625,-5.859375,,,
303,-0.328125,1.015625,-0.078125,1.953125,-11.71875,-1.953125,,,
304,-0.328125,0.96875,-0.015625,-3.90625,-17.578125,1.953125,,,
305,-0.3125,0.953125,-0.015625,-5.859375,-17.578125,5.859375,,,
306,-0.3125,0.921875,0.015625,-9.765625,-9.765625,5.859375,,,
307,-0.328125,0.921875,0.015625,-9.765625,-15.625,3.90625,,,
308,-0.3125,0.90625,0.046875,-7.8125,-25.390625,0,,,
309,-0.265625,0.921875,0.0625,-11.71875,-23.4375,0,,,
310,-0.234375,0.84375,0.109375,-27.34375,-7.8125,3.90625,,,
311,-0.25,0.84375,0.09375,-31.25,-3.90625,11.71875,,,
312,-0.234375,0.796875,0.125,-31.25,-1.953125,7.8125,,,
313,-0.25,0.828125,0.171875,-33.203125,1.953125,7.8125,,,
314,-0.28125,0.890625,0.15625,-31.25,-3.90625,11.71875,,,
315,-0.234375,0.8125,0.234375,-27.34375,-5.859375,13.671875,,,
316,-0.234375,0.84375,0.203125,-31.25,-7.8125,17.578125,,,
317,-0.25,0.84375,0.25,-29.296875,-11.71875,19.53125,,,
318,-0.203125,0.765625,0.28125,-27.34375,-23.4375,25.390625,,,
319,-0.21875,0.828125,0.296875,-29.296875,-23.4375,25.390625,,,
320,-0.046875,0.65625,0.421875,-33.203125,-35.15625,21.484375,,,
321,-0.140625,0.609375,0.390625,-29.296875,-33.203125,13.671875,,,
322,-0.109375,0.59375,0.328125,-27.34375,-31.25,13.671875,,,
323,-0.171875,0.578125,0.453125,-21.484375,-21.484375,1.953125,,,
324,-0.1875,0.703125,0.4375,-9.765625,-5.859375,-5.859375,,,
325,-0.1875,0.734375,0.46875,1.953125,3.90625,-17.578125,,,
326,-0.203125,0.78125,0.578125,1.953125,13.671875,-17.578125,,,
327,-0.09375,0.765625,0.546875,9.765625,19.53125,-19.53125,,,
328,-0.125,0.671875,0.53125,19.53125,25.390625,-23.4375,,,
329,-0.09375,0.703125,0.53125,27.34375,25.390625,-23.4375,,,
330,-0.1875,0.640625,0.5,35.15625,29.296875,-37.109375,,,
331,-0.375,0.828125,0.28125,44.921875,33.203125,-33.203125,,,
332,-0.3125,0.71875,0.34375,46.875,33.203125,-33.203125,,,
333,-0.34375,0.828125,0.25,42.96875,39.0625,-29.296875,,,
334,-0.34375,0.71875,0.25,41.015625,39.0625,-25.390625,,,
335,-0.375,0.75,0.15625,33.203125,41.015625,-17.578125,,,
336,-0.390625,0.6875,0.078125,31.25,50.78125,-13.671875,,,
337,-0.390625,0.734375,0.046875,33.203125,39.0625,-17.578125,,,
338,-0.390625,0.796875,0,29.296875,41.015625,-3.90625,,,
339,-0.453125,0.8125,-0.03125,33.203125,15.625,-1.953125,,,
340,-0.359375,0.84375,-0.046875,29.296875,15.625,1.953125,,,
341,-0.453125,0.921875,-0.140625,7.8125,-13.671875,7.8125,,,
342,-0.421875,0.953125,-0.15625,-1.953125,-1.953125,11.71875,,,
343,-0.4375,0.921875,-0.15625,-7.8125,-1.953125,11.71875,,,
344,-0.453125,0.890625,-0.125,-7.8125,-1.953125,1.953125,,,
345,-0.375,0.875,-0.09375,-21.484375,9.765625,13.671875,,,
346,-0.375,0.796875,-0.03125,-23.4375,7.8125,21.484375,,,
347,-0.4375,0.875,-0.03125,-21.484375,1.953125,21.484375,,,
348,-0.359375,0.890625,0.015625,-21.484375,-1.953125,23.4375,,,
349,-0.34375,1,0,-19.53125,0,21.484375,,,
350,-0.40625,1.078125,0.03125,-9.765625,-3.90625,13.671875,,,
351,-0.5,1.25,-0.0625,-5.859375,-3.90625,7.8125,,,
352,-0.375,1.015625,-0.046875,11.71875,-15.625,-5.859375,,,
353,-0.34375,1,-0.0625,0,0,0,,,
354,-0.390625,0.953125,0,-3.90625,-7.8125,0,,,
355,-0.34375,0.96875,-0.015625,-11.71875,-5.859375,5.859375,,,
356,-0.375,0.9375,0,-13.671875,-11.71875,5.859375,,,
357,-0.296875,0.9375,0.015625,-19.53125,-21.484375,5.859375,,,
358,-0.34375,0.90625,0.03125,-21.484375,-17.578125,7.8125,,,
359,-0.296875,0.921875,0.0625,-25.390625,-13.671875,13.671875,,,
360,-0.28125,0.890625,0.140625,-21.484375,-19.53125,21.484375,,,
361,-0.234375,0.921875,0.171875,-19.53125,-17.578125,19.53125,,,
362,-0.171875,0.796875,0.21875,-23.4375,-9.765625,17.578125,,,
363,-0.171875,0.828125,0.21875,-25.390625,-5.859375,19.53125,,,
364,-0.1875,0.78125,0.1875,-25.390625,-5.859375,23.4375,,,
365,-0.203125,0.78125,0.25,-27.34375,-5.859375,25.390625,,,
366,-0.203125,0.78125,0.25,-29.296875,-5.859375,27.34375,,,
367,-0.1875,0.734375,0.265625,-27.34375,-3.90625,25.390625,,,
368,-0.15625,0.859375,0.21875,-25.390625,-7.8125,27.34375,,,
369,-0.09375,0.796875,0.296875,-27.34375,-17.578125,27.34375,,,
370,-0.078125,0.734375,0.28125,-29.296875,-11.71875,29.296875,,,
371,-0.140625,0.71875,0.28125,-27.34375,-23.4375,23.4375,,,
372,0,0.640625,0.34375,-21.484375,-9.765625,13.671875,,,
373,-0.15625,0.78125,0.390625,-5.859375,11.71875,-13.671875,,,
374,-0.15625,0.78125,0.40625,0,7.8125,-15.625,,,
375,-0.078125,0.75,0.40625,11.71875,9.765625,-19.53125,,,
376,-0.078125,0.703125,0.46875,11.71875,11.71875,-19.53125,,,
377,-0.171875,0.734375,0.390625,17.578125,9.765625,-29.296875,,,
378,-0.203125,0.703125,0.390625,23.4375,7.8125,-25.390625,,,
379,-0.125,0.765625,0.40625,23.4375,13.671875,-31.25,,,
380,-0.203125,0.78125,0.359375,25.390625,9.765625,-27.34375,,,
