motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
benchpress_jared_1,1500,10,16,16,16,500,500,500
59,-0.109375,0.78125,-0.109375,-9.765625,-27.34375,0,,,
60,-0.109375,0.78125,-0.109375,-11.71875,-29.296875,1.953125,,,
61,0.046875,0.65625,-0.046875,-23.4375,-21.484375,23.4375,,,
62,-0.109375,0.5,0,-21.484375,-19.53125,33.203125,,,
63,-0.140625,0.640625,-0.125,-25.390625,-23.4375,46.875,,,
64,-0.03125,0.484375,0,-21.484375,-9.765625,37.109375,,,
65,-0.078125,0.515625,-0.09375,-17.578125,-3.90625,31.25,,,
66,-0.171875,0.453125,-0.078125,-5.859375,-1.953125,3.90625,,,
67,0.015625,0.609375,-0.15625,-1.953125,7.8125,-29.296875,,,
68,-0.359375,0.78125,-0.171875,11.71875,-11.71875,17.578125,,,
69,-0.59375,0.625,0.53125,-1.953125,-31.25,15.625,,,
70,-0.25,0.90625,-0.0625,1.953125,33.203125,-3.90625,,,
71,-0.015625,0.71875,-0.125,0,25.390625,0,,,
72,-0.09375,0.75,-0.28125,3.90625,21.484375,-5.859375,,,
73,-0.203125,0.671875,-0.03125,3.90625,19.53125,-29.296875,,,
74,-0.140625,0.71875,-0.046875,7.8125,1.953125,-7.8125,,,
75,-0.15625,0.65625,-0.140625,21.484375,41.015625,-19.53125,,,
76,0.0625,0.703125,-0.109375,19.53125,19.53125,-15.625,,,
77,-0.03125,0.890625,0.046875,17.578125,3.90625,-7.8125,,,
78,0.1875,0.9375,0.03125,15.625,1.953125,-5.859375,,,
79,-0.09375,1.171875,-0.296875,-3.90625,17.578125,-9.765625,,,
80,-0.046875,1.078125,0.015625,-37.109375,-11.71875,0,,,
81,-0.046875,1.078125,0.015625,-35.15625,-11.71875,0,,,
82,-0.078125,1.046875,0.015625,-31.25,-7.8125,7.8125,,,
83,-0.015625,1.078125,0.03125,-23.4375,-3.90625,17.578125,,,
84,-0.015625,1.140625,0.046875,-19.53125,7.8125,21.484375,,,
85,-0.125,1.234375,0.0625,-19.53125,-9.765625,27.34375,,,
86,-0.109375,1.484375,-0.015625,-17.578125,0,11.71875,,,
87,-0.25,1.671875,0,1.953125,9.765625,-1.953125,,,
88,-0.28125,1.734375,-0.046875,21.484375,9.765625,-27.34375,,,
89,-0.296875,1.59375,-0.03125,23.4375,1.953125,-41.015625,,,
90,-0.25,1.5,-0.15625,17.578125,0,-41.015625,,,
91,0,1.34375,0,11.71875,-13.671875,-21.484375,,,
92,-0.078125,1.1875,0.09375,3.90625,-46.875,-13.671875,,,
93,-0.03125,1,0.078125,-3.90625,-27.34375,0,,,
94,0,0.71875,0.0625,-17.578125,-33.203125,13.671875,,,
95,-0.015625,0.609375,-0.09375,-7.8125,-29.296875,31.25,,,
96,-0.3125,0.53125,-0.171875,-11.71875,-15.625,35.15625,,,
97,-0.078125,0.421875,0.125,-11.71875,-23.4375,41.015625,,,
98,-0.15625,0.796875,-0.25,-29.296875,9.765625,19.53125,,,
99,-0.40625,0.59375,0.046875,0,-13.671875,9.765625,,,
100,-0.15625,0.453125,0.09375,3.90625,-3.90625,9.765625,,,
101,-0.296875,0.625,0,17.578125,25.390625,9.765625,,,
102,-0.296875,0.625,0,17.578125,19.53125,9.765625,,,
103,-0.21875,0.6875,-0.1875,37.109375,21.484375,-15.625,,,
104,0.015625,0.65625,0,5.859375,21.484375,-7.8125,,,
105,-0.28125,0.984375,-0.359375,5.859375,37.109375,-15.625,,,
106,-0.21875,0.640625,0.046875,19.53125,17.578125,-27.34375,,,
107,-0.125,0.828125,-0.3125,19.53125,60.546875,-21.484375,,,
108,-0.03125,0.515625,-0.015625,11.71875,19.53125,-25.390625,,,
109,0.140625,1.015625,-0.203125,-1.953125,3.90625,-7.8125,,,
110,-0.03125,0.6875,-0.046875,1.953125,3.90625,-7.8125,,,
111,0,0.96875,-0.3125,7.8125,3.90625,-9.765625,,,
112,-0.140625,0.984375,0.046875,-25.390625,0,0,,,
113,-0.046875,0.90625,-0.015625,-29.296875,-5.859375,0,,,
114,-0.015625,0.90625,0.03125,-37.109375,-9.765625,21.484375,,,
115,-0.015625,0.96875,0,-50.78125,-9.765625,41.015625,,,
116,-0.25,1.3125,0.046875,-56.640625,-1.953125,41.015625,,,
117,-0.09375,1.703125,0,-37.109375,-9.765625,58.59375,,,
118,-0.28125,1.96875,0.0625,-5.859375,-13.671875,29.296875,,,
119,-0.296875,1.96875,0.078125,13.671875,-11.71875,-19.53125,,,
120,-0.28125,1.640625,0,23.4375,-7.8125,-44.921875,,,
121,-0.140625,1.40625,-0.078125,29.296875,-11.71875,-44.921875,,,
122,0.078125,0.953125,0.015625,-7.8125,-35.15625,5.859375,,,
123,-0.046875,0.890625,-0.0625,-1.953125,-41.015625,15.625,,,
124,0.0625,0.6875,0.03125,-23.4375,-33.203125,21.484375,,,
125,0.015625,0.59375,-0.09375,-19.53125,-39.0625,17.578125,,,
126,0,0.640625,-0.078125,-25.390625,-7.8125,35.15625,,,
127,-0.328125,0.46875,-0.015625,-21.484375,5.859375,17.578125,,,
128,-0.0625,0.671875,-0.03125,-29.296875,1.953125,17.578125,,,
129,0.0625,0.609375,0.109375,-27.34375,0,17.578125,,,
130,-0.109375,0.828125,-0.125,-9.765625,-35.15625,15.625,,,
131,-0.15625,0.75,0.15625,0,-7.8125,-15.625,,,
132,0.421875,1.171875,0.09375,21.484375,-72.265625,0,,,
133,-0.296875,0.734375,-0.09375,15.625,37.109375,-19.53125,,,
134,-0.09375,0.921875,0,3.90625,1.953125,1.953125,,,
135,-0.265625,0.765625,0.015625,21.484375,7.8125,-7.8125,,,
136,-0.140625,0.96875,0.046875,17.578125,35.15625,-21.484375,,,
137,-0.203125,0.65625,-0.078125,27.34375,23.4375,-15.625,,,
138,-0.1875,0.71875,0.015625,23.4375,66.40625,-41.015625,,,
139,-0.078125,0.53125,0.046875,19.53125,35.15625,-31.25,,,
140,-0.59375,0.734375,-0.75,74.21875,78.125,-31.25,,,
141,-0.375,0.53125,0.4375,11.71875,48.828125,-25.390625,,,
142,0.03125,0.859375,-0.359375,-35.15625,11.71875,13.671875,,,
143,-0.015625,1.109375,-0.296875,-54.6875,-15.625,29.296875,,,
144,-0.015625,1,-0.1875,-54.6875,-9.765625,42.96875,,,
145,0.109375,1.015625,0.03125,-56.640625,-9.765625,41.015625,,,
146,0.125,1,-0.03125,-70.3125,-21.484375,46.875,,,
147,-0.015625,1.015625,0.203125,-70.3125,-13.671875,48.828125,,,
148,0,1.46875,0,-68.359375,-9.765625,25.390625,,,
149,-0.15625,1.765625,0.015625,-29.296875,-25.390625,9.765625,,,
150,-0.078125,1.96875,0.09375,11.71875,9.765625,-17.578125,,,
151,-0.203125,1.84375,0.1875,41.015625,0,-42.96875,,,
152,-0.203125,1.578125,0.078125,50.78125,0,-42.96875,,,
153,-0.03125,1.09375,0.046875,25.390625,-33.203125,-13.671875,,,
154,0.046875,1.09375,0.015625,13.671875,-17.578125,-11.71875,,,
155,0.09375,0.921875,-0.0625,5.859375,-29.296875,-3.90625,,,
156,0.078125,0.921875,0.015625,-7.8125,-33.203125,11.71875,,,
157,-0.03125,0.8125,-0.140625,-21.484375,0,5.859375,,,
158,-0.109375,0.671875,-0.015625,-27.34375,-7.8125,15.625,,,
159,0.03125,0.8125,0.140625,-42.96875,0,17.578125,,,
160,-0.171875,0.65625,-0.0625,-25.390625,3.90625,9.765625,,,
161,-0.09375,0.671875,0,-19.53125,27.34375,9.765625,,,
162,-0.34375,0.625,-0.015625,-11.71875,7.8125,5.859375,,,
163,-0.09375,0.65625,-0.09375,3.90625,-11.71875,13.671875,,,
164,-0.296875,0.703125,-0.21875,27.34375,-41.015625,-9.765625,,,
165,-0.296875,0.703125,-0.21875,15.625,11.71875,-3.90625,,,
166,-0.546875,0.953125,-0.125,15.625,-7.8125,-15.625,,,
167,-0.296875,0.984375,-0.0625,5.859375,-1.953125,1.953125,,,
168,-0.34375,0.625,-0.09375,35.15625,5.859375,-3.90625,,,
169,-0.40625,0.671875,-0.34375,19.53125,33.203125,-17.578125,,,
170,-0.234375,0.34375,-0.03125,33.203125,9.765625,-23.4375,,,
171,-0.328125,0.9375,-0.25,3.90625,37.109375,-7.8125,,,
172,-0.109375,0.234375,0,39.0625,15.625,-13.671875,,,
173,-0.140625,1.09375,-0.25,7.8125,41.015625,7.8125,,,
174,-0.015625,0.75,0.15625,7.8125,17.578125,19.53125,,,
175,0.046875,1.015625,-0.140625,-37.109375,-7.8125,13.671875,,,
176,0.046875,0.9375,-0.1875,-27.34375,-7.8125,17.578125,,,
177,0.015625,0.96875,-0.015625,-23.4375,-9.765625,25.390625,,,
178,-0.046875,1.125,-0.015625,-21.484375,-3.90625,27.34375,,,
179,-0.109375,1.125,-0.015625,-23.4375,-9.765625,31.25,,,
180,-0.09375,1.265625,0.015625,-27.34375,-7.8125,39.0625,,,
181,-0.140625,1.5,0,-21.484375,-5.859375,21.484375,,,
182,-0.09375,1.65625,-0.0625,1.953125,-3.90625,11.71875,,,
183,-0.265625,1.625,-0.015625,15.625,1.953125,-7.8125,,,
184,-0.171875,1.546875,-0.0625,17.578125,-1.953125,-25.390625,,,
185,-0.0625,1.21875,-0.140625,15.625,-1.953125,-33.203125,,,
186,-0.0625,1.21875,-0.140625,15.625,-3.90625,-33.203125,,,
187,-0.0625,1.234375,-0.09375,13.671875,-13.671875,-19.53125,,,
188,0.109375,1.140625,-0.109375,3.90625,-35.15625,-5.859375,,,
189,0.03125,1.046875,-0.0625,-11.71875,-23.4375,-1.953125,,,
190,-0.078125,0.890625,0.0625,-29.296875,-41.015625,0,,,
191,-0.03125,0.78125,-0.0625,-29.296875,-37.109375,11.71875,,,
192,0.015625,0.671875,-0.03125,-35.15625,-19.53125,27.34375,,,
193,-0.25,0.625,-0.0625,-31.25,-35.15625,29.296875,,,
194,-0.15625,0.625,-0.171875,-29.296875,-23.4375,35.15625,,,
195,-0.15625,0.5625,0.078125,-27.34375,1.953125,35.15625,,,
196,-0.25,0.6875,0.0625,7.8125,-17.578125,-15.625,,,
197,-0.453125,0.84375,-0.125,13.671875,0,-29.296875,,,
198,-0.28125,0.578125,0.125,21.484375,-1.953125,-9.765625,,,
199,-0.421875,0.90625,-0.203125,13.671875,39.0625,0,,,
200,-0.1875,0.9375,0.015625,19.53125,54.6875,-33.203125,,,
201,-0.234375,0.703125,0.03125,23.4375,15.625,-25.390625,,,
202,-0.375,0.796875,-0.03125,25.390625,17.578125,-23.4375,,,
203,-0.171875,0.59375,0.0625,19.53125,17.578125,-19.53125,,,
204,-0.546875,0.828125,-0.375,31.25,56.640625,-41.015625,,,
205,-0.15625,0.375,0.03125,19.53125,25.390625,-41.015625,,,
206,-0.328125,0.984375,-0.28125,-31.25,1.953125,-11.71875,,,
207,0.03125,0.84375,0.046875,-27.34375,-1.953125,0,,,
208,-0.1875,0.921875,-0.078125,-48.828125,0,9.765625,,,
209,-0.203125,1.015625,-0.109375,-56.640625,5.859375,7.8125,,,
210,0,0.875,0.03125,-56.640625,-7.8125,19.53125,,,
211,0,0.828125,0.171875,-52.734375,-25.390625,35.15625,,,
212,0.109375,1.015625,0.03125,-54.6875,-25.390625,66.40625,,,
213,-0.265625,1.09375,0.21875,-60.546875,-17.578125,58.59375,,,
214,-0.359375,1.484375,0.140625,-41.015625,-1.953125,50.78125,,,
215,-0.265625,1.796875,0.328125,0,-1.953125,48.828125,,,
216,-0.328125,1.96875,0.3125,39.0625,-11.71875,9.765625,,,
217,-0.1875,1.421875,0.078125,41.015625,25.390625,-58.59375,,,
218,-0.078125,1.3125,0.015625,27.34375,15.625,-52.734375,,,
219,0.09375,1.15625,0,15.625,13.671875,-33.203125,,,
220,0.078125,1.078125,-0.015625,11.71875,7.8125,-13.671875,,,
221,0.125,1.03125,0.015625,3.90625,-7.8125,0,,,
222,-0.109375,0.875,0,0,-3.90625,25.390625,,,
223,-0.109375,0.734375,0,-5.859375,-15.625,23.4375,,,
224,-0.171875,0.65625,-0.015625,-17.578125,-27.34375,41.015625,,,
225,-0.140625,0.515625,0.140625,-9.765625,-52.734375,48.828125,,,
226,-0.046875,0.609375,-0.03125,-9.765625,-44.921875,33.203125,,,
227,-0.421875,0.765625,0.03125,46.875,-39.0625,39.0625,,,
228,-1.78125,0.828125,-0.875,-58.59375,132.8125,64.453125,,,
229,0.1875,0.6875,-0.140625,0,64.453125,-35.15625,,,
230,0.15625,0.890625,-0.046875,3.90625,-33.203125,9.765625,,,
231,-0.453125,0.765625,-0.015625,9.765625,-1.953125,1.953125,,,
232,-0.21875,0.921875,-0.078125,23.4375,29.296875,-27.34375,,,
233,-0.21875,0.65625,0,33.203125,11.71875,-13.671875,,,
234,-0.234375,0.671875,-0.171875,41.015625,9.765625,-31.25,,,
235,-0.296875,0.46875,-0.171875,46.875,19.53125,-41.015625,,,
236,-0.109375,0.8125,0,25.390625,48.828125,-35.15625,,,
237,-0.34375,0.640625,0.015625,3.90625,5.859375,-15.625,,,
238,-0.109375,1.03125,-0.109375,-35.15625,0,3.90625,,,
239,0,1.109375,-0.15625,-41.015625,21.484375,3.90625,,,
240,-0.03125,0.953125,-0.140625,-48.828125,-3.90625,19.53125,,,
241,-0.015625,0.953125,-0.046875,-41.015625,-5.859375,41.015625,,,
242,0.09375,1.109375,-0.15625,-35.15625,-3.90625,52.734375,,,
243,-0.25,1.265625,0.078125,-31.25,17.578125,46.875,,,
244,-0.015625,1.625,0,-21.484375,-5.859375,37.109375,,,
245,-0.125,1.953125,0.109375,1.953125,-3.90625,0,,,
246,-0.296875,1.890625,0.046875,19.53125,-7.8125,-29.296875,,,
247,-0.3125,1.640625,-0.125,29.296875,0,-44.921875,,,
248,0.0625,1.078125,-0.125,23.4375,-9.765625,-5.859375,,,
249,0.0625,1.078125,-0.125,23.4375,-9.765625,-7.8125,,,
250,0.03125,1.015625,0,3.90625,-25.390625,-1.953125,,,
251,-0.03125,0.921875,-0.0625,-7.8125,-33.203125,-5.859375,,,
252,-0.171875,0.875,-0.140625,-15.625,-50.78125,0,,,
253,-0.03125,0.890625,-0.09375,-29.296875,-11.71875,13.671875,,,
254,-0.0625,0.6875,-0.0625,-23.4375,-27.34375,15.625,,,
255,-0.140625,0.765625,-0.0625,-33.203125,-19.53125,15.625,,,
256,-0.140625,0.703125,0.046875,-42.96875,-29.296875,23.4375,,,
257,-0.25,0.703125,0,-33.203125,-15.625,21.484375,,,
258,-0.15625,0.59375,0.09375,-33.203125,5.859375,0,,,
259,-0.359375,0.703125,-0.015625,17.578125,31.25,-27.34375,,,
260,-0.34375,0.734375,0.03125,17.578125,31.25,-23.4375,,,
261,-0.109375,0.6875,0.015625,35.15625,29.296875,-13.671875,,,
262,-0.40625,0.90625,0.03125,31.25,21.484375,-13.671875,,,
263,-0.453125,0.859375,-0.015625,29.296875,23.4375,-13.671875,,,
264,-0.34375,0.84375,-0.015625,17.578125,23.4375,-13.671875,,,
265,-0.265625,0.71875,-0.125,27.34375,19.53125,-17.578125,,,
266,-0.125,0.796875,-0.015625,7.8125,25.390625,-15.625,,,
267,-0.25,0.6875,-0.234375,15.625,27.34375,-29.296875,,,
268,-0.40625,0.640625,-0.3125,11.71875,31.25,-27.34375,,,
269,-0.3125,0.90625,-0.015625,-7.8125,31.25,-1.953125,,,
270,-0.3125,0.90625,-0.015625,-25.390625,7.8125,-3.90625,,,
271,0.09375,0.734375,0.0625,-33.203125,13.671875,1.953125,,,
272,-0.09375,0.9375,-0.15625,-33.203125,15.625,11.71875,,,
273,-0.046875,1,0.046875,-48.828125,7.8125,15.625,,,
274,-0.125,0.9375,0.0625,-66.40625,-27.34375,17.578125,,,
275,-0.015625,0.984375,0.0625,-70.3125,-19.53125,33.203125,,,
276,-0.078125,1.3125,0.078125,-56.640625,0,52.734375,,,
277,-0.296875,1.734375,0.203125,-17.578125,0,60.546875,,,
278,-0.4375,1.96875,0.328125,11.71875,1.953125,13.671875,,,
279,-0.453125,1.96875,0.265625,48.828125,1.953125,-29.296875,,,
280,0.03125,1.15625,0.03125,31.25,-19.53125,-17.578125,,,
281,-0.046875,1.15625,-0.09375,35.15625,-11.71875,0,,,
282,0.15625,1,0.0625,29.296875,-29.296875,17.578125,,,
283,0,0.890625,0,23.4375,-15.625,15.625,,,
284,0,0.671875,0.0625,1.953125,-25.390625,19.53125,,,
285,0.0625,0.6875,0.0625,-9.765625,-37.109375,27.34375,,,
286,-0.046875,0.59375,-0.109375,-7.8125,-9.765625,25.390625,,,
287,-0.125,0.5625,-0.03125,-17.578125,-9.765625,17.578125,,,
288,-0.1875,0.59375,0.15625,-27.34375,-23.4375,17.578125,,,
289,-0.375,0.828125,-0.3125,-15.625,0,21.484375,,,
290,1.046875,0.96875,-0.0625,35.15625,-105.46875,42.96875,,,
291,1.046875,0.96875,-0.0625,3.90625,0,3.90625,,,
292,-0.546875,0.90625,-0.03125,17.578125,3.90625,-5.859375,,,
293,-0.40625,0.859375,-0.109375,33.203125,-1.953125,-3.90625,,,
294,-0.453125,0.875,-0.171875,33.203125,27.34375,-29.296875,,,
295,-0.15625,0.765625,-0.03125,25.390625,5.859375,-23.4375,,,
296,-0.265625,0.640625,-0.25,23.4375,39.0625,-21.484375,,,
297,-0.3125,0.609375,-0.171875,29.296875,52.734375,-42.96875,,,
298,0,0.703125,-0.140625,17.578125,9.765625,-27.34375,,,
299,-0.265625,0.75,-0.3125,9.765625,42.96875,-25.390625,,,
300,-0.09375,0.578125,-0.171875,13.671875,0,-37.109375,,,
301,-0.171875,0.78125,-0.34375,-27.34375,1.953125,-11.71875,,,
302,-0.140625,0.9375,-0.171875,-44.921875,-1.953125,5.859375,,,
303,-0.28125,0.90625,-0.15625,-52.734375,-1.953125,9.765625,,,
304,-0.15625,0.96875,-0.015625,-62.5,-17.578125,27.34375,,,
305,-0.25,1.25,0.015625,-58.59375,-15.625,39.0625,,,
306,-0.171875,1.296875,0.0625,-35.15625,-39.0625,56.640625,,,
307,-0.1875,1.46875,0.015625,-5.859375,-50.78125,66.40625,,,
308,-0.390625,1.421875,0.125,15.625,-54.6875,41.015625,,,
309,-0.296875,1.359375,0.0625,21.484375,-56.640625,11.71875,,,
310,-0.25,1.140625,0.109375,13.671875,-70.3125,-5.859375,,,
311,-0.3125,0.875,-0.03125,-48.828125,-99.609375,-11.71875,,,
312,-0.1875,0.84375,0,-48.828125,-105.46875,-7.8125,,,
