motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-pullover-30,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
372,0.1875,0.953125,-0.125,1.953125,-1.953125,0,0,0,0
373,0.1875,0.953125,-0.125,5.859375,-3.90625,0,0,0,0
374,0.171875,0.96875,-0.046875,5.859375,0,0,0,0,0
375,0.203125,0.96875,-0.078125,9.765625,0,1.953125,0,0,0
376,0.203125,0.9375,-0.171875,15.625,-1.953125,1.953125,0,0,0
377,0.1875,0.921875,-0.234375,19.53125,0,1.953125,0,0,0
378,0.234375,0.859375,-0.359375,21.484375,-1.953125,5.859375,0,0,0
379,0.296875,0.828125,-0.46875,19.53125,-1.953125,5.859375,0,0,0
380,0.3125,0.765625,-0.546875,11.71875,0,1.953125,0,0,0
381,0.328125,0.765625,-0.609375,9.765625,-1.953125,1.953125,0,0,0
382,0.3125,0.734375,-0.625,9.765625,-1.953125,0,0,0,0
383,0.265625,0.734375,-0.5625,9.765625,-1.953125,1.953125,0,0,0
384,0.28125,0.71875,-0.625,9.765625,0,0,0,0,0
385,0.296875,0.71875,-0.59375,9.765625,-1.953125,1.953125,0,0,0
386,0.28125,0.65625,-0.65625,11.71875,0,0,0,0,0
387,0.28125,0.65625,-0.671875,11.71875,0,1.953125,0,0,0
388,0.28125,0.640625,-0.6875,9.765625,0,1.953125,0,0,0
389,0.265625,0.625,-0.703125,9.765625,0,1.953125,0,0,0
390,0.3125,0.609375,-0.71875,11.71875,0,3.90625,0,0,0
391,0.3125,0.578125,-0.734375,9.765625,0,1.953125,0,0,0
392,0.28125,0.578125,-0.734375,9.765625,0,1.953125,0,0,0
393,0.28125,0.5625,-0.765625,9.765625,0,1.953125,0,0,0
394,0.296875,0.5625,-0.75,9.765625,0,0,0,0,0
395,0.3125,0.546875,-0.765625,7.8125,0,1.953125,0,0,0
396,0.28125,0.5,-0.796875,9.765625,-1.953125,0,0,0,0
397,0.296875,0.484375,-0.765625,9.765625,0,0,0,0,0
398,0.296875,0.453125,-0.75,9.765625,-3.90625,3.90625,0,0,0
399,0.28125,0.4375,-0.828125,11.71875,0,1.953125,0,0,0
400,0.3125,0.421875,-0.796875,11.71875,0,1.953125,0,0,0
401,0.296875,0.390625,-0.875,9.765625,0,1.953125,0,0,0
402,0.296875,0.390625,-0.828125,11.71875,0,1.953125,0,0,0
403,0.3125,0.3125,-0.859375,9.765625,0,3.90625,0,0,0
404,0.28125,0.296875,-0.921875,9.765625,0,1.953125,0,0,0
405,0.3125,0.296875,-0.90625,11.71875,-1.953125,1.953125,0,0,0
406,0.328125,0.265625,-0.875,9.765625,0,1.953125,0,0,0
407,0.296875,0.28125,-0.953125,9.765625,0,0,0,0,0
408,0.296875,0.265625,-0.90625,7.8125,-1.953125,1.953125,0,0,0
409,0.328125,0.265625,-0.890625,5.859375,0,0,0,0,0
410,0.34375,0.21875,-0.90625,7.8125,-3.90625,1.953125,0,0,0
411,0.265625,0.234375,-0.90625,5.859375,1.953125,0,0,0,0
412,0.296875,0.234375,-0.953125,7.8125,-3.90625,1.953125,0,0,0
413,0.28125,0.1875,-0.90625,3.90625,1.953125,0,0,0,0
414,0.265625,0.140625,-0.9375,7.8125,-1.953125,0,0,0,0
415,0.28125,0.1875,-0.84375,3.90625,0,0,0,0,0
416,0.3125,0.15625,-0.96875,7.8125,-3.90625,0,0,0,0
417,0.328125,0.140625,-0.921875,3.90625,0,1.953125,0,0,0
418,0.203125,0.125,-0.96875,7.8125,-1.953125,0,0,0,0
419,0.265625,0.140625,-0.90625,5.859375,0,1.953125,0,0,0
420,0.25,0.109375,-0.984375,5.859375,-1.953125,1.953125,0,0,0
421,0.25,0.109375,-0.984375,3.90625,-1.953125,0,0,0,0
422,0.25,0.046875,-0.984375,3.90625,0,0,0,0,0
423,0.265625,0.015625,-1,3.90625,-3.90625,0,0,0,0
424,0.28125,0.125,-0.890625,0,0,0,0,0,0
425,0.265625,0.0625,-0.96875,1.953125,-1.953125,0,0,0,0
426,0.25,0.046875,-0.984375,3.90625,-3.90625,0,0,0,0
427,0.234375,0.078125,-0.859375,0,0,0,0,0,0
428,0.21875,0.03125,-1.046875,1.953125,-5.859375,0,0,0,0
429,0.234375,0.078125,-1.046875,0,0,0,0,0,0
430,0.234375,0,-1.03125,0,-1.953125,-1.953125,0,0,0
431,0.25,0.09375,-0.953125,-5.859375,1.953125,0,0,0,0
432,0.265625,0.078125,-0.890625,-9.765625,3.90625,-1.953125,0,0,0
433,0.25,0.03125,-1.125,-5.859375,-3.90625,-1.953125,0,0,0
434,0.140625,0.046875,-0.890625,-9.765625,0,-1.953125,0,0,0
435,0.234375,0.109375,-0.953125,-9.765625,0,0,0,0,0
436,0.234375,0.109375,-0.953125,-9.765625,0,-1.953125,0,0,0
437,0.25,0.109375,-0.9375,-7.8125,-3.90625,-3.90625,0,0,0
438,0.171875,0.21875,-0.921875,-13.671875,1.953125,-1.953125,0,0,0
439,0.21875,0.203125,-0.9375,-11.71875,1.953125,-1.953125,0,0,0
440,0.171875,0.234375,-0.953125,-9.765625,-1.953125,0,0,0,0
441,0.203125,0.21875,-0.875,-13.671875,3.90625,-1.953125,0,0,0
442,0.203125,0.25,-0.890625,-11.71875,1.953125,-3.90625,0,0,0
443,0.21875,0.265625,-0.953125,-13.671875,0,-1.953125,0,0,0
444,0.171875,0.265625,-0.890625,-11.71875,0,-1.953125,0,0,0
445,0.28125,0.34375,-0.875,-13.671875,0,0,0,0,0
446,0.1875,0.40625,-0.859375,-13.671875,3.90625,-5.859375,0,0,0
447,0.265625,0.4375,-0.875,-13.671875,0,0,0,0,0
448,0.1875,0.4375,-0.859375,-11.71875,0,-1.953125,0,0,0
449,0.234375,0.46875,-0.875,-15.625,0,0,0,0,0
450,0.296875,0.453125,-0.828125,-15.625,0,0,0,0,0
451,0.140625,0.484375,-0.8125,-13.671875,0,0,0,0,0
452,0.203125,0.515625,-0.796875,-17.578125,0,-3.90625,0,0,0
453,0.234375,0.5625,-0.78125,-11.71875,0,1.953125,0,0,0
454,0.09375,0.546875,-0.6875,-11.71875,0,0,0,0,0
455,0.25,0.609375,-0.703125,-17.578125,3.90625,-3.90625,0,0,0
456,0.171875,0.65625,-0.703125,-15.625,1.953125,0,0,0,0
457,0.203125,0.640625,-0.6875,-15.625,0,0,0,0,0
458,0.203125,0.671875,-0.59375,-15.625,1.953125,0,0,0,0
459,0.15625,0.671875,-0.6875,-11.71875,0,-1.953125,0,0,0
460,0.21875,0.6875,-0.625,-11.71875,0,1.953125,0,0,0
461,0.234375,0.71875,-0.59375,-13.671875,1.953125,0,0,0,0
462,0.234375,0.796875,-0.5625,-13.671875,1.953125,0,0,0,0
463,0.21875,0.765625,-0.546875,-13.671875,0,0,0,0,0
464,0.25,0.78125,-0.546875,-15.625,0,0,0,0,0
465,0.203125,0.8125,-0.46875,-17.578125,3.90625,-1.953125,0,0,0
466,0.1875,0.84375,-0.40625,-17.578125,1.953125,-1.953125,0,0,0
467,0.25,0.84375,-0.4375,-15.625,1.953125,0,0,0,0
468,0.171875,0.875,-0.390625,-13.671875,1.953125,0,0,0,0
469,0.203125,0.875,-0.3125,-15.625,5.859375,-1.953125,0,0,0
470,0.21875,0.921875,-0.265625,-11.71875,5.859375,0,0,0,0
471,0.21875,0.921875,-0.265625,-9.765625,3.90625,0,0,0,0
472,0.203125,0.921875,-0.265625,-7.8125,3.90625,0,0,0,0
473,0.171875,0.921875,-0.265625,-7.8125,3.90625,0,0,0,0
474,0.1875,0.953125,-0.203125,-5.859375,3.90625,0,0,0,0
475,0.21875,0.953125,-0.25,-5.859375,0,0,0,0,0
476,0.21875,0.953125,-0.203125,-3.90625,0,0,0,0,0
477,0.203125,0.96875,-0.203125,-3.90625,1.953125,0,0,0,0
478,0.21875,0.9375,-0.125,-1.953125,1.953125,0,0,0,0
479,0.203125,0.953125,-0.15625,0,0,0,0,0,0
480,0.21875,0.953125,-0.1875,0,0,0,0,0,0
481,0.1875,0.953125,-0.171875,0,0,0,0,0,0
482,0.234375,0.9375,-0.140625,0,3.90625,0,0,0,0
483,0.1875,0.96875,-0.1875,1.953125,1.953125,0,0,0,0
484,0.1875,0.96875,-0.21875,1.953125,0,0,0,0,0
485,0.21875,0.953125,-0.171875,0,0,0,0,0,0
486,0.1875,0.953125,-0.234375,1.953125,0,0,0,0,0
487,0.203125,0.953125,-0.25,0,0,0,0,0,0
488,0.203125,0.953125,-0.25,0,0,0,0,0,0
489,0.203125,0.953125,-0.234375,0,0,0,0,0,0
490,0.234375,0.96875,-0.203125,-1.953125,0,0,0,0,0
491,0.171875,0.953125,-0.21875,0,0,0,0,0,0
492,0.1875,0.953125,-0.15625,-1.953125,0,-1.953125,0,0,0
493,0.21875,0.96875,-0.140625,0,0,0,0,0,0
494,0.203125,0.984375,-0.15625,0,0,0,0,0,0
495,0.1875,0.953125,-0.140625,0,0,0,0,0,0
496,0.1875,0.96875,-0.171875,1.953125,0,0,0,0,0
497,0.203125,0.96875,-0.109375,1.953125,1.953125,0,0,0,0
498,0.203125,0.96875,-0.140625,3.90625,0,0,0,0,0
499,0.203125,0.9375,-0.140625,5.859375,0,0,0,0,0
500,0.203125,0.953125,-0.140625,9.765625,1.953125,1.953125,0,0,0
501,0.203125,0.9375,-0.171875,11.71875,0,1.953125,0,0,0
502,0.203125,0.9375,-0.1875,13.671875,0,1.953125,0,0,0
503,0.203125,0.890625,-0.328125,19.53125,0,3.90625,0,0,0
504,0.203125,0.890625,-0.328125,19.53125,0,3.90625,0,0,0
505,0.25,0.84375,-0.40625,19.53125,-1.953125,3.90625,0,0,0
506,0.234375,0.84375,-0.46875,19.53125,-1.953125,1.953125,0,0,0
507,0.28125,0.8125,-0.453125,17.578125,-1.953125,3.90625,0,0,0
508,0.25,0.8125,-0.515625,17.578125,-1.953125,1.953125,0,0,0
509,0.265625,0.78125,-0.515625,15.625,-1.953125,1.953125,0,0,0
510,0.21875,0.75,-0.5625,15.625,-1.953125,0,0,0,0
511,0.265625,0.75,-0.59375,15.625,-1.953125,1.953125,0,0,0
512,0.28125,0.6875,-0.625,13.671875,0,3.90625,0,0,0
513,0.234375,0.6875,-0.640625,13.671875,0,1.953125,0,0,0
514,0.296875,0.65625,-0.671875,11.71875,0,3.90625,0,0,0
515,0.25,0.640625,-0.671875,13.671875,0,1.953125,0,0,0
516,0.25,0.625,-0.703125,13.671875,0,1.953125,0,0,0
517,0.28125,0.609375,-0.71875,11.71875,0,1.953125,0,0,0
518,0.25,0.484375,-0.78125,13.671875,0,1.953125,0,0,0
519,0.296875,0.5,-0.78125,15.625,-1.953125,1.953125,0,0,0
520,0.3125,0.5,-0.828125,15.625,-1.953125,3.90625,0,0,0
521,0.296875,0.484375,-0.84375,13.671875,-3.90625,3.90625,0,0,0
522,0.3125,0.453125,-0.84375,11.71875,0,1.953125,0,0,0
523,0.28125,0.4375,-0.875,11.71875,-1.953125,3.90625,0,0,0
524,0.296875,0.40625,-0.8125,9.765625,1.953125,1.953125,0,0,0
525,0.296875,0.359375,-0.859375,9.765625,0,3.90625,0,0,0
526,0.28125,0.375,-0.875,9.765625,0,1.953125,0,0,0
527,0.328125,0.359375,-0.875,9.765625,0,1.953125,0,0,0
528,0.328125,0.328125,-0.828125,9.765625,0,1.953125,0,0,0
529,0.328125,0.296875,-0.875,7.8125,1.953125,1.953125,0,0,0
530,0.296875,0.265625,-0.9375,9.765625,-1.953125,1.953125,0,0,0
531,0.296875,0.296875,-0.828125,9.765625,0,1.953125,0,0,0
532,0.296875,0.265625,-0.90625,7.8125,0,0,0,0,0
533,0.296875,0.21875,-0.9375,11.71875,-3.90625,0,0,0,0
534,0.28125,0.234375,-0.90625,9.765625,-1.953125,0,0,0,0
535,0.3125,0.25,-0.921875,7.8125,0,0,0,0,0
536,0.25,0.109375,-0.921875,7.8125,0,0,0,0,0
537,0.25,0.109375,-0.921875,7.8125,0,0,0,0,0
538,0.28125,0.171875,-0.96875,5.859375,0,-1.953125,0,0,0
539,0.34375,0.171875,-0.90625,5.859375,-1.953125,1.953125,0,0,0
540,0.265625,0.0625,-0.90625,5.859375,0,1.953125,0,0,0
541,0.234375,0.0625,-0.984375,7.8125,-5.859375,0,0,0,0
542,0.265625,0.140625,-0.96875,3.90625,-1.953125,0,0,0,0
543,0.28125,0.125,-0.984375,3.90625,-3.90625,3.90625,0,0,0
544,0.21875,0.078125,-0.921875,1.953125,-1.953125,-1.953125,0,0,0
545,0.265625,0.09375,-0.96875,1.953125,-1.953125,0,0,0,0
546,0.234375,0.046875,-0.9375,3.90625,-5.859375,0,0,0,0
547,0.203125,0.0625,-0.953125,3.90625,-1.953125,0,0,0,0
548,0.140625,0.109375,-0.921875,1.953125,1.953125,0,0,0,0
549,0.265625,0.078125,-0.921875,3.90625,0,0,0,0,0
550,0.234375,0.046875,-0.90625,3.90625,0,0,0,0,0
551,0.28125,0.015625,-0.984375,5.859375,-3.90625,0,0,0,0
552,0.21875,0.046875,-0.890625,1.953125,0,0,0,0,0
553,0.25,0.078125,-0.984375,3.90625,0,0,0,0,0
554,0.171875,0.015625,-0.9375,1.953125,0,-1.953125,0,0,0
555,0.171875,0.015625,-0.9375,1.953125,0,-1.953125,0,0,0
556,0.28125,0.015625,-1,0,0,1.953125,0,0,0
557,0.140625,-0.015625,-0.984375,0,0,0,0,0,0
558,0.21875,-0.015625,-1.015625,0,1.953125,0,0,0,0
559,0.1875,0,-0.921875,0,-1.953125,0,0,0,0
560,0.234375,-0.015625,-1,0,0,0,0,0,0
561,0.21875,0,-0.921875,-1.953125,0,0,0,0,0
562,0.25,0,-1.03125,0,0,0,0,0,0
563,0.234375,0,-0.9375,0,-1.953125,0,0,0,0
564,0.234375,0,-1.015625,0,0,-1.953125,0,0,0
565,0.25,0.015625,-1.015625,-7.8125,-1.953125,0,0,0,0
566,0.21875,0,-0.953125,-9.765625,0,-1.953125,0,0,0
567,0.171875,0.015625,-1.046875,-9.765625,-1.953125,-3.90625,0,0,0
568,0.171875,0.015625,-0.9375,-11.71875,0,-3.90625,0,0,0
569,0.125,0.03125,-1.015625,-9.765625,-1.953125,-3.90625,0,0,0
570,0.1875,0.109375,-0.9375,-11.71875,-1.953125,-3.90625,0,0,0
571,0.28125,0.09375,-0.890625,-15.625,3.90625,-1.953125,0,0,0
572,0.125,0.140625,-1.078125,-9.765625,0,-5.859375,0,0,0
573,0.265625,0.171875,-0.8125,-13.671875,-1.953125,0,0,0,0
574,0.078125,0.1875,-1,-15.625,1.953125,0,0,0,0
575,0.171875,0.234375,-0.84375,-15.625,0,0,0,0,0
576,0.171875,0.234375,-0.84375,-15.625,0,0,0,0,0
577,0.15625,0.234375,-0.953125,-13.671875,0,0,0,0,0
578,0.140625,0.265625,-0.828125,-11.71875,0,0,0,0,0
579,0.15625,0.34375,-0.90625,-15.625,0,0,0,0,0
580,0.140625,0.28125,-0.890625,-11.71875,-1.953125,0,0,0,0
581,0.140625,0.359375,-0.859375,-11.71875,1.953125,-1.953125,0,0,0
582,0.1875,0.390625,-0.9375,-11.71875,1.953125,0,0,0,0
583,0.171875,0.4375,-0.828125,-13.671875,1.953125,0,0,0,0
584,0.234375,0.40625,-0.875,-15.625,5.859375,0,0,0,0
585,0.125,0.4375,-0.828125,-9.765625,3.90625,0,0,0,0
586,0.21875,0.46875,-0.84375,-11.71875,0,0,0,0,0
587,0.15625,0.453125,-0.84375,-11.71875,1.953125,-3.90625,0,0,0
588,0.21875,0.515625,-0.828125,-11.71875,3.90625,-3.90625,0,0,0
589,0.21875,0.53125,-0.796875,-13.671875,1.953125,0,0,0,0
590,0.203125,0.515625,-0.84375,-13.671875,1.953125,-1.953125,0,0,0
591,0.21875,0.5625,-0.765625,-15.625,3.90625,-1.953125,0,0,0
592,0.25,0.578125,-0.78125,-17.578125,5.859375,0,0,0,0
593,0.203125,0.5625,-0.796875,-15.625,0,-1.953125,0,0,0
594,0.234375,0.59375,-0.71875,-13.671875,1.953125,-1.953125,0,0,0
595,0.203125,0.609375,-0.75,-17.578125,1.953125,-3.90625,0,0,0
596,0.265625,0.703125,-0.640625,-17.578125,1.953125,-1.953125,0,0,0
597,0.265625,0.703125,-0.640625,-19.53125,1.953125,-1.953125,0,0,0
598,0.15625,0.6875,-0.671875,-17.578125,0,-3.90625,0,0,0
599,0.203125,0.71875,-0.609375,-17.578125,0,-1.953125,0,0,0
600,0.171875,0.78125,-0.546875,-21.484375,1.953125,-3.90625,0,0,0
601,0.1875,0.796875,-0.453125,-15.625,1.953125,0,0,0,0
602,0.1875,0.78125,-0.5,-13.671875,0,0,0,0,0
603,0.203125,0.796875,-0.4375,-13.671875,0,0,0,0,0
604,0.171875,0.890625,-0.375,-11.71875,3.90625,1.953125,0,0,0
605,0.140625,0.875,-0.34375,-11.71875,3.90625,0,0,0,0
606,0.1875,0.84375,-0.34375,-9.765625,1.953125,0,0,0,0
607,0.203125,0.890625,-0.34375,-9.765625,1.953125,0,0,0,0
608,0.21875,0.9375,-0.328125,-7.8125,0,-1.953125,0,0,0
609,0.203125,0.953125,-0.296875,-7.8125,1.953125,-1.953125,0,0,0
610,0.1875,0.9375,-0.265625,-9.765625,1.953125,0,0,0,0
611,0.1875,0.9375,-0.203125,-5.859375,0,-1.953125,0,0,0
612,0.15625,0.9375,-0.21875,-3.90625,0,0,0,0,0
613,0.171875,0.96875,-0.1875,-3.90625,0,-1.953125,0,0,0
614,0.171875,0.953125,-0.140625,-1.953125,0,0,0,0,0
615,0.15625,0.953125,-0.1875,0,0,0,0,0,0
616,0.140625,0.9375,-0.171875,0,0,0,0,0,0
617,0.15625,0.953125,-0.21875,0,0,0,0,0,0
618,0.171875,0.96875,-0.234375,0,0,0,0,0,0
619,0.1875,0.953125,-0.21875,0,1.953125,0,0,0,0
620,0.1875,0.953125,-0.171875,1.953125,0,0,0,0,0
621,0.171875,0.9375,-0.171875,5.859375,-1.953125,1.953125,0,0,0
622,0.171875,0.921875,-0.234375,13.671875,-1.953125,0,0,0,0
623,0.1875,0.921875,-0.25,13.671875,0,0,0,0,0
624,0.171875,0.921875,-0.3125,13.671875,0,1.953125,0,0,0
625,0.171875,0.90625,-0.3125,15.625,0,0,0,0,0
626,0.1875,0.890625,-0.390625,13.671875,0,3.90625,0,0,0
627,0.1875,0.859375,-0.4375,13.671875,0,1.953125,0,0,0
628,0.203125,0.84375,-0.46875,13.671875,1.953125,1.953125,0,0,0
629,0.234375,0.828125,-0.46875,13.671875,0,1.953125,0,0,0
630,0.25,0.8125,-0.59375,9.765625,1.953125,1.953125,0,0,0
631,0.25,0.796875,-0.546875,11.71875,0,1.953125,0,0,0
632,0.265625,0.78125,-0.578125,7.8125,0,1.953125,0,0,0
633,0.28125,0.765625,-0.59375,7.8125,0,1.953125,0,0,0
634,0.265625,0.75,-0.578125,5.859375,0,0,0,0,0
635,0.265625,0.75,-0.625,5.859375,-1.953125,1.953125,0,0,0
636,0.25,0.75,-0.578125,5.859375,-1.953125,0,0,0,0
637,0.234375,0.703125,-0.609375,7.8125,0,1.953125,0,0,0
638,0.25,0.703125,-0.578125,7.8125,0,1.953125,0,0,0
639,0.265625,0.671875,-0.609375,9.765625,0,1.953125,0,0,0
640,0.25,0.671875,-0.671875,11.71875,-1.953125,1.953125,0,0,0
641,0.265625,0.609375,-0.671875,9.765625,0,1.953125,0,0,0
642,0.25,0.59375,-0.734375,11.71875,0,1.953125,0,0,0
643,0.28125,0.546875,-0.78125,9.765625,0,1.953125,0,0,0
644,0.296875,0.546875,-0.734375,9.765625,0,1.953125,0,0,0
645,0.265625,0.53125,-0.78125,11.71875,-1.953125,3.90625,0,0,0
646,0.265625,0.5,-0.78125,9.765625,0,1.953125,0,0,0
647,0.28125,0.46875,-0.78125,11.71875,-1.953125,1.953125,0,0,0
648,0.296875,0.4375,-0.84375,11.71875,-1.953125,1.953125,0,0,0
649,0.296875,0.453125,-0.796875,9.765625,0,3.90625,0,0,0
650,0.28125,0.34375,-0.859375,11.71875,-1.953125,3.90625,0,0,0
651,0.296875,0.3125,-0.890625,11.71875,0,1.953125,0,0,0
652,0.25,0.3125,-0.921875,11.71875,-1.953125,1.953125,0,0,0
653,0.328125,0.28125,-0.921875,7.8125,0,1.953125,0,0,0
654,0.296875,0.234375,-0.921875,5.859375,0,1.953125,0,0,0
655,0.28125,0.21875,-0.9375,7.8125,0,1.953125,0,0,0
656,0.3125,0.203125,-0.90625,5.859375,-1.953125,1.953125,0,0,0
657,0.25,0.203125,-0.90625,5.859375,1.953125,0,0,0,0
658,0.3125,0.15625,-0.921875,7.8125,-1.953125,1.953125,0,0,0
659,0.328125,0.140625,-0.921875,5.859375,0,0,0,0,0
660,0.25,0.15625,-0.96875,7.8125,-1.953125,0,0,0,0
661,0.296875,0.15625,-0.921875,5.859375,0,3.90625,0,0,0
662,0.28125,0.109375,-0.90625,5.859375,0,0,0,0,0
663,0.296875,0.0625,-0.921875,5.859375,0,0,0,0,0
664,0.265625,0.046875,-1,7.8125,-1.953125,0,0,0,0
665,0.265625,0.0625,-0.875,5.859375,0,0,0,0,0
666,0.234375,0,-1.0625,9.765625,-7.8125,-1.953125,0,0,0
667,0.25,0.0625,-0.90625,5.859375,0,-1.953125,0,0,0
668,0.3125,0.09375,-0.953125,3.90625,0,0,0,0,0
669,0.234375,0.078125,-0.96875,3.90625,0,1.953125,0,0,0
670,0.25,0,-0.890625,1.953125,3.90625,1.953125,0,0,0
671,0.203125,-0.03125,-1.078125,7.8125,-1.953125,0,0,0,0
672,0.203125,-0.046875,-0.984375,0,0,0,0,0,0
673,0.203125,-0.046875,-0.984375,0,0,0,0,0,0
674,0.1875,-0.03125,-0.921875,0,0,0,0,0,0
675,0.203125,-0.03125,-1.015625,1.953125,-1.953125,0,0,0,0
676,0.25,0,-0.90625,0,1.953125,0,0,0,0
677,0.234375,0,-0.9375,0,1.953125,1.953125,0,0,0
678,0.21875,0,-0.90625,0,1.953125,1.953125,0,0,0
679,0.265625,-0.015625,-1.015625,0,0,0,0,0,0
680,0.28125,0,-1.015625,-3.90625,0,0,0,0,0
681,0.25,0,-1.015625,-5.859375,0,0,0,0,0
682,0.265625,-0.015625,-1.015625,-5.859375,-1.953125,-1.953125,0,0,0
683,0.28125,0.015625,-1.015625,-9.765625,-1.953125,-1.953125,0,0,0
684,0.1875,0.046875,-1,-11.71875,0,-3.90625,0,0,0
685,0.1875,0.03125,-0.9375,-9.765625,-1.953125,-5.859375,0,0,0
686,0.265625,0.03125,-0.984375,-9.765625,-1.953125,-3.90625,0,0,0
687,0.1875,0.03125,-0.96875,-7.8125,-5.859375,-5.859375,0,0,0
688,0.15625,0.171875,-0.90625,-11.71875,0,-1.953125,0,0,0
689,0.15625,0.171875,-0.90625,-13.671875,0,-1.953125,0,0,0
690,0.140625,0.1875,-0.96875,-11.71875,0,-5.859375,0,0,0
691,0.28125,0.203125,-0.859375,-13.671875,0,-1.953125,0,0,0
692,0.125,0.28125,-0.953125,-15.625,1.953125,-5.859375,0,0,0
693,0.265625,0.296875,-0.859375,-13.671875,0,0,0,0,0
694,0.125,0.328125,-0.921875,-15.625,3.90625,-3.90625,0,0,0
695,0.25,0.296875,-0.953125,-17.578125,3.90625,0,0,0,0
696,0.171875,0.3125,-0.96875,-11.71875,-3.90625,-5.859375,0,0,0
697,0.203125,0.375,-0.890625,-17.578125,-1.953125,-3.90625,0,0,0
698,0.234375,0.453125,-0.84375,-21.484375,0,0,0,0,0
699,0.203125,0.4375,-0.828125,-17.578125,0,0,0,0,0
700,0.15625,0.515625,-0.78125,-19.53125,0,-3.90625,0,0,0
701,0.1875,0.46875,-0.84375,-17.578125,0,0,0,0,0
702,0.125,0.5,-0.75,-17.578125,0,-5.859375,0,0,0
703,0.15625,0.59375,-0.75,-17.578125,0,0,0,0,0
704,0.203125,0.640625,-0.734375,-21.484375,1.953125,0,0,0,0
705,0.171875,0.640625,-0.703125,-25.390625,7.8125,0,0,0,0
706,0.171875,0.640625,-0.71875,-21.484375,1.953125,0,0,0,0
707,0.203125,0.75,-0.609375,-19.53125,-1.953125,-1.953125,0,0,0
708,0.203125,0.8125,-0.546875,-21.484375,0,-1.953125,0,0,0
709,0.125,0.796875,-0.53125,-21.484375,0,0,0,0,0
710,0.09375,0.796875,-0.515625,-17.578125,-1.953125,0,0,0,0
711,0.171875,0.796875,-0.46875,-15.625,0,0,0,0,0
712,0.171875,0.828125,-0.40625,-15.625,0,-1.953125,0,0,0
713,0.171875,0.859375,-0.390625,-15.625,1.953125,0,0,0,0
714,0.140625,0.890625,-0.421875,-13.671875,0,-1.953125,0,0,0
715,0.1875,0.890625,-0.328125,-13.671875,1.953125,0,0,0,0
716,0.1875,0.890625,-0.3125,-11.71875,3.90625,1.953125,0,0,0
717,0.171875,0.90625,-0.28125,-11.71875,5.859375,0,0,0,0
718,0.171875,0.921875,-0.265625,-11.71875,5.859375,0,0,0,0
719,0.171875,0.953125,-0.21875,-7.8125,0,0,0,0,0
720,0.171875,0.953125,-0.203125,-9.765625,1.953125,0,0,0,0
721,0.171875,0.953125,-0.203125,-7.8125,0,0,0,0,0
722,0.15625,0.953125,-0.171875,-5.859375,0,0,0,0,0
723,0.15625,0.953125,-0.125,-1.953125,0,0,0,0,0
724,0.140625,0.953125,-0.15625,0,-1.953125,0,0,0,0
725,0.171875,0.96875,-0.109375,0,0,0,0,0,0
726,0.203125,0.953125,-0.15625,0,0,0,0,0,0
727,0.140625,0.953125,-0.1875,1.953125,0,0,0,0,0
728,0.15625,0.953125,-0.203125,0,0,0,0,0,0
729,0.15625,0.96875,-0.21875,0,0,0,0,0,0
730,0.140625,0.953125,-0.203125,0,1.953125,0,0,0,0
731,0.15625,0.953125,-0.203125,0,0,0,0,0,0
732,0.140625,0.96875,-0.171875,0,1.953125,0,0,0,0
733,0.15625,0.96875,-0.171875,0,0,0,0,0,0
734,0.140625,0.96875,-0.171875,3.90625,0,0,0,0,0
735,0.171875,0.953125,-0.15625,3.90625,0,0,0,0,0
736,0.140625,0.96875,-0.15625,7.8125,0,0,0,0,0
737,0.15625,0.953125,-0.21875,11.71875,-1.953125,1.953125,0,0,0
738,0.171875,0.921875,-0.1875,11.71875,-1.953125,1.953125,0,0,0
739,0.15625,0.90625,-0.3125,15.625,-3.90625,1.953125,0,0,0
740,0.1875,0.90625,-0.328125,15.625,-3.90625,3.90625,0,0,0
741,0.171875,0.875,-0.34375,17.578125,-1.953125,1.953125,0,0,0
742,0.171875,0.859375,-0.40625,17.578125,0,1.953125,0,0,0
743,0.21875,0.828125,-0.453125,17.578125,0,3.90625,0,0,0
744,0.203125,0.8125,-0.46875,17.578125,0,1.953125,0,0,0
745,0.265625,0.765625,-0.578125,15.625,0,1.953125,0,0,0
746,0.25,0.765625,-0.609375,15.625,0,1.953125,0,0,0
747,0.203125,0.765625,-0.59375,15.625,0,0,0,0,0
748,0.25,0.734375,-0.625,13.671875,0,1.953125,0,0,0
749,0.234375,0.734375,-0.65625,13.671875,0,0,0,0,0
750,0.234375,0.71875,-0.671875,11.71875,0,0,0,0,0
751,0.21875,0.6875,-0.703125,11.71875,0,0,0,0,0
752,0.265625,0.671875,-0.671875,9.765625,0,0,0,0,0
753,0.203125,0.671875,-0.703125,9.765625,-1.953125,0,0,0,0
754,0.1875,0.625,-0.703125,9.765625,-1.953125,0,0,0,0
755,0.1875,0.625,-0.703125,9.765625,-1.953125,0,0,0,0
756,0.203125,0.609375,-0.703125,9.765625,-1.953125,1.953125,0,0,0
757,0.21875,0.609375,-0.6875,9.765625,0,1.953125,0,0,0
758,0.203125,0.578125,-0.75,11.71875,0,1.953125,0,0,0
