motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-pullover-30,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
193,0.265625,0.046875,-1.015625,-1.953125,-3.90625,-1.953125,0,0,0
194,0.265625,0.046875,-1.015625,-3.90625,-1.953125,-1.953125,0,0,0
195,0.234375,0,-1.03125,-7.8125,-1.953125,-1.953125,0,0,0
196,0.390625,0,-1,-13.671875,0,0,0,0,0
197,0.34375,0.046875,-0.984375,-17.578125,0,-1.953125,0,0,0
198,0.3125,0.109375,-1,-19.53125,0,-1.953125,0,0,0
199,0.234375,0.15625,-0.953125,-21.484375,0,-3.90625,0,0,0
200,0.296875,0.21875,-0.984375,-21.484375,0,-1.953125,0,0,0
201,0.3125,0.34375,-0.875,-19.53125,0,-1.953125,0,0,0
202,0.296875,0.421875,-0.84375,-23.4375,0,-5.859375,0,0,0
203,0.25,0.453125,-0.859375,-19.53125,0,-1.953125,0,0,0
204,0.328125,0.5,-0.859375,-23.4375,1.953125,0,0,0,0
205,0.171875,0.5,-0.734375,-19.53125,0,-5.859375,0,0,0
206,0.25,0.65625,-0.640625,-23.4375,3.90625,-1.953125,0,0,0
207,0.234375,0.671875,-0.640625,-23.4375,3.90625,-3.90625,0,0,0
208,0.234375,0.71875,-0.5625,-27.34375,9.765625,-3.90625,0,0,0
209,0.296875,0.703125,-0.59375,-25.390625,1.953125,-5.859375,0,0,0
210,0.265625,0.8125,-0.515625,-23.4375,1.953125,-5.859375,0,0,0
211,0.21875,0.828125,-0.453125,-23.4375,1.953125,-1.953125,0,0,0
212,0.25,0.84375,-0.34375,-23.4375,3.90625,0,0,0,0
213,0.1875,0.84375,-0.234375,-21.484375,9.765625,-1.953125,0,0,0
214,0.265625,0.921875,-0.171875,-11.71875,1.953125,0,0,0,0
215,0.203125,0.90625,-0.1875,-11.71875,3.90625,0,0,0,0
216,0.25,0.953125,-0.140625,-9.765625,1.953125,0,0,0,0
217,0.21875,0.921875,-0.15625,-7.8125,0,0,0,0,0
218,0.25,0.953125,-0.15625,-5.859375,0,0,0,0,0
219,0.234375,0.96875,-0.21875,-3.90625,0,0,0,0,0
220,0.28125,0.984375,-0.140625,-3.90625,0,0,0,0,0
221,0.21875,0.953125,-0.140625,-1.953125,-1.953125,0,0,0,0
222,0.21875,0.953125,-0.140625,-1.953125,-1.953125,-1.953125,0,0,0
223,0.21875,0.9375,-0.140625,-1.953125,-1.953125,0,0,0,0
224,0.234375,0.90625,-0.0625,-5.859375,1.953125,0,0,0,0
225,0.171875,0.9375,-0.078125,-1.953125,3.90625,0,0,0,0
226,0.171875,0.953125,-0.078125,0,1.953125,9.765625,0,0,0
227,0.140625,0.984375,-0.140625,3.90625,0,9.765625,0,0,0
228,0.25,0.953125,-0.109375,9.765625,0,11.71875,0,0,0
229,0.3125,0.984375,-0.15625,5.859375,0,3.90625,0,0,0
230,0.25,1.03125,-0.203125,3.90625,1.953125,0,0,0,0
231,0.265625,0.953125,-0.25,1.953125,0,-1.953125,0,0,0
232,0.328125,0.890625,-0.25,1.953125,1.953125,-3.90625,0,0,0
233,0.359375,0.875,-0.25,1.953125,0,-1.953125,0,0,0
234,0.34375,0.953125,-0.296875,3.90625,-5.859375,-1.953125,0,0,0
235,0.28125,0.953125,-0.1875,0,0,-7.8125,0,0,0
236,0.28125,0.953125,-0.296875,-3.90625,0,-5.859375,0,0,0
237,0.171875,0.90625,-0.125,-5.859375,0,-1.953125,0,0,0
238,0.171875,0.90625,-0.125,-5.859375,0,-1.953125,0,0,0
239,0.171875,0.890625,-0.09375,0,-1.953125,0,0,0,0
240,0.234375,0.953125,-0.078125,0,0,0,0,0,0
241,0.265625,0.953125,-0.0625,0,0,1.953125,0,0,0
242,0.203125,0.9375,-0.15625,5.859375,-3.90625,1.953125,0,0,0
243,0.265625,0.9375,-0.078125,3.90625,-1.953125,3.90625,0,0,0
244,0.28125,0.921875,-0.21875,3.90625,0,1.953125,0,0,0
245,0.265625,0.953125,-0.125,3.90625,3.90625,0,0,0,0
246,0.3125,0.9375,-0.234375,0,0,0,0,0,0
247,0.296875,0.9375,-0.265625,0,-1.953125,0,0,0,0
248,0.296875,0.9375,-0.25,0,0,0,0,0,0
249,0.28125,0.953125,-0.203125,-3.90625,0,-3.90625,0,0,0
250,0.234375,0.96875,-0.234375,-3.90625,0,-3.90625,0,0,0
251,0.25,0.953125,-0.140625,-5.859375,0,-1.953125,0,0,0
252,0.234375,0.953125,-0.15625,-5.859375,0,-1.953125,0,0,0
253,0.1875,0.9375,-0.09375,0,0,-1.953125,0,0,0
254,0.1875,0.9375,-0.09375,0,0,-1.953125,0,0,0
255,0.203125,0.953125,-0.15625,0,0,0,0,0,0
256,0.203125,0.953125,-0.109375,1.953125,1.953125,0,0,0,0
257,0.21875,0.9375,-0.171875,1.953125,0,0,0,0,0
258,0.203125,0.953125,-0.171875,1.953125,0,0,0,0,0
259,0.21875,0.9375,-0.171875,1.953125,1.953125,0,0,0,0
260,0.203125,0.953125,-0.1875,1.953125,0,0,0,0,0
261,0.234375,0.96875,-0.203125,1.953125,0,0,0,0,0
262,0.203125,0.953125,-0.203125,0,0,0,0,0,0
263,0.203125,0.953125,-0.203125,0,0,0,0,0,0
264,0.203125,0.96875,-0.1875,0,0,0,0,0,0
265,0.203125,0.953125,-0.203125,0,0,0,0,0,0
266,0.21875,0.953125,-0.125,0,0,0,0,0,0
267,0.203125,0.921875,-0.125,1.953125,0,1.953125,0,0,0
268,0.203125,0.921875,-0.09375,5.859375,0,1.953125,0,0,0
269,0.21875,0.96875,-0.15625,7.8125,0,1.953125,0,0,0
270,0.25,0.953125,-0.125,9.765625,0,3.90625,0,0,0
271,0.25,0.90625,-0.21875,13.671875,0,1.953125,0,0,0
272,0.25,0.890625,-0.25,15.625,0,1.953125,0,0,0
273,0.265625,0.890625,-0.328125,15.625,0,3.90625,0,0,0
274,0.25,0.875,-0.375,15.625,0,3.90625,0,0,0
275,0.296875,0.859375,-0.34375,15.625,0,3.90625,0,0,0
276,0.28125,0.84375,-0.421875,13.671875,0,5.859375,0,0,0
277,0.265625,0.828125,-0.421875,15.625,0,1.953125,0,0,0
278,0.328125,0.8125,-0.46875,15.625,-1.953125,1.953125,0,0,0
279,0.265625,0.8125,-0.4375,13.671875,0,1.953125,0,0,0
280,0.296875,0.8125,-0.53125,13.671875,-1.953125,1.953125,0,0,0
281,0.296875,0.765625,-0.53125,13.671875,-1.953125,1.953125,0,0,0
282,0.296875,0.734375,-0.53125,15.625,-3.90625,1.953125,0,0,0
283,0.265625,0.703125,-0.59375,15.625,-1.953125,1.953125,0,0,0
284,0.28125,0.71875,-0.59375,13.671875,-1.953125,3.90625,0,0,0
285,0.296875,0.671875,-0.625,15.625,-1.953125,3.90625,0,0,0
286,0.296875,0.640625,-0.65625,15.625,0,3.90625,0,0,0
287,0.28125,0.640625,-0.6875,15.625,0,3.90625,0,0,0
288,0.28125,0.5625,-0.75,13.671875,0,3.90625,0,0,0
289,0.28125,0.5625,-0.75,13.671875,0,3.90625,0,0,0
290,0.328125,0.515625,-0.796875,13.671875,0,3.90625,0,0,0
291,0.34375,0.515625,-0.75,9.765625,0,3.90625,0,0,0
292,0.34375,0.484375,-0.796875,9.765625,0,1.953125,0,0,0
293,0.359375,0.5,-0.8125,9.765625,0,1.953125,0,0,0
294,0.34375,0.46875,-0.828125,7.8125,-1.953125,3.90625,0,0,0
295,0.328125,0.421875,-0.8125,9.765625,0,3.90625,0,0,0
296,0.40625,0.390625,-0.84375,9.765625,-3.90625,5.859375,0,0,0
297,0.328125,0.390625,-0.84375,7.8125,0,0,0,0,0
298,0.296875,0.375,-0.875,7.8125,-1.953125,5.859375,0,0,0
299,0.28125,0.375,-0.828125,9.765625,-1.953125,0,0,0,0
300,0.359375,0.359375,-0.859375,7.8125,0,3.90625,0,0,0
301,0.296875,0.359375,-0.859375,7.8125,0,1.953125,0,0,0
302,0.375,0.3125,-0.828125,7.8125,0,3.90625,0,0,0
303,0.3125,0.265625,-0.921875,9.765625,0,1.953125,0,0,0
304,0.296875,0.28125,-0.859375,9.765625,0,1.953125,0,0,0
305,0.296875,0.3125,-0.875,7.8125,0,1.953125,0,0,0
306,0.265625,0.265625,-0.9375,7.8125,0,0,0,0,0
307,0.265625,0.265625,-0.9375,7.8125,0,0,0,0,0
308,0.328125,0.203125,-0.890625,3.90625,0,1.953125,0,0,0
309,0.375,0.171875,-0.953125,3.90625,0,1.953125,0,0,0
310,0.296875,0.109375,-0.9375,7.8125,-3.90625,0,0,0,0
311,0.3125,0.1875,-0.9375,3.90625,-1.953125,0,0,0,0
312,0.3125,0.1875,-0.984375,5.859375,-3.90625,0,0,0,0
313,0.25,0.125,-0.96875,3.90625,-1.953125,0,0,0,0
314,0.328125,0.125,-0.890625,3.90625,-3.90625,1.953125,0,0,0
315,0.328125,0.109375,-1.03125,5.859375,-5.859375,3.90625,0,0,0
316,0.234375,0.09375,-0.828125,1.953125,0,0,0,0,0
317,0.234375,0.140625,-0.921875,5.859375,-1.953125,-1.953125,0,0,0
318,0.375,0.125,-0.90625,1.953125,0,0,0,0,0
319,0.359375,0.09375,-0.9375,0,1.953125,1.953125,0,0,0
320,0.265625,0.109375,-0.984375,3.90625,0,0,0,0,0
321,0.328125,0.09375,-0.96875,0,1.953125,1.953125,0,0,0
322,0.3125,0.125,-0.984375,-3.90625,1.953125,1.953125,0,0,0
323,0.3125,0.125,-0.984375,-3.90625,1.953125,1.953125,0,0,0
324,0.265625,0.046875,-1,-5.859375,0,-1.953125,0,0,0
325,0.328125,0.09375,-1.0625,-5.859375,0,-1.953125,0,0,0
326,0.203125,0.09375,-1,-7.8125,-3.90625,-1.953125,0,0,0
327,0.3125,0.1875,-1.046875,-13.671875,1.953125,-1.953125,0,0,0
328,0.203125,0.09375,-0.984375,-13.671875,-5.859375,-1.953125,0,0,0
329,0.3125,0.140625,-1.03125,-15.625,0,-3.90625,0,0,0
330,0.21875,0.15625,-0.84375,-21.484375,1.953125,-1.953125,0,0,0
331,0.234375,0.171875,-1.015625,-15.625,-3.90625,-5.859375,0,0,0
332,0.125,0.265625,-0.796875,-17.578125,0,-3.90625,0,0,0
333,0.28125,0.34375,-0.875,-17.578125,3.90625,-3.90625,0,0,0
334,0.1875,0.375,-0.921875,-15.625,1.953125,0,0,0,0
335,0.171875,0.375,-0.875,-15.625,0,-3.90625,0,0,0
336,0.25,0.421875,-0.859375,-17.578125,5.859375,0,0,0,0
337,0.21875,0.34375,-0.953125,-13.671875,-3.90625,-3.90625,0,0,0
338,0.234375,0.40625,-0.9375,-17.578125,1.953125,-3.90625,0,0,0
339,0.171875,0.484375,-0.75,-13.671875,0,-1.953125,0,0,0
340,0.203125,0.53125,-0.78125,-19.53125,1.953125,-5.859375,0,0,0
341,0.203125,0.53125,-0.78125,-19.53125,0,-5.859375,0,0,0
342,0.1875,0.609375,-0.703125,-21.484375,3.90625,-7.8125,0,0,0
343,0.265625,0.625,-0.75,-21.484375,0,-1.953125,0,0,0
344,0.109375,0.703125,-0.609375,-19.53125,0,-3.90625,0,0,0
345,0.28125,0.625,-0.6875,-23.4375,0,-1.953125,0,0,0
346,0.203125,0.734375,-0.5625,-19.53125,0,-1.953125,0,0,0
347,0.15625,0.75,-0.578125,-25.390625,5.859375,-3.90625,0,0,0
348,0.296875,0.75,-0.609375,-21.484375,0,0,0,0,0
349,0.15625,0.765625,-0.5,-19.53125,1.953125,-3.90625,0,0,0
350,0.296875,0.84375,-0.46875,-19.53125,1.953125,1.953125,0,0,0
351,0.15625,0.859375,-0.375,-17.578125,5.859375,-1.953125,0,0,0
352,0.15625,0.859375,-0.359375,-19.53125,5.859375,-1.953125,0,0,0
353,0.28125,0.859375,-0.375,-17.578125,3.90625,0,0,0,0
354,0.15625,0.890625,-0.34375,-17.578125,7.8125,-1.953125,0,0,0
355,0.265625,0.875,-0.328125,-17.578125,3.90625,0,0,0,0
356,0.203125,0.890625,-0.296875,-15.625,1.953125,0,0,0,0
357,0.234375,0.90625,-0.265625,-13.671875,3.90625,0,0,0,0
358,0.203125,0.9375,-0.21875,-13.671875,1.953125,-1.953125,0,0,0
359,0.21875,0.96875,-0.078125,-11.71875,1.953125,0,0,0,0
360,0.1875,0.96875,-0.125,-7.8125,0,-1.953125,0,0,0
361,0.21875,0.9375,-0.078125,-7.8125,0,0,0,0,0
362,0.171875,0.9375,-0.046875,-5.859375,1.953125,-1.953125,0,0,0
363,0.25,0.96875,-0.0625,-3.90625,0,0,0,0,0
364,0.203125,0.984375,-0.015625,-1.953125,0,0,0,0,0
365,0.203125,0.984375,-0.0625,-1.953125,0,0,0,0,0
366,0.21875,0.984375,-0.046875,-1.953125,1.953125,0,0,0,0
367,0.203125,0.953125,-0.078125,0,0,0,0,0,0
368,0.1875,0.96875,-0.09375,1.953125,0,0,0,0,0
369,0.171875,1,-0.09375,0,0,0,0,0,0
370,0.21875,0.984375,-0.109375,0,0,0,0,0,0
371,0.1875,0.984375,-0.125,1.953125,0,0,0,0,0
