motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-shoulderpress-30,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
312,0.015625,1,0.25,-5.859375,0,0,0,0,0
313,0,0.96875,0.296875,-3.90625,0,0,0,0,0
314,-0.03125,1.0625,0.296875,0,0,0,0,0,0
315,-0.0625,1.296875,0.3125,13.671875,0,-9.765625,0,0,0
316,-0.09375,1.34375,0.34375,25.390625,1.953125,-17.578125,0,0,0
317,-0.109375,0.953125,0.140625,19.53125,5.859375,-11.71875,0,0,0
318,-0.140625,0.921875,0.140625,17.578125,3.90625,-11.71875,0,0,0
319,-0.125,0.828125,0.078125,9.765625,1.953125,-1.953125,0,0,0
320,-0.140625,0.84375,0.03125,7.8125,3.90625,1.953125,0,0,0
321,-0.125,0.875,0,7.8125,1.953125,7.8125,0,0,0
322,-0.109375,0.90625,-0.03125,7.8125,0,9.765625,0,0,0
323,-0.140625,0.984375,0,3.90625,0,7.8125,0,0,0
324,-0.09375,0.953125,0,0,1.953125,3.90625,0,0,0
325,-0.109375,1.015625,-0.078125,0,3.90625,5.859375,0,0,0
326,-0.046875,0.9375,-0.046875,-5.859375,1.953125,11.71875,0,0,0
327,0.015625,0.859375,0.0625,-7.8125,1.953125,11.71875,0,0,0
328,0,0.828125,0,-5.859375,3.90625,9.765625,0,0,0
329,0.046875,0.953125,0,0,0,11.71875,0,0,0
330,0.03125,0.890625,0,0,0,13.671875,0,0,0
331,0.109375,0.96875,0.015625,-1.953125,-1.953125,17.578125,0,0,0
332,0.09375,0.96875,0,-5.859375,-1.953125,19.53125,0,0,0
333,0.09375,0.890625,0,-7.8125,-1.953125,19.53125,0,0,0
334,0.21875,0.90625,-0.078125,-11.71875,1.953125,9.765625,0,0,0
335,0.265625,0.90625,-0.078125,-11.71875,0,9.765625,0,0,0
336,0.234375,0.921875,0.015625,-5.859375,0,3.90625,0,0,0
337,0.21875,0.9375,0.046875,-5.859375,-1.953125,3.90625,0,0,0
338,0.265625,0.96875,0.078125,-1.953125,-1.953125,1.953125,0,0,0
339,0.25,0.953125,0.109375,0,0,0,0,0,0
340,0.21875,0.890625,0.109375,1.953125,0,-1.953125,0,0,0
341,0.203125,0.890625,0,9.765625,0,-9.765625,0,0,0
342,0.203125,0.90625,-0.015625,17.578125,-5.859375,-11.71875,0,0,0
343,0.15625,0.78125,0,21.484375,-9.765625,-13.671875,0,0,0
344,0.1875,0.984375,0.015625,15.625,-1.953125,-11.71875,0,0,0
345,0.09375,0.828125,-0.046875,17.578125,0,-11.71875,0,0,0
346,0.140625,0.953125,-0.078125,19.53125,0,-11.71875,0,0,0
347,0.109375,0.9375,-0.171875,17.578125,0,-9.765625,0,0,0
348,0.078125,1.109375,0,11.71875,0,-3.90625,0,0,0
349,0,0.953125,-0.109375,11.71875,0,-5.859375,0,0,0
350,0.015625,0.890625,-0.109375,0,1.953125,-9.765625,0,0,0
351,0.015625,0.890625,-0.109375,0,1.953125,-9.765625,0,0,0
352,-0.0625,0.984375,-0.25,-1.953125,0,-7.8125,0,0,0
353,0.015625,0.953125,-0.15625,0,0,-5.859375,0,0,0
354,-0.015625,0.90625,-0.125,-5.859375,0,-1.953125,0,0,0
355,-0.109375,0.984375,-0.171875,-5.859375,1.953125,0,0,0,0
356,-0.03125,0.96875,-0.15625,-7.8125,0,0,0,0,0
357,-0.03125,1,-0.125,-7.8125,0,0,0,0,0
358,-0.03125,0.953125,-0.125,-7.8125,0,0,0,0,0
359,-0.078125,0.984375,-0.0625,-9.765625,-1.953125,3.90625,0,0,0
360,-0.046875,1.03125,-0.09375,-13.671875,0,1.953125,0,0,0
361,-0.03125,1,-0.015625,-17.578125,-1.953125,3.90625,0,0,0
362,0,1.109375,-0.0625,-21.484375,-1.953125,1.953125,0,0,0
363,0,1.046875,-0.015625,-23.4375,-1.953125,0,0,0,0
364,-0.03125,1.078125,0,-23.4375,-3.90625,0,0,0,0
365,-0.03125,1.0625,0.09375,-23.4375,0,0,0,0,0
366,-0.015625,1.015625,0.1875,-19.53125,0,1.953125,0,0,0
367,0,1,0.25,-9.765625,0,3.90625,0,0,0
368,0,1,0.25,-9.765625,0,3.90625,0,0,0
369,0,1.03125,0.234375,-7.8125,0,1.953125,0,0,0
370,0,1.03125,0.21875,-7.8125,0,1.953125,0,0,0
371,0.015625,1.046875,0.203125,-5.859375,0,0,0,0,0
372,0.015625,1.015625,0.25,-5.859375,0,0,0,0,0
373,0.03125,1,0.28125,-1.953125,-1.953125,0,0,0,0
374,0.046875,0.96875,0.328125,-1.953125,0,0,0,0,0
375,0,1.109375,0.3125,7.8125,1.953125,-3.90625,0,0,0
376,-0.0625,1.28125,0.296875,15.625,3.90625,-9.765625,0,0,0
377,-0.078125,1.328125,0.1875,35.15625,0,-15.625,0,0,0
