motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-shoulderpress-30,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
378,-0.078125,1.203125,0.1875,35.15625,0,-15.625,0,0,0
379,-0.09375,1.140625,0.15625,29.296875,1.953125,-15.625,0,0,0
380,-0.0625,1.046875,0.109375,19.53125,0,-13.671875,0,0,0
381,-0.078125,0.96875,0.078125,13.671875,0,-9.765625,0,0,0
382,-0.078125,0.90625,0.078125,3.90625,0,5.859375,0,0,0
383,-0.078125,0.90625,0.078125,3.90625,-1.953125,5.859375,0,0,0
384,-0.078125,0.921875,0.078125,7.8125,0,9.765625,0,0,0
385,-0.09375,0.890625,0.078125,7.8125,0,9.765625,0,0,0
386,-0.046875,0.953125,0.0625,5.859375,0,9.765625,0,0,0
387,-0.0625,0.9375,-0.015625,3.90625,0,11.71875,0,0,0
388,-0.078125,0.890625,0.03125,1.953125,0,11.71875,0,0,0
389,-0.03125,1.015625,0,-1.953125,0,11.71875,0,0,0
390,0,1.03125,-0.015625,-3.90625,1.953125,11.71875,0,0,0
391,0.0625,0.921875,-0.0625,-7.8125,0,13.671875,0,0,0
392,0.140625,0.96875,-0.015625,-9.765625,0,15.625,0,0,0
393,0.171875,0.953125,-0.03125,-13.671875,-1.953125,17.578125,0,0,0
394,0.171875,0.9375,0.046875,-15.625,3.90625,13.671875,0,0,0
395,0.21875,0.890625,0,-7.8125,0,11.71875,0,0,0
396,0.21875,0.859375,0,-5.859375,1.953125,5.859375,0,0,0
397,0.3125,0.890625,0.0625,-3.90625,-1.953125,7.8125,0,0,0
398,0.25,0.953125,0.140625,0,0,0,0,0,0
399,0.25,0.953125,0.140625,0,0,0,0,0,0
400,0.25,0.953125,0.109375,1.953125,-1.953125,0,0,0,0
401,0.25,0.890625,0.078125,5.859375,1.953125,-3.90625,0,0,0
402,0.25,0.953125,0.046875,5.859375,0,-1.953125,0,0,0
403,0.21875,0.8125,0.03125,11.71875,0,-9.765625,0,0,0
404,0.25,0.984375,0.015625,11.71875,0,-7.8125,0,0,0
405,0.25,0.984375,0,11.71875,0,-9.765625,0,0,0
406,0.234375,0.859375,-0.078125,15.625,-3.90625,-9.765625,0,0,0
407,0.140625,0.890625,-0.0625,9.765625,0,-11.71875,0,0,0
408,0.09375,0.90625,-0.125,9.765625,0,-9.765625,0,0,0
409,0.125,0.96875,-0.015625,9.765625,0,-9.765625,0,0,0
410,0.125,0.90625,-0.078125,9.765625,0,-7.8125,0,0,0
411,0.078125,1.046875,-0.0625,5.859375,0,-9.765625,0,0,0
412,0.015625,0.953125,-0.0625,5.859375,1.953125,-9.765625,0,0,0
413,0,0.921875,-0.140625,0,0,-7.8125,0,0,0
414,0,0.921875,-0.21875,0,0,-7.8125,0,0,0
415,-0.015625,0.953125,-0.1875,0,1.953125,-5.859375,0,0,0
416,0,0.828125,-0.09375,0,0,-7.8125,0,0,0
417,-0.0625,0.953125,-0.203125,0,1.953125,-5.859375,0,0,0
418,-0.03125,0.90625,-0.125,0,1.953125,-3.90625,0,0,0
419,-0.109375,1.03125,-0.203125,0,0,-1.953125,0,0,0
420,-0.03125,0.984375,-0.171875,0,-1.953125,0,0,0,0
421,-0.046875,0.9375,-0.140625,-1.953125,0,0,0,0,0
422,-0.09375,0.921875,-0.125,-3.90625,0,0,0,0,0
423,-0.09375,0.96875,-0.140625,-7.8125,0,9.765625,0,0,0
424,-0.015625,0.984375,-0.09375,-9.765625,0,9.765625,0,0,0
425,-0.0625,0.984375,-0.046875,-13.671875,0,7.8125,0,0,0
426,-0.0625,1.03125,-0.078125,-15.625,0,3.90625,0,0,0
427,-0.03125,1.015625,0.015625,-17.578125,0,1.953125,0,0,0
428,0,1.046875,0,-17.578125,0,1.953125,0,0,0
429,0,1.03125,0.015625,-17.578125,0,1.953125,0,0,0
430,0,1.046875,0,-17.578125,0,1.953125,0,0,0
431,0.03125,1.03125,0.125,-11.71875,-1.953125,5.859375,0,0,0
432,0.03125,1.03125,0.125,-9.765625,-1.953125,5.859375,0,0,0
433,0,1.03125,0.21875,-11.71875,0,0,0,0,0
434,0,1.03125,0.203125,-9.765625,0,0,0,0,0
435,0,1.015625,0.21875,-5.859375,0,1.953125,0,0,0
436,0,1.03125,0.203125,-3.90625,0,3.90625,0,0,0
437,0,1,0.234375,-3.90625,0,1.953125,0,0,0
438,0,1.015625,0.234375,-1.953125,0,1.953125,0,0,0
439,0,1,0.25,-1.953125,0,0,0,0,0
440,0,1.171875,0.234375,7.8125,0,-5.859375,0,0,0
441,-0.03125,1.359375,0.125,31.25,3.90625,-15.625,0,0,0
442,-0.046875,1.203125,0.140625,35.15625,1.953125,-11.71875,0,0,0
443,-0.109375,1.09375,0.171875,27.34375,1.953125,-11.71875,0,0,0
444,-0.078125,0.921875,0.109375,17.578125,5.859375,-7.8125,0,0,0
445,-0.109375,0.953125,0.09375,15.625,3.90625,-3.90625,0,0,0
446,-0.078125,0.921875,0.046875,13.671875,3.90625,0,0,0,0
447,-0.140625,0.96875,-0.046875,3.90625,1.953125,1.953125,0,0,0
448,-0.140625,0.96875,-0.046875,3.90625,1.953125,1.953125,0,0,0
449,-0.09375,1,-0.125,-1.953125,0,7.8125,0,0,0
450,-0.109375,0.921875,-0.0625,-5.859375,0,7.8125,0,0,0
451,-0.03125,0.890625,-0.03125,-9.765625,0,7.8125,0,0,0
452,0,0.859375,0,-11.71875,1.953125,7.8125,0,0,0
453,-0.09375,0.9375,-0.078125,-5.859375,-1.953125,11.71875,0,0,0
454,-0.015625,0.921875,0.015625,-3.90625,0,11.71875,0,0,0
455,0.03125,0.953125,0.03125,-5.859375,0,15.625,0,0,0
456,0.09375,1.046875,0.03125,-7.8125,-3.90625,17.578125,0,0,0
457,0.203125,0.9375,0.046875,-11.71875,0,17.578125,0,0,0
458,0.203125,0.890625,0.015625,-9.765625,0,17.578125,0,0,0
459,0.234375,0.84375,0,-3.90625,0,7.8125,0,0,0
460,0.203125,0.921875,0.015625,0,0,3.90625,0,0,0
461,0.234375,0.96875,0.078125,0,0,0,0,0,0
462,0.234375,0.96875,0.078125,0,0,0,0,0,0
463,0.25,0.953125,0.09375,1.953125,0,0,0,0,0
464,0.25,0.984375,0.0625,0,0,0,0,0,0
465,0.234375,0.96875,0.0625,0,0,0,0,0,0
466,0.234375,0.96875,0.0625,0,0,0,0,0,0
467,0.25,0.953125,0.0625,0,0,0,0,0,0
468,0.25,0.96875,0.0625,0,0,-1.953125,0,0,0
469,0.234375,0.984375,0.09375,0,0,0,0,0,0
470,0.25,0.984375,0.078125,0,0,0,0,0,0
471,0.234375,0.96875,0.078125,0,0,0,0,0,0
472,0.25,0.96875,0.078125,0,0,0,0,0,0
473,0.21875,0.96875,0.078125,0,0,0,0,0,0
474,0.234375,0.96875,0.078125,0,0,0,0,0,0
475,0.234375,1,0.046875,0,0,0,0,0,0
476,0.21875,0.96875,0.0625,0,0,0,0,0,0
477,0.25,0.984375,0.078125,0,0,0,0,0,0
478,0.234375,0.984375,0.078125,0,0,0,0,0,0
479,0.234375,0.984375,0.0625,0,0,0,0,0,0
480,0.234375,0.96875,0.046875,0,0,0,0,0,0
481,0.234375,0.96875,0.046875,0,0,0,0,0,0
482,0.234375,0.96875,0.0625,0,0,0,0,0,0
483,0.21875,0.984375,0.0625,0,0,0,0,0,0
484,0.234375,0.96875,0.078125,0,0,0,0,0,0
485,0.234375,0.96875,0.078125,0,0,0,0,0,0
486,0.234375,0.96875,0.078125,0,0,0,0,0,0
487,0.21875,0.984375,0.0625,0,0,0,0,0,0
488,0.21875,0.96875,0.0625,0,1.953125,0,0,0,0
489,0.21875,0.96875,0.0625,0,0,0,0,0,0
490,0.234375,0.953125,0.015625,0,0,0,0,0,0
491,0.234375,0.953125,0.015625,0,0,0,0,0,0
492,0.203125,0.96875,0.03125,0,0,-1.953125,0,0,0
493,0.203125,0.984375,0.046875,0,0,0,0,0,0
494,0.203125,0.984375,0.046875,0,0,0,0,0,0
495,0.203125,0.96875,0.0625,0,0,0,0,0,0
496,0.1875,0.96875,0.078125,0,0,0,0,0,0
497,0.203125,0.96875,0.078125,0,0,1.953125,0,0,0
498,0.171875,0.984375,0.09375,0,0,0,0,0,0
499,0.171875,1,0.078125,0,0,0,0,0,0
500,0.1875,0.984375,0.0625,0,0,0,0,0,0
501,0.171875,0.984375,0.0625,0,0,0,0,0,0
502,0.1875,0.953125,0.046875,1.953125,0,0,0,0,0
503,0.203125,0.96875,0.0625,0,0,0,0,0,0
504,0.171875,0.96875,0.046875,0,0,0,0,0,0
505,0.1875,0.984375,0.046875,0,0,0,0,0,0
506,0.203125,0.984375,0.03125,0,0,0,0,0,0
507,0.1875,1,0.046875,0,0,0,0,0,0
508,0.1875,0.984375,0.015625,0,0,0,0,0,0
509,0.1875,0.984375,0.03125,0,1.953125,0,0,0,0
510,0.203125,1,0.015625,0,1.953125,0,0,0,0
511,0.1875,0.9375,0.046875,0,0,0,0,0,0
512,0.21875,1,0.03125,0,3.90625,0,0,0,0
513,0.1875,1,0.0625,0,0,-1.953125,0,0,0
514,0.15625,0.96875,0.0625,0,3.90625,-1.953125,0,0,0
515,0.171875,0.953125,0.046875,1.953125,0,-1.953125,0,0,0
516,0.09375,0.96875,-0.046875,9.765625,-1.953125,-7.8125,0,0,0
517,0.140625,0.875,0,7.8125,0,-7.8125,0,0,0
518,0.15625,1.046875,-0.046875,7.8125,0,-5.859375,0,0,0
519,0.109375,0.953125,-0.078125,13.671875,-1.953125,-5.859375,0,0,0
520,0.125,0.90625,0,9.765625,-1.953125,-3.90625,0,0,0
521,0.140625,1.125,-0.078125,7.8125,0,-3.90625,0,0,0
522,0.09375,0.9375,-0.046875,9.765625,0,-5.859375,0,0,0
523,-0.015625,0.890625,-0.15625,9.765625,0,-9.765625,0,0,0
524,-0.015625,0.90625,-0.21875,9.765625,0,-7.8125,0,0,0
525,-0.046875,0.953125,-0.21875,7.8125,0,-5.859375,0,0,0
526,-0.015625,0.921875,-0.1875,5.859375,0,-3.90625,0,0,0
527,-0.09375,0.953125,-0.1875,1.953125,1.953125,-5.859375,0,0,0
528,-0.0625,0.9375,-0.28125,0,0,-5.859375,0,0,0
529,-0.109375,0.921875,-0.234375,0,0,-3.90625,0,0,0
530,-0.125,1.015625,-0.25,-1.953125,0,0,0,0,0
531,-0.09375,0.96875,-0.21875,-5.859375,0,0,0,0,0
532,-0.109375,0.953125,-0.25,-5.859375,0,0,0,0,0
533,-0.109375,0.9375,-0.21875,-5.859375,0,1.953125,0,0,0
534,-0.125,0.921875,-0.171875,-7.8125,0,1.953125,0,0,0
535,-0.09375,0.984375,-0.21875,-9.765625,1.953125,1.953125,0,0,0
536,-0.078125,0.9375,-0.140625,-9.765625,0,3.90625,0,0,0
537,-0.078125,1,-0.125,-13.671875,0,7.8125,0,0,0
538,-0.03125,1.015625,-0.125,-15.625,-1.953125,11.71875,0,0,0
539,0.015625,1.03125,0,-19.53125,0,3.90625,0,0,0
540,0.046875,1.03125,0.03125,-17.578125,0,1.953125,0,0,0
541,0.03125,1.0625,0.015625,-13.671875,0,1.953125,0,0,0
542,0.03125,1.046875,0.0625,-9.765625,0,1.953125,0,0,0
543,0.03125,1.0625,0.046875,-9.765625,0,3.90625,0,0,0
544,0.015625,1.046875,0.0625,-7.8125,0,5.859375,0,0,0
545,0.046875,1.03125,0.09375,-7.8125,0,7.8125,0,0,0
546,0.046875,1.03125,0.109375,-5.859375,0,5.859375,0,0,0
547,0.078125,1.015625,0.125,-3.90625,0,3.90625,0,0,0
548,0.078125,1.015625,0.125,-3.90625,0,3.90625,0,0,0
549,0.078125,1.03125,0.125,-3.90625,0,3.90625,0,0,0
550,0.09375,1.046875,0.109375,-1.953125,0,1.953125,0,0,0
551,0.09375,1.03125,0.140625,-3.90625,0,0,0,0,0
552,0.109375,1,0.15625,-1.953125,0,0,0,0,0
553,0.109375,1.0625,0.15625,0,0,-1.953125,0,0,0
554,0.0625,1.25,0.15625,7.8125,1.953125,-7.8125,0,0,0
555,0.09375,1.328125,0.203125,15.625,5.859375,-15.625,0,0,0
556,0.015625,1.390625,0.109375,25.390625,5.859375,-23.4375,0,0,0
557,0,0.953125,0.03125,15.625,5.859375,-13.671875,0,0,0
558,-0.0625,0.953125,0.03125,11.71875,1.953125,-9.765625,0,0,0
559,-0.078125,0.984375,0,7.8125,1.953125,-1.953125,0,0,0
560,-0.0625,1.03125,-0.015625,3.90625,1.953125,-1.953125,0,0,0
561,-0.09375,0.953125,-0.046875,0,0,1.953125,0,0,0
562,-0.09375,0.96875,0,0,0,3.90625,0,0,0
563,-0.015625,1,0,-1.953125,0,7.8125,0,0,0
564,0,0.890625,-0.03125,-7.8125,0,13.671875,0,0,0
565,0,0.890625,-0.03125,-7.8125,0,13.671875,0,0,0
566,0.03125,0.90625,0,-9.765625,0,13.671875,0,0,0
567,0,0.953125,0,-9.765625,-1.953125,15.625,0,0,0
568,0.0625,0.875,0,-9.765625,-1.953125,17.578125,0,0,0
569,0.09375,0.953125,0,-13.671875,-1.953125,19.53125,0,0,0
570,0.0625,0.90625,0,-9.765625,-3.90625,17.578125,0,0,0
571,0.171875,0.859375,0.09375,-13.671875,-1.953125,19.53125,0,0,0
572,0.15625,0.90625,0,-7.8125,0,13.671875,0,0,0
573,0.234375,0.9375,0.078125,1.953125,0,3.90625,0,0,0
574,0.265625,0.90625,0.078125,0,0,5.859375,0,0,0
575,0.15625,0.953125,0.046875,1.953125,3.90625,0,0,0,0
576,0.3125,0.953125,0.03125,3.90625,-1.953125,1.953125,0,0,0
577,0.25,0.953125,0.078125,1.953125,0,1.953125,0,0,0
578,0.3125,0.953125,0.03125,0,0,0,0,0,0
579,0.265625,0.953125,0.015625,1.953125,0,0,0,0,0
580,0.296875,0.921875,0.046875,3.90625,0,-1.953125,0,0,0
581,0.25,0.96875,0.03125,1.953125,1.953125,-3.90625,0,0,0
582,0.28125,0.84375,0.015625,9.765625,0,-9.765625,0,0,0
583,0.234375,0.84375,0.015625,9.765625,0,-9.765625,0,0,0
584,0.140625,1.03125,-0.015625,13.671875,0,-11.71875,0,0,0
585,0.21875,0.8125,0,15.625,-1.953125,-11.71875,0,0,0
586,0.03125,1,-0.0625,17.578125,0,-13.671875,0,0,0
587,0.015625,0.921875,-0.125,19.53125,0,-11.71875,0,0,0
588,0.109375,0.9375,-0.0625,17.578125,-1.953125,-9.765625,0,0,0
589,0.09375,0.921875,-0.140625,11.71875,-1.953125,-9.765625,0,0,0
590,0.0625,0.953125,-0.1875,7.8125,0,-9.765625,0,0,0
591,-0.046875,1.03125,-0.25,1.953125,0,-9.765625,0,0,0
592,0.0625,0.921875,-0.1875,1.953125,0,-5.859375,0,0,0
593,-0.015625,0.953125,-0.234375,0,0,0,0,0,0
594,-0.03125,0.9375,-0.171875,-1.953125,0,0,0,0,0
595,0.015625,0.9375,-0.171875,-5.859375,0,1.953125,0,0,0
596,0,1.015625,-0.171875,-7.8125,0,1.953125,0,0,0
597,0,0.9375,-0.03125,-17.578125,0,1.953125,0,0,0
598,0,0.96875,-0.046875,-17.578125,0,1.953125,0,0,0
599,0.015625,1.015625,0,-19.53125,0,1.953125,0,0,0
600,-0.015625,1.078125,-0.015625,-19.53125,0,3.90625,0,0,0
601,0,1.09375,0.078125,-17.578125,0,7.8125,0,0,0
602,0,1.0625,0.109375,-15.625,0,5.859375,0,0,0
603,0.078125,1.0625,0.15625,-11.71875,0,3.90625,0,0,0
604,0.0625,1.046875,0.15625,-7.8125,0,1.953125,0,0,0
605,0.0625,1.015625,0.140625,-3.90625,0,1.953125,0,0,0
606,0.046875,1.03125,0.125,-1.953125,0,3.90625,0,0,0
607,0.046875,1.015625,0.15625,-1.953125,0,3.90625,0,0,0
608,0.046875,1.015625,0.15625,-5.859375,0,1.953125,0,0,0
609,0.0625,1.015625,0.171875,-3.90625,0,0,0,0,0
610,0.078125,1.03125,0.15625,-1.953125,0,0,0,0,0
611,0,1.375,0.140625,31.25,0,-17.578125,0,0,0
612,0,1.375,0.140625,31.25,1.953125,-17.578125,0,0,0
613,-0.03125,1.25,0.078125,33.203125,3.90625,-17.578125,0,0,0
614,-0.046875,1.125,0.09375,29.296875,1.953125,-13.671875,0,0,0
615,-0.0625,0.984375,0.015625,17.578125,1.953125,-1.953125,0,0,0
616,-0.0625,0.90625,0.015625,11.71875,0,1.953125,0,0,0
617,-0.109375,0.953125,-0.015625,0,0,7.8125,0,0,0
618,-0.046875,0.890625,-0.0625,-1.953125,0,11.71875,0,0,0
619,0.09375,0.796875,-0.109375,-7.8125,1.953125,13.671875,0,0,0
620,0.0625,0.75,-0.03125,-11.71875,1.953125,11.71875,0,0,0
621,0.125,0.859375,-0.09375,-7.8125,3.90625,9.765625,0,0,0
622,0.125,0.9375,-0.03125,-7.8125,3.90625,13.671875,0,0,0
623,0.171875,0.890625,-0.0625,-7.8125,0,13.671875,0,0,0
624,0.125,1.046875,0.03125,-9.765625,1.953125,17.578125,0,0,0
625,0.25,0.921875,0,-5.859375,0,7.8125,0,0,0
626,0.25,0.921875,0,-5.859375,0,7.8125,0,0,0
627,0.265625,0.9375,-0.03125,0,0,1.953125,0,0,0
628,0.25,0.90625,0.015625,0,0,0,0,0,0
629,0.265625,0.921875,0.03125,0,0,0,0,0,0
630,0.328125,1,0.046875,-1.953125,0,0,0,0,0
631,0.265625,0.9375,0.0625,0,0,0,0,0,0
632,0.28125,0.9375,0.046875,0,0,0,0,0,0
633,0.28125,0.953125,0.03125,1.953125,0,-1.953125,0,0,0
634,0.28125,0.953125,0.046875,1.953125,0,-1.953125,0,0,0
635,0.296875,0.96875,0.046875,1.953125,0,-1.953125,0,0,0
636,0.25,0.953125,0,5.859375,-3.90625,-3.90625,0,0,0
637,0.25,0.9375,0.015625,3.90625,0,-1.953125,0,0,0
638,0.203125,0.984375,0.015625,3.90625,0,-3.90625,0,0,0
639,0.15625,1,-0.0625,13.671875,0,-9.765625,0,0,0
640,0.15625,1,-0.0625,13.671875,0,-9.765625,0,0,0
641,0.125,0.984375,-0.15625,13.671875,-1.953125,-9.765625,0,0,0
642,0.1875,0.9375,-0.109375,9.765625,-1.953125,-3.90625,0,0,0
643,0.15625,0.96875,-0.140625,7.8125,0,-5.859375,0,0,0
644,0.140625,0.9375,-0.15625,9.765625,0,-7.8125,0,0,0
645,0.15625,0.90625,-0.15625,5.859375,0,-7.8125,0,0,0
646,0.125,0.9375,-0.171875,5.859375,0,-7.8125,0,0,0
647,0.0625,0.953125,-0.203125,5.859375,0,-1.953125,0,0,0
648,0.03125,0.96875,-0.21875,3.90625,0,-1.953125,0,0,0
649,0.078125,0.921875,-0.1875,0,0,-5.859375,0,0,0
650,0,0.984375,-0.234375,0,0,-5.859375,0,0,0
651,0.046875,0.90625,-0.203125,0,0,-1.953125,0,0,0
652,0.015625,0.890625,-0.21875,0,0,-1.953125,0,0,0
653,0.015625,0.96875,-0.1875,-3.90625,0,-1.953125,0,0,0
654,-0.015625,0.953125,-0.15625,-3.90625,0,-1.953125,0,0,0
655,0,0.96875,-0.203125,-3.90625,1.953125,0,0,0,0
656,-0.015625,0.96875,-0.15625,-5.859375,1.953125,0,0,0,0
657,-0.015625,0.9375,-0.140625,-5.859375,0,1.953125,0,0,0
658,0,0.984375,-0.15625,-5.859375,0,3.90625,0,0,0
659,0.015625,0.953125,-0.109375,-9.765625,0,1.953125,0,0,0
660,0.015625,0.96875,-0.109375,-11.71875,0,1.953125,0,0,0
661,0.046875,0.984375,-0.078125,-11.71875,0,1.953125,0,0,0
662,0.046875,1,-0.046875,-11.71875,-1.953125,1.953125,0,0,0
663,0.0625,1,-0.03125,-13.671875,0,3.90625,0,0,0
664,0.03125,1.03125,0.015625,-15.625,0,1.953125,0,0,0
665,0.046875,1.015625,0.03125,-15.625,0,1.953125,0,0,0
666,0.046875,1.046875,0.0625,-13.671875,0,1.953125,0,0,0
667,0.046875,1.078125,0.0625,-11.71875,0,1.953125,0,0,0
668,0.0625,1,0.125,-1.953125,0,1.953125,0,0,0
669,0.0625,1,0.125,-1.953125,0,1.953125,0,0,0
670,0.046875,0.984375,0.125,-1.953125,0,1.953125,0,0,0
671,0.0625,0.984375,0.140625,-1.953125,0,1.953125,0,0,0
672,0.078125,1,0.125,0,0,1.953125,0,0,0
673,0.09375,1,0.125,0,0,1.953125,0,0,0
674,0.109375,1,0.125,0,0,0,0,0,0
675,0.125,0.984375,0.15625,0,0,0,0,0,0
676,0.109375,0.984375,0.140625,0,0,0,0,0,0
677,0.109375,0.984375,0.140625,0,0,0,0,0,0
678,0.09375,1.03125,0.125,0,0,0,0,0,0
679,0.078125,1.109375,0.140625,1.953125,1.953125,-3.90625,0,0,0
680,0.0625,1.296875,0.140625,13.671875,0,-11.71875,0,0,0
681,0,1.34375,0.109375,19.53125,3.90625,-17.578125,0,0,0
682,-0.015625,1.03125,0.015625,19.53125,0,-7.8125,0,0,0
683,-0.015625,1.03125,0.015625,19.53125,0,-7.8125,0,0,0
684,-0.046875,0.953125,-0.015625,9.765625,1.953125,-1.953125,0,0,0
685,-0.03125,0.953125,-0.046875,7.8125,0,0,0,0,0
686,-0.0625,0.953125,-0.078125,0,0,3.90625,0,0,0
687,0.015625,0.859375,-0.0625,0,-3.90625,5.859375,0,0,0
688,0,0.90625,-0.09375,-3.90625,0,7.8125,0,0,0
689,0.09375,0.875,-0.078125,-5.859375,0,7.8125,0,0,0
690,0,0.96875,-0.046875,-5.859375,0,11.71875,0,0,0
691,0.046875,0.921875,-0.015625,-3.90625,0,11.71875,0,0,0
692,0.046875,1.046875,-0.03125,-5.859375,-1.953125,13.671875,0,0,0
693,0.015625,0.96875,0,-5.859375,0,13.671875,0,0,0
694,0.15625,0.984375,-0.015625,-3.90625,-5.859375,17.578125,0,0,0
695,0.125,0.953125,0,-3.90625,0,11.71875,0,0,0
696,0.1875,0.9375,-0.03125,-5.859375,0,9.765625,0,0,0
697,0.1875,0.9375,-0.03125,-5.859375,0,9.765625,0,0,0
698,0.25,0.90625,0,-1.953125,0,5.859375,0,0,0
699,0.21875,0.890625,0,0,0,1.953125,0,0,0
700,0.28125,0.96875,0.03125,0,0,0,0,0,0
701,0.265625,0.953125,0.015625,0,1.953125,0,0,0,0
702,0.25,0.953125,0.015625,0,0,0,0,0,0
703,0.265625,0.9375,-0.015625,0,0,-1.953125,0,0,0
704,0.1875,0.90625,-0.015625,5.859375,-1.953125,-7.8125,0,0,0
705,0.203125,0.921875,0,5.859375,-3.90625,-7.8125,0,0,0
706,0.1875,0.890625,-0.046875,7.8125,-7.8125,-7.8125,0,0,0
707,0.125,0.859375,-0.046875,13.671875,-5.859375,-9.765625,0,0,0
708,0.171875,0.890625,-0.0625,15.625,-1.953125,-9.765625,0,0,0
709,0.140625,0.953125,-0.015625,11.71875,0,-9.765625,0,0,0
710,0.09375,0.9375,-0.140625,9.765625,0,-7.8125,0,0,0
711,0.09375,0.9375,-0.140625,9.765625,0,-7.8125,0,0,0
712,0.046875,0.953125,-0.203125,7.8125,0,-9.765625,0,0,0
713,0.015625,1.046875,-0.234375,5.859375,0,-9.765625,0,0,0
714,0,0.984375,-0.296875,0,0,-5.859375,0,0,0
715,-0.015625,0.9375,-0.203125,0,0,-5.859375,0,0,0
716,0.015625,1.015625,-0.25,0,0,-1.953125,0,0,0
717,0.015625,0.9375,-0.171875,-1.953125,0,-3.90625,0,0,0
718,-0.03125,1.015625,-0.1875,-5.859375,0,0,0,0,0
719,-0.078125,0.96875,-0.09375,-5.859375,1.953125,0,0,0,0
720,-0.078125,0.90625,-0.0625,-5.859375,0,1.953125,0,0,0
721,-0.078125,1.015625,-0.125,-5.859375,0,1.953125,0,0,0
722,0,0.9375,-0.078125,-9.765625,0,0,0,0,0
723,-0.03125,1.015625,-0.0625,-13.671875,0,0,0,0,0
724,-0.015625,1.03125,0.03125,-11.71875,0,5.859375,0,0,0
725,-0.015625,1.03125,0.03125,-11.71875,0,5.859375,0,0,0
726,0,1,0.09375,-13.671875,0,5.859375,0,0,0
727,-0.015625,1.078125,0.0625,-13.671875,0,3.90625,0,0,0
728,0.015625,1.078125,0.09375,-13.671875,0,1.953125,0,0,0
729,0.03125,1.0625,0.125,-9.765625,0,3.90625,0,0,0
730,0.015625,1.046875,0.15625,-3.90625,0,3.90625,0,0,0
731,0.03125,1.03125,0.171875,-1.953125,0,1.953125,0,0,0
732,0.046875,1,0.15625,0,0,0,0,0,0
733,0.046875,1,0.15625,0,0,0,0,0,0
734,0.0625,1,0.140625,0,0,0,0,0,0
735,0.0625,1,0.15625,0,0,0,0,0,0
736,0.0625,0.984375,0.15625,0,0,0,0,0,0
737,0.0625,1,0.15625,0,0,0,0,0,0
738,0.0625,0.984375,0.15625,-1.953125,0,0,0,0,0
739,0.015625,1.171875,0.1875,7.8125,1.953125,-5.859375,0,0,0
740,0.015625,1.171875,0.1875,7.8125,1.953125,-5.859375,0,0,0
741,0,1.140625,0.1875,11.71875,1.953125,-9.765625,0,0,0
742,0.015625,1.15625,0.15625,15.625,1.953125,-9.765625,0,0,0
743,0,1.140625,0.09375,19.53125,1.953125,-9.765625,0,0,0
744,0,1.078125,0.109375,19.53125,1.953125,-9.765625,0,0,0
745,-0.046875,1.15625,0.0625,19.53125,1.953125,-11.71875,0,0,0
746,-0.03125,1.171875,0.046875,19.53125,1.953125,-13.671875,0,0,0
747,-0.078125,1.09375,0.046875,15.625,1.953125,-9.765625,0,0,0
748,-0.09375,1.03125,0.015625,9.765625,1.953125,-7.8125,0,0,0
749,-0.09375,0.96875,-0.046875,1.953125,1.953125,5.859375,0,0,0
750,-0.09375,0.953125,-0.09375,0,0,5.859375,0,0,0
751,-0.046875,0.9375,-0.03125,0,-1.953125,9.765625,0,0,0
752,-0.03125,0.859375,-0.03125,-3.90625,0,9.765625,0,0,0
753,0.015625,0.953125,0,-7.8125,1.953125,11.71875,0,0,0
754,0,0.859375,-0.0625,-3.90625,0,9.765625,0,0,0
755,0.078125,0.78125,-0.0625,-1.953125,0,9.765625,0,0,0
756,0.078125,0.78125,-0.0625,-1.953125,0,9.765625,0,0,0
757,0.078125,0.953125,-0.015625,-1.953125,0,7.8125,0,0,0
758,0.109375,0.9375,-0.015625,-1.953125,-1.953125,9.765625,0,0,0
759,0.15625,1,0.015625,-3.90625,0,11.71875,0,0,0
760,0.203125,0.953125,0,-3.90625,-1.953125,11.71875,0,0,0
761,0.1875,0.90625,0,-3.90625,1.953125,7.8125,0,0,0
762,0.21875,0.890625,-0.03125,-3.90625,0,7.8125,0,0,0
763,0.25,0.921875,0.015625,0,0,0,0,0,0
764,0.25,0.953125,0.015625,0,-1.953125,0,0,0,0
765,0.25,0.9375,0.03125,0,0,0,0,0,0
766,0.234375,0.96875,0,0,0,0,0,0,0
767,0.21875,0.953125,0,0,0,0,0,0,0
768,0.25,0.953125,0.03125,0,0,0,0,0,0
769,0.234375,0.953125,0,5.859375,-1.953125,-1.953125,0,0,0
770,0.234375,0.953125,0,5.859375,-3.90625,-1.953125,0,0,0
771,0.203125,0.953125,0,9.765625,-1.953125,-5.859375,0,0,0
772,0.171875,0.890625,-0.015625,9.765625,-1.953125,-5.859375,0,0,0
773,0.140625,0.984375,-0.03125,9.765625,0,-7.8125,0,0,0
774,0.15625,0.984375,-0.046875,7.8125,0,-5.859375,0,0,0
775,0.125,0.953125,-0.0625,7.8125,0,-7.8125,0,0,0
776,0.125,0.953125,-0.109375,9.765625,0,-7.8125,0,0,0
777,0.140625,0.921875,-0.078125,7.8125,0,-5.859375,0,0,0
778,0.078125,0.9375,-0.140625,9.765625,0,-7.8125,0,0,0
