motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-bicepcurls-20,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
104,0.953125,-0.1875,-0.515625,37.109375,0,54.6875,0,0,0
105,0.90625,-0.375,-0.421875,35.15625,1.953125,52.734375,0,0,0
106,0.90625,-0.40625,-0.390625,35.15625,1.953125,48.828125,0,0,0
107,0.921875,-0.484375,-0.390625,33.203125,1.953125,46.875,0,0,0
108,0.859375,-0.5625,-0.40625,31.25,0,42.96875,0,0,0
109,0.8125,-0.59375,-0.296875,29.296875,0,39.0625,0,0,0
110,0.796875,-0.65625,-0.328125,27.34375,1.953125,37.109375,0,0,0
111,0.703125,-0.734375,-0.234375,11.71875,0,17.578125,0,0,0
112,0.703125,-0.734375,-0.234375,9.765625,0,17.578125,0,0,0
113,0.640625,-0.765625,-0.234375,5.859375,0,9.765625,0,0,0
114,0.609375,-0.796875,-0.1875,3.90625,0,7.8125,0,0,0
115,0.640625,-0.78125,-0.21875,0,0,-1.953125,0,0,0
116,0.765625,-0.765625,-0.328125,-19.53125,-5.859375,-29.296875,0,0,0
117,0.921875,-0.625,-0.46875,-44.921875,-1.953125,-66.40625,0,0,0
118,0.953125,-0.53125,-0.4375,-46.875,-1.953125,-68.359375,0,0,0
119,0.90625,-0.25,-0.484375,-46.875,0,-72.265625,0,0,0
120,0.875,-0.109375,-0.46875,-44.921875,0,-70.3125,0,0,0
121,0.828125,-0.015625,-0.453125,-44.921875,-1.953125,-66.40625,0,0,0
122,0.734375,0.0625,-0.4375,-41.015625,-1.953125,-60.546875,0,0,0
123,0.75,0.125,-0.421875,-37.109375,1.953125,-60.546875,0,0,0
124,0.734375,0.234375,-0.40625,-35.15625,0,-54.6875,0,0,0
125,0.546875,0.625,-0.265625,-21.484375,3.90625,-35.15625,0,0,0
126,0.546875,0.625,-0.265625,-21.484375,3.90625,-35.15625,0,0,0
127,0.46875,0.71875,-0.15625,-13.671875,5.859375,-17.578125,0,0,0
128,0.375,0.6875,-0.21875,-7.8125,1.953125,-9.765625,0,0,0
129,0.390625,0.65625,-0.171875,0,1.953125,0,0,0,0
130,0.453125,0.65625,-0.203125,3.90625,0,7.8125,0,0,0
131,0.484375,0.703125,-0.1875,7.8125,0,13.671875,0,0,0
132,0.515625,0.734375,-0.234375,11.71875,-1.953125,17.578125,0,0,0
133,0.5,0.765625,-0.265625,11.71875,-3.90625,23.4375,0,0,0
134,0.5625,0.734375,-0.21875,11.71875,-1.953125,25.390625,0,0,0
135,0.671875,0.5,-0.296875,21.484375,0,37.109375,0,0,0
136,0.671875,0.453125,-0.34375,23.4375,-1.953125,39.0625,0,0,0
137,0.734375,0.390625,-0.34375,25.390625,0,42.96875,0,0,0
138,0.734375,0.34375,-0.390625,27.34375,0,48.828125,0,0,0
139,0.84375,0.25,-0.40625,29.296875,1.953125,50.78125,0,0,0
140,0.796875,0.171875,-0.375,29.296875,0,52.734375,0,0,0
141,0.875,0.078125,-0.421875,31.25,1.953125,54.6875,0,0,0
142,0.859375,0.03125,-0.40625,31.25,1.953125,56.640625,0,0,0
143,0.9375,-0.09375,-0.40625,33.203125,3.90625,58.59375,0,0,0
144,0.875,-0.53125,-0.359375,33.203125,3.90625,48.828125,0,0,0
145,0.875,-0.53125,-0.359375,33.203125,3.90625,48.828125,0,0,0
146,0.875,-0.5625,-0.40625,29.296875,1.953125,46.875,0,0,0
147,0.828125,-0.640625,-0.328125,29.296875,1.953125,39.0625,0,0,0
148,0.796875,-0.65625,-0.328125,27.34375,0,37.109375,0,0,0
149,0.75,-0.75,-0.3125,19.53125,0,27.34375,0,0,0
150,0.703125,-0.765625,-0.234375,15.625,0,21.484375,0,0,0
151,0.640625,-0.734375,-0.234375,9.765625,0,13.671875,0,0,0
152,0.609375,-0.765625,-0.171875,5.859375,0,9.765625,0,0,0
153,0.625,-0.8125,-0.1875,-1.953125,0,-1.953125,0,0,0
154,0.640625,-0.8125,-0.21875,-5.859375,-1.953125,-7.8125,0,0,0
155,0.703125,-0.8125,-0.25,-11.71875,-3.90625,-17.578125,0,0,0
156,0.75,-0.765625,-0.296875,-17.578125,-3.90625,-27.34375,0,0,0
157,0.765625,-0.734375,-0.375,-25.390625,-5.859375,-35.15625,0,0,0
158,0.859375,-0.78125,-0.328125,-31.25,-5.859375,-46.875,0,0,0
159,0.890625,-0.75,-0.359375,-37.109375,-3.90625,-54.6875,0,0,0
160,0.90625,-0.703125,-0.40625,-41.015625,-5.859375,-62.5,0,0,0
161,0.96875,-0.625,-0.40625,-42.96875,0,-68.359375,0,0,0
162,0.859375,-0.09375,-0.375,-39.0625,0,-66.40625,0,0,0
163,0.859375,-0.09375,-0.375,-37.109375,0,-64.453125,0,0,0
164,0.828125,0.015625,-0.421875,-37.109375,-3.90625,-62.5,0,0,0
165,0.796875,0.140625,-0.453125,-35.15625,-3.90625,-58.59375,0,0,0
166,0.765625,0.234375,-0.40625,-33.203125,-1.953125,-54.6875,0,0,0
167,0.65625,0.46875,-0.296875,-29.296875,1.953125,-46.875,0,0,0
168,0.609375,0.546875,-0.359375,-25.390625,3.90625,-42.96875,0,0,0
169,0.484375,0.671875,-0.21875,-19.53125,1.953125,-31.25,0,0,0
170,0.46875,0.703125,-0.171875,-15.625,3.90625,-23.4375,0,0,0
171,0.515625,0.71875,-0.1875,3.90625,0,7.8125,0,0,0
172,0.484375,0.75,-0.234375,7.8125,0,9.765625,0,0,0
173,0.5,0.75,-0.234375,7.8125,-1.953125,13.671875,0,0,0
174,0.5,0.734375,-0.21875,11.71875,-1.953125,17.578125,0,0,0
175,0.5,0.671875,-0.234375,13.671875,-1.953125,21.484375,0,0,0
176,0.609375,0.53125,-0.234375,19.53125,0,35.15625,0,0,0
177,0.59375,0.5,-0.3125,25.390625,-1.953125,41.015625,0,0,0
178,0.71875,0.421875,-0.375,29.296875,0,46.875,0,0,0
179,0.8125,0.140625,-0.359375,35.15625,1.953125,58.59375,0,0,0
180,0.8125,0.140625,-0.359375,35.15625,1.953125,58.59375,0,0,0
181,0.890625,0,-0.46875,37.109375,1.953125,58.59375,0,0,0
182,0.953125,-0.09375,-0.453125,35.15625,1.953125,58.59375,0,0,0
183,0.96875,-0.140625,-0.40625,35.15625,5.859375,56.640625,0,0,0
184,0.953125,-0.25,-0.484375,35.15625,0,56.640625,0,0,0
185,0.96875,-0.3125,-0.421875,35.15625,3.90625,52.734375,0,0,0
186,0.90625,-0.40625,-0.421875,33.203125,1.953125,50.78125,0,0,0
187,0.921875,-0.453125,-0.4375,33.203125,1.953125,46.875,0,0,0
188,0.921875,-0.515625,-0.359375,31.25,3.90625,44.921875,0,0,0
189,0.859375,-0.609375,-0.359375,29.296875,0,41.015625,0,0,0
190,0.703125,-0.71875,-0.25,19.53125,0,29.296875,0,0,0
191,0.703125,-0.765625,-0.28125,17.578125,1.953125,27.34375,0,0,0
192,0.640625,-0.796875,-0.25,15.625,0,23.4375,0,0,0
193,0.625,-0.796875,-0.203125,11.71875,0,19.53125,0,0,0
194,0.625,-0.796875,-0.203125,9.765625,1.953125,15.625,0,0,0
195,0.578125,-0.8125,-0.15625,7.8125,1.953125,13.671875,0,0,0
196,0.5625,-0.8125,-0.15625,5.859375,1.953125,9.765625,0,0,0
197,0.53125,-0.828125,-0.15625,1.953125,0,5.859375,0,0,0
198,0.546875,-0.84375,-0.140625,0,1.953125,1.953125,0,0,0
199,0.578125,-0.84375,-0.171875,-3.90625,0,-3.90625,0,0,0
200,0.765625,-0.828125,-0.3125,-29.296875,-3.90625,-42.96875,0,0,0
201,0.765625,-0.828125,-0.3125,-29.296875,-3.90625,-44.921875,0,0,0
202,0.8125,-0.828125,-0.359375,-35.15625,-5.859375,-54.6875,0,0,0
203,0.890625,-0.75,-0.34375,-39.0625,0,-60.546875,0,0,0
204,0.90625,-0.65625,-0.40625,-42.96875,0,-66.40625,0,0,0
205,0.921875,-0.515625,-0.4375,-44.921875,0,-74.21875,0,0,0
206,0.921875,-0.375,-0.421875,-44.921875,0,-76.171875,0,0,0
207,0.84375,-0.265625,-0.40625,-42.96875,0,-76.171875,0,0,0
208,0.828125,-0.15625,-0.4375,-41.015625,-3.90625,-72.265625,0,0,0
209,0.8125,-0.03125,-0.421875,-39.0625,-3.90625,-68.359375,0,0,0
210,0.71875,0.375,-0.359375,-31.25,1.953125,-48.828125,0,0,0
211,0.671875,0.46875,-0.328125,-29.296875,3.90625,-44.921875,0,0,0
212,0.546875,0.640625,-0.21875,-23.4375,1.953125,-39.0625,0,0,0
213,0.484375,0.671875,-0.234375,-19.53125,1.953125,-31.25,0,0,0
214,0.421875,0.6875,-0.1875,-7.8125,0,-11.71875,0,0,0
215,0.421875,0.71875,-0.171875,-1.953125,0,-1.953125,0,0,0
216,0.453125,0.734375,-0.1875,0,-1.953125,3.90625,0,0,0
217,0.5,0.75,-0.171875,11.71875,-1.953125,19.53125,0,0,0
218,0.5,0.75,-0.171875,11.71875,0,19.53125,0,0,0
219,0.53125,0.625,-0.234375,17.578125,-1.953125,31.25,0,0,0
220,0.578125,0.578125,-0.234375,21.484375,1.953125,39.0625,0,0,0
221,0.65625,0.453125,-0.28125,27.34375,0,48.828125,0,0,0
222,0.734375,0.390625,-0.359375,29.296875,-1.953125,54.6875,0,0,0
223,0.828125,0.265625,-0.390625,31.25,0,56.640625,0,0,0
224,0.84375,0.203125,-0.34375,33.203125,1.953125,56.640625,0,0,0
225,0.9375,0.109375,-0.453125,33.203125,0,58.59375,0,0,0
226,0.9375,-0.21875,-0.453125,35.15625,0,56.640625,0,0,0
227,0.90625,-0.25,-0.421875,35.15625,0,54.6875,0,0,0
228,1,-0.3125,-0.4375,33.203125,5.859375,54.6875,0,0,0
229,0.890625,-0.421875,-0.40625,33.203125,0,52.734375,0,0,0
230,0.890625,-0.46875,-0.390625,31.25,5.859375,50.78125,0,0,0
231,0.84375,-0.59375,-0.390625,31.25,0,48.828125,0,0,0
232,0.765625,-0.734375,-0.3125,25.390625,3.90625,42.96875,0,0,0
233,0.703125,-0.75,-0.296875,23.4375,0,37.109375,0,0,0
234,0.75,-0.765625,-0.234375,19.53125,3.90625,33.203125,0,0,0
235,0.5625,-0.84375,-0.203125,7.8125,0,15.625,0,0,0
236,0.5625,-0.84375,-0.203125,7.8125,0,15.625,0,0,0
237,0.640625,-0.796875,-0.1875,0,0,0,0,0,0
238,0.625,-0.796875,-0.203125,-1.953125,0,-5.859375,0,0,0
239,0.609375,-0.8125,-0.1875,-5.859375,-1.953125,-11.71875,0,0,0
240,0.65625,-0.8125,-0.21875,-11.71875,-3.90625,-19.53125,0,0,0
241,0.765625,-0.796875,-0.265625,-21.484375,-3.90625,-35.15625,0,0,0
242,0.796875,-0.796875,-0.34375,-27.34375,-1.953125,-44.921875,0,0,0
243,0.8125,-0.765625,-0.34375,-35.15625,-1.953125,-52.734375,0,0,0
244,0.890625,-0.484375,-0.390625,-41.015625,-1.953125,-70.3125,0,0,0
245,0.90625,-0.359375,-0.421875,-42.96875,0,-70.3125,0,0,0
246,0.890625,-0.125,-0.4375,-39.0625,0,-66.40625,0,0,0
247,0.828125,-0.03125,-0.359375,-37.109375,0,-64.453125,0,0,0
248,0.796875,0.1875,-0.328125,-35.15625,1.953125,-56.640625,0,0,0
249,0.765625,0.296875,-0.328125,-33.203125,0,-54.6875,0,0,0
250,0.703125,0.40625,-0.34375,-29.296875,1.953125,-50.78125,0,0,0
251,0.53125,0.640625,-0.203125,-15.625,0,-27.34375,0,0,0
252,0.46875,0.625,-0.234375,-15.625,0,-25.390625,0,0,0
253,0.484375,0.671875,-0.171875,-3.90625,0,-7.8125,0,0,0
254,0.484375,0.6875,-0.21875,0,0,0,0,0,0
255,0.546875,0.71875,-0.21875,3.90625,0,3.90625,0,0,0
256,0.484375,0.75,-0.203125,5.859375,-3.90625,7.8125,0,0,0
257,0.515625,0.734375,-0.21875,7.8125,-3.90625,13.671875,0,0,0
258,0.5625,0.640625,-0.21875,13.671875,-1.953125,25.390625,0,0,0
259,0.578125,0.609375,-0.296875,17.578125,-5.859375,29.296875,0,0,0
260,0.765625,0.390625,-0.375,27.34375,1.953125,44.921875,0,0,0
261,0.796875,0.296875,-0.390625,27.34375,0,46.875,0,0,0
262,0.875,0.15625,-0.4375,27.34375,1.953125,48.828125,0,0,0
263,0.890625,0.078125,-0.484375,27.34375,0,46.875,0,0,0
264,0.9375,-0.0625,-0.453125,27.34375,0,46.875,0,0,0
265,0.921875,-0.09375,-0.46875,27.34375,0,44.921875,0,0,0
266,0.921875,-0.1875,-0.421875,27.34375,0,44.921875,0,0,0
267,0.875,-0.453125,-0.390625,25.390625,0,39.0625,0,0,0
268,0.875,-0.453125,-0.390625,25.390625,0,39.0625,0,0,0
269,0.78125,-0.546875,-0.359375,23.4375,0,37.109375,0,0,0
270,0.78125,-0.625,-0.328125,21.484375,0,35.15625,0,0,0
271,0.75,-0.734375,-0.265625,17.578125,1.953125,29.296875,0,0,0
272,0.671875,-0.75,-0.28125,15.625,0,25.390625,0,0,0
273,0.671875,-0.75,-0.234375,11.71875,1.953125,19.53125,0,0,0
274,0.625,-0.78125,-0.21875,9.765625,1.953125,15.625,0,0,0
275,0.5625,-0.78125,-0.203125,0,1.953125,0,0,0,0
276,0.5625,-0.78125,-0.203125,0,0,-1.953125,0,0,0
277,0.59375,-0.796875,-0.203125,-5.859375,0,-11.71875,0,0,0
278,0.65625,-0.796875,-0.21875,-9.765625,-1.953125,-15.625,0,0,0
279,0.671875,-0.78125,-0.234375,-13.671875,-1.953125,-21.484375,0,0,0
280,0.71875,-0.765625,-0.265625,-17.578125,-1.953125,-29.296875,0,0,0
281,0.734375,-0.75,-0.28125,-21.484375,-1.953125,-33.203125,0,0,0
282,0.890625,-0.515625,-0.390625,-35.15625,-1.953125,-54.6875,0,0,0
283,0.890625,-0.421875,-0.421875,-35.15625,-1.953125,-56.640625,0,0,0
284,0.90625,-0.328125,-0.453125,-33.203125,-1.953125,-58.59375,0,0,0
285,0.90625,-0.234375,-0.4375,-35.15625,0,-56.640625,0,0,0
286,0.90625,-0.15625,-0.421875,-33.203125,0,-56.640625,0,0,0
287,0.875,0,-0.46875,-33.203125,-3.90625,-52.734375,0,0,0
288,0.84375,0.0625,-0.4375,-33.203125,-1.953125,-52.734375,0,0,0
289,0.796875,0.171875,-0.421875,-31.25,-1.953125,-50.78125,0,0,0
290,0.8125,0.3125,-0.421875,-31.25,-1.953125,-46.875,0,0,0
291,0.65625,0.53125,-0.28125,-25.390625,1.953125,-35.15625,0,0,0
292,0.578125,0.59375,-0.265625,-23.4375,0,-33.203125,0,0,0
293,0.5625,0.640625,-0.21875,-19.53125,3.90625,-29.296875,0,0,0
294,0.546875,0.65625,-0.1875,-15.625,3.90625,-21.484375,0,0,0
295,0.5,0.703125,-0.15625,-7.8125,3.90625,-15.625,0,0,0
296,0.484375,0.703125,-0.21875,-3.90625,1.953125,-7.8125,0,0,0
297,0.515625,0.71875,-0.140625,0,1.953125,-1.953125,0,0,0
298,0.46875,0.734375,-0.21875,3.90625,0,0,0,0,0
299,0.46875,0.734375,-0.203125,5.859375,0,5.859375,0,0,0
300,0.484375,0.734375,-0.203125,7.8125,-1.953125,13.671875,0,0,0
301,0.625,0.578125,-0.265625,21.484375,0,35.15625,0,0,0
302,0.640625,0.515625,-0.28125,23.4375,1.953125,39.0625,0,0,0
303,0.796875,0.34375,-0.328125,27.34375,3.90625,46.875,0,0,0
304,0.84375,0.265625,-0.453125,29.296875,0,48.828125,0,0,0
305,0.890625,0.109375,-0.4375,29.296875,1.953125,48.828125,0,0,0
306,0.921875,0,-0.5,29.296875,0,48.828125,0,0,0
307,0.953125,-0.046875,-0.421875,29.296875,1.953125,46.875,0,0,0
308,0.890625,-0.296875,-0.4375,27.34375,0,44.921875,0,0,0
309,0.84375,-0.484375,-0.359375,23.4375,1.953125,42.96875,0,0,0
310,0.84375,-0.53125,-0.40625,23.4375,1.953125,41.015625,0,0,0
311,0.78125,-0.6875,-0.3125,21.484375,1.953125,33.203125,0,0,0
312,0.75,-0.71875,-0.28125,13.671875,0,23.4375,0,0,0
313,0.6875,-0.71875,-0.265625,11.71875,0,19.53125,0,0,0
314,0.609375,-0.75,-0.21875,0,1.953125,1.953125,0,0,0
315,0.625,-0.78125,-0.234375,-1.953125,0,-3.90625,0,0,0
316,0.734375,-0.78125,-0.28125,-11.71875,-1.953125,-19.53125,0,0,0
317,0.8125,-0.734375,-0.328125,-21.484375,-3.90625,-37.109375,0,0,0
318,0.875,-0.515625,-0.390625,-35.15625,0,-56.640625,0,0,0
319,0.859375,-0.453125,-0.421875,-35.15625,-1.953125,-56.640625,0,0,0
320,0.859375,-0.0625,-0.484375,-33.203125,-3.90625,-50.78125,0,0,0
321,0.84375,0.234375,-0.453125,-31.25,-1.953125,-46.875,0,0,0
322,0.515625,0.640625,-0.21875,-9.765625,3.90625,-23.4375,0,0,0
323,0.4375,0.6875,-0.234375,-7.8125,0,-15.625,0,0,0
324,0.453125,0.703125,-0.21875,-1.953125,0,-9.765625,0,0,0
325,0.484375,0.71875,-0.25,1.953125,0,1.953125,0,0,0
326,0.546875,0.609375,-0.3125,13.671875,0,27.34375,0,0,0
327,0.671875,0.53125,-0.3125,19.53125,1.953125,37.109375,0,0,0
328,0.796875,0.34375,-0.375,27.34375,3.90625,46.875,0,0,0
329,0.875,0.203125,-0.390625,29.296875,7.8125,48.828125,0,0,0
330,0.890625,0.09375,-0.4375,31.25,5.859375,48.828125,0,0,0
331,0.921875,-0.296875,-0.375,29.296875,3.90625,46.875,0,0,0
332,0.890625,-0.515625,-0.296875,25.390625,1.953125,42.96875,0,0,0
333,0.796875,-0.609375,-0.296875,19.53125,1.953125,39.0625,0,0,0
334,0.75,-0.6875,-0.296875,19.53125,0,35.15625,0,0,0
335,0.609375,-0.796875,-0.203125,7.8125,1.953125,17.578125,0,0,0
336,0.59375,-0.796875,-0.171875,3.90625,0,11.71875,0,0,0
337,0.625,-0.796875,-0.171875,1.953125,0,7.8125,0,0,0
338,0.59375,-0.84375,-0.15625,-3.90625,0,-9.765625,0,0,0
339,0.65625,-0.796875,-0.21875,-9.765625,-1.953125,-21.484375,0,0,0
340,0.6875,-0.78125,-0.21875,-13.671875,-1.953125,-27.34375,0,0,0
341,0.8125,-0.71875,-0.3125,-29.296875,-3.90625,-50.78125,0,0,0
342,0.828125,-0.640625,-0.34375,-29.296875,-1.953125,-52.734375,0,0,0
343,0.921875,-0.3125,-0.40625,-29.296875,-3.90625,-60.546875,0,0,0
344,0.890625,-0.09375,-0.421875,-33.203125,-5.859375,-60.546875,0,0,0
345,0.859375,0.09375,-0.40625,-35.15625,-5.859375,-58.59375,0,0,0
346,0.75,0.375,-0.34375,-29.296875,0,-44.921875,0,0,0
347,0.640625,0.578125,-0.265625,-21.484375,3.90625,-39.0625,0,0,0
348,0.5,0.703125,-0.203125,-13.671875,5.859375,-27.34375,0,0,0
349,0.40625,0.734375,-0.21875,-9.765625,0,-19.53125,0,0,0
350,0.390625,0.71875,-0.203125,-3.90625,0,-9.765625,0,0,0
351,0.4375,0.703125,-0.203125,5.859375,-3.90625,3.90625,0,0,0
352,0.453125,0.734375,-0.25,7.8125,-1.953125,9.765625,0,0,0
353,0.609375,0.625,-0.296875,15.625,0,27.34375,0,0,0
