motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-bicepcurls-20,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
354,0.703125,0.546875,-0.359375,17.578125,3.90625,35.15625,0,0,0
355,0.8125,0.40625,-0.390625,19.53125,3.90625,39.0625,0,0,0
356,0.78125,0.359375,-0.40625,19.53125,0,39.0625,0,0,0
357,0.9375,0,-0.375,23.4375,3.90625,41.015625,0,0,0
358,0.96875,-0.15625,-0.390625,21.484375,3.90625,39.0625,0,0,0
359,0.875,-0.203125,-0.390625,21.484375,1.953125,39.0625,0,0,0
360,0.921875,-0.296875,-0.34375,19.53125,3.90625,37.109375,0,0,0
361,0.890625,-0.484375,-0.328125,19.53125,0,33.203125,0,0,0
362,0.734375,-0.6875,-0.21875,13.671875,1.953125,25.390625,0,0,0
363,0.6875,-0.75,-0.1875,9.765625,0,19.53125,0,0,0
364,0.59375,-0.796875,-0.21875,5.859375,0,13.671875,0,0,0
365,0.625,-0.78125,-0.15625,1.953125,0,9.765625,0,0,0
366,0.5625,-0.796875,-0.140625,0,0,-3.90625,0,0,0
367,0.5625,-0.796875,-0.140625,0,0,-3.90625,0,0,0
368,0.546875,-0.796875,-0.140625,0,0,-3.90625,0,0,0
369,0.5625,-0.796875,-0.140625,-1.953125,0,-5.859375,0,0,0
370,0.640625,-0.75,-0.1875,-5.859375,0,-11.71875,0,0,0
371,0.6875,-0.75,-0.203125,-9.765625,-1.953125,-17.578125,0,0,0
372,0.703125,-0.75,-0.234375,-11.71875,-1.953125,-21.484375,0,0,0
373,0.859375,-0.59375,-0.328125,-21.484375,-3.90625,-41.015625,0,0,0
374,0.859375,-0.546875,-0.34375,-23.4375,-3.90625,-42.96875,0,0,0
375,0.890625,-0.390625,-0.375,-27.34375,-3.90625,-48.828125,0,0,0
376,0.953125,-0.0625,-0.4375,-31.25,0,-50.78125,0,0,0
377,0.90625,0.015625,-0.4375,-29.296875,-3.90625,-52.734375,0,0,0
378,0.765625,0.375,-0.328125,-25.390625,0,-52.734375,0,0,0
379,0.640625,0.46875,-0.296875,-23.4375,1.953125,-42.96875,0,0,0
380,0.5625,0.578125,-0.25,-15.625,0,-33.203125,0,0,0
381,0.546875,0.640625,-0.203125,-11.71875,0,-27.34375,0,0,0
382,0.453125,0.734375,-0.21875,-5.859375,0,-11.71875,0,0,0
383,0.46875,0.734375,-0.203125,-1.953125,0,-5.859375,0,0,0
384,0.515625,0.640625,-0.25,15.625,-1.953125,29.296875,0,0,0
385,0.5625,0.609375,-0.234375,19.53125,0,35.15625,0,0,0
386,0.625,0.5,-0.296875,27.34375,-1.953125,46.875,0,0,0
387,0.84375,0.234375,-0.390625,29.296875,9.765625,56.640625,0,0,0
388,0.96875,0.0625,-0.375,33.203125,7.8125,54.6875,0,0,0
389,0.984375,-0.1875,-0.421875,27.34375,1.953125,46.875,0,0,0
390,0.921875,-0.359375,-0.421875,23.4375,1.953125,42.96875,0,0,0
391,0.90625,-0.4375,-0.359375,23.4375,3.90625,41.015625,0,0,0
392,0.84375,-0.53125,-0.3125,19.53125,0,35.15625,0,0,0
393,0.75,-0.640625,-0.234375,19.53125,5.859375,33.203125,0,0,0
394,0.625,-0.796875,-0.1875,11.71875,3.90625,21.484375,0,0,0
395,0.609375,-0.8125,-0.1875,9.765625,1.953125,19.53125,0,0,0
396,0.609375,-0.78125,-0.171875,3.90625,1.953125,9.765625,0,0,0
397,0.640625,-0.78125,-0.171875,1.953125,1.953125,5.859375,0,0,0
398,0.5625,-0.84375,-0.125,-3.90625,0,-3.90625,0,0,0
399,0.59375,-0.84375,-0.171875,-5.859375,-3.90625,-11.71875,0,0,0
400,0.671875,-0.8125,-0.203125,-11.71875,-7.8125,-19.53125,0,0,0
401,0.765625,-0.796875,-0.265625,-17.578125,-7.8125,-31.25,0,0,0
402,0.90625,-0.734375,-0.375,-39.0625,-5.859375,-64.453125,0,0,0
403,0.953125,-0.6875,-0.390625,-39.0625,-7.8125,-66.40625,0,0,0
404,0.9375,-0.484375,-0.40625,-42.96875,-3.90625,-74.21875,0,0,0
405,0.921875,-0.21875,-0.390625,-41.015625,0,-76.171875,0,0,0
406,0.828125,-0.125,-0.40625,-41.015625,-7.8125,-74.21875,0,0,0
407,0.890625,0.078125,-0.359375,-39.0625,3.90625,-64.453125,0,0,0
408,0.703125,0.1875,-0.453125,-35.15625,-1.953125,-60.546875,0,0,0
409,0.78125,0.203125,-0.375,-33.203125,0,-56.640625,0,0,0
410,0.515625,0.609375,-0.203125,-25.390625,0,-42.96875,0,0,0
411,0.421875,0.625,-0.15625,-21.484375,1.953125,-35.15625,0,0,0
412,0.4375,0.65625,-0.171875,-7.8125,0,-9.765625,0,0,0
413,0.4375,0.640625,-0.25,0,0,0,0,0,0
414,0.46875,0.71875,-0.21875,7.8125,-1.953125,13.671875,0,0,0
415,0.53125,0.71875,-0.203125,9.765625,-1.953125,19.53125,0,0,0
416,0.5,0.6875,-0.25,13.671875,-1.953125,25.390625,0,0,0
417,0.546875,0.609375,-0.234375,17.578125,0,31.25,0,0,0
418,0.765625,0.390625,-0.359375,27.34375,3.90625,52.734375,0,0,0
419,0.765625,0.390625,-0.359375,29.296875,5.859375,52.734375,0,0,0
420,0.890625,0.203125,-0.40625,29.296875,5.859375,54.6875,0,0,0
421,0.84375,0.140625,-0.453125,31.25,0,52.734375,0,0,0
422,0.9375,-0.015625,-0.46875,31.25,3.90625,52.734375,0,0,0
423,0.921875,-0.140625,-0.453125,31.25,0,50.78125,0,0,0
424,0.90625,-0.265625,-0.46875,29.296875,0,50.78125,0,0,0
425,0.9375,-0.375,-0.34375,31.25,5.859375,48.828125,0,0,0
426,0.84375,-0.59375,-0.375,25.390625,0,41.015625,0,0,0
427,0.859375,-0.625,-0.296875,23.4375,0,37.109375,0,0,0
428,0.828125,-0.640625,-0.3125,19.53125,1.953125,33.203125,0,0,0
429,0.765625,-0.6875,-0.265625,15.625,1.953125,25.390625,0,0,0
430,0.6875,-0.734375,-0.265625,13.671875,0,21.484375,0,0,0
431,0.6875,-0.765625,-0.21875,9.765625,1.953125,17.578125,0,0,0
432,0.65625,-0.765625,-0.203125,7.8125,1.953125,13.671875,0,0,0
433,0.65625,-0.765625,-0.203125,5.859375,1.953125,9.765625,0,0,0
434,0.703125,-0.78125,-0.265625,-11.71875,-1.953125,-15.625,0,0,0
435,0.828125,-0.765625,-0.25,-17.578125,-1.953125,-27.34375,0,0,0
436,0.84375,-0.734375,-0.328125,-25.390625,-1.953125,-37.109375,0,0,0
437,0.875,-0.734375,-0.359375,-31.25,-3.90625,-48.828125,0,0,0
438,0.953125,-0.6875,-0.421875,-41.015625,-5.859375,-68.359375,0,0,0
439,1.046875,-0.5625,-0.4375,-44.921875,-1.953125,-74.21875,0,0,0
440,0.953125,-0.3125,-0.4375,-44.921875,-1.953125,-80.078125,0,0,0
441,0.90625,-0.25,-0.375,-44.921875,-3.90625,-80.078125,0,0,0
442,0.765625,0.1875,-0.390625,-35.15625,-1.953125,-62.5,0,0,0
443,0.53125,0.53125,-0.28125,-27.34375,-1.953125,-46.875,0,0,0
444,0.515625,0.640625,-0.25,-21.484375,0,-39.0625,0,0,0
445,0.40625,0.6875,-0.203125,-17.578125,0,-29.296875,0,0,0
446,0.375,0.6875,-0.1875,-11.71875,1.953125,-17.578125,0,0,0
447,0.40625,0.71875,-0.203125,0,0,1.953125,0,0,0
448,0.5,0.6875,-0.234375,13.671875,0,27.34375,0,0,0
449,0.5,0.6875,-0.234375,13.671875,0,27.34375,0,0,0
450,0.578125,0.546875,-0.296875,23.4375,3.90625,39.0625,0,0,0
451,0.609375,0.515625,-0.296875,25.390625,0,46.875,0,0,0
452,0.71875,0.359375,-0.390625,31.25,0,52.734375,0,0,0
453,0.8125,0.296875,-0.34375,33.203125,3.90625,54.6875,0,0,0
454,0.859375,0.125,-0.40625,35.15625,3.90625,56.640625,0,0,0
455,0.890625,0,-0.453125,35.15625,5.859375,56.640625,0,0,0
456,0.921875,-0.265625,-0.484375,31.25,1.953125,50.78125,0,0,0
457,0.9375,-0.328125,-0.421875,29.296875,0,48.828125,0,0,0
458,0.953125,-0.375,-0.390625,27.34375,3.90625,46.875,0,0,0
459,0.890625,-0.484375,-0.328125,27.34375,0,42.96875,0,0,0
460,0.828125,-0.53125,-0.375,25.390625,3.90625,42.96875,0,0,0
461,0.78125,-0.703125,-0.234375,23.4375,3.90625,39.0625,0,0,0
462,0.71875,-0.734375,-0.296875,21.484375,3.90625,37.109375,0,0,0
463,0.59375,-0.8125,-0.1875,5.859375,3.90625,13.671875,0,0,0
464,0.609375,-0.8125,-0.171875,-1.953125,0,0,0,0,0
465,0.59375,-0.828125,-0.1875,-3.90625,-3.90625,-7.8125,0,0,0
466,0.671875,-0.828125,-0.1875,-9.765625,-3.90625,-15.625,0,0,0
467,0.703125,-0.84375,-0.21875,-15.625,-5.859375,-23.4375,0,0,0
468,0.75,-0.8125,-0.265625,-21.484375,-5.859375,-35.15625,0,0,0
469,0.8125,-0.78125,-0.328125,-25.390625,-7.8125,-44.921875,0,0,0
470,0.84375,-0.734375,-0.328125,-31.25,-5.859375,-50.78125,0,0,0
471,0.84375,-0.71875,-0.390625,-35.15625,-1.953125,-56.640625,0,0,0
472,0.9375,-0.375,-0.4375,-42.96875,-3.90625,-74.21875,0,0,0
473,0.96875,-0.3125,-0.453125,-42.96875,-3.90625,-76.171875,0,0,0
474,0.90625,0,-0.484375,-41.015625,-1.953125,-74.21875,0,0,0
475,0.828125,0.0625,-0.390625,-41.015625,-1.953125,-68.359375,0,0,0
476,0.796875,0.171875,-0.3125,-37.109375,3.90625,-66.40625,0,0,0
477,0.65625,0.265625,-0.390625,-33.203125,0,-58.59375,0,0,0
478,0.65625,0.375,-0.328125,-31.25,0,-50.78125,0,0,0
479,0.390625,0.6875,-0.203125,-7.8125,0,-7.8125,0,0,0
480,0.390625,0.6875,-0.203125,-7.8125,0,-5.859375,0,0,0
481,0.40625,0.671875,-0.15625,0,0,1.953125,0,0,0
482,0.453125,0.671875,-0.21875,5.859375,-1.953125,9.765625,0,0,0
483,0.515625,0.65625,-0.171875,9.765625,-1.953125,19.53125,0,0,0
484,0.515625,0.640625,-0.265625,19.53125,0,33.203125,0,0,0
485,0.578125,0.578125,-0.265625,23.4375,0,41.015625,0,0,0
486,0.578125,0.5,-0.296875,27.34375,0,46.875,0,0,0
487,0.65625,0.453125,-0.328125,29.296875,3.90625,52.734375,0,0,0
488,0.75,0.328125,-0.3125,31.25,5.859375,58.59375,0,0,0
489,0.921875,0.015625,-0.453125,35.15625,5.859375,64.453125,0,0,0
490,0.984375,-0.140625,-0.40625,35.15625,5.859375,62.5,0,0,0
491,1,-0.15625,-0.40625,33.203125,5.859375,60.546875,0,0,0
492,0.984375,-0.296875,-0.421875,31.25,1.953125,54.6875,0,0,0
493,0.96875,-0.359375,-0.375,29.296875,3.90625,52.734375,0,0,0
494,0.90625,-0.5,-0.34375,25.390625,5.859375,46.875,0,0,0
495,0.84375,-0.578125,-0.359375,23.4375,1.953125,42.96875,0,0,0
496,0.640625,-0.796875,-0.203125,15.625,1.953125,27.34375,0,0,0
497,0.640625,-0.796875,-0.203125,15.625,1.953125,27.34375,0,0,0
498,0.59375,-0.84375,-0.171875,9.765625,0,19.53125,0,0,0
499,0.609375,-0.828125,-0.140625,7.8125,1.953125,13.671875,0,0,0
500,0.640625,-0.859375,-0.171875,-9.765625,-7.8125,-19.53125,0,0,0
501,0.703125,-0.828125,-0.1875,-17.578125,-7.8125,-29.296875,0,0,0
502,0.734375,-0.8125,-0.28125,-21.484375,-7.8125,-39.0625,0,0,0
503,0.9375,-0.671875,-0.34375,-35.15625,-3.90625,-68.359375,0,0,0
504,0.9375,-0.5625,-0.375,-35.15625,0,-70.3125,0,0,0
505,0.9375,-0.4375,-0.390625,-35.15625,-1.953125,-72.265625,0,0,0
506,0.859375,-0.109375,-0.40625,-37.109375,-3.90625,-72.265625,0,0,0
507,0.84375,0.125,-0.40625,-41.015625,-5.859375,-68.359375,0,0,0
508,0.53125,0.578125,-0.1875,-25.390625,0,-46.875,0,0,0
509,0.53125,0.578125,-0.1875,-25.390625,0,-44.921875,0,0,0
510,0.375,0.625,-0.125,-9.765625,1.953125,-17.578125,0,0,0
511,0.34375,0.65625,-0.15625,0,0,-3.90625,0,0,0
512,0.40625,0.671875,-0.125,5.859375,0,5.859375,0,0,0
513,0.421875,0.71875,-0.203125,11.71875,-3.90625,13.671875,0,0,0
514,0.5,0.71875,-0.1875,13.671875,-3.90625,19.53125,0,0,0
515,0.5625,0.6875,-0.234375,17.578125,0,29.296875,0,0,0
516,0.59375,0.625,-0.3125,21.484375,-1.953125,35.15625,0,0,0
517,0.75,0.328125,-0.359375,27.34375,5.859375,54.6875,0,0,0
518,0.859375,0.25,-0.375,27.34375,7.8125,56.640625,0,0,0
519,0.953125,0.0625,-0.390625,29.296875,5.859375,58.59375,0,0,0
520,0.9375,0,-0.359375,29.296875,3.90625,58.59375,0,0,0
521,0.9375,-0.1875,-0.328125,33.203125,1.953125,54.6875,0,0,0
522,0.953125,-0.265625,-0.40625,31.25,1.953125,58.59375,0,0,0
523,0.90625,-0.484375,-0.359375,29.296875,0,52.734375,0,0,0
524,0.828125,-0.59375,-0.296875,23.4375,1.953125,42.96875,0,0,0
525,0.78125,-0.75,-0.25,19.53125,0,35.15625,0,0,0
526,0.71875,-0.78125,-0.21875,15.625,1.953125,29.296875,0,0,0
527,0.6875,-0.796875,-0.203125,11.71875,0,23.4375,0,0,0
528,0.671875,-0.796875,-0.203125,7.8125,0,17.578125,0,0,0
529,0.640625,-0.78125,-0.1875,5.859375,0,13.671875,0,0,0
530,0.609375,-0.765625,-0.15625,3.90625,0,7.8125,0,0,0
531,0.625,-0.78125,-0.15625,0,0,1.953125,0,0,0
532,0.703125,-0.796875,-0.203125,-9.765625,0,-17.578125,0,0,0
533,0.703125,-0.796875,-0.234375,-13.671875,-3.90625,-23.4375,0,0,0
534,0.796875,-0.765625,-0.25,-17.578125,-3.90625,-29.296875,0,0,0
535,0.78125,-0.75,-0.28125,-23.4375,-1.953125,-39.0625,0,0,0
536,0.78125,-0.734375,-0.296875,-27.34375,-5.859375,-46.875,0,0,0
537,0.859375,-0.703125,-0.3125,-31.25,-3.90625,-50.78125,0,0,0
538,0.90625,-0.671875,-0.34375,-35.15625,-5.859375,-60.546875,0,0,0
539,0.9375,-0.578125,-0.359375,-35.15625,-3.90625,-64.453125,0,0,0
540,0.984375,-0.359375,-0.4375,-41.015625,-9.765625,-72.265625,0,0,0
541,0.875,0.109375,-0.421875,-46.875,-1.953125,-76.171875,0,0,0
542,0.8125,0.1875,-0.421875,-48.828125,-1.953125,-76.171875,0,0,0
543,0.71875,0.234375,-0.390625,-46.875,-1.953125,-74.21875,0,0,0
544,0.640625,0.34375,-0.328125,-42.96875,1.953125,-68.359375,0,0,0
545,0.421875,0.5,-0.203125,-31.25,3.90625,-50.78125,0,0,0
546,0.359375,0.578125,-0.140625,-21.484375,3.90625,-37.109375,0,0,0
547,0.328125,0.671875,-0.125,-1.953125,1.953125,-3.90625,0,0,0
548,0.34375,0.6875,-0.125,5.859375,0,7.8125,0,0,0
549,0.53125,0.65625,-0.28125,21.484375,-1.953125,37.109375,0,0,0
550,0.53125,0.609375,-0.28125,21.484375,-1.953125,41.015625,0,0,0
551,0.640625,0.515625,-0.34375,29.296875,0,50.78125,0,0,0
552,0.703125,0.421875,-0.328125,29.296875,0,56.640625,0,0,0
553,0.78125,0.25,-0.390625,35.15625,1.953125,60.546875,0,0,0
554,0.890625,0.109375,-0.40625,37.109375,7.8125,62.5,0,0,0
555,0.953125,-0.0625,-0.453125,37.109375,9.765625,64.453125,0,0,0
556,0.921875,-0.421875,-0.4375,35.15625,3.90625,58.59375,0,0,0
557,0.953125,-0.5,-0.40625,33.203125,1.953125,54.6875,0,0,0
558,0.921875,-0.5625,-0.375,31.25,5.859375,52.734375,0,0,0
559,0.890625,-0.609375,-0.359375,29.296875,0,46.875,0,0,0
560,0.8125,-0.671875,-0.328125,25.390625,1.953125,39.0625,0,0,0
561,0.765625,-0.703125,-0.28125,21.484375,1.953125,35.15625,0,0,0
562,0.71875,-0.734375,-0.25,17.578125,1.953125,29.296875,0,0,0
563,0.703125,-0.765625,-0.265625,15.625,1.953125,27.34375,0,0,0
564,0.65625,-0.796875,-0.1875,11.71875,1.953125,21.484375,0,0,0
565,0.609375,-0.78125,-0.171875,1.953125,1.953125,5.859375,0,0,0
566,0.515625,-0.828125,-0.078125,0,7.8125,1.953125,0,0,0
567,0.484375,-0.84375,-0.078125,0,9.765625,1.953125,0,0,0
568,0.421875,-0.84375,-0.078125,0,9.765625,1.953125,0,0,0
569,0.484375,-0.859375,-0.078125,1.953125,0,1.953125,0,0,0
570,0.5,-0.828125,-0.078125,0,0,0,0,0,0
571,0.515625,-0.859375,-0.09375,0,0,0,0,0,0
572,0.484375,-0.84375,-0.0625,0,1.953125,0,0,0,0
573,0.421875,-0.8125,-0.0625,0,1.953125,0,0,0,0
574,0.453125,-0.828125,-0.0625,0,1.953125,0,0,0,0
575,0.484375,-0.84375,-0.0625,0,1.953125,0,0,0,0
576,0.484375,-0.84375,-0.078125,0,1.953125,0,0,0,0
577,0.46875,-0.859375,-0.046875,0,0,0,0,0,0
578,0.46875,-0.859375,-0.046875,0,0,0,0,0,0
579,0.484375,-0.84375,-0.0625,0,0,0,0,0,0
580,0.484375,-0.84375,-0.046875,0,0,0,0,0,0
581,0.484375,-0.84375,-0.03125,0,0,0,0,0,0
582,0.46875,-0.84375,-0.046875,0,0,0,0,0,0
583,0.46875,-0.84375,-0.046875,0,0,0,0,0,0
584,0.484375,-0.84375,-0.046875,0,1.953125,0,0,0,0
585,0.5,-0.84375,-0.046875,0,0,0,0,0,0
586,0.484375,-0.84375,-0.046875,0,0,0,0,0,0
587,0.484375,-0.84375,-0.03125,0,0,0,0,0,0
588,0.484375,-0.84375,-0.046875,0,0,0,0,0,0
589,0.46875,-0.84375,-0.03125,0,0,0,0,0,0
590,0.46875,-0.859375,-0.03125,0,0,0,0,0,0
591,0.46875,-0.84375,-0.046875,0,0,0,0,0,0
592,0.46875,-0.859375,-0.046875,0,0,0,0,0,0
593,0.46875,-0.84375,-0.046875,0,0,0,0,0,0
594,0.46875,-0.84375,-0.03125,0,0,0,0,0,0
595,0.46875,-0.859375,-0.046875,0,0,0,0,0,0
596,0.46875,-0.859375,-0.046875,0,0,0,0,0,0
597,0.46875,-0.859375,-0.03125,0,0,0,0,0,0
