motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
Cross Right - 10 Reps,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
337,-0.2631,-0.42769,0.69752,43.44,-30.19875,55.6475,0,0,0
338,-0.30854,-0.14161,0.65464,76,-37.03875,55.8875,0,0,0
339,-0.3367,-0.21041,0.6172,69.48,-43.43875,55.3275,0,0,0
340,-0.27878,-0.22225,0.61048,84.88,-49.03875,55.8475,0,0,0
341,-0.23686,-0.17489,0.57432,99.2,-49.47875,55.4875,0,0,0
342,-0.2007,0.02255,0.52728,121.32,-46.47875,55.0475,0,0,0
343,-0.17318,0.19055,0.49656,121.36,-45.55875,50.3275,0,0,0
344,-0.16838,0.17935,0.45976,115.4,-46.99875,45.6875,0,0,0
345,-0.05446,0.17359,0.38904,104.88,-51.75875,38.5275,0,0,0
346,0.06874,0.22095,0.41816,102.32,-54.23875,31.8875,0,0,0
347,0.1097,0.31023,0.41496,99.16,-53.35875,25.4075,0,0,0
348,0.11322,0.33615,0.37528,97.92,-53.35875,19.6075,0,0,0
349,0.25274,0.31695,0.33336,97.24,-58.11875,4.0475,0,0,0
350,0.40122,0.35215,0.39192,94.96,-61.15875,-6.0725,0,0,0
351,0.4217,0.38031,0.3484,93.32,-61.79875,-9.7525,0,0,0
352,0.4073,0.44751,0.3276,89.32,-64.79875,-19.0725,0,0,0
353,0.57498,0.34351,0.278,87.84,-70.87875,-34.2325,0,0,0
354,0.6489,0.31023,0.28856,89.88,-72.87875,-39.9525,0,0,0
355,0.73306,0.38831,0.19448,97.52,-73.95875,-44.9525,0,0,0
356,0.72954,0.35887,0.2108,100.88,-78.43875,-46.9925,0,0,0
357,0.67866,0.33775,0.10488,110.04,-84.99875,-48.3125,0,0,0
358,0.88666,0.45583,0.10008,134.32,-93.39875,-45.6725,0,0,0
359,0.8441,0.67983,0.10072,134.72,-91.99875,-41.3525,0,0,0
360,0.82522,0.69103,0.09496,119.32,-93.91875,-36.2725,0,0,0
361,0.77498,0.63631,0.11192,70.48,-97.75875,-21.1525,0,0,0
362,0.8409,0.24303,0.14328,0.72,-94.71875,-1.2725,0,0,0
363,0.76794,0.21903,0.19448,33.28,-62.07875,-3.8325,0,0,0
364,0.65594,0.54671,0.25176,12.56,-43.43875,2.2875,0,0,0
365,0.63386,0.49263,0.21048,-0.88,-36.79875,0.7675,0,0,0
366,0.61114,0.38863,0.12248,-19.68,-25.55875,-0.9125,0,0,0
367,0.5945,0.38351,0.06136,-20.8,-20.55875,-0.0725,0,0,0
368,0.54266,0.52591,0.00856,-15.56,-11.19875,2.1675,0,0,0
369,0.50394,0.49071,-0.01384,-21.52,-2.11875,5.1675,0,0,0
370,0.4441,0.43631,-0.04968,-22.24,1.76125,7.1275,0,0,0
371,0.41946,0.40111,-0.02664,-13.32,2.84125,6.1275,0,0,0
372,0.42362,0.41039,0.0076,2.24,2.76125,2.1275,0,0,0
373,0.42906,0.41007,0.0428,7.12,2.48125,0.2075,0,0,0
374,0.4553,0.43887,0.10552,7.96,2.76125,-1.8325,0,0,0
375,0.44154,0.45263,0.11192,4.92,3.84125,-2.7125,0,0,0
376,0.44506,0.44495,0.11192,0.24,4.92125,-3.6325,0,0,0
377,0.4761,0.41455,0.09848,-2.12,10.40125,-8.8725,0,0,0
378,0.46074,0.42479,0.11128,3.96,15.44125,-11.3525,0,0,0
379,0.44186,0.45839,0.0956,6.72,21.44125,-13.1925,0,0,0
380,0.50266,0.37135,0.134,-9.8,40.04125,-9.5925,0,0,0
381,0.58842,0.31663,0.10232,-5.04,46.92125,-14.1925,0,0,0
382,0.68314,0.29711,0.086,-0.84,49.76125,-16.6725,0,0,0
383,0.92122,0.32303,0.1692,6.44,58.68125,-20.7125,0,0,0
384,1.20858,0.36207,0.26776,6.04,73.36125,-20.1925,0,0,0
385,1.52602,0.35759,0.32504,-1.72,91.88125,-12.6325,0,0,0
386,1.63546,0.36527,0.28664,-4.48,106.96125,-8.0725,0,0,0
387,2.34938,0.49935,0.47032,-12.24,129.00125,26.4075,0,0,0
388,2.59706,0.69999,0.48472,-48.88,163.16125,72.6075,0,0,0
389,2.63226,0.67727,0.16792,-87.44,171.80124,99.3275,0,0,0
390,2.54298,-0.00401,-0.37512,-175.52,175.44124,151.7675,0,0,0
391,2.63482,-0.31377,-0.71176,-231.56,166.28125,189.0875,0,0,0
392,2.46842,-0.12369,-0.6676,-250.84,160.20125,189.2475,0,0,0
393,1.76698,0.55407,-0.65256,-312.08,129.36125,105.4875,0,0,0
394,1.76442,0.38607,-0.59336,-403.32,147.84125,-104.7125,0,0,0
395,0.05818,-1.39633,-0.55688,-309.12,247.84125,-344.2725,0,0,0
396,-3.26406,-1.91985,-0.52776,-233.08,259.92123,-432.4325,0,0,0
397,-8.6215,1.85135,1.59672,-158.48,297.52124,-486.19247,0,0,0
398,-3.75142,0.55087,-1.80136,-433.24,-1.23875,-341.63248,0,0,0
399,-3.26822,-2.89937,-4.48936,-548.28,-162.39874,-151.6325,0,0,0
400,0.36154,-3.45169,1.39032,-140.16,-183.11876,178.2875,0,0,0
401,-0.3895,-0.22545,-0.96264,426.96,-37.19875,182.7275,0,0,0
402,0.05754,1.49199,0.26232,217.08,-3.15875,119.5275,0,0,0
403,0.54842,-0.24049,0.07288,5.6,-26.55875,65.5675,0,0,0
404,0.57946,-1.64369,0.19864,-209.44,-32.87875,8.6875,0,0,0
405,0.01498,-1.46705,0.59256,-58.28,13.96125,-40.8325,0,0,0
406,-0.23686,-1.05649,0.55512,59.32,32.16125,-54.9525,0,0,0
407,-0.50342,0.08399,0.4812,187.56,33.48125,-44.8325,0,0,0
408,-0.31078,0.47183,0.68312,124.96,2.48125,-2.7125,0,0,0
409,-0.1959,0.26735,0.70232,62.92,-12.39875,15.5275,0,0,0
410,-0.09126,-0.19537,0.68856,-18.28,-24.79875,33.9275,0,0,0
411,-0.18054,-0.53265,0.68824,1.44,-21.15875,36.4475,0,0,0
412,-0.29574,-0.35281,0.65848,66.08,-18.43875,42.0875,0,0,0
413,-0.3015,-0.23249,0.64728,90.92,-20.63875,44.8075,0,0,0
414,-0.23302,-0.00593,0.6284,109.16,-27.39875,49.9675,0,0,0
415,-0.24774,0.13007,0.68856,91.36,-29.99875,55.9675,0,0,0
416,-0.33254,-0.05105,0.60056,60.08,-36.31875,61.0075,0,0,0
417,-0.31846,-0.09425,0.53464,74.24,-41.35875,61.3675,0,0,0
418,-0.24102,-0.07665,0.49272,92.08,-44.07875,58.4875,0,0,0
419,-0.11878,0.05551,0.47512,131.92,-45.75875,51.8875,0,0,0
420,-0.1111,0.15503,0.46552,147.8,-44.35875,49.3675,0,0,0
421,-0.0967,0.27055,0.35384,164.04,-43.07875,44.9275,0,0,0
422,-0.06982,0.36815,0.27512,167.56,-43.95875,43.3275,0,0,0
423,-0.0071,0.35055,0.20856,169.72,-49.59875,37.6475,0,0,0
424,0.07642,0.30415,0.2204,172.6,-52.87875,33.0475,0,0,0
425,0.19034,0.28079,0.18904,178.2,-55.39875,28.8075,0,0,0
426,0.30682,0.36399,0.2044,189.64,-55.91875,23.2475,0,0,0
427,0.31962,0.39983,0.1276,196.32,-57.83875,18.2075,0,0,0
428,0.33018,0.49807,0.06072,195.96,-61.35875,15.8075,0,0,0
429,0.37626,0.48399,-0.03464,194.12,-66.59875,11.7275,0,0,0
430,0.59706,0.46415,-0.05384,181.44,-77.19875,6.7675,0,0,0
431,0.68474,0.48911,0.07576,166.08,-74.15875,9.2075,0,0,0
432,0.6633,0.76847,-0.04968,110.28,-76.87875,6.0075,0,0,0
433,0.75258,0.74671,-0.0452,89.52,-81.91875,1.5675,0,0,0
434,0.84762,0.58287,0.03864,57.12,-87.59875,-8.8325,0,0,0
435,0.87386,0.62703,0.0748,22.64,-86.23875,-14.3525,0,0,0
436,0.89498,0.65007,0.04728,-9.16,-86.39875,-11.1925,0,0,0
437,0.8457,0.42319,-0.03848,-34.76,-89.03875,-10.5925,0,0,0
438,0.85626,0.30383,0.00024,-39.12,-90.15875,-9.8325,0,0,0
439,0.8185,0.29775,0.01272,-35.8,-89.27875,-9.6325,0,0,0
440,0.74938,0.31279,-0.01416,-8.08,-77.11875,-12.3125,0,0,0
441,0.72154,0.37711,-0.0452,3.36,-66.07875,-12.3125,0,0,0
442,0.6825,0.49263,-0.03272,0.32,-55.51875,-10.8725,0,0,0
443,0.67098,0.48175,-0.02024,-8.04,-50.79875,-10.1925,0,0,0
444,0.6457,0.42703,-0.01544,-18.32,-45.67875,-8.5925,0,0,0
445,0.61786,0.34671,0.00728,-28.24,-34.35875,-4.4725,0,0,0
446,0.56922,0.32143,0.00088,-18.52,-22.99875,-4.6725,0,0,0
447,0.57018,0.39023,-0.04008,-3.4,-14.31875,-6.3525,0,0,0
448,0.6025,0.43727,0.04088,4.12,-5.67875,-5.9125,0,0,0
449,0.54522,0.52047,0.00696,8.8,4.36125,-6.4325,0,0,0
450,0.5145,0.53455,-0.00008,8.72,8.04125,-6.0325,0,0,0
451,0.50074,0.55439,0.00344,6.36,10.76125,-4.4725,0,0,0
452,0.5129,0.55183,0.00696,-2.04,14.64125,0.8475,0,0,0
453,0.50042,0.55375,0.02232,-4.04,16.80125,2.8875,0,0,0
454,0.45402,0.56335,-0.01736,-5.28,19.68125,4.4875,0,0,0
455,0.46778,0.53263,0.00952,-6.36,21.00125,5.4075,0,0,0
456,0.44826,0.54223,-0.02216,-6.76,21.96125,5.5275,0,0,0
457,0.44474,0.52911,-0.02472,-7.6,22.88125,5.1675,0,0,0
458,0.45082,0.50351,0.03224,-10.32,25.32125,4.6875,0,0,0
459,0.43866,0.49807,0.038,-12.68,27.92125,4.6475,0,0,0
460,0.46234,0.44815,0.03864,-11.76,31.04125,3.2075,0,0,0
461,0.51706,0.46095,0.07704,-5.28,35.92125,0.4075,0,0,0
462,0.5801,0.49135,0.08344,-3.84,38.72125,-0.7125,0,0,0
463,0.7001,0.48559,0.14264,-9.96,46.36125,-0.9925,0,0,0
464,0.90202,0.39087,0.19352,-20.48,58.12125,1.5675,0,0,0
465,1.03642,0.37359,0.21432,-23,65.76125,3.6475,0,0,0
466,1.19546,0.38191,0.2684,-22.92,76.16125,5.6075,0,0,0
467,1.53594,0.51247,0.35384,-22.52,103.96125,7.6875,0,0,0
468,1.9321,0.56879,0.35896,-34.52,141.60126,11.0475,0,0,0
469,2.15834,0.45647,0.39224,-43.12,157.92125,17.8475,0,0,0
470,2.3801,0.29327,0.39928,-51.16,177.36124,24.4075,0,0,0
471,2.67322,-0.02129,0.14232,-73.68,207.48125,51.3275,0,0,0
472,2.67962,-0.37201,-0.08808,-90.08,213.80124,69.4075,0,0,0
473,2.69306,-0.40881,-0.51816,-136.64,215.68124,107.6875,0,0,0
474,2.11546,0.11919,-0.45416,-225.68,199.44124,98.6875,0,0,0
475,1.44826,0.08047,-0.81832,-396.08,134.68124,1.0875,0,0,0
476,1.51802,-0.47825,-0.96808,-463.36,120.68125,-84.5525,0,0,0
477,0.72922,-1.19761,-0.44136,-421.56,176.36124,-283.3525,0,0,0
478,-4.47942,0.00847,0.25912,-276.64,217.48125,-451.59247,0,0,0
479,-7.01414,1.22031,1.2268,-256.56,237.96124,-502.15247,0,0,0
480,-6.37094,1.71055,-0.46504,-408.36,68.64125,-454.91248,0,0,0
481,-0.4503,-3.87729,-0.42216,-462.04,-215.35876,-84.3925,0,0,0
482,0.13306,-4.54257,1.19128,-208.68,-183.55876,62.6475,0,0,0
483,-0.80454,0.38511,-0.76072,425.48,-25.19875,190.0075,0,0,0
484,-0.46054,2.22671,0.4972,237,40.72125,156.2875,0,0,0
485,0.46682,-1.60977,-0.10536,-195.52,-25.59875,49.4875,0,0,0
486,0.46682,-2.47761,0.04216,-236.24,-23.67875,12.0475,0,0,0
487,-0.03846,-1.43281,0.62616,-40.52,11.00125,-28.0325,0,0,0
488,-0.42854,-0.50705,0.61464,175.4,29.00125,-66.7125,0,0,0
489,-0.50438,-0.11857,0.56152,210.24,24.80125,-61.2725,0,0,0
490,-0.32422,0.46287,0.70904,146.24,-3.03875,-8.7925,0,0,0
491,-0.31462,0.11567,0.76952,34.92,-21.87875,31.8875,0,0,0
492,-0.3703,-0.30545,0.67992,-1.2,-30.79875,54.7275,0,0,0
493,-0.37254,-0.38417,0.6524,15.44,-33.87875,59.3275,0,0,0
494,-0.29382,-0.31793,0.63608,83.04,-35.11875,57.3675,0,0,0
495,-0.29414,-0.02033,0.67704,133.92,-31.15875,56.8075,0,0,0
496,-0.32998,0.15727,0.678,138.8,-32.47875,58.6475,0,0,0
497,-0.33862,0.14191,0.62168,131.2,-36.43875,58.9275,0,0,0
498,-0.28742,0.06127,0.50104,119.08,-48.43875,60.4875,0,0,0
499,-0.14374,0.04847,0.48344,128.8,-55.59875,58.7275,0,0,0
500,-0.05542,-0.04913,0.4268,142.28,-55.75875,56.8875,0,0,0
501,-0.08614,0.20655,0.34552,172.2,-55.47875,52.0075,0,0,0
502,-0.04038,0.32335,0.25016,190.2,-57.71875,46.1275,0,0,0
503,0.1289,0.42255,0.17272,185.36,-60.27875,42.1275,0,0,0
504,0.31194,0.41615,0.0924,183.52,-67.59875,42.0475,0,0,0
505,0.46874,0.41871,0.09624,181,-69.19875,39.2475,0,0,0
506,0.48986,0.45359,-0.01128,170.52,-67.71875,39.6075,0,0,0
507,0.47034,0.50511,-0.07304,162.56,-69.47875,39.3675,0,0,0
508,0.52698,0.55567,-0.1108,153.64,-72.79875,37.0075,0,0,0
509,0.67002,0.56783,-0.13288,135,-79.27875,28.2075,0,0,0
510,0.76026,0.56303,-0.0084,118.04,-81.19875,18.5675,0,0,0
511,0.7529,0.58383,-0.042,108.56,-81.39875,12.5675,0,0,0
512,0.75706,0.52431,-0.07656,85.64,-82.91875,5.7675,0,0,0
513,0.82394,0.55183,-0.17864,59.96,-89.59875,4.3675,0,0,0
514,0.89946,0.54351,-0.11624,49,-89.47875,2.8475,0,0,0
515,0.90842,0.60015,0.0556,26.92,-83.43875,-0.8325,0,0,0
516,0.86266,0.49103,0.03,3.92,-75.23875,-3.9525,0,0,0
517,0.80858,0.39087,-0.06984,-17.56,-70.59875,-1.5925,0,0,0
518,0.80602,0.47119,-0.10472,-26.8,-68.27875,0.2475,0,0,0
519,0.82074,0.43343,0.03928,-37.08,-62.03875,-6.3525,0,0,0
520,0.77274,0.30447,0.0412,-41.4,-55.15875,-10.4325,0,0,0
521,0.72346,0.31855,0.00728,-38.72,-51.91875,-11.1925,0,0,0
522,0.64634,0.34351,-0.082,-32.72,-46.31875,-12.7125,0,0,0
523,0.62138,0.39791,-0.03368,-32.8,-40.83875,-12.9125,0,0,0
524,0.60282,0.34671,-0.03272,-31.52,-32.15875,-13.5925,0,0,0
525,0.58714,0.33583,-0.0868,-25.48,-26.75875,-13.9925,0,0,0
526,0.56346,0.39439,-0.10216,-16.84,-20.91875,-14.5525,0,0,0
527,0.52826,0.49391,-0.06952,-6.08,-10.99875,-14.7925,0,0,0
528,0.50426,0.51311,-0.05288,-8.08,-7.51875,-13.0325,0,0,0
529,0.48826,0.49711,-0.05384,-21.44,-3.99875,-7.0725,0,0,0
530,0.4937,0.42863,-0.05704,-30.04,-1.87875,-2.7525,0,0,0
531,0.46714,0.44847,-0.06248,-24.52,0.08125,-1.6325,0,0,0
532,0.47002,0.47023,-0.05672,-19.44,0.28125,-1.7125,0,0,0
533,0.4233,0.46959,-0.04008,-12.64,-0.03875,-1.2725,0,0,0
534,0.43642,0.49327,-0.03624,-8.92,-0.63875,1.2875,0,0,0
535,0.43066,0.50703,-0.01608,-7.08,-0.07875,2.3675,0,0,0
536,0.42234,0.52271,-0.0052,-7.6,1.12125,5.0475,0,0,0
537,0.39226,0.50799,0.00152,-13.32,0.84125,6.6475,0,0,0
538,0.39098,0.45359,0.01944,-14.4,0.28125,6.4875,0,0,0
539,0.37082,0.43791,-0.00616,-8.44,-0.95875,5.4075,0,0,0
540,0.37498,0.47695,0.00248,0.04,-2.19875,2.3675,0,0,0
541,0.3865,0.49583,0.00888,1.4,-2.79875,-0.7525,0,0,0
542,0.40538,0.47535,-0.02248,0.24,-3.19875,-2.1125,0,0,0
543,0.44026,0.47823,-0.00744,2.88,-2.47875,-4.7125,0,0,0
544,0.45946,0.54159,0.01592,7.28,-0.15875,-5.8325,0,0,0
545,0.47194,0.56207,0.02296,7,1.48125,-5.5525,0,0,0
546,0.52346,0.57135,0.03768,2.8,6.24125,-2.9925,0,0,0
547,0.6137,0.54543,0.04152,-2.8,13.80125,1.1675,0,0,0
548,0.65914,0.52111,0.04568,-5.88,17.88125,3.8075,0,0,0
549,0.8329,0.43087,0.06104,-9.12,27.96125,8.5675,0,0,0
550,1.05338,0.37135,0.0908,-4.56,44.48125,11.8075,0,0,0
551,1.3033,0.43183,0.11928,0.16,68.24125,15.2875,0,0,0
552,1.69882,0.40463,0.04024,-23.44,108.56125,26.2875,0,0,0
553,2.2265,0.13903,0.31896,-51.32,165.48125,47.0075,0,0,0
554,2.51578,-0.04017,0.10488,-82.4,193.04124,72.4875,0,0,0
555,2.5593,-0.49649,-0.51016,-134.72,200.20123,109.1275,0,0,0
556,2.40954,-0.22257,-0.92296,-215.56,192.28123,114.0875,0,0,0
557,1.56314,0.21551,-0.79688,-312.08,167.68124,32.0075,0,0,0
558,1.38682,-0.18033,-0.65512,-518.92,228.44124,-208.4725,0,0,0
559,-8.35686,2.10863,1.6124,-201.2,311.08124,-482.79248,0,0,0
560,-8.01094,4.25519,1.1532,-286.84,240.08124,-434.95248,0,0,0
561,-3.9159,-2.58321,-5.36776,-675.44,-146.63875,-80.0725,0,0,0
562,-1.0535,-4.92977,1.4044,-110.72,-196.91876,125.5275,0,0,0
563,-0.5319,3.34639,-0.15112,632.2,80.68125,106.3275,0,0,0
564,0.1017,0.14351,0.19128,13.64,2.68125,42.4875,0,0,0
565,0.32602,-1.88177,0.01688,-308,-22.87875,20.2875,0,0,0
566,-0.30534,-1.33041,0.47512,25.4,29.16125,-53.2325,0,0,0
567,-0.51846,-0.19089,0.48056,223.76,29.44125,-61.6325,0,0,0
568,-0.40134,0.52559,0.7052,194.08,-0.67875,-18.7525,0,0,0
569,-0.31622,0.06479,0.71864,32.64,-23.39875,37.1275,0,0,0
570,-0.34566,-0.24913,0.62584,6.92,-26.55875,58.9675,0,0,0
571,-0.35622,-0.33041,0.57912,23.28,-27.47875,62.6075,0,0,0
572,-0.31654,-0.25681,0.60664,82.8,-28.07875,61.9275,0,0,0
573,-0.2487,-0.01841,0.61624,135.16,-25.79875,58.4875,0,0,0
574,-0.25094,0.11503,0.6204,149.28,-23.43875,57.4475,0,0,0
575,-0.27142,0.26351,0.5772,151.08,-20.99875,57.3275,0,0,0
576,-0.23814,0.23951,0.55192,133.96,-25.03875,59.9275,0,0,0
577,-0.13126,0.23375,0.49464,126.68,-32.03875,61.2075,0,0,0
578,-0.06182,0.26287,0.46776,130.72,-34.23875,59.4875,0,0,0
579,0.01306,0.27471,0.406,148.72,-36.27875,52.3275,0,0,0
580,0.11418,0.36079,0.32696,165.04,-35.87875,46.4475,0,0,0
581,0.19898,0.44591,0.30168,157.76,-37.03875,42.2075,0,0,0
582,0.24378,0.53615,0.19064,139.88,-41.95875,42.5275,0,0,0
583,0.37146,0.50991,0.2044,123.96,-47.99875,36.4475,0,0,0
584,0.41242,0.48431,0.2028,117.88,-49.87875,31.1675,0,0,0
585,0.45882,0.39759,0.1292,112.8,-51.47875,21.8475,0,0,0
586,0.49338,0.45263,0.1308,110.24,-55.87875,12.7675,0,0,0
587,0.52794,0.45135,0.14168,108.48,-58.23875,8.6075,0,0,0
588,0.56634,0.41839,0.1756,103.56,-59.23875,2.8875,0,0,0
589,0.63482,0.49807,0.078,95.96,-60.83875,2.6075,0,0,0
590,0.62234,0.56143,0.04984,88.08,-66.23875,-0.6325,0,0,0
591,0.67866,0.57391,0.07128,84.04,-69.31875,-3.8325,0,0,0
592,0.72666,0.47375,0.0828,74.84,-73.35875,-9.7125,0,0,0
593,0.72346,0.44463,0.08824,69.52,-72.39875,-9.3925,0,0,0
594,0.71866,0.45423,0.09112,70.8,-71.67875,-8.9525,0,0,0
595,0.68474,0.59311,0.0652,71.4,-71.11875,-8.1525,0,0,0
596,0.64442,0.60399,0.0028,57,-73.67875,-4.8725,0,0,0
597,0.63418,0.62959,-0.01448,44.44,-74.59875,-0.8725,0,0,0
598,0.64026,0.57231,0.02008,19.56,-75.71875,5.0875,0,0,0
599,0.62362,0.50831,0.07768,6.6,-71.63875,4.5675,0,0,0
600,0.57978,0.46255,0.0188,4.92,-67.07875,2.0475,0,0,0
601,0.57114,0.45391,0.00664,7.96,-65.63875,0.5275,0,0,0
602,0.54234,0.42127,-0.03848,18.32,-62.03875,-1.0725,0,0,0
603,0.52602,0.54799,-0.00456,28.8,-57.27875,-2.2325,0,0,0
604,0.5225,0.55151,0.01592,30.64,-54.55875,-4.4325,0,0,0
605,0.49978,0.54863,0.01592,25.2,-48.31875,-7.4325,0,0,0
606,0.47834,0.55343,-0.0084,11.8,-41.15875,-7.3925,0,0,0
607,0.49466,0.59119,0.03672,-2.84,-34.47875,-7.2725,0,0,0
608,0.4777,0.59919,0.04632,-10.96,-31.19875,-7.2325,0,0,0
609,0.44602,0.58031,-0.01064,-26.24,-26.23875,-6.5125,0,0,0
610,0.44538,0.51855,0.00056,-31.04,-22.79875,-6.6325,0,0,0
611,0.4441,0.51695,-0.02888,-29.32,-21.07875,-6.7525,0,0,0
612,0.42234,0.52911,-0.0308,-23.28,-17.55875,-6.5525,0,0,0
613,0.41882,0.53743,-0.0596,-18.48,-15.23875,-5.9525,0,0,0
614,0.40762,0.56399,-0.09064,-16.4,-13.43875,-4.7125,0,0,0
615,0.39706,0.56239,-0.05864,-16.76,-12.87875,-3.9525,0,0,0
616,0.38522,0.56591,-0.0868,-19.4,-11.91875,-2.4325,0,0,0
617,0.38074,0.51695,-0.082,-20.6,-10.43875,-0.6325,0,0,0
618,0.38074,0.51983,-0.07496,-19.2,-9.83875,0.0475,0,0,0
619,0.3673,0.50511,-0.08424,-15.4,-7.71875,0.3275,0,0,0
620,0.37018,0.52431,-0.06504,-13.28,-6.79875,1.2475,0,0,0
621,0.37146,0.52591,-0.06216,-13.92,-5.83875,1.5675,0,0,0
622,0.35834,0.53583,-0.0708,-14.8,-5.39875,1.7675,0,0,0
623,0.3465,0.51183,-0.05128,-14.24,-5.47875,1.3675,0,0,0
624,0.34266,0.53423,-0.06664,-9.04,-5.59875,0.6475,0,0,0
625,0.33754,0.53263,-0.06408,-6.08,-4.83875,0.2475,0,0,0
626,0.34554,0.54095,-0.03944,-2.24,-4.39875,0.6075,0,0,0
627,0.33626,0.57647,-0.05448,-3.52,-3.59875,1.1275,0,0,0
628,0.34458,0.54095,-0.03016,-8.64,-2.75875,1.0475,0,0,0
629,0.36154,0.55183,-0.0052,-10.68,-2.55875,1.4475,0,0,0
630,0.3705,0.54223,-0.05832,-12.76,-0.99875,1.6475,0,0,0
631,0.37658,0.50671,-0.03464,-10.44,2.04125,1.3275,0,0,0
632,0.3801,0.52367,-0.01864,-8.2,3.68125,1.4475,0,0,0
633,0.39546,0.52975,-0.02184,-5.48,6.84125,1.4875,0,0,0
634,0.4281,0.54287,-0.0276,-6.44,10.20125,1.8875,0,0,0
635,0.4505,0.52751,-0.00456,-7.84,12.36125,1.8875,0,0,0
636,0.48634,0.55631,0.0124,-13.72,17.84125,2.5275,0,0,0
637,0.51098,0.52815,0.0236,-22.24,24.80125,3.9275,0,0,0
638,0.55482,0.53455,0.01688,-28.48,33.00125,6.0875,0,0,0
639,0.57242,0.53679,0.02968,-30.12,37.20125,7.2075,0,0,0
640,0.61338,0.56527,0.07352,-31.68,46.56125,8.4875,0,0,0
641,0.67674,0.53775,0.08312,-36.68,56.80125,11.0875,0,0,0
642,0.78266,0.52431,0.06072,-44.28,68.80125,15.4875,0,0,0
643,0.85306,0.50895,0.07448,-48.84,75.60125,18.2075,0,0,0
644,0.99322,0.46927,0.1132,-58.64,90.04125,25.6075,0,0,0
645,1.1785,0.44271,0.14328,-66.16,105.52125,35.5675,0,0,0
646,1.30234,0.45999,0.118,-69.04,113.40125,41.8475,0,0,0
647,1.68538,0.41615,0.22872,-72.76,130.12125,55.6475,0,0,0
648,2.19578,0.25871,0.2556,-83.68,146.88126,79.6475,0,0,0
649,2.4409,0.06575,0.02072,-94.68,148.68124,97.9275,0,0,0
650,2.48186,-0.49361,-0.24968,-118.52,149.76125,142.8875,0,0,0
651,2.59322,-0.64785,-0.70312,-143.04,137.72125,179.0475,0,0,0
652,1.86074,0.04111,-0.72648,-216.52,121.32125,156.2075,0,0,0
653,1.33978,0.60527,-0.5876,-292.44,107.48125,100.8475,0,0,0
654,1.70618,-0.18961,-0.94344,-436.28,127.60125,-91.8325,0,0,0
655,-0.56454,-1.64369,-0.826,-316.8,245.76125,-311.4325,0,0,0
656,-6.15302,-0.09969,1.054,-102.84,302.28125,-451.23248,0,0,0
657,-7.86246,2.85999,2.64856,-88.6,305.36124,-473.75247,0,0,0
658,-1.7399,2.61551,-2.37768,-494.48,83.80125,-360.9925,0,0,0
659,-0.00358,-8.79697,4.22936,-578.48,-222.11876,3.3275,0,0,0
660,-0.38918,-5.38193,1.918,-350.72,-250.91876,208.2075,0,0,0
661,-0.0023,-0.67537,-0.92936,377,-60.67875,240.4475,0,0,0
662,-0.15718,2.11599,0.50808,419.32,14.52125,80.7675,0,0,0
663,0.15706,-0.30001,0.46584,47.84,-9.51875,-41.0325,0,0,0
664,0.05882,-0.97649,0.24504,-88.48,-6.35875,-52.9525,0,0,0
665,-0.15558,-1.00337,0.54904,-144.12,14.52125,-30.9125,0,0,0
666,-0.37862,-0.92849,0.63864,-8.84,26.20125,-26.2725,0,0,0
667,-0.44134,-0.68305,0.60664,64.92,24.04125,-22.5925,0,0,0
668,-0.33926,-0.16049,0.62648,145.72,5.88125,-5.1925,0,0,0
669,-0.20454,0.11055,0.7116,140.08,-13.11875,10.6475,0,0,0
670,-0.26182,0.08719,0.76024,102.76,-18.43875,22.7675,0,0,0
671,-0.3047,0.02031,0.72568,86.24,-20.11875,29.6075,0,0,0
672,-0.25062,-0.10417,0.66808,76.08,-19.75875,42.4875,0,0,0
673,-0.28294,-0.05873,0.5916,90.08,-14.43875,54.8875,0,0,0
674,-0.28742,0.05647,0.5996,96.72,-14.15875,60.2875,0,0,0
675,-0.30214,0.16911,0.64344,103,-15.39875,65.9275,0,0,0
676,-0.29766,0.16303,0.6092,101.68,-18.67875,66.4875,0,0,0
677,-0.27142,0.18191,0.57944,99.2,-21.51875,66.9275,0,0,0
678,-0.22694,0.23503,0.54968,94.64,-26.63875,65.4875,0,0,0
679,-0.15494,0.23887,0.47032,95.44,-32.27875,58.8875,0,0,0
680,-0.0887,0.22831,0.4364,107.52,-36.11875,47.6875,0,0,0
681,-0.1047,0.16015,0.438,117.88,-37.71875,41.0075,0,0,0
682,0.03866,0.29647,0.3612,139.84,-39.95875,35.0475,0,0,0
683,0.11834,0.38959,0.36888,155.92,-39.23875,29.6875,0,0,0
684,0.15514,0.40559,0.32696,159.92,-39.23875,27.7275,0,0,0
685,0.17754,0.51663,0.246,158.08,-42.95875,27.6075,0,0,0
686,0.28058,0.50127,0.18808,151.16,-50.95875,24.7275,0,0,0
687,0.36122,0.50767,0.1436,144.68,-58.19875,22.4875,0,0,0
688,0.40826,0.49039,0.11256,144.2,-60.75875,20.8875,0,0,0
689,0.4761,0.51247,0.0652,146.12,-64.63875,18.5275,0,0,0
690,0.52698,0.51535,0.0092,148,-69.75875,17.0075,0,0,0
