motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
Cross Right - 10 Reps,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
691,0.54682,0.54767,-0.00008,146.92,-71.19875,17.0875,0,0,0
692,0.60666,0.58799,0.02552,137.68,-72.71875,17.4475,0,0,0
693,0.62682,0.61487,0.054,120.52,-72.43875,17.3675,0,0,0
694,0.65498,0.59311,0.00312,101.04,-75.59875,16.6875,0,0,0
695,0.66682,0.60719,0.014,91.4,-76.55875,16.2475,0,0,0
696,0.68794,0.60751,0.01112,72.6,-76.03875,14.9675,0,0,0
697,0.67898,0.53327,0.0172,56.12,-74.87875,13.4475,0,0,0
698,0.67642,0.53583,0.0188,49.6,-74.51875,13.6875,0,0,0
699,0.6569,0.57295,0.04728,39.76,-71.75875,13.2075,0,0,0
700,0.6409,0.53615,-0.04296,24.24,-71.43875,16.3275,0,0,0
701,0.62202,0.54351,-0.06824,8.12,-70.67875,22.2475,0,0,0
702,0.60218,0.46767,-0.0164,-1.04,-66.95875,19.5275,0,0,0
703,0.56122,0.49615,-0.05064,-3.28,-62.51875,19.2475,0,0,0
704,0.5385,0.50607,-0.05064,-5.68,-60.39875,19.6075,0,0,0
705,0.5193,0.45487,-0.05096,-12.16,-56.11875,19.2075,0,0,0
706,0.52218,0.47631,-0.04456,-16.44,-50.75875,19.0075,0,0,0
707,0.50266,0.47919,-0.04968,-19.24,-44.35875,16.2875,0,0,0
708,0.50394,0.44687,-0.05,-20,-41.47875,13.9275,0,0,0
709,0.49018,0.43695,-0.06248,-19.72,-35.55875,9.8075,0,0,0
710,0.47258,0.48719,-0.07336,-18.92,-29.71875,6.0475,0,0,0
711,0.48634,0.47983,-0.07144,-18.96,-27.39875,3.7675,0,0,0
712,0.47706,0.46671,-0.08392,-19.64,-23.19875,0.6475,0,0,0
713,0.47002,0.48175,-0.06824,-20.4,-19.71875,-0.5125,0,0,0
714,0.4761,0.47343,-0.0532,-22.8,-16.75875,-1.1925,0,0,0
715,0.46714,0.46543,-0.07816,-23.56,-15.51875,-1.6725,0,0,0
716,0.46682,0.45999,-0.07592,-22.08,-13.83875,-2.8325,0,0,0
717,0.4601,0.47631,-0.06792,-18.32,-12.51875,-4.0725,0,0,0
718,0.4489,0.49295,-0.08232,-16.88,-11.79875,-4.3525,0,0,0
719,0.44154,0.49295,-0.07304,-13.84,-10.55875,-4.3925,0,0,0
720,0.43002,0.51375,-0.08296,-9.92,-8.59875,-4.5925,0,0,0
721,0.42778,0.54063,-0.0772,-6.44,-6.35875,-3.7125,0,0,0
722,0.4233,0.54223,-0.08776,-5.36,-5.39875,-3.0325,0,0,0
723,0.4121,0.54607,-0.08616,-4.2,-3.35875,-1.3925,0,0,0
724,0.4057,0.55183,-0.07272,-4.2,-2.15875,0.2475,0,0,0
725,0.3961,0.54735,-0.07304,-4.32,-1.47875,1.0875,0,0,0
726,0.39738,0.53679,-0.0628,-5.64,0.20125,2.9675,0,0,0
727,0.39578,0.51151,-0.06728,-6.68,1.40125,4.8475,0,0,0
728,0.39322,0.50575,-0.0564,-6.12,2.44125,5.7675,0,0,0
729,0.39162,0.52335,-0.06216,-6.56,2.80125,5.7675,0,0,0
730,0.39354,0.51983,-0.04392,-11.48,3.92125,5.1675,0,0,0
731,0.41242,0.47759,-0.03912,-18.6,4.48125,5.1675,0,0,0
732,0.41242,0.46127,-0.04488,-20.2,5.08125,4.7675,0,0,0
733,0.43258,0.42991,-0.06856,-16.12,6.68125,3.0875,0,0,0
734,0.4473,0.46191,-0.042,-9.48,9.52125,0.3275,0,0,0
735,0.4553,0.48591,-0.02824,-9.24,13.04125,-1.1925,0,0,0
736,0.48218,0.48879,-0.01576,-11.48,15.32125,-1.3525,0,0,0
737,0.51386,0.44943,-0.0228,-15.36,20.20125,-1.3125,0,0,0
738,0.55034,0.44495,-0.01832,-15.64,26.40125,-1.8725,0,0,0
739,0.56346,0.45711,-0.00424,-15.84,30.68125,-2.5525,0,0,0
740,0.62778,0.44815,0.04888,-17.2,42.20125,-5.7525,0,0,0
741,0.73946,0.43951,0.07928,-19.68,55.88125,-10.0325,0,0,0
742,0.81434,0.43599,0.08088,-21.28,63.04125,-12.1525,0,0,0
743,0.98298,0.47823,0.13944,-25.92,79.96125,-14.5925,0,0,0
744,1.19706,0.51183,0.18136,-33.24,100.68125,-15.2725,0,0,0
745,1.3945,0.54127,0.21912,-44.68,124.28125,-10.5925,0,0,0
746,1.4713,0.54991,0.23704,-53.12,136.52126,-5.2725,0,0,0
747,1.6169,0.49551,0.21144,-78.8,157.36125,16.3275,0,0,0
748,1.92602,0.39631,0.22008,-114.2,175.40125,53.0075,0,0,0
749,2.04698,0.24463,0.11672,-134.36,180.56123,75.5675,0,0,0
750,2.14234,-0.06865,-0.07688,-175.88,180.40125,126.4875,0,0,0
751,2.32826,-0.48945,-0.33512,-214.32,168.16124,169.1675,0,0,0
752,2.3257,-0.39281,-0.55912,-237.08,151.04124,177.0075,0,0,0
753,1.55994,-0.37809,-0.63848,-288.4,118.76125,122.5675,0,0,0
754,1.15482,-0.56753,-0.58056,-337.8,109.24125,-41.7925,0,0,0
755,0.1609,-1.73937,-0.33576,-245.48,162.88126,-252.2325,0,0,0
756,-1.4631,-1.07569,-0.23112,-141.2,204.44124,-347.1125,0,0,0
757,-5.94118,3.29263,1.88088,-102.96,206.48125,-472.03247,0,0,0
758,-4.64358,5.51343,0.94424,-482.12,155.36125,-435.51248,0,0,0
759,-1.52198,0.86895,-3.0868,-788.16,61.64125,-258.9525,0,0,0
760,-1.88326,-7.60177,-2.01096,-579.8,-123.23875,-1.2725,0,0,0
761,-0.61286,-1.56401,-1.58152,327.36,-57.95875,201.8075,0,0,0
762,-0.38566,3.93519,-0.13096,599.36,-29.23875,129.7275,0,0,0
763,-0.12486,2.17743,1.10008,428.28,-27.31875,58.0075,0,0,0
764,0.31258,-0.49521,0.49304,-46.08,-19.23875,-0.7925,0,0,0
765,-0.24774,-1.23665,0.41592,-130.24,41.44125,-3.3925,0,0,0
766,-0.48806,-0.21521,0.69432,125.28,7.96125,1.4875,0,0,0
767,-0.28326,-0.09489,0.78776,136.4,-25.23875,16.8075,0,0,0
768,-0.31206,-0.03249,0.69912,127.12,-37.87875,26.7675,0,0,0
769,-0.3511,-0.04209,0.69784,124.92,-37.67875,35.4475,0,0,0
770,-0.36294,0.06447,0.67672,126.08,-37.11875,41.9675,0,0,0
771,-0.3223,0.16847,0.662,124.08,-37.75875,53.4075,0,0,0
772,-0.21062,0.25487,0.61112,115.44,-42.67875,56.6075,0,0,0
773,-0.12902,0.33295,0.60504,107.36,-43.43875,55.8875,0,0,0
774,-0.04774,0.25455,0.58008,106.28,-44.47875,51.7675,0,0,0
775,-0.01542,0.30703,0.48024,110.2,-46.63875,53.2475,0,0,0
776,0.0073,0.38671,0.42776,110.4,-49.23875,54.8475,0,0,0
777,0.09274,0.44335,0.40504,102.84,-56.91875,51.3675,0,0,0
778,0.1833,0.41903,0.41208,97.36,-61.75875,44.2475,0,0,0
779,0.21946,0.37039,0.39096,98.36,-61.87875,40.0475,0,0,0
780,0.25178,0.26703,0.32472,102.72,-62.47875,37.4875,0,0,0
781,0.32282,0.42607,0.2652,100.04,-65.47875,39.7675,0,0,0
782,0.42618,0.39663,0.2684,89.68,-68.67875,34.2075,0,0,0
783,0.43802,0.41391,0.26648,83.16,-69.31875,31.4075,0,0,0
784,0.44058,0.34895,0.24248,73.96,-70.95875,24.2475,0,0,0
785,0.49434,0.34351,0.15192,69.04,-74.15875,18.7675,0,0,0
786,0.54266,0.33967,0.15192,67.8,-76.51875,15.9275,0,0,0
787,0.60154,0.34031,0.18136,67.12,-75.71875,11.8875,0,0,0
788,0.5945,0.35343,0.16664,67.56,-73.55875,8.6475,0,0,0
789,0.66042,0.38063,0.1228,64,-72.67875,-1.1125,0,0,0
790,0.66682,0.44751,0.14264,57.2,-69.03875,-2.2325,0,0,0
791,0.64314,0.45551,0.11512,52.56,-67.91875,-3.6725,0,0,0
792,0.6137,0.44015,0.0796,40.8,-68.19875,-6.8725,0,0,0
793,0.62778,0.40623,0.08056,28.92,-71.31875,-7.1925,0,0,0
794,0.6553,0.43247,0.09496,24.84,-71.87875,-7.2325,0,0,0
795,0.68698,0.42063,0.1452,21.6,-67.11875,-9.4725,0,0,0
796,0.67034,0.44207,0.12664,17.36,-59.35875,-8.5925,0,0,0
797,0.65338,0.47919,0.07768,6.68,-52.87875,-6.2325,0,0,0
798,0.64346,0.47311,0.06104,0.04,-50.27875,-5.8725,0,0,0
799,0.62906,0.43791,0.07384,-10.2,-44.43875,-6.7525,0,0,0
800,0.60666,0.40975,0.10776,-7.4,-35.59875,-10.2325,0,0,0
801,0.56794,0.42319,0.09368,-0.12,-30.91875,-13.5125,0,0,0
802,0.57626,0.46447,0.09752,-7.04,-23.99875,-13.7925,0,0,0
803,0.5737,0.45999,0.10904,-14.16,-22.31875,-13.0725,0,0,0
804,0.56186,0.41071,0.12184,-27.72,-18.59875,-13.0325,0,0,0
805,0.5257,0.40143,0.07896,-34.48,-14.99875,-14.7125,0,0,0
806,0.50842,0.39759,0.05176,-35.72,-13.59875,-15.9525,0,0,0
807,0.51482,0.39247,0.0412,-32.64,-12.59875,-17.6325,0,0,0
808,0.5065,0.44655,0.0764,-25.52,-11.51875,-17.7925,0,0,0
809,0.49754,0.46063,0.07384,-22.2,-11.07875,-17.7125,0,0,0
810,0.48154,0.48975,0.04152,-16.44,-10.59875,-16.5125,0,0,0
811,0.48314,0.48527,0.04216,-11.2,-10.87875,-14.1525,0,0,0
812,0.47482,0.49647,0.02968,-7.68,-10.55875,-10.6325,0,0,0
813,0.47354,0.50575,0.01752,-7.92,-10.47875,-8.6325,0,0,0
814,0.4729,0.49839,0.03384,-11.12,-9.71875,-5.1925,0,0,0
815,0.46042,0.46031,0.03544,-12.4,-8.03875,-3.1125,0,0,0
816,0.45754,0.45423,0.04504,-11.4,-7.03875,-2.1125,0,0,0
817,0.44858,0.46191,0.04728,-7.6,-4.99875,-0.8725,0,0,0
818,0.4393,0.46351,0.04696,-5.36,-3.07875,-0.8325,0,0,0
819,0.43194,0.46959,0.06616,-3.96,-0.91875,-0.9925,0,0,0
820,0.43418,0.46223,0.07352,-3.56,0.80125,-1.3525,0,0,0
821,0.43514,0.47855,0.07576,-2.8,2.72125,-0.6725,0,0,0
822,0.42938,0.46991,0.0796,-2.48,3.72125,-0.7925,0,0,0
823,0.4281,0.48463,0.08984,-1.72,5.44125,-0.8325,0,0,0
824,0.42938,0.47567,0.08984,-0.24,7.00125,-1.1525,0,0,0
825,0.4217,0.45807,0.0812,0.68,7.88125,-0.9525,0,0,0
826,0.43674,0.45263,0.09688,1.88,9.20125,0.1275,0,0,0
827,0.44154,0.48527,0.11672,1.76,10.20125,1.8875,0,0,0
828,0.45242,0.53775,0.12088,-3.6,11.12125,3.9675,0,0,0
829,0.45786,0.52303,0.12216,-7.44,11.68125,4.5275,0,0,0
830,0.4569,0.49391,0.11704,-12.12,13.00125,4.6875,0,0,0
831,0.47162,0.46447,0.10328,-9.88,13.84125,3.8875,0,0,0
832,0.46714,0.46063,0.09976,-6.72,14.76125,3.0075,0,0,0
833,0.47866,0.45007,0.10264,1.44,17.68125,0.3675,0,0,0
834,0.49562,0.45391,0.09848,5.6,22.00125,-1.5125,0,0,0
835,0.50874,0.45103,0.09272,4.72,25.00125,-1.8325,0,0,0
836,0.5833,0.44815,0.11096,-4.52,31.88125,-0.9925,0,0,0
837,0.70522,0.38287,0.12248,-17.76,42.24125,2.4875,0,0,0
838,0.8633,0.29391,0.11096,-24.72,56.12125,7.8075,0,0,0
839,0.95354,0.26703,0.12536,-23.68,64.76125,11.2075,0,0,0
840,1.2233,0.21743,0.10104,-16.52,85.52125,20.1675,0,0,0
841,1.71066,0.17551,0.15672,-10.56,119.28125,34.5675,0,0,0
842,1.96634,0.17455,0.24504,-14.36,126.24125,51.2875,0,0,0
843,2.3833,0.07791,0.20824,-45.52,149.68124,98.4075,0,0,0
844,2.53626,-0.54129,-0.17032,-117.52,159.88126,159.6475,0,0,0
845,2.5369,-0.55409,-0.60392,-178.48,164.48125,197.5675,0,0,0
846,2.35322,-0.59825,-0.6548,-197.76,166.12125,191.3675,0,0,0
847,1.75546,-0.27409,-0.84328,-244.32,157.12125,120.3275,0,0,0
848,1.35482,-0.19409,-0.84904,-309.72,179.84125,-34.2725,0,0,0
849,1.17146,-0.50129,-0.53416,-322.44,213.88124,-128.9125,0,0,0
850,-0.98374,0.06095,0.23256,-248.12,314.20123,-299.1525,0,0,0
851,-5.68838,1.37679,1.30744,-116,286.96124,-421.8325,0,0,0
852,-5.9175,0.86991,0.41304,-168.4,153.28125,-354.07248,0,0,0
853,-3.11654,-0.12593,0.74488,-233.6,25.28125,-224.4325,0,0,0
854,-0.90662,-2.69233,0.20504,-113.4,-73.75875,-38.1125,0,0,0
855,-0.61222,-0.02545,0.04312,197.32,-38.07875,107.3275,0,0,0
856,-0.63878,1.28687,0.24664,200.64,-21.75875,136.2475,0,0,0
857,-0.20102,-0.17617,0.21368,-53,-14.75875,96.3675,0,0,0
858,0.18906,-1.63825,0.24824,-177,-2.03875,29.7675,0,0,0
859,-0.25382,-1.09777,0.51608,10.48,37.20125,-48.2325,0,0,0
860,-0.4231,-0.42353,0.55096,110.84,45.08125,-68.3125,0,0,0
861,-0.40582,0.65999,0.7244,140.28,26.08125,-45.6725,0,0,0
862,-0.1351,0.36815,0.84152,14.72,-1.99875,15.1675,0,0,0
863,-0.10022,0.04303,0.80632,-34.4,-7.39875,35.9675,0,0,0
864,-0.15494,-0.28433,0.77272,-50.04,-10.23875,49.5675,0,0,0
865,-0.25222,-0.34129,0.7612,5.92,-16.71875,41.5275,0,0,0
866,-0.24934,-0.13201,0.73688,56.12,-30.31875,42.5675,0,0,0
867,-0.2167,-0.01169,0.74456,66.76,-36.43875,45.1675,0,0,0
868,-0.2055,0.08431,0.76376,66.2,-41.19875,45.8875,0,0,0
869,-0.25222,0.07343,0.75704,55.96,-39.67875,46.2875,0,0,0
870,-0.3079,0.07055,0.73176,52.28,-39.39875,47.2875,0,0,0
871,-0.35334,-0.05361,0.64344,52.08,-44.55875,50.2475,0,0,0
872,-0.2615,-0.07089,0.66584,65.04,-53.67875,56.8475,0,0,0
873,-0.12934,0.11407,0.6572,80.92,-59.03875,60.5275,0,0,0
874,-0.10182,0.20111,0.64728,86.8,-59.43875,58.5275,0,0,0
875,-0.09286,0.22991,0.56824,92.28,-60.11875,47.9275,0,0,0
876,-0.0503,0.25871,0.47992,95.2,-63.03875,35.8075,0,0,0
877,0.00666,0.21167,0.42872,96.6,-65.87875,31.2075,0,0,0
878,0.14298,0.18031,0.37592,99.6,-69.27875,27.1675,0,0,0
879,0.21594,0.26959,0.37816,102.6,-69.07875,29.5675,0,0,0
880,0.20954,0.34191,0.35,103,-70.39875,29.0875,0,0,0
881,0.29722,0.38063,0.27064,99.4,-74.43875,24.4875,0,0,0
882,0.40186,0.38735,0.30488,85.72,-78.95875,16.3275,0,0,0
883,0.50202,0.32367,0.23128,68.72,-82.87875,12.5675,0,0,0
884,0.51034,0.31951,0.2108,60.64,-84.43875,11.8075,0,0,0
885,0.56922,0.31663,0.19576,49.36,-86.75875,6.5275,0,0,0
886,0.61466,0.23951,0.16856,42.04,-84.35875,-0.1925,0,0,0
887,0.66234,0.21647,0.18776,39.8,-81.91875,-1.9525,0,0,0
888,0.72506,0.17967,0.15864,40.2,-75.75875,-3.8325,0,0,0
889,0.75322,0.18895,0.1196,46.56,-70.67875,-6.3525,0,0,0
890,0.77274,0.16271,0.07576,51.52,-68.79875,-8.5925,0,0,0
891,0.78554,0.18831,0.09176,63.52,-63.15875,-13.3525,0,0,0
892,0.79258,0.18127,0.17016,72.72,-55.59875,-17.4325,0,0,0
893,0.7801,0.21839,0.17944,73.68,-46.95875,-17.1125,0,0,0
894,0.7721,0.22895,0.12504,70.88,-42.95875,-16.0325,0,0,0
895,0.77914,0.22127,0.102,61.96,-37.51875,-13.5925,0,0,0
896,0.77562,0.33359,0.21144,54.24,-31.83875,-13.8725,0,0,0
897,0.77242,0.37199,0.2412,50.52,-29.03875,-15.6725,0,0,0
898,0.72314,0.32047,0.23096,40.52,-23.63875,-18.9125,0,0,0
899,0.68666,0.28815,0.1884,30.24,-20.71875,-16.9525,0,0,0
900,0.66298,0.26735,0.19032,27.48,-19.39875,-14.9125,0,0,0
901,0.64538,0.30767,0.19928,24.64,-15.83875,-10.8725,0,0,0
902,0.6169,0.42895,0.2156,20.48,-11.67875,-7.7525,0,0,0
903,0.58234,0.42415,0.18552,17.68,-7.23875,-10.3925,0,0,0
904,0.5673,0.44239,0.18776,14.36,-5.15875,-10.7125,0,0,0
905,0.5257,0.42863,0.17976,6.32,-2.11875,-9.0325,0,0,0
906,0.51738,0.44015,0.15384,1.6,-0.47875,-4.2325,0,0,0
907,0.5065,0.48399,0.15192,1.2,0.64125,-2.3925,0,0,0
908,0.48186,0.43407,0.1484,1.92,3.20125,-2.3925,0,0,0
909,0.47578,0.42703,0.12216,5.56,3.52125,0.1675,0,0,0
910,0.46426,0.48655,0.13304,10.76,5.00125,0.6075,0,0,0
911,0.45498,0.46223,0.12056,11.8,5.44125,-0.7525,0,0,0
912,0.45498,0.42191,0.10296,12.4,4.80125,-0.2725,0,0,0
913,0.43706,0.46895,0.102,12.32,4.44125,-0.1525,0,0,0
914,0.44026,0.43919,0.1052,12.32,4.52125,-2.0325,0,0,0
915,0.43386,0.35215,0.086,14.52,3.56125,-5.0725,0,0,0
916,0.43546,0.45807,0.09208,21.12,2.48125,-7.3525,0,0,0
917,0.43066,0.47151,0.09464,22.56,2.08125,-10.6325,0,0,0
918,0.43706,0.45711,0.08504,20.6,1.36125,-10.4325,0,0,0
919,0.42618,0.50511,0.08024,14.52,-0.23875,-7.6325,0,0,0
920,0.44922,0.48463,0.09432,8.8,-0.71875,-6.8325,0,0,0
921,0.44538,0.46415,0.06776,6,-1.07875,-4.7925,0,0,0
922,0.45914,0.44815,0.08952,8.6,-1.15875,-4.3125,0,0,0
923,0.46586,0.44079,0.0908,10.52,-0.95875,-4.1125,0,0,0
924,0.4537,0.46639,0.08664,14.12,-0.27875,-4.5925,0,0,0
925,0.45306,0.47119,0.08504,15.08,0.32125,-5.7525,0,0,0
926,0.4649,0.47919,0.08248,13.28,1.12125,-4.7525,0,0,0
927,0.46394,0.49519,0.08888,11.6,1.84125,-4.4325,0,0,0
928,0.45146,0.47791,0.09112,7.32,3.96125,-5.3125,0,0,0
929,0.44698,0.46191,0.09656,4.28,5.12125,-5.1925,0,0,0
930,0.4473,0.47663,0.0796,4.04,5.20125,-4.3125,0,0,0
931,0.43578,0.46927,0.08888,7.56,5.72125,-3.9125,0,0,0
932,0.44282,0.46831,0.0924,8.52,5.60125,-3.8325,0,0,0
933,0.43482,0.49743,0.09048,8.8,5.72125,-3.9525,0,0,0
934,0.43194,0.47983,0.08056,6.88,5.84125,-5.0325,0,0,0
935,0.42714,0.48047,0.08984,5.68,5.24125,-4.5925,0,0,0
936,0.42778,0.50287,0.08824,5,5.04125,-4.1525,0,0,0
937,0.46746,0.46703,0.05304,4.2,5.12125,-4.1525,0,0,0
938,0.40826,0.51855,0.07896,4.08,3.72125,-3.1525,0,0,0
939,0.40794,0.50991,0.08792,3.04,2.20125,-2.8325,0,0,0
940,0.40442,0.51759,0.09336,2.48,1.56125,-2.3525,0,0,0
941,0.39994,0.51919,0.08088,1.64,1.00125,-1.8725,0,0,0
942,0.41626,0.50319,0.08184,-0.8,-0.51875,-0.2725,0,0,0
943,0.40154,0.49871,0.08312,-2.48,-1.07875,0.0875,0,0,0
944,0.4105,0.46575,0.0764,-2.08,-1.67875,0.0475,0,0,0
945,0.41178,0.48015,0.08536,-0.84,-1.71875,-0.0725,0,0,0
946,0.4121,0.46863,0.08888,2.04,-1.03875,-1.9925,0,0,0
947,0.42042,0.46831,0.0908,4.32,-0.95875,-2.6725,0,0,0
948,0.41786,0.49039,0.08632,5.08,-0.79875,-2.8725,0,0,0
949,0.41242,0.50927,0.09336,4.72,-0.67875,-3.5525,0,0,0
950,0.42234,0.51215,0.09688,2.72,-0.79875,-3.3925,0,0,0
951,0.41914,0.50159,0.09208,1.6,-0.75875,-3.1525,0,0,0
952,0.42074,0.49871,0.08696,-0.04,-0.99875,-2.4725,0,0,0
953,0.41786,0.49679,0.0924,-0.64,-0.95875,-2.6725,0,0,0
954,0.42106,0.50191,0.08632,-0.76,-0.95875,-3.0325,0,0,0
955,0.42298,0.49871,0.0908,-0.84,-0.91875,-3.1925,0,0,0
956,0.42554,0.47823,0.086,-0.96,-0.87875,-2.8325,0,0,0
957,0.42234,0.49199,0.08568,-0.36,-0.79875,-2.3125,0,0,0
958,0.41306,0.48847,0.08024,-0.32,-0.63875,-2.4725,0,0,0
959,0.42778,0.47663,0.07736,-0.24,-0.83875,-1.9925,0,0,0
960,0.41946,0.48815,0.06968,-0.2,-0.51875,-2.4325,0,0,0
961,0.4201,0.48207,0.06648,-0.28,-0.39875,-2.7925,0,0,0
962,0.43194,0.49231,0.07352,-0.32,-0.31875,-2.1525,0,0,0
963,0.4169,0.49007,0.078,-0.16,0.44125,-2.6325,0,0,0
964,0.41722,0.48943,0.0764,0.2,0.80125,-2.5925,0,0,0
965,0.41594,0.48591,0.0636,0.8,0.88125,-2.2325,0,0,0
966,0.41946,0.48271,0.08632,2.2,0.96125,-1.5125,0,0,0
967,0.40858,0.48975,0.08024,3.4,1.24125,-1.2725,0,0,0
968,0.40794,0.46799,0.07736,3.6,1.40125,-1.2725,0,0,0
969,0.41146,0.47823,0.07896,3.88,1.16125,-0.5525,0,0,0
970,0.4073,0.48079,0.08312,3.12,1.64125,-1.3125,0,0,0
971,0.4121,0.46607,0.0716,2.36,1.76125,-2.0325,0,0,0
972,0.40378,0.47759,0.07736,1.6,1.88125,-2.8325,0,0,0
973,0.40378,0.49519,0.07928,1.64,1.36125,-3.0325,0,0,0
974,0.39546,0.46351,0.08216,2.36,1.00125,-3.6725,0,0,0
975,0.40506,0.46671,0.08888,3.6,0.56125,-3.7525,0,0,0
976,0.40154,0.49007,0.09656,7.36,0.48125,-4.4725,0,0,0
977,0.40954,0.49071,0.07832,9.84,0.76125,-5.7525,0,0,0
978,0.40858,0.50511,0.094,10.4,0.88125,-5.7525,0,0,0
979,0.4089,0.51855,0.0908,9.6,1.40125,-6.2725,0,0,0
980,0.4057,0.50415,0.078,7.28,1.60125,-5.7125,0,0,0
981,0.4073,0.54063,0.078,4.72,1.44125,-4.9125,0,0,0
982,0.40442,0.52207,0.08888,3.64,1.80125,-5.4325,0,0,0
983,0.40378,0.49551,0.05976,2.48,2.16125,-5.0725,0,0,0
984,0.40922,0.52815,0.08984,3.24,2.44125,-3.9925,0,0,0
985,0.41018,0.51439,0.0828,3.56,2.84125,-4.3525,0,0,0
986,0.40826,0.50063,0.06872,3.88,3.52125,-4.8325,0,0,0
987,0.4105,0.51311,0.06296,4.6,4.12125,-4.9125,0,0,0
988,0.4105,0.51279,0.06488,4.52,4.76125,-5.3125,0,0,0
989,0.39866,0.49967,0.05944,3.64,5.88125,-5.1525,0,0,0
990,0.40346,0.51535,0.05016,3.24,6.36125,-4.6325,0,0,0
991,0.39322,0.51311,0.04568,3.04,6.80125,-4.8325,0,0,0
992,0.3929,0.48623,0.04792,2.96,7.24125,-5.2725,0,0,0
993,0.38682,0.50863,0.03768,4.32,7.76125,-4.8725,0,0,0
994,0.39002,0.49071,0.04408,5.8,7.96125,-5.3925,0,0,0
995,0.38906,0.50575,0.04504,6.96,8.28125,-5.4725,0,0,0
996,0.37946,0.51183,0.04376,8.68,8.88125,-5.7125,0,0,0
997,0.37914,0.51855,0.04856,9.12,9.08125,-5.6725,0,0,0
998,0.37402,0.51535,0.03544,9.2,9.28125,-5.7925,0,0,0
999,0.37658,0.50543,0.038,9.52,9.48125,-5.5525,0,0,0
1000,0.3721,0.52911,0.05144,10.48,10.04125,-5.6325,0,0,0
1001,0.36986,0.52239,0.03352,10.56,10.20125,-5.9925,0,0,0
1002,0.37178,0.55983,0.05432,10.6,10.36125,-5.6725,0,0,0
1003,0.3769,0.53583,0.04728,10.32,10.56125,-5.4325,0,0,0
1004,0.37594,0.54063,0.05464,10.92,10.52125,-4.2725,0,0,0
1005,0.36442,0.56335,0.04984,11.16,10.64125,-4.2325,0,0,0
1006,0.3657,0.54927,0.05976,10.4,10.56125,-4.2325,0,0,0
1007,0.35866,0.56687,0.06648,8.76,9.92125,-2.9925,0,0,0
1008,0.35898,0.55695,0.06648,7.56,9.68125,-2.7525,0,0,0
1009,0.35834,0.54255,0.06904,6,8.52125,-1.8325,0,0,0
1010,0.35834,0.55343,0.08056,5.76,7.72125,-1.5525,0,0,0
1011,0.35258,0.54799,0.0668,5.76,7.28125,-1.8325,0,0,0
