motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
jjbhbhb,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
1517,0.71875,0.78125,0.140625,-1.953125,1.953125,-5.859375,0,0,0
1518,0.53125,0.78125,0.171875,-3.90625,5.859375,0,0,0,0
1519,0.640625,0.765625,0.234375,-1.953125,19.53125,1.953125,0,0,0
1520,0.609375,0.75,0.28125,-3.90625,25.390625,0,0,0,0
1521,0.65625,0.765625,0.265625,-3.90625,-5.859375,0,0,0,0
1522,0.390625,0.796875,0.234375,-3.90625,1.953125,1.953125,0,0,0
1523,0.75,0.796875,0.25,-1.953125,25.390625,0,0,0,0
1524,0.5625,0.734375,0.34375,-5.859375,25.390625,3.90625,0,0,0
1525,0.578125,0.75,0.34375,-5.859375,15.625,0,0,0,0
1526,0.515625,0.6875,0.296875,-1.953125,-15.625,3.90625,0,0,0
1527,0.578125,0.640625,0.328125,1.953125,-39.0625,0,0,0,0
1528,0.671875,0.6875,0.3125,0,-46.875,-1.953125,0,0,0
1529,0.40625,0.328125,0.03125,-17.578125,-62.5,0,0,0,0
1530,0.40625,0.328125,0.03125,-7.8125,-52.734375,3.90625,0,0,0
1531,0.875,0.71875,0.375,9.765625,-21.484375,-7.8125,0,0,0
1532,1.0625,0.5625,0.28125,5.859375,23.4375,5.859375,0,0,0
1533,0.5,0.640625,0.34375,1.953125,19.53125,15.625,0,0,0
1534,0.796875,0.609375,0.375,5.859375,66.40625,-23.4375,0,0,0
1535,0.921875,0.6875,0.390625,7.8125,146.48438,9.765625,0,0,0
1536,0.3125,0.6875,0.328125,17.578125,82.03125,15.625,0,0,0
1537,0.453125,0.703125,0.1875,1.953125,64.453125,23.4375,0,0,0
1538,0.875,0.875,0.6875,-25.390625,-37.109375,44.921875,0,0,0
1539,0.3125,0.59375,0.765625,5.859375,1.953125,0,0,0,0
1540,0.9375,0.546875,0.546875,-21.484375,123.046875,37.109375,0,0,0
1541,0.75,0.46875,0.625,-37.109375,93.75,33.203125,0,0,0
1542,0.78125,0.21875,0.734375,-50.78125,31.25,11.71875,0,0,0
1543,0.859375,-0.09375,0.8125,-50.78125,31.25,3.90625,0,0,0
1544,0.625,-0.03125,0.875,-52.734375,27.34375,5.859375,0,0,0
1545,0.265625,-0.171875,0.953125,-54.6875,-13.671875,9.765625,0,0,0
1546,0.484375,-0.359375,1.234375,-50.78125,-21.484375,13.671875,0,0,0
1547,0.78125,-0.8125,1.3125,-11.71875,-39.0625,3.90625,0,0,0
1548,0.78125,-0.8125,1.3125,-13.671875,-37.109375,7.8125,0,0,0
1549,0.6875,-0.734375,0.890625,-1.953125,-42.96875,0,0,0,0
1550,0.65625,-0.78125,0.640625,0,-25.390625,-3.90625,0,0,0
1551,0.484375,-0.6875,0.578125,0,-29.296875,1.953125,0,0,0
1552,0.453125,-0.6875,0.609375,1.953125,-15.625,11.71875,0,0,0
1553,0.546875,-0.46875,0.609375,-3.90625,-11.71875,25.390625,0,0,0
1554,0.609375,-0.34375,0.640625,-11.71875,0,29.296875,0,0,0
1555,0.609375,-0.328125,0.765625,-7.8125,-3.90625,25.390625,0,0,0
1556,0.53125,-0.328125,0.8125,7.8125,-41.015625,33.203125,0,0,0
1557,0.421875,-0.21875,0.421875,11.71875,-83.984375,31.25,0,0,0
1558,0.78125,-0.375,0.453125,15.625,0,58.59375,0,0,0
1559,0.921875,-0.390625,0.5,9.765625,3.90625,56.640625,0,0,0
1560,0.75,-0.59375,0.65625,11.71875,5.859375,46.875,0,0,0
1561,0.75,-0.5,0.59375,13.671875,3.90625,37.109375,0,0,0
1562,0.6875,-0.40625,0.703125,9.765625,17.578125,31.25,0,0,0
1563,0.640625,-0.390625,0.75,7.8125,19.53125,23.4375,0,0,0
1564,0.53125,-0.34375,0.8125,9.765625,23.4375,19.53125,0,0,0
1565,0.46875,-0.328125,0.84375,9.765625,25.390625,13.671875,0,0,0
1566,0.40625,-0.390625,0.90625,11.71875,35.15625,5.859375,0,0,0
1567,0.265625,-0.390625,0.90625,15.625,29.296875,0,0,0,0
1568,0.1875,-0.328125,1.015625,19.53125,23.4375,-13.671875,0,0,0
1569,0.03125,-0.328125,1.015625,17.578125,25.390625,-11.71875,0,0,0
1570,-0.015625,-0.265625,0.8125,17.578125,25.390625,-7.8125,0,0,0
1571,0.125,-0.28125,0.84375,11.71875,21.484375,-5.859375,0,0,0
1572,0.25,-0.375,1.015625,5.859375,23.4375,-5.859375,0,0,0
1573,0,-0.421875,1.03125,9.765625,15.625,-9.765625,0,0,0
1574,0,-0.390625,1.078125,17.578125,33.203125,-21.484375,0,0,0
1575,0,-0.484375,1.21875,29.296875,25.390625,-23.4375,0,0,0
1576,0.03125,-0.34375,1.09375,37.109375,19.53125,-27.34375,0,0,0
1577,0,-0.34375,1.390625,46.875,29.296875,-31.25,0,0,0
1578,-0.046875,-0.265625,1.5,58.59375,31.25,-31.25,0,0,0
1579,-0.046875,-0.328125,1.40625,95.703125,23.4375,-29.296875,0,0,0
1580,-0.21875,-0.453125,1.328125,105.46875,17.578125,-19.53125,0,0,0
1581,-0.25,-0.53125,1.203125,115.234375,11.71875,-13.671875,0,0,0
1582,-0.21875,-0.265625,0.578125,121.09375,15.625,-5.859375,0,0,0
1583,-0.140625,-0.15625,0.3125,113.28125,13.671875,-7.8125,0,0,0
1584,-0.09375,-0.078125,0.140625,101.5625,27.34375,-5.859375,0,0,0
1585,0.109375,0.046875,-0.109375,76.171875,29.296875,-3.90625,0,0,0
1586,0.03125,1.3125,0.015625,-41.015625,-37.109375,52.734375,0,0,0
1587,-0.015625,1.5625,0.078125,-39.0625,-37.109375,52.734375,0,0,0
1588,-0.078125,1.5625,0.484375,13.671875,-37.109375,29.296875,0,0,0
1589,0.109375,1.328125,0.46875,15.625,-21.484375,13.671875,0,0,0
1590,0.1875,1.09375,0.453125,0,-11.71875,3.90625,0,0,0
1591,0.125,0.90625,0.5,-1.953125,-13.671875,3.90625,0,0,0
1592,0.203125,0.828125,0.5,0,-7.8125,9.765625,0,0,0
1593,0.171875,0.90625,0.296875,-3.90625,0,5.859375,0,0,0
1594,0.25,0.953125,0.390625,0,7.8125,3.90625,0,0,0
1595,0.21875,0.953125,0.421875,1.953125,7.8125,3.90625,0,0,0
1596,0.171875,0.9375,0.34375,0,7.8125,1.953125,0,0,0
1597,-0.015625,0.890625,0.28125,-5.859375,7.8125,3.90625,0,0,0
1598,-0.125,0.875,0.328125,-3.90625,9.765625,11.71875,0,0,0
1599,0,0.984375,0.4375,1.953125,7.8125,11.71875,0,0,0
1600,0.03125,1.03125,0.234375,-5.859375,9.765625,1.953125,0,0,0
1601,0,0.828125,0.203125,-1.953125,3.90625,3.90625,0,0,0
1602,-0.046875,0.984375,0.453125,-7.8125,0,1.953125,0,0,0
1603,-0.046875,0.984375,0.453125,-7.8125,0,1.953125,0,0,0
1604,0.15625,0.90625,0.46875,-1.953125,-7.8125,0,0,0,0
1605,0.296875,0.875,0.53125,0,-5.859375,1.953125,0,0,0
1606,0.375,0.828125,0.484375,0,-7.8125,0,0,0,0
1607,0.359375,0.75,0.46875,0,-3.90625,1.953125,0,0,0
1608,0.4375,0.828125,0.546875,1.953125,-1.953125,3.90625,0,0,0
1609,0.4375,0.828125,0.5,1.953125,11.71875,3.90625,0,0,0
1610,0.40625,0.828125,0.453125,0,11.71875,0,0,0,0
1611,0.40625,0.953125,0.40625,-3.90625,-3.90625,1.953125,0,0,0
1612,0.28125,0.984375,0.46875,-1.953125,-5.859375,1.953125,0,0,0
1613,0.03125,1,0.421875,-5.859375,-5.859375,-5.859375,0,0,0
1614,0,0.84375,0.484375,-1.953125,-3.90625,-3.90625,0,0,0
1615,-0.03125,0.828125,0.484375,1.953125,-5.859375,0,0,0,0
1616,-0.015625,0.96875,0.375,5.859375,-3.90625,0,0,0,0
1617,0.234375,0.8125,0.4375,7.8125,3.90625,1.953125,0,0,0
1618,0.3125,0.890625,0.34375,7.8125,1.953125,3.90625,0,0,0
1619,0.34375,0.9375,0.34375,-3.90625,0,-1.953125,0,0,0
1620,0.3125,0.9375,0.359375,-7.8125,-1.953125,-1.953125,0,0,0
1621,0.21875,0.859375,0.328125,0,-1.953125,0,0,0,0
1622,0.21875,0.890625,0.328125,3.90625,-1.953125,0,0,0,0
1623,0.171875,0.875,0.3125,0,0,0,0,0,0
1624,0.21875,0.875,0.328125,0,0,0,0,0,0
1625,0.234375,0.921875,0.359375,0,0,1.953125,0,0,0
1626,0.21875,0.953125,0.390625,0,1.953125,1.953125,0,0,0
1627,0.171875,1.015625,0.328125,-1.953125,1.953125,1.953125,0,0,0
1628,0.203125,0.984375,0.359375,-1.953125,1.953125,-1.953125,0,0,0
1629,0.1875,0.9375,0.3125,0,0,0,0,0,0
1630,0.1875,0.9375,0.3125,0,0,0,0,0,0
1631,0.171875,0.875,0.3125,-3.90625,1.953125,-3.90625,0,0,0
1632,0.171875,0.796875,0.328125,-5.859375,1.953125,-3.90625,0,0,0
1633,0.203125,0.765625,0.328125,-7.8125,0,-1.953125,0,0,0
1634,0.1875,0.734375,0.328125,-7.8125,0,0,0,0,0
1635,0.203125,0.78125,0.296875,-11.71875,0,0,0,0,0
1636,0.109375,0.734375,0.4375,-31.25,-1.953125,-3.90625,0,0,0
1637,0.109375,0.671875,0.5,-31.25,-3.90625,-5.859375,0,0,0
1638,0.125,0.578125,0.578125,-27.34375,3.90625,-3.90625,0,0,0
1639,0.078125,0.625,0.515625,-19.53125,0,-1.953125,0,0,0
1640,0.25,0.671875,0.609375,-15.625,-3.90625,-1.953125,0,0,0
1641,0.15625,0.8125,0.671875,-13.671875,0,-1.953125,0,0,0
1642,0.078125,0.609375,0.671875,-9.765625,0,-3.90625,0,0,0
1643,0.140625,0.59375,0.703125,-5.859375,-1.953125,0,0,0,0
1644,0.09375,0.71875,0.671875,0,0,0,0,0,0
1645,0.203125,0.78125,0.890625,-9.765625,0,0,0,0,0
1646,0.4375,0.765625,0.921875,-7.8125,0,0,0,0,0
1647,0.15625,0.75,0.9375,-7.8125,1.953125,-1.953125,0,0,0
1648,0.203125,0.75,0.796875,-1.953125,5.859375,0,0,0,0
1649,0.09375,0.734375,0.796875,0,1.953125,0,0,0,0
1650,0.09375,0.78125,0.75,1.953125,0,0,0,0,0
1651,0.125,0.78125,0.734375,0,-3.90625,0,0,0,0
1652,0.171875,0.828125,0.84375,0,-7.8125,-1.953125,0,0,0
1653,0.15625,0.828125,1,-3.90625,0,-5.859375,0,0,0
1654,0.140625,0.71875,0.9375,-3.90625,0,-1.953125,0,0,0
1655,0.15625,0.6875,0.828125,0,0,1.953125,0,0,0
1656,0.140625,0.703125,0.84375,0,0,0,0,0,0
1657,0.203125,0.6875,0.796875,-3.90625,0,0,0,0,0
1658,0.1875,0.625,0.890625,-1.953125,0,0,0,0,0
1659,0.203125,0.640625,0.875,1.953125,1.953125,0,0,0,0
1660,0.1875,0.734375,0.953125,5.859375,1.953125,0,0,0,0
1661,0.203125,0.859375,1.015625,11.71875,0,1.953125,0,0,0
1662,0.203125,1.046875,1.09375,9.765625,0,0,0,0,0
1663,0.140625,1.015625,1.0625,7.8125,5.859375,0,0,0,0
1664,0.15625,0.796875,0.765625,7.8125,0,0,0,0,0
1665,0.15625,0.796875,0.765625,7.8125,0,0,0,0,0
1666,0.171875,0.765625,0.71875,9.765625,-1.953125,0,0,0,0
1667,0.125,0.765625,0.6875,13.671875,0,0,0,0,0
1668,0.140625,0.734375,0.65625,15.625,0,1.953125,0,0,0
1669,0.171875,0.71875,0.515625,13.671875,-1.953125,0,0,0,0
1670,0.15625,0.6875,0.546875,13.671875,0,0,0,0,0
1671,0.140625,0.59375,0.484375,13.671875,0,3.90625,0,0,0
1672,0.1875,0.59375,0.359375,13.671875,-3.90625,3.90625,0,0,0
1673,0.15625,0.5625,0.40625,17.578125,0,1.953125,0,0,0
1674,0.140625,0.578125,0.3125,13.671875,-1.953125,1.953125,0,0,0
1675,0.171875,0.65625,0.40625,9.765625,1.953125,1.953125,0,0,0
1676,0.171875,0.734375,0.34375,9.765625,3.90625,1.953125,0,0,0
1677,0.1875,0.765625,0.34375,9.765625,3.90625,1.953125,0,0,0
1678,0.1875,0.90625,0.4375,1.953125,3.90625,0,0,0,0
1679,0.1875,0.859375,0.40625,0,3.90625,0,0,0,0
1680,0.1875,0.859375,0.421875,-1.953125,1.953125,0,0,0,0
1681,0.1875,0.875,0.46875,0,3.90625,0,0,0,0
1682,0.171875,0.84375,0.4375,0,5.859375,0,0,0,0
1683,0.1875,0.8125,0.421875,-1.953125,1.953125,0,0,0,0
1684,0.140625,0.3125,0.3125,-11.71875,5.859375,0,0,0,0
1685,0.140625,0.3125,0.3125,-9.765625,5.859375,1.953125,0,0,0
1686,0.15625,0.671875,0.265625,0,0,3.90625,0,0,0
1687,0.109375,0.828125,0.265625,-7.8125,1.953125,0,0,0,0
1688,0.203125,0.75,0.46875,-15.625,1.953125,-3.90625,0,0,0
1689,0.125,0.71875,0.53125,-15.625,1.953125,-1.953125,0,0,0
1690,0.15625,0.734375,0.609375,-7.8125,0,-1.953125,0,0,0
1691,0.171875,0.796875,0.640625,-5.859375,-3.90625,0,0,0,0
1692,0.140625,0.90625,0.828125,-17.578125,-1.953125,-5.859375,0,0,0
1693,0.171875,0.859375,0.828125,-19.53125,0,-3.90625,0,0,0
1694,0.171875,0.8125,0.875,-19.53125,-1.953125,-3.90625,0,0,0
1695,0.171875,0.84375,0.984375,-11.71875,0,0,0,0,0
1696,0.234375,0.890625,0.890625,-15.625,0,0,0,0,0
1697,0.203125,0.890625,1.015625,-11.71875,0,-1.953125,0,0,0
1698,0.171875,0.8125,0.921875,-11.71875,0,0,0,0,0
1699,0.1875,0.78125,1,-9.765625,0,0,0,0,0
1700,0.1875,0.75,0.875,-5.859375,1.953125,0,0,0,0
1701,0.140625,0.75,0.953125,7.8125,-1.953125,0,0,0,0
1702,0.140625,0.75,0.953125,7.8125,-1.953125,0,0,0,0
1703,0.171875,1.046875,1.171875,9.765625,-3.90625,0,0,0,0
1704,0.109375,0.984375,1.109375,9.765625,0,0,0,0,0
1705,0.140625,0.734375,0.9375,7.8125,0,0,0,0,0
1706,0.125,0.78125,0.875,11.71875,0,0,0,0,0
1707,0.125,0.78125,0.796875,11.71875,-1.953125,0,0,0,0
1708,0.140625,0.765625,0.75,11.71875,0,0,0,0,0
1709,0.125,0.78125,0.71875,13.671875,0,0,0,0,0
1710,0.171875,0.609375,0.5,13.671875,0,0,0,0,0
1711,0.15625,0.5625,0.515625,15.625,0,1.953125,0,0,0
1712,0.171875,0.546875,0.4375,17.578125,-1.953125,3.90625,0,0,0
1713,0.15625,0.5625,0.390625,15.625,-1.953125,3.90625,0,0,0
1714,0.140625,0.5625,0.375,15.625,-1.953125,3.90625,0,0,0
1715,0.125,0.609375,0.375,15.625,-1.953125,1.953125,0,0,0
1716,0.15625,0.59375,0.34375,15.625,0,1.953125,0,0,0
1717,0.15625,0.609375,0.328125,15.625,0,1.953125,0,0,0
1718,0.140625,0.625,0.28125,13.671875,0,0,0,0,0
1719,0.171875,0.6875,0.28125,13.671875,0,0,0,0,0
1720,0.21875,0.90625,0.40625,-3.90625,0,0,0,0,0
1721,0.234375,0.859375,0.40625,-3.90625,0,0,0,0,0
1722,0.21875,0.90625,0.40625,0,1.953125,0,0,0,0
1723,0.171875,0.921875,0.421875,3.90625,0,0,0,0,0
1724,0.21875,0.953125,0.40625,0,1.953125,0,0,0,0
1725,0.171875,0.78125,0.359375,-7.8125,3.90625,1.953125,0,0,0
1726,0.21875,0.671875,0.28125,-5.859375,3.90625,1.953125,0,0,0
1727,0.109375,0.46875,0.21875,-11.71875,1.953125,1.953125,0,0,0
1728,0.140625,0.765625,0.546875,-9.765625,1.953125,-1.953125,0,0,0
1729,0.1875,0.796875,0.546875,-7.8125,1.953125,-3.90625,0,0,0
1730,0.234375,0.765625,0.546875,-7.8125,1.953125,-1.953125,0,0,0
1731,0.1875,0.8125,0.53125,-9.765625,1.953125,-1.953125,0,0,0
1732,0.171875,0.78125,0.5625,-9.765625,0,0,0,0,0
1733,0.203125,0.875,0.609375,-7.8125,0,0,0,0,0
1734,0.140625,0.953125,0.65625,-15.625,0,-1.953125,0,0,0
1735,0.140625,0.9375,0.765625,-17.578125,0,-3.90625,0,0,0
1736,0.125,0.859375,1.03125,-11.71875,0,-3.90625,0,0,0
1737,0.125,0.828125,0.953125,-13.671875,0,-1.953125,0,0,0
1738,0.203125,0.859375,0.875,-3.90625,-1.953125,0,0,0,0
1739,0.140625,0.90625,0.96875,-1.953125,0,0,0,0,0
1740,0.140625,0.828125,0.828125,0,0,0,0,0,0
1741,0.1875,0.71875,0.859375,0,-1.953125,0,0,0,0
1742,0.125,0.734375,1.046875,5.859375,0,0,0,0,0
1743,0.21875,0.84375,1.03125,7.8125,0,1.953125,0,0,0
1744,0.15625,0.96875,1.09375,7.8125,0,0,0,0,0
1745,0.125,0.859375,0.875,11.71875,1.953125,1.953125,0,0,0
1746,0.109375,0.859375,0.796875,7.8125,0,1.953125,0,0,0
1747,0.15625,0.828125,0.8125,7.8125,1.953125,0,0,0,0
1748,0.15625,0.796875,0.703125,9.765625,0,0,0,0,0
1749,0.15625,0.75,0.671875,11.71875,-1.953125,0,0,0,0
1750,0.171875,0.734375,0.6875,11.71875,0,0,0,0,0
1751,0.15625,0.71875,0.59375,13.671875,-1.953125,0,0,0,0
1752,0.15625,0.671875,0.5625,15.625,-3.90625,1.953125,0,0,0
1753,0.203125,0.6875,0.515625,15.625,-1.953125,1.953125,0,0,0
1754,0.171875,0.65625,0.4375,15.625,-1.953125,1.953125,0,0,0
1755,0.15625,0.609375,0.421875,15.625,0,1.953125,0,0,0
1756,0.15625,0.53125,0.296875,11.71875,0,1.953125,0,0,0
1757,0.171875,0.53125,0.296875,11.71875,0,1.953125,0,0,0
1758,0.203125,0.671875,0.328125,13.671875,0,3.90625,0,0,0
1759,0.1875,0.859375,0.28125,9.765625,0,1.953125,0,0,0
1760,0.1875,1.015625,0.375,5.859375,0,0,0,0,0
1761,0.1875,0.984375,0.375,3.90625,0,0,0,0,0
1762,0.25,0.859375,0.296875,0,0,0,0,0,0
1763,0.203125,0.828125,0.390625,0,0,0,0,0,0
1764,0.203125,0.90625,0.40625,0,0,0,0,0,0
1765,0.21875,0.9375,0.421875,0,0,0,0,0,0
1766,0.203125,0.75,0.34375,-1.953125,0,0,0,0,0
1767,0.171875,0.703125,0.296875,0,0,0,0,0,0
1768,0.171875,0.6875,0.34375,0,0,1.953125,0,0,0
1769,0.140625,0.546875,0.3125,-13.671875,5.859375,-1.953125,0,0,0
1770,0.15625,0.5625,0.28125,-11.71875,3.90625,0,0,0,0
1771,0.140625,0.578125,0.234375,-13.671875,0,-1.953125,0,0,0
1772,0.1875,0.625,0.390625,-11.71875,0,0,0,0,0
1773,0.15625,0.75,0.40625,-9.765625,-1.953125,0,0,0,0
1774,0.140625,0.828125,0.640625,-9.765625,0,0,0,0,0
1775,0.171875,0.84375,0.65625,-7.8125,0,0,0,0,0
1776,0.203125,0.953125,0.625,-5.859375,-1.953125,0,0,0,0
1777,0.140625,0.984375,0.671875,-11.71875,-3.90625,-3.90625,0,0,0
1778,0.21875,0.875,0.8125,-15.625,0,-3.90625,0,0,0
1779,0.28125,0.828125,0.921875,-17.578125,0,-1.953125,0,0,0
1780,0.265625,0.859375,1,-13.671875,5.859375,-1.953125,0,0,0
1781,0.265625,0.984375,0.890625,-21.484375,5.859375,0,0,0,0
1782,0.078125,1.015625,1.046875,-17.578125,9.765625,-3.90625,0,0,0
1783,0.15625,0.921875,0.859375,-13.671875,5.859375,-3.90625,0,0,0
1784,0.15625,0.828125,1,-13.671875,3.90625,0,0,0,0
1785,0.1875,0.75,0.8125,1.953125,-3.90625,0,0,0,0
1786,0.140625,0.8125,1.03125,5.859375,-1.953125,0,0,0,0
1787,0.1875,0.984375,1.0625,13.671875,-3.90625,1.953125,0,0,0
1788,0.09375,1.09375,0.984375,13.671875,-1.953125,0,0,0,0
1789,0.1875,0.8125,0.90625,9.765625,-3.90625,0,0,0,0
1790,0.15625,0.859375,0.84375,13.671875,-1.953125,1.953125,0,0,0
1791,0.15625,0.859375,0.78125,11.71875,-1.953125,0,0,0,0
1792,0.171875,0.75,0.5625,7.8125,0,0,0,0,0
1793,0.171875,0.75,0.5625,7.8125,0,0,0,0,0
1794,0.1875,0.6875,0.546875,11.71875,0,3.90625,0,0,0
1795,0.1875,0.6875,0.5,15.625,0,1.953125,0,0,0
1796,0.171875,0.6875,0.421875,13.671875,0,0,0,0,0
1797,0.203125,0.625,0.375,15.625,0,1.953125,0,0,0
1798,0.171875,0.640625,0.359375,17.578125,0,1.953125,0,0,0
1799,0.125,0.609375,0.34375,13.671875,0,1.953125,0,0,0
1800,0.15625,0.578125,0.25,9.765625,1.953125,0,0,0,0
1801,0.15625,0.53125,0.25,9.765625,0,1.953125,0,0,0
1802,0.171875,0.96875,0.359375,3.90625,0,0,0,0,0
1803,0.203125,0.921875,0.296875,0,0,0,0,0,0
1804,0.234375,0.875,0.34375,0,0,0,0,0,0
1805,0.203125,0.890625,0.359375,0,-1.953125,0,0,0,0
1806,0.234375,0.921875,0.390625,0,0,0,0,0,0
1807,0.21875,0.875,0.375,-3.90625,1.953125,0,0,0,0
1808,0.21875,0.84375,0.359375,-3.90625,1.953125,0,0,0,0
1809,0.1875,0.796875,0.3125,-3.90625,3.90625,0,0,0,0
1810,0.125,0.453125,0.203125,-7.8125,0,5.859375,0,0,0
1811,0.125,0.453125,0.203125,-9.765625,0,5.859375,0,0,0
1812,0.15625,0.84375,0.34375,-17.578125,5.859375,0,0,0,0
1813,0.1875,0.875,0.40625,-19.53125,3.90625,-5.859375,0,0,0
1814,0.1875,0.71875,0.5625,-11.71875,3.90625,0,0,0,0
1815,0.171875,0.84375,0.515625,-9.765625,0,0,0,0,0
1816,0.0625,0.890625,0.625,-9.765625,1.953125,-1.953125,0,0,0
1817,0.21875,0.890625,0.546875,-9.765625,0,-1.953125,0,0,0
1818,0.125,0.84375,0.625,-7.8125,-3.90625,-1.953125,0,0,0
1819,0.1875,0.8125,0.78125,-7.8125,0,-3.90625,0,0,0
1820,0.234375,0.859375,0.765625,-11.71875,-1.953125,-1.953125,0,0,0
1821,0.234375,0.890625,0.9375,-13.671875,0,-5.859375,0,0,0
1822,0.234375,0.984375,0.96875,-15.625,1.953125,-5.859375,0,0,0
1823,0.046875,0.953125,1.03125,-21.484375,0,-7.8125,0,0,0
1824,0.15625,0.8125,1,-11.71875,1.953125,0,0,0,0
1825,0.140625,0.859375,0.875,-7.8125,0,1.953125,0,0,0
1826,0.03125,0.9375,0.921875,1.953125,1.953125,1.953125,0,0,0
1827,0.125,0.84375,0.6875,0,-1.953125,0,0,0,0
1828,0.171875,0.75,0.859375,0,-3.90625,1.953125,0,0,0
1829,0.109375,0.984375,0.921875,11.71875,0,0,0,0,0
1830,0.109375,0.984375,0.921875,9.765625,0,0,0,0,0
1831,0.171875,0.96875,0.859375,9.765625,-1.953125,0,0,0,0
1832,0.15625,0.84375,0.890625,9.765625,0,0,0,0,0
1833,0.15625,0.8125,0.8125,7.8125,0,3.90625,0,0,0
1834,0.140625,0.859375,0.765625,11.71875,0,0,0,0,0
1835,0.125,0.84375,0.71875,9.765625,0,3.90625,0,0,0
1836,0.15625,0.828125,0.703125,7.8125,-1.953125,1.953125,0,0,0
1837,0.171875,0.796875,0.6875,15.625,0,1.953125,0,0,0
1838,0.1875,0.8125,0.59375,11.71875,0,3.90625,0,0,0
1839,0.125,0.796875,0.546875,9.765625,0,0,0,0,0
1840,0.140625,0.703125,0.453125,13.671875,0,1.953125,0,0,0
1841,0.1875,0.703125,0.40625,15.625,0,1.953125,0,0,0
1842,0.1875,0.640625,0.3125,15.625,-1.953125,1.953125,0,0,0
1843,0.171875,0.625,0.296875,11.71875,0,1.953125,0,0,0
1844,0.15625,0.53125,0.296875,7.8125,0,1.953125,0,0,0
1845,0.171875,0.640625,0.296875,7.8125,0,1.953125,0,0,0
1846,0.140625,0.703125,0.265625,7.8125,0,1.953125,0,0,0
1847,0.203125,0.78125,0.3125,5.859375,0,1.953125,0,0,0
1848,0.203125,0.90625,0.359375,3.90625,0,0,0,0,0
1849,0.21875,0.859375,0.375,1.953125,1.953125,0,0,0,0
1850,0.21875,0.859375,0.375,0,1.953125,0,0,0,0
1851,0.21875,0.890625,0.46875,0,0,0,0,0,0
1852,0.234375,0.90625,0.4375,0,1.953125,0,0,0,0
1853,0.21875,0.890625,0.40625,0,1.953125,0,0,0,0
1854,0.21875,0.890625,0.40625,0,1.953125,0,0,0,0
1855,0.21875,0.90625,0.390625,0,0,0,0,0,0
1856,0.1875,0.921875,0.375,0,0,0,0,0,0
1857,0.203125,0.90625,0.375,0,0,0,0,0,0
1858,0.21875,0.890625,0.390625,0,0,0,0,0,0
1859,0.21875,0.890625,0.40625,0,0,0,0,0,0
1860,0.234375,0.90625,0.40625,0,0,0,0,0,0
1861,0.21875,0.90625,0.40625,0,0,0,0,0,0
1862,0.234375,0.90625,0.40625,0,0,0,0,0,0
1863,0.21875,0.90625,0.390625,0,1.953125,0,0,0,0
1864,0.203125,0.90625,0.390625,0,0,0,0,0,0
1865,0.234375,0.90625,0.375,0,0,0,0,0,0
1866,0.21875,0.921875,0.375,0,0,0,0,0,0
1867,0.21875,0.90625,0.390625,0,0,0,0,0,0
1868,0.21875,0.90625,0.390625,0,0,0,0,0,0
1869,0.21875,0.90625,0.390625,0,0,0,0,0,0
1870,0.21875,0.90625,0.375,0,0,0,0,0,0
1871,0.21875,0.90625,0.40625,0,0,0,0,0,0
1872,0.21875,0.890625,0.40625,1.953125,0,0,0,0,0
1873,0.21875,0.90625,0.375,0,0,0,0,0,0
1874,0.265625,0.90625,0.34375,0,0,1.953125,0,0,0
1875,0.234375,0.90625,0.40625,0,0,-1.953125,0,0,0
1876,0.234375,0.890625,0.390625,-1.953125,0,0,0,0,0
1877,0.234375,0.890625,0.390625,-1.953125,0,0,0,0,0
1878,0.21875,0.890625,0.40625,0,0,0,0,0,0
1879,0.234375,0.890625,0.390625,0,0,0,0,0,0
1880,0.21875,0.890625,0.40625,0,0,0,0,0,0
1881,0.21875,0.890625,0.40625,0,0,0,0,0,0
1882,0.21875,0.875,0.40625,0,0,0,0,0,0
1883,0.21875,0.875,0.40625,0,0,0,0,0,0
1884,0.21875,0.90625,0.40625,0,0,0,0,0,0
1885,0.21875,0.90625,0.40625,0,0,0,0,0,0
1886,0.21875,0.90625,0.390625,0,0,0,0,0,0
1887,0.21875,0.890625,0.390625,0,0,0,0,0,0
1888,0.21875,0.90625,0.390625,0,0,0,0,0,0
1889,0.21875,0.90625,0.390625,0,0,0,0,0,0
1890,0.21875,0.90625,0.375,0,0,0,0,0,0
1891,0.21875,0.90625,0.375,0,0,0,0,0,0
1892,0.203125,0.890625,0.40625,0,0,0,0,0,0
1893,0.234375,0.890625,0.40625,0,0,0,0,0,0
1894,0.234375,0.890625,0.40625,0,0,0,0,0,0
1895,0.21875,0.890625,0.40625,0,0,0,0,0,0
1896,0.21875,0.90625,0.390625,0,0,0,0,0,0
1897,0.21875,0.90625,0.375,0,0,0,0,0,0
1898,0.21875,0.90625,0.390625,0,0,0,0,0,0
1899,0.21875,0.890625,0.40625,0,0,0,0,0,0
1900,0.21875,0.90625,0.390625,0,0,0,0,0,0
1901,0.21875,0.890625,0.40625,0,0,0,0,0,0
1902,0.21875,0.90625,0.40625,0,0,0,0,0,0
1903,0.234375,0.90625,0.40625,0,0,0,0,0,0
