motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
benchpress_ethan_2,1500,10,16,16,16,500,500,500
85,-0.515625,1.140625,0.140625,27.34375,-5.859375,23.4375,,,
86,-0.46875,1.109375,0.078125,21.484375,-7.8125,33.203125,,,
87,-0.453125,1,0.09375,13.671875,-7.8125,41.015625,,,
88,-0.125,0.859375,0.09375,-13.671875,-5.859375,41.015625,,,
89,-0.140625,0.828125,0.0625,-9.765625,-11.71875,33.203125,,,
90,-0.078125,0.84375,-0.015625,-7.8125,-1.953125,33.203125,,,
91,-0.078125,0.84375,0.046875,-13.671875,-3.90625,29.296875,,,
92,-0.03125,0.828125,-0.015625,-13.671875,-3.90625,27.34375,,,
93,-0.078125,0.796875,0.078125,-25.390625,-7.8125,29.296875,,,
94,-0.046875,0.78125,0,-25.390625,-13.671875,31.25,,,
95,-0.09375,0.703125,0.125,-29.296875,-11.71875,29.296875,,,
96,0,0.734375,0.03125,-19.53125,-1.953125,31.25,,,
97,-0.109375,0.75,0.09375,-21.484375,-1.953125,17.578125,,,
98,-0.03125,0.828125,0.015625,-13.671875,-5.859375,15.625,,,
99,-0.15625,0.953125,0.234375,-5.859375,-3.90625,1.953125,,,
100,-0.21875,0.9375,0.21875,-1.953125,-15.625,0,,,
101,-0.171875,0.90625,0.234375,0,0,-1.953125,,,
102,-0.1875,0.828125,0.234375,1.953125,0,-9.765625,,,
103,-0.171875,0.78125,0.203125,5.859375,13.671875,-17.578125,,,
104,-0.1875,0.765625,0.15625,3.90625,17.578125,-23.4375,,,
105,-0.140625,0.78125,0.15625,7.8125,37.109375,-25.390625,,,
106,-0.203125,0.734375,0.15625,9.765625,44.921875,-35.15625,,,
107,-0.09375,0.796875,0.15625,17.578125,46.875,-27.34375,,,
108,-0.15625,0.75,0.15625,13.671875,52.734375,-25.390625,,,
109,-0.21875,0.921875,0.03125,9.765625,29.296875,-21.484375,,,
110,-0.15625,1,0,7.8125,21.484375,-13.671875,,,
111,-0.171875,1.015625,0.0625,5.859375,15.625,-11.71875,,,
112,-0.203125,1.03125,0.03125,-1.953125,11.71875,-15.625,,,
113,-0.171875,1,0.015625,-7.8125,1.953125,-9.765625,,,
114,-0.25,0.984375,0,-11.71875,-11.71875,-13.671875,,,
115,-0.203125,0.9375,0.046875,-17.578125,-11.71875,-3.90625,,,
116,-0.21875,0.921875,0,-19.53125,-13.671875,-7.8125,,,
117,-0.265625,0.90625,0,-19.53125,-9.765625,-5.859375,,,
118,-0.296875,0.96875,0.015625,-19.53125,-9.765625,0,,,
119,-0.25,1.015625,0.109375,-15.625,-9.765625,0,,,
120,-0.484375,1.421875,0.09375,-5.859375,-21.484375,-13.671875,,,
121,-0.484375,1.4375,0.171875,-1.953125,-23.4375,-21.484375,,,
122,-0.546875,1.3125,0.109375,3.90625,-15.625,-23.4375,,,
123,-0.4375,1.203125,0.09375,23.4375,-7.8125,-21.484375,,,
124,-0.421875,1.171875,0.1875,31.25,5.859375,-11.71875,,,
125,-0.359375,1.203125,0.25,27.34375,0,0,,,
126,-0.296875,1.15625,0.171875,15.625,-1.953125,7.8125,,,
127,-0.265625,1.03125,0.234375,7.8125,-13.671875,15.625,,,
128,-0.328125,0.9375,0.125,5.859375,-23.4375,15.625,,,
129,-0.34375,0.796875,0.109375,-3.90625,-11.71875,19.53125,,,
130,-0.25,0.78125,0.171875,-13.671875,1.953125,29.296875,,,
131,-0.21875,0.765625,0.109375,-7.8125,0,29.296875,,,
132,-0.140625,0.734375,0.171875,-7.8125,0,29.296875,,,
133,-0.265625,0.765625,0.015625,-9.765625,1.953125,29.296875,,,
134,-0.1875,0.765625,0.078125,-13.671875,0,31.25,,,
135,-0.234375,0.765625,0.09375,-17.578125,-1.953125,31.25,,,
136,-0.21875,0.8125,0.125,-11.71875,-3.90625,23.4375,,,
137,-0.1875,0.796875,0.078125,-11.71875,-11.71875,17.578125,,,
138,-0.203125,0.84375,0.09375,-5.859375,-5.859375,19.53125,,,
139,-0.203125,0.84375,0.1875,-9.765625,-11.71875,9.765625,,,
140,-0.15625,0.859375,0.109375,0,-7.8125,7.8125,,,
141,-0.21875,0.90625,0.15625,0,-5.859375,-5.859375,,,
142,-0.234375,0.890625,0.140625,5.859375,-1.953125,-11.71875,,,
143,-0.21875,0.890625,0.15625,7.8125,-1.953125,-11.71875,,,
144,-0.171875,0.875,0.203125,3.90625,17.578125,-17.578125,,,
145,-0.1875,0.828125,0.15625,9.765625,9.765625,-25.390625,,,
146,-0.140625,0.8125,0.203125,9.765625,17.578125,-19.53125,,,
147,-0.265625,0.84375,0.0625,17.578125,23.4375,-21.484375,,,
148,-0.1875,0.890625,0.15625,15.625,13.671875,-11.71875,,,
149,-0.234375,0.8125,0.125,21.484375,33.203125,-21.484375,,,
150,-0.21875,0.875,0.140625,19.53125,15.625,-7.8125,,,
151,-0.1875,0.921875,0.078125,7.8125,3.90625,-9.765625,,,
152,-0.1875,0.9375,0,3.90625,5.859375,-15.625,,,
153,-0.1875,0.9375,0,0,7.8125,-11.71875,,,
154,-0.25,0.953125,0.015625,-1.953125,3.90625,-9.765625,,,
155,-0.203125,0.984375,0.015625,-7.8125,1.953125,-3.90625,,,
156,-0.234375,1,0.015625,-5.859375,1.953125,-1.953125,,,
157,-0.25,0.953125,0.015625,-5.859375,0,0,,,
158,-0.265625,0.984375,0.015625,-1.953125,1.953125,0,,,
159,-0.265625,0.921875,0.015625,-3.90625,5.859375,0,,,
160,-0.265625,0.9375,0.015625,0,0,-1.953125,,,
161,-0.28125,0.921875,0.03125,0,7.8125,0,,,
162,-0.421875,1.28125,0.015625,-11.71875,-11.71875,1.953125,,,
163,-0.4375,1.296875,-0.03125,-7.8125,-7.8125,0,,,
164,-0.453125,1.359375,0.046875,-5.859375,-9.765625,-3.90625,,,
165,-0.453125,1.3125,-0.0625,0,0,-11.71875,,,
166,-0.375,1.234375,0.078125,0,0,-11.71875,,,
167,-0.375,1.1875,-0.046875,5.859375,-1.953125,-15.625,,,
168,-0.296875,1.15625,0.078125,5.859375,-5.859375,-7.8125,,,
169,-0.34375,1.125,-0.015625,13.671875,-9.765625,-1.953125,,,
170,-0.328125,1.078125,0.109375,13.671875,-13.671875,5.859375,,,
171,-0.375,1.046875,-0.015625,11.71875,-21.484375,11.71875,,,
172,-0.203125,0.859375,0.09375,-15.625,-19.53125,31.25,,,
173,-0.1875,0.8125,0.140625,-17.578125,-19.53125,25.390625,,,
174,-0.140625,0.796875,0.140625,-19.53125,-23.4375,29.296875,,,
175,-0.140625,0.734375,0.125,-17.578125,-17.578125,27.34375,,,
176,-0.171875,0.75,0.15625,-15.625,-17.578125,25.390625,,,
177,-0.140625,0.796875,0.15625,-13.671875,-9.765625,23.4375,,,
178,-0.171875,0.828125,0.15625,-11.71875,-11.71875,27.34375,,,
179,-0.109375,0.859375,0.15625,-13.671875,-3.90625,27.34375,,,
180,-0.15625,0.859375,0.171875,-15.625,-5.859375,23.4375,,,
181,-0.09375,0.859375,0.203125,-9.765625,-7.8125,33.203125,,,
182,-0.140625,0.84375,0.15625,-7.8125,-19.53125,25.390625,,,
183,-0.171875,0.796875,0.109375,0,-15.625,-11.71875,,,
184,-0.15625,0.8125,0.140625,0,-13.671875,-15.625,,,
185,-0.203125,0.890625,0.171875,1.953125,-5.859375,-23.4375,,,
186,-0.203125,0.859375,0.1875,7.8125,0,-35.15625,,,
187,-0.125,0.8125,0.1875,7.8125,25.390625,-41.015625,,,
188,-0.171875,0.8125,0.1875,11.71875,9.765625,-33.203125,,,
189,-0.1875,0.8125,0.125,13.671875,37.109375,-33.203125,,,
190,-0.1875,0.8125,0.203125,21.484375,21.484375,-25.390625,,,
191,-0.203125,0.84375,0.109375,29.296875,44.921875,-21.484375,,,
192,-0.203125,0.6875,0.28125,37.109375,29.296875,-11.71875,,,
193,-0.25,0.90625,0,0,7.8125,-13.671875,,,
194,-0.234375,0.9375,0,0,7.8125,-7.8125,,,
195,-0.265625,0.9375,0,-5.859375,7.8125,-9.765625,,,
196,-0.1875,1,-0.03125,-5.859375,15.625,-1.953125,,,
197,-0.25,0.96875,0.03125,-7.8125,11.71875,0,,,
198,-0.21875,1.03125,-0.015625,-5.859375,15.625,1.953125,,,
199,-0.28125,1,0.046875,-9.765625,9.765625,7.8125,,,
200,-0.234375,1.078125,0.015625,-9.765625,9.765625,9.765625,,,
201,-0.25,1.0625,0.046875,-15.625,7.8125,7.8125,,,
202,-0.296875,1.03125,0.015625,-19.53125,11.71875,3.90625,,,
203,-0.40625,1.328125,0.015625,-17.578125,1.953125,7.8125,,,
204,-0.34375,1.390625,0.109375,-15.625,1.953125,5.859375,,,
205,-0.40625,1.421875,0.078125,-11.71875,-9.765625,1.953125,,,
206,-0.296875,1.328125,0.078125,-1.953125,-13.671875,-3.90625,,,
207,-0.3125,1.21875,0.03125,5.859375,-13.671875,-11.71875,,,
208,-0.21875,1.171875,0.078125,13.671875,-3.90625,-17.578125,,,
209,-0.1875,1.109375,0.125,23.4375,0,-17.578125,,,
210,-0.234375,1.0625,0.125,29.296875,-13.671875,-15.625,,,
211,-0.1875,1,0.109375,21.484375,-15.625,-9.765625,,,
212,-0.1875,0.921875,0.125,17.578125,-23.4375,-5.859375,,,
213,-0.234375,0.796875,0.15625,5.859375,-29.296875,-1.953125,,,
214,-0.234375,0.78125,0.0625,-7.8125,-27.34375,3.90625,,,
215,-0.234375,0.796875,0.125,-11.71875,-13.671875,5.859375,,,
216,-0.234375,0.84375,0.125,-7.8125,-13.671875,5.859375,,,
217,-0.328125,0.84375,0.140625,-7.8125,-3.90625,11.71875,,,
218,-0.34375,0.890625,0.09375,-9.765625,0,9.765625,,,
219,-0.328125,0.84375,0.140625,-17.578125,5.859375,13.671875,,,
220,-0.375,0.84375,0.109375,-17.578125,3.90625,13.671875,,,
221,-0.3125,0.8125,0.171875,-17.578125,0,19.53125,,,
222,-0.3125,0.78125,0.171875,-13.671875,7.8125,15.625,,,
223,-0.328125,0.734375,0.21875,-9.765625,5.859375,11.71875,,,
224,-0.359375,0.75,0.203125,0,7.8125,-9.765625,,,
225,-0.359375,0.75,0.203125,0,11.71875,-9.765625,,,
226,-0.359375,0.828125,0.140625,0,21.484375,-3.90625,,,
227,-0.359375,0.796875,0.1875,3.90625,25.390625,-9.765625,,,
228,-0.21875,0.84375,0.125,3.90625,21.484375,0,,,
229,-0.296875,0.75,0.140625,1.953125,23.4375,-1.953125,,,
230,-0.25,0.8125,0.046875,7.8125,17.578125,1.953125,,,
231,-0.25,0.78125,0.171875,3.90625,25.390625,0,,,
232,-0.234375,0.90625,0,11.71875,13.671875,11.71875,,,
233,-0.296875,0.9375,0.171875,9.765625,11.71875,13.671875,,,
234,-0.234375,1.0625,0.125,0,-7.8125,21.484375,,,
235,-0.140625,0.921875,0.09375,0,-7.8125,7.8125,,,
236,-0.140625,0.921875,0.140625,0,-13.671875,1.953125,,,
237,-0.0625,0.9375,0.109375,-5.859375,-1.953125,-5.859375,,,
238,-0.09375,0.859375,0.15625,-15.625,3.90625,-17.578125,,,
239,-0.078125,0.90625,0.125,-23.4375,19.53125,-21.484375,,,
240,-0.125,0.90625,0.125,-21.484375,7.8125,-25.390625,,,
241,-0.1875,0.9375,0.09375,-25.390625,23.4375,-19.53125,,,
242,-0.265625,0.921875,0.140625,-23.4375,11.71875,-17.578125,,,
243,-0.28125,0.96875,0.09375,-21.484375,17.578125,-11.71875,,,
244,-0.34375,1.046875,0.234375,-21.484375,5.859375,-3.90625,,,
245,-0.546875,1.421875,0.34375,5.859375,-17.578125,-5.859375,,,
246,-0.546875,1.421875,0.34375,7.8125,-17.578125,-7.8125,,,
247,-0.484375,1.34375,0.171875,19.53125,-11.71875,-9.765625,,,
248,-0.40625,1.234375,0.28125,27.34375,-11.71875,-11.71875,,,
249,-0.34375,1.15625,0.171875,37.109375,-3.90625,-9.765625,,,
250,-0.28125,1.09375,0.3125,39.0625,-5.859375,0,,,
251,-0.28125,1.015625,0.078125,41.015625,-15.625,1.953125,,,
252,-0.234375,0.953125,0.25,35.15625,-13.671875,11.71875,,,
253,-0.296875,0.953125,0.109375,23.4375,-19.53125,9.765625,,,
254,-0.1875,0.890625,0.1875,11.71875,-11.71875,11.71875,,,
255,-0.234375,0.875,0.09375,0,-9.765625,7.8125,,,
256,-0.171875,0.796875,0.015625,-1.953125,0,5.859375,,,
257,-0.1875,0.765625,0.109375,-3.90625,3.90625,7.8125,,,
258,-0.28125,0.796875,0,-5.859375,0,3.90625,,,
259,-0.28125,0.78125,0.09375,-11.71875,7.8125,9.765625,,,
260,-0.328125,0.859375,0.03125,-15.625,3.90625,11.71875,,,
261,-0.25,0.84375,0.078125,-13.671875,0,15.625,,,
262,-0.296875,0.84375,0.09375,-19.53125,0,11.71875,,,
263,-0.25,0.765625,0.15625,-19.53125,-5.859375,9.765625,,,
264,-0.328125,0.734375,0.21875,-15.625,-7.8125,5.859375,,,
265,-0.34375,0.75,0.1875,-9.765625,-1.953125,1.953125,,,
266,-0.375,0.8125,0.1875,5.859375,11.71875,-9.765625,,,
267,-0.34375,0.78125,0.15625,7.8125,15.625,-9.765625,,,
268,-0.3125,0.78125,0.203125,5.859375,11.71875,0,,,
269,-0.265625,0.765625,0.140625,7.8125,17.578125,-5.859375,,,
270,-0.296875,0.75,0.1875,11.71875,11.71875,-7.8125,,,
271,-0.296875,0.765625,0.09375,17.578125,17.578125,-11.71875,,,
272,-0.34375,0.75,0.1875,17.578125,13.671875,-17.578125,,,
273,-0.34375,0.90625,0.015625,9.765625,25.390625,-15.625,,,
274,-0.296875,0.9375,0.0625,-1.953125,17.578125,-15.625,,,
275,-0.203125,0.9375,0.15625,-3.90625,5.859375,-11.71875,,,
276,-0.15625,0.859375,0.09375,-3.90625,0,-11.71875,,,
277,-0.234375,0.84375,0.046875,0,5.859375,-11.71875,,,
278,-0.265625,0.890625,0.046875,0,7.8125,-13.671875,,,
279,-0.296875,0.875,0.109375,-5.859375,9.765625,-15.625,,,
280,-0.3125,0.90625,0.109375,-15.625,7.8125,-7.8125,,,
281,-0.34375,0.953125,0.03125,-13.671875,0,-5.859375,,,
282,-0.421875,1.015625,0.140625,-19.53125,-1.953125,1.953125,,,
283,-0.4375,1.09375,0.03125,-17.578125,0,3.90625,,,
284,-0.5,1.15625,0.140625,-25.390625,1.953125,5.859375,,,
285,-0.515625,1.203125,0.03125,-21.484375,0,0,,,
286,-0.5,1.15625,0.15625,-19.53125,0,-1.953125,,,
287,-0.4375,1.140625,0.1875,17.578125,0,-1.953125,,,
288,-0.4375,1.125,0.171875,17.578125,0,0,,,
289,-0.40625,1.078125,0.09375,21.484375,-7.8125,-5.859375,,,
290,-0.40625,1.046875,0.1875,19.53125,0,0,,,
291,-0.390625,1.03125,0.109375,19.53125,-5.859375,1.953125,,,
292,-0.390625,0.984375,0.1875,15.625,-3.90625,11.71875,,,
293,-0.40625,1.03125,0.046875,15.625,-19.53125,19.53125,,,
294,-0.359375,0.984375,0.21875,11.71875,-23.4375,29.296875,,,
295,-0.3125,0.96875,0.09375,3.90625,-31.25,29.296875,,,
296,-0.296875,0.9375,0.1875,-1.953125,-27.34375,35.15625,,,
297,-0.234375,0.875,0.0625,-7.8125,-27.34375,27.34375,,,
298,-0.203125,0.734375,0.078125,-7.8125,0,15.625,,,
299,-0.1875,0.765625,0.171875,-7.8125,-3.90625,15.625,,,
300,-0.171875,0.734375,0.109375,-1.953125,-3.90625,17.578125,,,
301,-0.203125,0.765625,0.203125,-5.859375,-3.90625,17.578125,,,
302,-0.265625,0.859375,0.125,-13.671875,-1.953125,11.71875,,,
303,-0.1875,0.890625,0.203125,-21.484375,-3.90625,17.578125,,,
304,-0.28125,0.890625,0.140625,-21.484375,-1.953125,11.71875,,,
305,-0.15625,0.859375,0.234375,-17.578125,-7.8125,13.671875,,,
306,-0.234375,0.75,0.21875,-5.859375,-7.8125,0,,,
307,-0.203125,0.734375,0.1875,7.8125,-7.8125,-7.8125,,,
308,-0.21875,0.8125,0.1875,11.71875,11.71875,-21.484375,,,
309,-0.21875,0.8125,0.1875,11.71875,9.765625,-21.484375,,,
310,-0.234375,0.6875,0.21875,15.625,23.4375,-27.34375,,,
311,-0.25,0.703125,0.21875,23.4375,11.71875,-27.34375,,,
312,-0.234375,0.640625,0.234375,33.203125,23.4375,-31.25,,,
313,-0.296875,0.828125,0.09375,29.296875,15.625,-27.34375,,,
314,-0.328125,0.765625,0.046875,25.390625,29.296875,-33.203125,,,
315,-0.28125,0.90625,0.140625,13.671875,19.53125,-27.34375,,,
316,-0.296875,0.90625,0.046875,3.90625,25.390625,-29.296875,,,
317,-0.359375,0.921875,0.171875,0,15.625,-27.34375,,,
318,-0.234375,1,0.03125,-3.90625,25.390625,-23.4375,,,
319,-0.421875,0.921875,0.015625,-5.859375,11.71875,-3.90625,,,
320,-0.453125,0.921875,-0.03125,-5.859375,1.953125,1.953125,,,
321,-0.390625,0.96875,-0.015625,-13.671875,-1.953125,7.8125,,,
322,-0.46875,0.9375,0,-19.53125,-17.578125,7.8125,,,
323,-0.4375,0.984375,0,-21.484375,-15.625,11.71875,,,
324,-0.5,0.984375,0,-23.4375,-23.4375,11.71875,,,
325,-0.5,1,0,-23.4375,-15.625,11.71875,,,
326,-0.484375,1.078125,0.015625,-21.484375,-15.625,13.671875,,,
327,-0.5,1.140625,0.078125,-15.625,-13.671875,13.671875,,,
328,-0.453125,1.234375,0.15625,-5.859375,-17.578125,13.671875,,,
329,-0.421875,1.109375,0.109375,17.578125,3.90625,-3.90625,,,
330,-0.421875,1.109375,0.109375,17.578125,5.859375,-3.90625,,,
331,-0.390625,1.09375,0.15625,17.578125,13.671875,-1.953125,,,
332,-0.421875,1.109375,0.109375,17.578125,7.8125,0,,,
333,-0.328125,1.0625,0.140625,19.53125,9.765625,13.671875,,,
334,-0.359375,1.015625,0.109375,17.578125,-1.953125,23.4375,,,
335,-0.265625,0.96875,0.15625,9.765625,-1.953125,29.296875,,,
336,-0.265625,0.90625,0.046875,1.953125,-7.8125,29.296875,,,
337,-0.234375,0.875,0.0625,-3.90625,-1.953125,27.34375,,,
338,-0.171875,0.796875,0.0625,-11.71875,-5.859375,23.4375,,,
339,-0.140625,0.734375,0.0625,-9.765625,-5.859375,21.484375,,,
340,-0.25,0.796875,0,-11.71875,-5.859375,7.8125,,,
341,-0.25,0.796875,0.03125,-9.765625,-7.8125,13.671875,,,
342,-0.28125,0.828125,0.046875,-13.671875,-9.765625,11.71875,,,
343,-0.265625,0.8125,0.125,-13.671875,-3.90625,5.859375,,,
344,-0.3125,0.8125,0.109375,-9.765625,-1.953125,3.90625,,,
345,-0.265625,0.796875,0.15625,-7.8125,7.8125,1.953125,,,
346,-0.296875,0.75,0.171875,-3.90625,9.765625,-3.90625,,,
347,-0.265625,0.78125,0.171875,1.953125,11.71875,-7.8125,,,
348,-0.296875,0.796875,0.1875,3.90625,11.71875,-9.765625,,,
349,-0.296875,0.859375,0.09375,9.765625,21.484375,-7.8125,,,
350,-0.25,0.796875,-0.03125,13.671875,21.484375,-13.671875,,,
351,-0.25,0.796875,-0.03125,13.671875,21.484375,-11.71875,,,
352,-0.28125,0.75,0.15625,11.71875,11.71875,-13.671875,,,
353,-0.234375,0.84375,-0.03125,9.765625,21.484375,-13.671875,,,
354,-0.328125,0.84375,0.078125,0,11.71875,-13.671875,,,
355,-0.234375,0.921875,0,-1.953125,17.578125,-9.765625,,,
356,-0.21875,0.921875,0.0625,-5.859375,11.71875,-13.671875,,,
357,-0.1875,0.953125,0,-7.8125,13.671875,-9.765625,,,
358,-0.234375,0.90625,0.03125,-13.671875,13.671875,-9.765625,,,
359,-0.25,0.953125,0.015625,-21.484375,19.53125,-9.765625,,,
360,-0.296875,0.859375,0.015625,-25.390625,1.953125,-11.71875,,,
361,-0.265625,0.875,0.15625,-33.203125,1.953125,7.8125,,,
362,-0.3125,0.921875,0.09375,-29.296875,0,7.8125,,,
363,-0.328125,0.984375,0.171875,-23.4375,1.953125,11.71875,,,
364,-0.34375,1.109375,0.171875,-21.484375,0,23.4375,,,
365,-0.390625,1.234375,0.296875,-21.484375,-11.71875,23.4375,,,
366,-0.453125,1.359375,0.1875,-15.625,-21.484375,17.578125,,,
367,-0.421875,1.390625,0.265625,-3.90625,-17.578125,9.765625,,,
368,-0.375,1.34375,0.203125,7.8125,-11.71875,-3.90625,,,
369,-0.28125,1.28125,0.234375,21.484375,-13.671875,-15.625,,,
370,-0.296875,1.171875,0.15625,27.34375,-11.71875,-23.4375,,,
371,-0.359375,1.015625,0.171875,5.859375,-21.484375,5.859375,,,
372,-0.421875,1.015625,0.078125,3.90625,-21.484375,5.859375,,,
373,-0.34375,0.984375,0.1875,-1.953125,-15.625,13.671875,,,
374,-0.3125,0.984375,0.140625,-11.71875,-23.4375,25.390625,,,
375,-0.21875,0.984375,0.28125,-17.578125,-23.4375,31.25,,,
376,-0.1875,0.953125,0.140625,-15.625,-21.484375,33.203125,,,
377,-0.171875,0.859375,0.1875,-7.8125,-19.53125,31.25,,,
378,-0.125,0.796875,0.125,-3.90625,-17.578125,31.25,,,
379,-0.125,0.75,0.21875,0,-17.578125,29.296875,,,
380,-0.140625,0.734375,0.234375,-3.90625,-15.625,23.4375,,,
381,-0.046875,0.78125,0.234375,-5.859375,-23.4375,15.625,,,
382,-0.09375,0.859375,0.21875,1.953125,-21.484375,-1.953125,,,
