motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
"Free hand - 10 steps - low,normal,quiet,high",1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
259,0.8982374,-0.3788531,0.0004118466,-68.58028,0.8121272,-11.235952,0,0,0
260,0.900678,-0.4005742,-0.006177699,-73.87616,-0.5879347,-7.340128,0,0,0
261,0.9016542,-0.4198547,-0.012035073,-75.15448,-1.8662518,-3.9921544,0,0,0
262,0.9018983,-0.4259562,-0.009106386,-72.84134,-2.9010801,-1.6181366,0,0,0
263,0.8992136,-0.42693242,-0.003249012,-68.09218,-4.423191,-0.52313614,0,0,0
264,0.8982374,-0.4303492,0.0018761902,-60.604885,-6.127614,-0.21877488,0,0,0
265,0.89896965,-0.43083733,0.007977621,-52.08277,-8.3190155,-0.5840084,0,0,0
266,0.900678,-0.4332779,0.009686022,-41.856236,-11.119139,-1.5579644,0,0,0
267,0.89945775,-0.433766,0.0062692207,-31.751438,-13.310539,-2.7754097,0,0,0
268,0.89848155,-0.43010515,0.01798397,-21.890135,-15.74543,-4.7233214,0,0,0
269,0.900678,-0.42497995,0.027746258,-11.907084,-18.119448,-7.2799563,0,0,0
270,0.9001899,-0.43132544,0.050199524,-2.654502,-20.676083,-9.471357,0,0,0
271,0.90214235,-0.43571848,0.07167656,5.745869,-23.110971,-11.297524,0,0,0
272,0.90970814,-0.43742687,0.08095074,13.720135,-25.606735,-12.697587,0,0,0
273,0.9211789,-0.43596253,0.08070668,20.05085,-27.859009,-13.245437,0,0,0
274,0.96901405,-0.42571214,0.078754224,28.877327,-30.720005,-12.332354,0,0,0
275,1.0065988,-0.42693242,0.08046262,31.312214,-30.780878,-11.541014,0,0,0
276,1.0473564,-0.42668834,0.075337425,31.920937,-30.84175,-10.080079,0,0,0
277,1.0927511,-0.4303492,0.07045628,32.28617,-29.685177,-9.045252,0,0,0
278,1.1300919,-0.4303492,0.06093804,32.103554,-27.37203,-7.340829,0,0,0
279,1.1703613,-0.42131907,0.05386038,30.277388,-26.03284,-5.8798943,0,0,0
280,1.2352805,-0.4176582,0.031407118,28.146858,-26.398075,-4.905938,0,0,0
281,1.3741491,-0.4349863,-0.009106386,26.198946,-24.206673,-3.1406431,0,0,0
282,1.3963583,-0.44645697,-0.02106519,26.807669,-16.171535,-2.7145374,0,0,0
283,1.352428,-0.4733033,-0.02033302,30.33826,-5.0319133,-2.3493037,0,0,0
284,1.2655437,-0.49136353,-0.020821134,36.425484,4.3424134,-0.036158115,0,0,0
285,1.1669445,-0.50722724,-0.007153928,44.217133,9.151321,4.285772,0,0,0
286,1.0822566,-0.52309096,-0.019356789,51.826164,10.673128,10.799103,0,0,0
287,1.007087,-0.5067391,-0.019112732,57.48728,11.464467,18.651623,0,0,0
288,0.90873194,-0.44035554,-0.040345713,66.61812,10.916617,37.76551,0,0,0
289,0.8914038,-0.4091162,-0.057429723,68.26167,7.081665,48.29641,0,0,0
290,0.9131249,-0.37909716,-0.06353115,69.357376,1.9075234,58.827312,0,0,0
291,0.9572993,-0.39056787,-0.07036476,72.21837,-2.4752789,67.95815,0,0,0
